day,hour,beta0,alpha,rho,o2,o2_pred,year,month,yday,par,wspeed,temp,do_eq,sch_conv,nhour,T_S,proc_err,gamma_1,gamma_2,k0,k1,k2,sig_obs,temp_ref,z,do,type,seed,D_M
17,13,378.359454258733,1.487563638768814,88.61885933626635,11614.709907176946,11650.012773972903,2012,6,179,618.1424593848458,4.5,14.75,9257.55403662368,0.3760853134765919,24,1,13.44981521633781,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12231.759075607828,fixed_all,4,17
17,14,378.359454258733,1.487563638768814,88.61885933626635,11645.502975569316,11677.302872439006,2012,6,179,596.1846989382881,4.8,14.844999999999999,9235.406105902537,0.3752427690571645,24,1,34.69927092369289,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12304.62236744714,fixed_all,4,17
17,15,378.359454258733,1.487563638768814,88.61885933626635,11699.717905189373,11718.996496550433,2012,6,179,625.0529722740605,5.8,14.93,9215.66081642452,0.37449258093603793,24,1,-70.54397870777211,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12265.911503415868,fixed_all,4,17
17,16,378.359454258733,1.487563638768814,88.61885933626635,11694.815865405992,11717.258807525239,2012,6,179,587.5590125104018,5.5,14.985,9202.920175239904,0.3740090017178064,24,1,59.96356360675054,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12345.359915482126,fixed_all,4,17
17,17,378.359454258733,1.487563638768814,88.61885933626635,11695.305950235928,11709.635532495464,2012,6,179,487.23840764820676,5.9,15.024999999999999,9193.671827103757,0.37365821071430705,24,1,105.02663794036562,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12470.796775424082,fixed_all,4,17
17,18,378.359454258733,1.487563638768814,88.61885933626635,11701.036205662307,11720.506033233894,2012,6,179,473.82414270576515,5.4,15.04,9190.207504196393,0.3735268596767985,24,1,16.846145391406026,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12491.478114361831,fixed_all,4,17
17,19,378.359454258733,1.487563638768814,88.61885933626635,11725.61770295989,11741.984630492012,2012,6,179,518.558643820674,5.8,15.065000000000001,9184.438241424486,0.37330817796111015,24,1,7.10911215849228,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12508.861210647858,fixed_all,4,17
17,20,378.359454258733,1.487563638768814,88.61885933626635,11738.34371436618,11743.5393129794,2012,6,179,482.2761078333927,6.5,15.07,9183.285079625683,0.3732644770865278,24,1,92.6593734712369,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12608.497727909611,fixed_all,4,17
17,21,378.359454258733,1.487563638768814,88.61885933626635,11596.01450258846,11589.770756873826,2012,6,179,351.285533066835,7,14.98,9204.077258318212,0.3740529040027552,24,1,-48.71477979245901,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12548.308045850397,fixed_all,4,17
17,22,378.359454258733,1.487563638768814,88.61885933626635,11524.857481228384,11503.521469419586,2012,6,179,238.14405200746913,7.1,14.879999999999999,9227.267558574713,0.3749334497325253,24,1,78.78587543221329,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12591.466592802817,fixed_all,4,17
17,23,378.359454258733,1.487563638768814,88.61885933626635,11404.810984168376,11384.22412828185,2012,6,179,151.03465410806072,5.5,14.774999999999999,9251.71745822728,0.37586317042238215,24,1,-81.1301368679633,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12446.61402612034,fixed_all,4,17
17,24,378.359454258733,1.487563638768814,88.61885933626635,11289.291816336969,11252.016470335715,2012,6,179,84.3630260764096,5,14.675,9275.09891675134,0.3767535526658528,24,1,-30.991970277411383,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12357.499541169891,fixed_all,4,17
18,1,378.359454258733,1.487563638768814,88.61885933626635,11100.91697529549,11056.702311757797,2012,6,180,26.849908872674572,3.2,14.65,9280.958951352717,0.3769769039857161,24,1,11.808537860053548,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12295.383344965974,fixed_all,4,18
18,2,378.359454258733,1.487563638768814,88.61885933626635,10985.421182817452,10936.831502616831,2012,6,180,5.935230218622492,2.8,14.6,9292.696679770766,0.3774245168642109,24,1,-20.24122018331036,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,12199.644205668346,fixed_all,4,18
18,3,378.359454258733,1.487563638768814,88.61885933626635,10955.312921140601,10911.675139607212,2012,6,180,2.4011247157126165,1.5,14.545,9305.635439656573,0.37791829661840304,24,1,-201.32383062578265,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11919.159359620313,fixed_all,4,18
18,4,378.359454258733,1.487563638768814,88.61885933626635,10900.49058477566,10855.411694577846,2012,6,180,4.257227965613794,2.4,14.47,9323.325372967136,0.3785940146743779,24,1,-24.888542197782954,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11826.948833189314,fixed_all,4,18
18,5,378.359454258733,1.487563638768814,88.61885933626635,10870.814191954614,10830.821067404075,2012,6,180,13.798926528542875,2.4,14.395,9341.068775453747,0.37927249303821065,24,1,22.373959021042538,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11779.038949827283,fixed_all,4,18
18,6,378.359454258733,1.487563638768814,88.61885933626635,10895.19952134329,10862.910903526203,2012,6,180,39.57719938390464,3.1,14.379999999999999,9344.62389127758,0.3794085210926903,24,1,100.99180609216637,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11815.256110759718,fixed_all,4,18
18,7,378.359454258733,1.487563638768814,88.61885933626635,10924.718445731309,10908.516670680941,2012,6,180,67.72643449509145,2.3,14.305,9362.431742519266,0.380090329017418,24,1,-33.143699165470025,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11723.152106218793,fixed_all,4,18
18,8,378.359454258733,1.487563638768814,88.61885933626635,10910.227995972136,10923.884398448427,2012,6,180,135.05430709272292,1.3,14.265,9371.951307473333,0.38045509947787204,24,1,-31.381073990722143,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11652.923464272071,fixed_all,4,18
18,9,378.359454258733,1.487563638768814,88.61885933626635,10925.258318300632,10944.600469151512,2012,6,180,151.14353218321423,1.3,14.245000000000001,9376.716854602331,0.38063778282624694,24,1,57.74643098534216,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11705.56421041527,fixed_all,4,18
18,10,378.359454258733,1.487563638768814,88.61885933626635,11019.804707593741,11038.519313044788,2012,6,180,187.98274804848126,3.4,14.235,9379.101071145062,0.3807291991390511,24,1,-30.297805910409807,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11675.56941844322,fixed_all,4,18
18,11,378.359454258733,1.487563638768814,88.61885933626635,11074.164447643292,11109.448100049703,2012,6,180,216.83105459800518,1.4,14.23,9380.293540388046,0.380774925968757,24,1,-313.0059536858389,1.0937947726031934,1.1317781367267294,9.019064648527742,0.7732925424763992,1.7,10,12,3.3,11362.568446236468,fixed_all,4,18
