gamma_1,gamma_2,sig_beta0,sig_alpha,sig_rho,sig_proc,lp__,chain,step
1.0619148862851675,1.1053382476297102,0.080613891251059,0.27915858855878817,0.03568385068112502,88.71703782068022,-43187.356077083175,1,59
1.0862745977616246,1.1519711145368539,0.0753637353421216,0.2601993049984667,0.04997266649857221,87.84641131013332,-43401.560308578955,1,60
1.0973814116832858,1.248219405099029,0.0800292229676909,0.2481744235300901,0.06913236362917545,88.48249748969008,-43187.677380873516,1,61
1.0444859313818164,1.1622824193093957,0.0742388043617284,0.18892328222832733,0.06803909126894962,89.10629613023725,-43137.258472352594,1,62
1.0772960263551261,1.16738504310769,0.060963887599232096,0.23509391090060142,0.08217786819566347,86.58514406686558,-43202.0229177651,1,63
1.0607206334421515,1.1729510967883119,0.07515689446166181,0.20088929129825484,0.05439308837634185,87.07890446576212,-43339.7063496521,1,64
1.0531429703722537,1.1357918645493699,0.07366234692931459,0.27138082546091646,0.08412052411780785,87.10520123388457,-43187.41191983716,1,65
1.0437084817539832,1.1227804958352814,0.06580216316162951,0.23662572180866598,0.0687226503811865,89.04973327845663,-43181.405535273865,1,66
1.0822431704224085,1.2228499187481476,0.06365151273681204,0.2595177946009968,0.06843814960881087,87.88850841125306,-43444.86271217123,1,67
1.070454818742159,1.2345397337724129,0.05711842485780782,0.2630488904300733,0.06359336325963426,87.24416790511513,-43289.836923846815,1,68
1.0685236771897069,1.196576268557979,0.05758882576254253,0.2493620973115234,0.06587667747729732,87.51855497723514,-43288.01921671559,1,69
1.058862048626316,1.212356586571428,0.0625196971362643,0.2225185685341163,0.07320571234171033,88.53359796268217,-43244.6524614869,1,70
1.082876428901756,1.1947637741870625,0.0661945642030685,0.22749817877069814,0.07259981060194279,87.24923047262966,-43285.64989913944,1,71
1.0473664340389603,1.136517268719909,0.061177441182344965,0.23711875108885191,0.054435726690057876,88.52900286415898,-43138.06916942061,1,72
1.076460059137991,1.2067569747919291,0.054814821947820745,0.17422373327235946,0.07612105876015764,89.62056182003595,-43308.522927594095,1,73
1.047028793855533,1.1356871085186946,0.07176051105080561,0.1953169727616438,0.06418021186419269,88.3868186964831,-43341.0336663971,1,74
1.0799071198164198,1.1375876690756432,0.07904677120620188,0.16324404678147425,0.05454061797855485,89.20407578664968,-43294.18501485714,1,75
1.073246301391788,1.1965009750499807,0.051432446539553305,0.23904219447440644,0.06245030119322244,88.46751983274281,-43291.87713363997,1,76
1.0538076833072323,1.1983159321543015,0.08281964762233587,0.23157399951562893,0.045121290829177776,87.37694514272383,-43274.453321874316,1,77
1.0823010739448968,1.1887179129674523,0.05725311757446782,0.24015675841356834,0.04933908155238287,87.27285531561775,-43145.46043819901,1,78
1.058121433894232,1.1737367286203884,0.06018221201327564,0.2532640753800293,0.0626447222112366,88.00788270462378,-43354.149078882525,1,79
1.0729447877133962,1.1499210687407593,0.07295471697610739,0.24469379853140022,0.050381533296002985,87.0760108159281,-43313.26473251422,1,80
1.0645944632550328,1.1854760485410616,0.06660946537512574,0.25932480053456713,0.07248086280266482,87.17814056996227,-43307.69211080249,1,81
1.0849773617796268,1.1402599396647,0.07655167975552535,0.1974994875835835,0.04021181278244933,87.84628709537263,-43231.88334654508,1,82
1.0723361769137303,1.1664338783966095,0.0779085584298177,0.3162489815736467,0.07480560898418581,87.26865942840865,-43138.79564515856,1,83
1.0754155080477348,1.207096472734695,0.05700496620340546,0.16350223635689176,0.07654420197366654,87.65067118565747,-43221.77158230719,1,84
1.0442050859415903,1.1301612673822958,0.06695443044396106,0.17265291081514908,0.055201027931973595,88.21549303240455,-43324.387792583424,1,85
1.0467404282986474,1.1717027476457298,0.06610066271267954,0.2315499339514277,0.06840330815405701,87.50890240892606,-43373.392010580654,1,86
1.0570900033393185,1.1577913313981099,0.06618351223284115,0.24951250661292038,0.07773097938637535,87.3983970529753,-43133.69863820841,1,87
1.073985620047321,1.1662738497045537,0.0863852571547714,0.19766841615601824,0.06483418594996238,87.55349378165249,-43267.27690767371,1,88
1.0703335656132766,1.165372045959783,0.05890214039688186,0.22463679483629517,0.051895989424453975,87.45520749286534,-43338.403367688086,1,89
1.0533150759309455,1.1610653959685313,0.08757671267224931,0.23536040346377285,0.07039751209628592,87.32108994107945,-43306.00253197016,1,90
1.0880051662746009,1.1841582835974325,0.08023961862327006,0.27410158128498996,0.04592096950132054,86.55115700893226,-43351.0109678291,1,91
1.0394214247980695,1.1495504680612918,0.08150694824283612,0.23434120241100737,0.055349799851064224,90.00140025960116,-43187.01472011065,1,92
1.0860760657179238,1.2190064656244544,0.07605519654850317,0.24758764038748668,0.07129520586006528,87.37078968663383,-43313.74541350365,1,93
1.0672408881704145,1.164970398816428,0.05912546345784271,0.24100715890790558,0.05612918868322609,86.26401071979362,-43207.668238296756,1,94
1.079496322142048,1.1467230998098517,0.058295944527384194,0.1404681007027762,0.06120794096971571,87.49471987164347,-43341.09101239349,1,95
1.071036223994114,1.1843827437161107,0.07237053663307813,0.24052782565106592,0.04709187316182675,87.86514893631947,-43290.12962479066,1,96
1.0513773976770049,1.1635940901573674,0.04702668776396578,0.24071807568739303,0.06371943414318876,87.76616160555754,-43368.37354118391,1,97
1.0686587137620323,1.1659289034993523,0.06485110971201401,0.20046829418415463,0.08737743360176052,87.62361621246403,-43160.27955513367,1,98
1.0947848855498659,1.1707214079868915,0.06415962099506611,0.17120819040520568,0.039126035113323965,89.12964652356645,-43282.240171507496,1,99
1.0315023907107133,1.0871343440665078,0.0657142167071694,0.1656305072147775,0.05585356400148899,87.75369373658684,-43294.6708335189,1,100
1.046749631291411,1.1203630701320069,0.055490863559678305,0.17483461957143756,0.04012049892309183,87.09774607391918,-43289.54325313821,1,101
1.042264496940232,1.1373306652541773,0.07615716376204401,0.26867756893176775,0.057557597063464694,87.40057731617385,-43234.66895523447,1,102
1.0561843452370845,1.2120208111590327,0.08128195887070719,0.2138038903490737,0.09484025849695761,87.5791964096541,-43285.58776718872,1,103
1.0476437201366962,1.2116626438431377,0.08241237234010718,0.20245644102713786,0.05929663132074314,88.25378333463371,-43279.81728620699,1,104
1.0794346501289134,1.1808031805387362,0.07325548711908071,0.2764935865252638,0.07188880195979819,87.16165364949812,-43249.52046171246,1,105
1.0799493072400241,1.1806013875336723,0.06382834314214174,0.1412262176587295,0.06922979986979062,87.60688080693595,-43282.11938012302,1,106
1.0874786665904042,1.1895239784618168,0.05807184437096396,0.2494066802129543,0.0540996939456317,88.56775380461703,-43176.22814984338,1,107
1.0816840061134745,1.173716519248189,0.06239873844255509,0.2110789694518256,0.0498813447036631,88.81562977371696,-43298.62665488514,1,108
1.072495758826813,1.1680826702993112,0.07778542014353287,0.19103566872518798,0.10547207898783954,87.26283983901159,-43239.26518886158,1,109
1.0550963747226434,1.1624003146130601,0.060019297762699104,0.16196437688825277,0.0559952549532031,88.4129213529788,-43226.770680295616,1,110
1.0226918767968138,1.1328124556015686,0.06654769509497756,0.1863212606953724,0.07077015725264509,87.50554513457628,-43246.72654673752,1,111
1.084656561807426,1.165346307163655,0.057814801060837216,0.20457454418762114,0.07341094795270225,88.46200176266672,-43224.597195633316,1,112
1.063122338408452,1.171986384037387,0.06595447406358182,0.2360048450923589,0.05931346360770929,86.51860904616503,-43362.83860358679,1,113
1.0667134859518457,1.1059397803403566,0.059775848834988266,0.14942005526660274,0.03994787825257402,87.95901672520785,-43198.80216214661,1,114
1.0687597169088083,1.1261712593361013,0.06121758994803871,0.17374653646650412,0.040639706243038975,87.73559615985712,-43260.000554427046,1,115
1.0457466862138747,1.1179117457050252,0.047237812031009616,0.17515838279594562,0.040220117961617806,88.01525923055316,-43369.103165789566,1,116
1.0652937010378503,1.1854506653899475,0.08635678768818737,0.1805950028698962,0.09282145654095596,88.02895802327119,-43292.462047062785,1,117
1.0781948682155682,1.1931641859335214,0.07898966471104665,0.24010492807706552,0.08216352270524753,87.44873119221374,-43171.381242850985,1,118
1.0680689592129609,1.160562998448124,0.059481548259624095,0.21328093262755796,0.06206381774641357,87.3598834094369,-43303.34440952868,1,119
1.0696791052452617,1.133681141425163,0.06664481684814837,0.2820673979885356,0.049058365389273925,88.34682511577738,-43349.470490570755,1,120
1.0427008688379757,1.1703447202011075,0.059217817992230186,0.29670971032601073,0.06404979886175621,87.24169422580535,-43293.81237978778,1,121
1.0543244692335514,1.147288190715517,0.06517303570028438,0.26826815699577655,0.07698768502200644,87.2938743134105,-43347.14412623826,1,122
1.0606709472855802,1.1369361643520692,0.055095802817532936,0.18959368313383665,0.05918547054955574,88.57531390522354,-43439.27703742455,1,123
1.1004997049530716,1.180264126887276,0.06597622406590443,0.18347446249499677,0.09276376069905326,88.26001099548637,-43362.12493173128,1,124
1.048424413127565,1.1592899065331292,0.06861164669037846,0.2706271000220105,0.05209109367191146,87.92802233565347,-43146.43012752985,1,125
1.0441576209585315,1.164918903395097,0.061740772259145836,0.23675520395807784,0.053203833124544346,88.86332008282166,-43269.68847888474,1,126
1.054055062992041,1.1800982825723048,0.07439393262537787,0.3152368602179095,0.05975528246428291,87.58287129688131,-43191.23123522007,1,127
1.0608660650836277,1.1580729706134578,0.07718510705510032,0.24882144855691354,0.05684575091129537,87.75676587158837,-43331.868382979825,1,128
1.0772180352264848,1.1799772114865612,0.07044236885584391,0.250405332816709,0.0464928752140615,87.14162643978392,-43232.275314920524,1,129
1.0719986504682877,1.1885347598564866,0.0787090934501537,0.24734902362564598,0.06858918697963666,88.16109726509254,-43298.10541226806,1,130
1.07213805821055,1.1525351127336363,0.05860704089292744,0.22454538810835012,0.0618071883177599,87.52620067381243,-43308.43923622209,1,131
1.0829242548569948,1.1475864019135549,0.06609632944064792,0.2011383234923566,0.052843690843886154,87.95048177269214,-43379.293460473644,1,132
1.0779779289035298,1.1905033479248792,0.056231099289532405,0.17552572345065537,0.06546658507088646,87.28828027844929,-43267.03081680713,1,133
1.0820886734017294,1.1734319615532163,0.09423240284433697,0.21208726611995882,0.08951763542742378,87.68640675515506,-43301.11995314501,1,134
1.0451657841072342,1.1341210206771801,0.05238741035776967,0.2148035449554064,0.0448734779192476,87.6582939500931,-43320.60585896947,1,135
1.073973188677225,1.1435538653011796,0.06831431192939975,0.2049614726111555,0.04307943000328514,87.75498617605993,-43384.101274354296,1,136
1.0899280010499028,1.2688808874928648,0.06922610546840158,0.2696304881620841,0.1040063084780498,87.75461001728326,-43307.42525176202,1,137
1.0384453301516388,1.170558355243928,0.08373461809954375,0.295303216263507,0.08571220496241637,88.02026327831656,-43159.484331657164,1,138
1.0396518503508974,1.1579816768892244,0.06671474141431506,0.1779119283670441,0.06410939992136187,88.64053121957441,-43392.56271241932,1,139
1.0582522120573528,1.1635900885709916,0.07920177504653586,0.19106291102238612,0.09790963098352887,88.99094288136071,-43201.86466428048,1,140
1.0756436060818777,1.1677353302397566,0.07343497625150926,0.2790656965190722,0.0382140639218168,88.09102909710758,-43287.109631951535,1,141
1.0615308311596772,1.1867033393822843,0.0640921049123588,0.23285789893800135,0.04520545258330254,87.97325789666702,-43231.77645489814,1,142
1.0632639577880305,1.1666062450713428,0.05924452436514189,0.21599878717606374,0.04811166952654321,88.13906569314112,-43377.2040426299,1,143
1.0813686680234784,1.1989547186726208,0.07339908194258385,0.20116898841747727,0.08811891324037616,87.93246517691375,-43211.4022636061,1,144
1.063067737676683,1.200378251267826,0.0709506365626692,0.22039064326232813,0.07710868392100345,88.58429773485165,-43182.91899854391,1,145
1.0793278103485644,1.1879418706944649,0.06077201308650655,0.23589060017587823,0.06553137112577007,87.64730608301316,-43305.43959505738,1,146
1.084724121021487,1.186945826922582,0.05253774003747031,0.20277339772955905,0.07775361027176696,88.77932289627556,-43244.305947746805,1,147
1.0386708521442751,1.2002999400002257,0.08942141965693788,0.203380130972356,0.057845751463166,88.13108563644442,-43274.14258802395,1,148
1.0956384196220268,1.1457373918604885,0.07682072141335533,0.21759318849205617,0.04359157822216426,87.48775536477643,-43214.38483711028,1,149
1.0688930810096435,1.1730051209806733,0.08489281490779921,0.1949696855302806,0.08108798854775617,87.61238936136608,-43284.15072321802,1,150
1.066309958265683,1.1824835705170353,0.05795545208587319,0.16025751128329577,0.05807940298254699,86.63110668230489,-43111.76763424927,1,151
1.095675906733311,1.2330677637259841,0.04757942167540218,0.31110841280001067,0.04931864799264411,87.34209141776624,-43291.39687189001,1,152
1.0546193836633202,1.160933130452904,0.06663253715574133,0.18200682632620188,0.08458509337423678,87.78787499563296,-43341.39524107985,1,153
1.057545371462418,1.2101260193157088,0.07670329079333289,0.16243712959941398,0.0873052566384426,87.42196420443929,-43293.4670120166,1,154
1.099645367039959,1.1747571086225481,0.06374556477981472,0.17668935413201595,0.04125456146310717,88.39601637346496,-43209.14180579822,1,155
1.0655474671899618,1.167636603122587,0.08697641634664881,0.18661551098101506,0.06096021803956774,88.26604980682934,-43273.7168553469,1,156
1.0788599934348169,1.1873302208589072,0.06770672029901949,0.28830493328214163,0.06949281355751544,87.75919199166991,-43230.46631925442,1,157
1.0973610188648935,1.2199780039706802,0.07297411689212105,0.24862133243849788,0.06899078868867103,87.0451740719888,-43267.13999702474,1,158
1.0920766645395028,1.1868171737133906,0.07184185096868666,0.17086615797365678,0.04218571763528622,88.10739078025594,-43286.57483444862,1,159
1.068046618528869,1.1441374204401686,0.06882831826769566,0.23355038433977204,0.049428674042156916,87.94334148982367,-43292.19351344384,1,160
1.0830030268704507,1.1525364281156674,0.06118961411351518,0.2328419777049238,0.0832453745813019,88.42189556210695,-43330.81038201582,1,161
1.0768518785177887,1.2311942268306433,0.06903507644415113,0.255684799585041,0.06262280013177594,86.91285673963715,-43295.265346549284,1,162
1.0552208190753665,1.1880428002319634,0.07253607348456166,0.18069934085370437,0.08579095754763003,87.72839341111464,-43246.343486957165,1,163
1.0709424205913338,1.1908021242530848,0.046624102600838234,0.26609821259441596,0.05245389903581782,86.59006687884813,-43336.467781005595,1,164
1.0769073756220464,1.1624714865423087,0.05500991897083482,0.22202359430150548,0.06145533065771933,86.49694016672055,-43237.256219419505,1,165
1.0800210682618276,1.164670179555299,0.0629037773944276,0.2424840219327039,0.055197519276850224,87.50055150938205,-43310.964628399706,1,166
1.0603741960288748,1.1663445201843399,0.08132450532893962,0.3131242789784335,0.05569530632844812,87.54626020114296,-43187.27165688688,1,167
1.0817802130316623,1.20415829475633,0.07193713549260007,0.20542630618038393,0.09097349762987264,88.1966507868823,-43404.991360001426,1,168
1.058828639323212,1.1687132739256552,0.057670815346603614,0.20027348983825638,0.06115061855929138,88.24587781939228,-43241.80260078132,1,169
1.0776110420359892,1.1758723010486516,0.0584896364591516,0.2069624979120483,0.06204006467759871,88.07096137199784,-43449.820185554956,1,170
1.0729077276595604,1.2003537905774357,0.07619222102044862,0.18985214247673093,0.07452320428896055,88.12623769344293,-43183.38401102605,1,171
1.0624481001929202,1.2329462768537591,0.07535292633925944,0.254390873421502,0.09449319979428611,85.970878141397,-43296.184848587276,1,172
1.045192703652135,1.169173899963418,0.07496885591204205,0.17532447636187887,0.06557596588718033,87.84863291961625,-43385.7238176749,1,173
1.0749880518414074,1.1972184430014579,0.07069404849632835,0.2085572287056559,0.0689600774217981,88.36483086116941,-43317.01440762225,1,174
1.0818666209793075,1.1586125517176484,0.06653010921273182,0.1953986025983866,0.07882324061172277,88.53575183624501,-43342.35465329781,1,175
1.0622464206740798,1.1516876626117978,0.06434508898208988,0.15750290703793837,0.06367667305079204,88.24458037537916,-43336.65799345394,1,176
1.0800739550954535,1.157988160358118,0.07851825551082962,0.28206603381970263,0.06993239421252588,86.808871008742,-43307.41616827407,1,177
1.0642324379613364,1.1700466083594696,0.05669318209996989,0.2287431638957046,0.09312926308900235,87.59932259770753,-43306.26148622924,1,178
1.0917596907739369,1.2004881669500644,0.06687525635526714,0.17320629365538645,0.07251555665970102,87.41892792686636,-43281.95849157323,1,179
1.0662479641082934,1.2437239573084944,0.07468405005810662,0.1994221023501867,0.10070374890793136,87.91849663326644,-43246.33034014926,1,180
1.0723041655969676,1.1357183397050792,0.07669297094843257,0.23919070881992663,0.045531008034879895,87.96050892611123,-43316.03639700746,1,181
1.0737232716078675,1.1966994676338059,0.07110294641054532,0.23851080867574873,0.08346207479237643,87.71884268441306,-43259.12890187536,1,182
1.0547552835457767,1.166505652348718,0.06725088644267198,0.20832354250185375,0.06438940138578367,89.42906678319342,-43400.51755914932,1,183
1.04400150308767,1.1906409000542388,0.06471879579980551,0.24615913186413307,0.1064617589037078,86.69478855311768,-43384.064956724185,1,184
1.072421864101192,1.1529264518475797,0.06273244891595887,0.21006311110874257,0.0603907137992439,87.49858155695696,-43338.94309235488,1,185
1.0457224521692294,1.1548984055227012,0.07643918891799997,0.20905720051242835,0.08329990875291364,88.52986905744464,-43161.86881693441,1,186
1.0471510673785827,1.1689072978377568,0.0744163801991216,0.1741065341550327,0.06567883958826906,87.98866204208983,-43377.70070880703,1,187
1.0682338655814005,1.1785674172172094,0.06045171858524604,0.22644007699375848,0.06003112558355325,87.56413446652657,-43278.75843794063,1,188
1.070137893769334,1.2072825887254768,0.06961593677782267,0.20637926546178934,0.08694327619893608,87.8503406370954,-43276.78226699729,1,189
1.0855691518765562,1.1521307245284318,0.06466653651979365,0.19408608604233846,0.08174842214821126,87.54302996425638,-43212.384830619056,1,190
1.0771333050765945,1.197646454416005,0.0626088790198783,0.2025689500245239,0.05967484312620126,87.50235456648612,-43229.92180014447,1,191
1.0082136831183546,1.1416897097427319,0.08110002851489978,0.23126006803541319,0.043633250940748165,87.70488973996096,-43270.177808605265,1,192
1.0622771783147162,1.1359683138963605,0.07289497909125149,0.20104338228037685,0.06122775898821671,88.67996728818086,-43286.16328058428,1,193
1.0536900675209249,1.1640462759038035,0.060274162889015964,0.22988149664196666,0.048830491148303866,88.67576580764104,-43269.93134959948,1,194
1.055706260660373,1.1353793655365474,0.06417507982376497,0.22788467385077418,0.08044911846640629,86.6113283982331,-43257.15816375195,1,195
1.053656190032721,1.1223466436062666,0.05337569530891533,0.18081787076878542,0.05814474464321467,87.29958976423111,-43281.08147494319,1,196
1.092255699162592,1.1775730035689178,0.07881155384543426,0.18027104277416414,0.07750676062083262,86.1656642963077,-43111.861797312784,1,197
1.0523367990765056,1.1392499986588462,0.07844941067515648,0.20873657271023205,0.0326900674045157,87.84476268431408,-43179.74629180137,1,198
1.0618481130390724,1.2139284974492952,0.06109317903294705,0.19748024766087138,0.09790532056056642,89.10643697427815,-43403.702923127334,1,199
1.0906048743401957,1.2057557994753436,0.08522859838712295,0.1988215932173071,0.06841176986557207,88.84075886132219,-43281.77795943215,1,200
1.0863609910273762,1.1496852966060263,0.06567406454085212,0.21424854319110126,0.05981197412447781,86.92966092695578,-43431.07659690643,1,201
1.090876126301423,1.1655323804230333,0.0545831267434423,0.2010847884709189,0.0457032059061407,88.2175357559985,-43245.51240781455,1,202
1.0655543496261461,1.1717789964836154,0.06577481956268098,0.19270730382544818,0.046915679624063185,87.80502704058662,-43383.95133464881,1,203
1.0636095863864847,1.173479189884505,0.07640081436369306,0.2270620598118648,0.0722478492512711,86.61917117572115,-43310.626984916766,1,204
1.0656180430002313,1.1540286486738744,0.061234002310951094,0.24746879578461628,0.027124994709052077,88.37290218402066,-43251.53686873656,1,205
1.053122140957804,1.167068536519336,0.060560897178957976,0.18799448805654628,0.06911175953778047,88.15613022509247,-43208.4589375219,1,206
1.0806641572223838,1.1476724923655655,0.045250744400281415,0.2149688689213145,0.0666800677780734,87.51021279100536,-43224.615256274315,1,207
1.0605393433010877,1.1525600467174555,0.06877253557305092,0.18427376481827826,0.06686614613914335,88.73986693943375,-43321.78645569486,1,208
1.0391058489922962,1.1610296937773785,0.049940790153590695,0.2122962547075202,0.1018661551535315,87.42690829253515,-43251.324934690536,1,209
1.0834406068737026,1.204191212504655,0.07434835600011634,0.19186631652765676,0.09198040891572647,86.94979921879406,-43205.30099200933,1,210
1.0514885913598215,1.1473574667627844,0.07164757227570313,0.25994805721023767,0.03678655955571783,87.85634574555776,-43389.1554126462,1,211
1.03823327336609,1.1696419808289507,0.058276805847886144,0.21415020315631764,0.046517151210262,88.6381148338997,-43207.48232617358,1,212
