Plot Title: Incubator_17July2017,,,,,,,,
#,"Date Time, GMT+00:00","Temp, °C (LGR S/N: 10517223, SEN S/N: 10517223, LBL: Temp)","Intensity, Lux (LGR S/N: 10517223, SEN S/N: 10517223, LBL: Light)",Host Connected (LGR S/N: 10517223),Coupler Detached (LGR S/N: 10517223),Coupler Attached (LGR S/N: 10517223),Stopped (LGR S/N: 10517223),End Of File (LGR S/N: 10517223)
424,2017-07-21 18:31:13,15.282,7577.8,,,,,
425,2017-07-21 18:46:13,14.9,3272.2,,,,,
426,2017-07-21 19:01:13,14.613,2066.7,,,,,
427,2017-07-21 19:16:13,14.23,2411.1,,,,,
428,2017-07-21 19:31:13,14.038,2411.1,,,,,
429,2017-07-21 19:46:13,13.942,2411.1,,,,,
430,2017-07-21 20:01:13,14.038,3616.7,,,,,
431,2017-07-21 20:16:13,14.325,4477.8,,,,,
432,2017-07-21 20:31:13,13.654,5338.9,,,,,
433,2017-07-21 20:46:13,13.461,4133.4,,,,,
434,2017-07-21 21:01:13,12.98,3100,,,,,
435,2017-07-21 21:16:13,13.076,3444.5,,,,,
436,2017-07-21 21:31:13,13.173,3616.7,,,,,
437,2017-07-21 21:46:13,13.173,2755.6,,,,,
438,2017-07-21 22:01:13,12.304,2152.8,,,,,
439,2017-07-21 22:16:13,11.916,1636.1,,,,,
440,2017-07-21 22:31:13,11.528,1087.2,,,,,
441,2017-07-21 22:46:13,11.236,645.8,,,,,
442,2017-07-21 23:01:13,11.041,409,,,,,
443,2017-07-21 23:16:13,10.846,236.8,,,,,
444,2017-07-21 23:31:13,10.651,161.5,,,,,
445,2017-07-21 23:46:13,10.553,96.9,,,,,
446,2017-07-22 00:01:13,10.357,64.6,,,,,
447,2017-07-22 00:16:13,10.161,43.1,,,,,
448,2017-07-22 00:31:13,9.373,32.3,,,,,
449,2017-07-22 00:46:13,10.553,21.5,,,,,
450,2017-07-22 01:01:13,10.651,21.5,,,,,
451,2017-07-22 01:16:13,10.651,10.8,,,,,
452,2017-07-22 01:31:13,10.651,10.8,,,,,
453,2017-07-22 01:46:13,10.455,21.5,,,,,
454,2017-07-22 02:01:13,10.846,21.5,,,,,
455,2017-07-22 02:16:13,10.651,43.1,,,,,
456,2017-07-22 02:31:13,10.651,86.1,,,,,
457,2017-07-22 02:46:13,11.041,172.2,,,,,
458,2017-07-22 03:01:13,10.553,290.6,,,,,
459,2017-07-22 03:16:13,9.768,484.4,,,,,
460,2017-07-22 03:31:13,9.965,731.9,,,,,
461,2017-07-22 03:46:13,9.866,1001,,,,,
462,2017-07-22 04:01:13,10.748,2325,,,,,
