Date,Time,Temp,pH,SpCond,TurbSC,LDO%,LDO,PCYV,IBatt
M/D/YYYY,HH:MM:SS,?C,Units,?S/cm,NTU,Sat,mg/l,Volts,%Left
6/9/2013,13:30:00,22.06,7.56,157,0,89.9,7.58,0.0032,91
6/9/2013,14:00:00,22.15,7.33,157,0,88.6,7.46,0.0032,91
6/9/2013,14:30:00,14.79,7.5,155,0,120,11.74,0.0088,86
6/9/2013,15:00:00,14.74,7.43,155,0,120.7,11.82,0.0055,81
6/9/2013,15:30:00,14.77,7.42,155,0,121.5,11.9,0.0054,86
6/9/2013,16:00:00,14.78,7.42,155,0,121.8,11.93,0.0059,87
6/9/2013,16:30:00,14.78,7.43,156,0,122.7,12.01,0.006,77
6/9/2013,17:00:00,14.78,7.41,155,0,122.2,11.96,0.0068,86
6/9/2013,17:30:00,14.77,7.42,155,0,122.5,12,0.0069,84
6/9/2013,18:00:00,14.76,7.4,156,0,122.5,12,0.0069,86
6/9/2013,18:30:00,14.74,7.43,156,0,122.8,12.03,0.0071,77
6/9/2013,19:00:00,14.73,7.42,156,0,122.5,12.01,0.0076,89
6/9/2013,19:30:00,14.74,7.42,156,0,121.8,11.94,0.007,79
6/9/2013,20:00:00,14.72,7.42,156,0,121.7,11.93,0.0069,76
6/9/2013,20:30:00,14.73,7.41,156,0,121.7,11.93,0.007,74
6/9/2013,21:00:00,14.71,7.42,156,0,121.9,11.95,0.0072,77
6/9/2013,21:30:00,14.67,7.42,156,0,121.6,11.93,0.007,81
6/9/2013,22:00:00,14.67,7.42,157,0,121.2,11.9,0.0071,74
6/9/2013,22:30:00,14.64,7.4,157,0,121.6,11.94,0.0073,81
6/9/2013,23:00:00,14.61,7.41,157,0,120.2,11.81,0.0074,77
6/9/2013,23:30:00,14.57,7.42,157,0,120,11.8,0.0074,79
6/10/2013,0:00:00,14.53,7.4,157,0,119.4,11.75,0.0075,77
6/10/2013,0:30:00,14.49,7.41,157,0,119.2,11.74,0.0073,82
6/10/2013,1:00:00,14.48,7.41,157,0,119.3,11.75,0.0075,86
6/10/2013,1:30:00,14.45,7.41,157,0,119.1,11.74,0.0074,79
6/10/2013,2:00:00,14.43,7.41,157,0,118.9,11.73,0.0077,81
6/10/2013,2:30:00,14.4,7.41,156,0,118.6,11.7,0.0081,86
6/10/2013,3:00:00,14.39,7.41,157,0,118.2,11.67,0.0081,86
6/10/2013,3:30:00,14.36,7.41,157,0,118.1,11.67,0.008,86
6/10/2013,4:00:00,14.33,7.41,157,0,117.7,11.64,0.0079,86
6/10/2013,4:30:00,14.32,7.41,157,0,117.9,11.66,0.0074,86
6/10/2013,5:00:00,14.31,7.41,157,0,117.5,11.62,0.0079,86
6/10/2013,5:30:00,14.29,7.41,157,0,117.9,11.66,0.0078,86
6/10/2013,6:00:00,14.28,7.41,157,0,117.4,11.62,0.0078,86
6/10/2013,6:30:00,14.28,7.41,157,0,117.2,11.6,0.0084,86
6/10/2013,7:00:00,14.28,7.41,157,0,117.6,11.64,0.0087,86
6/10/2013,7:30:00,14.26,7.41,157,0,117.6,11.64,0.0078,86
6/10/2013,8:00:00,14.28,7.41,157,0,118.3,11.71,0.0069,86
6/10/2013,8:30:00,14.3,7.41,157,0,118.6,11.73,0.0064,86
6/10/2013,9:00:00,14.31,7.41,157,0,118.6,11.73,0.0056,87
6/10/2013,9:30:00,14.32,7.41,156,0,119.2,11.78,0.0054,86
6/10/2013,10:00:00,14.35,7.41,156,0,120.4,11.9,0.0056,86
6/10/2013,10:30:00,14.38,7.41,156,0,120.6,11.9,0.0056,86
6/10/2013,11:00:00,14.4,7.41,156,0,122.6,12.1,0.0056,86
6/10/2013,11:30:00,14.44,7.41,156,0,123.5,12.18,0.0054,86
6/10/2013,12:00:00,14.47,7.41,156,0,124.7,12.29,0.0055,86
6/10/2013,12:30:00,14.52,7.41,157,0,123.7,12.18,0.0055,86
6/10/2013,13:00:00,14.71,7.41,157,0,125.4,12.29,0.0053,86
6/10/2013,13:30:00,15.01,7.41,157,0,123,11.98,0.0045,82
6/10/2013,14:00:00,15.14,7.41,157,0,122.5,11.89,0.004,82
6/10/2013,14:30:00,15.2,7.41,157,0,123.4,11.97,0.0053,71
6/10/2013,15:00:00,15.33,7.41,157,0,123,11.9,0.0059,79
6/10/2013,15:30:00,15.37,7.41,156,0,122.7,11.86,0.0043,74
6/10/2013,16:00:00,15.4,7.4,156,0,122.8,11.86,0.0056,74
6/10/2013,16:30:00,15.43,7.42,157,0,123.4,11.91,0.005,81
6/10/2013,17:00:00,15.47,7.42,157,0,124,11.96,0.0018,76
6/10/2013,17:30:00,15.48,7.42,157,0,124.4,11.99,0.0043,74
6/10/2013,18:00:00,15.49,7.4,157,0,124.4,11.99,0.0053,79
6/10/2013,18:30:00,15.51,7.42,157,0,125.5,12.09,0.0037,74
6/10/2013,19:00:00,15.5,7.4,157,0,125.7,12.11,0.0053,74
6/10/2013,19:30:00,15.49,7.42,157,0,127.1,12.26,0.0063,82
6/10/2013,20:00:00,15.47,7.41,158,0,127.3,12.27,0.007,77
6/10/2013,20:30:00,15.45,7.41,158,0,128,12.35,0.0067,74
6/10/2013,21:00:00,15.45,7.4,158,0,127.6,12.32,0.0066,77
6/10/2013,21:30:00,15.43,7.41,158,0,127.6,12.31,0.0064,79
6/10/2013,22:00:00,15.44,7.42,158,0,126.9,12.24,0.0066,72
6/10/2013,22:30:00,15.37,7.4,158,0,126.2,12.2,0.0078,77
6/10/2013,23:00:00,15.37,7.41,158,0,124.7,12.06,0.0066,71
6/10/2013,23:30:00,15.34,7.41,158,0,123.8,11.97,0.0066,81
6/11/2013,0:00:00,15.33,7.4,158,0,122.9,11.89,0.0067,77
6/11/2013,0:30:00,15.29,7.41,158,0,122.4,11.85,0.0066,81
6/11/2013,1:00:00,15.28,7.41,158,0,122.2,11.83,0.0066,74
6/11/2013,1:30:00,15.27,7.41,158,0,121.9,11.81,0.0068,77
6/11/2013,2:00:00,15.27,7.41,158,0,121.2,11.74,0.0066,77
6/11/2013,2:30:00,15.26,7.41,158,0,120.1,11.64,0.0084,71
6/11/2013,3:00:00,15.24,7.41,158,0,120.6,11.69,0.007,84
6/11/2013,3:30:00,15.26,7.41,157,0,119.8,11.61,0.0072,82
6/11/2013,4:00:00,15.25,7.41,157,0,120,11.63,0.0072,84
6/11/2013,4:30:00,15.26,7.41,157,0,119,11.52,0.0078,84
6/11/2013,5:00:00,15.22,7.41,157,0,119.2,11.56,0.0076,79
6/11/2013,5:30:00,15.17,7.41,157,0,119,11.55,0.0069,77
6/11/2013,6:00:00,15.13,7.41,157,0,118.8,11.54,0.0071,76
6/11/2013,6:30:00,15.09,7.41,157,0,119,11.57,0.007,74
6/11/2013,7:00:00,15.08,7.41,157,0,118.9,11.56,0.006,82
6/11/2013,7:30:00,15.03,7.41,158,0,119,11.59,0.0058,84
6/11/2013,8:00:00,15.02,7.41,158,0,120.4,11.72,0.0054,81
6/11/2013,8:30:00,15,7.41,157,0,121.1,11.8,0.0057,77
6/11/2013,9:00:00,14.99,7.41,158,0,122,11.89,0.0055,84
6/11/2013,9:30:00,15.01,7.41,158,0,122.5,11.94,0.0051,74
6/11/2013,10:00:00,15.06,7.41,158,0,123.6,12.02,0.0045,77
6/11/2013,10:30:00,15.12,7.41,158,0,124.2,12.07,0.0051,84
6/11/2013,11:00:00,15.2,7.41,159,0,123.8,12.01,0.0043,77
6/11/2013,11:30:00,15.26,7.42,159,0,123.9,12,0.0042,68
6/11/2013,12:00:00,15.32,7.41,159,0,124.1,12.01,0.0102,72
6/11/2013,12:30:00,15.39,7.41,159,0,124.1,11.99,0.0038,71
6/11/2013,13:00:00,15.47,7.41,160,0,123.9,11.95,0.0046,68
6/11/2013,13:30:00,15.54,7.41,160,0,125.1,12.05,0.0042,74
6/11/2013,14:00:00,15.62,7.4,160,0,124.4,11.96,0.0018,71
6/11/2013,14:30:00,15.7,7.41,161,0,124.9,11.99,0.0019,63
6/11/2013,15:00:00,15.78,7.4,161,0,124.9,11.97,0.0195,66
6/11/2013,15:30:00,15.85,7.41,161,0,124.9,11.95,0.0045,68
6/11/2013,16:00:00,15.9,7.41,161,0,125.5,11.99,0.0329,69
6/11/2013,16:30:00,15.97,7.41,161,0,124.7,11.9,0.0052,66
6/11/2013,17:00:00,15.99,7.41,161,0,125.1,11.93,0.0043,72
6/11/2013,17:30:00,16.02,7.41,161,0,125.2,11.93,0.0064,66
6/11/2013,18:00:00,16,7.39,161,0,124.5,11.87,0.0062,72
6/11/2013,18:30:00,15.99,7.4,160,0,124,11.82,0.006,71
6/11/2013,19:00:00,16,7.4,159,0,123.9,11.82,0.0054,66
6/11/2013,19:30:00,15.98,7.41,158,0,123.5,11.78,0.0062,68
6/11/2013,20:00:00,15.93,7.41,158,0,122.6,11.71,0.0059,72
6/11/2013,20:30:00,15.87,7.41,159,0,123.3,11.79,0.0063,69
6/11/2013,21:00:00,15.83,7.4,158,0,122.2,11.69,0.0065,72
6/11/2013,21:30:00,15.82,7.4,159,0,122.1,11.69,0.007,74
6/11/2013,22:00:00,15.8,7.42,159,0,122.4,11.73,0.0064,77
6/11/2013,22:30:00,15.77,7.41,159,0,122.1,11.7,0.0066,72
6/11/2013,23:00:00,15.71,7.4,159,0,120.9,11.6,0.0065,72
6/11/2013,23:30:00,15.63,7.41,159,0,119.4,11.48,0.0067,69
6/12/2013,0:00:00,15.54,7.39,159,0,118.5,11.41,0.0066,66
6/12/2013,0:30:00,15.48,7.41,159,0,117.2,11.3,0.0066,77
6/12/2013,1:00:00,15.4,7.42,159,0,116.5,11.25,0.0068,66
6/12/2013,1:30:00,15.32,7.42,159,0,115.1,11.14,0.0079,71
6/12/2013,2:00:00,15.26,7.41,159,0,113.6,11,0.0078,68
6/12/2013,2:30:00,15.17,7.4,159,0.2,112.7,10.94,0.0101,69
6/12/2013,3:00:00,15.09,7.42,159,0.8,111.5,10.84,0.0104,66
6/12/2013,3:30:00,15.06,7.41,159,0,110.9,10.79,0.0112,74
6/12/2013,4:00:00,15,7.41,159,0,110.2,10.73,0.0103,69
6/12/2013,4:30:00,14.97,7.4,159,0,109.8,10.71,0.0082,71
6/12/2013,5:00:00,14.91,7.41,158,0,109.8,10.71,0.0078,69
6/12/2013,5:30:00,14.86,7.42,158,0,109.6,10.71,0.0085,72
6/12/2013,6:00:00,14.87,7.43,158,0,109.3,10.68,0.0078,72
6/12/2013,6:30:00,14.85,7.41,159,0,109.7,10.72,0.0078,77
6/12/2013,7:00:00,14.85,7.43,155,0,109.8,10.73,0.0065,71
6/12/2013,7:30:00,14.88,7.41,156,0,110.3,10.77,0.0062,81
6/12/2013,8:00:00,14.9,7.42,156,0,110.8,10.81,0.0057,79
6/12/2013,8:30:00,14.91,7.42,157,0,110.8,10.81,0.0062,74
6/12/2013,9:00:00,14.91,7.41,157,0,112.2,10.95,0.0058,79
6/12/2013,9:30:00,14.96,7.42,159,0,110.6,10.79,0.0057,74
6/12/2013,10:00:00,14.99,7.41,158,0,110.6,10.77,0.0058,81
6/12/2013,10:30:00,15.06,7.42,157,0,111.9,10.89,0.0057,74
6/12/2013,11:00:00,15.05,7.41,158,0,113,11,0.0062,79
6/12/2013,11:30:00,15.08,7.41,158,0,113.4,11.03,0.0051,76
6/12/2013,12:00:00,15.11,7.41,158,0,113.9,11.07,0.0054,81
6/12/2013,12:30:00,15.17,7.42,158,0,114.4,11.11,0.0051,77
6/12/2013,13:00:00,15.28,7.39,158,0,114,11.04,0.0039,71
6/12/2013,13:30:00,15.33,7.41,158,0,114.8,11.1,0.0049,72
6/12/2013,14:00:00,15.42,7.39,158,0,115.5,11.16,0.0095,76
6/12/2013,14:30:00,15.47,7.4,158,0,115.4,11.13,0.0073,69
6/12/2013,15:00:00,15.51,7.39,158,0,116.9,11.27,0.0056,71
6/12/2013,15:30:00,15.52,7.41,158,0,116.2,11.2,0.0056,68
6/12/2013,16:00:00,15.53,7.42,158,0,116,11.18,0.0066,71
6/12/2013,16:30:00,15.54,7.41,158,0,116.3,11.19,0.0056,66
6/12/2013,17:00:00,15.55,7.41,158,0,116.2,11.19,0.0069,61
6/12/2013,17:30:00,15.57,7.42,158,0,115.7,11.13,0.0063,69
6/12/2013,18:00:00,15.57,7.42,158,0,115.8,11.15,0.0067,68
6/12/2013,18:30:00,15.56,7.4,158,0,115.6,11.13,0.0069,57
6/12/2013,19:00:00,15.56,7.4,158,0,115.7,11.14,0.008,64
6/12/2013,19:30:00,15.53,7.41,158,0,115.7,11.15,0.0075,66
6/12/2013,20:00:00,15.49,7.4,158,6.9,115.4,11.12,0.009,66
6/12/2013,20:30:00,15.45,7.42,159,0,115,11.1,0.0085,63
6/12/2013,21:00:00,15.44,7.4,159,0,114.8,11.08,0.0082,68
6/12/2013,21:30:00,15.38,7.4,159,0,114.4,11.05,0.0087,64
6/12/2013,22:00:00,15.33,7.4,159,0,113.8,11,0.0084,72
6/12/2013,22:30:00,15.26,7.41,159,0,113.6,11.01,0.008,64
6/12/2013,23:00:00,15.23,7.41,159,0,113.5,11,0.0083,69
6/12/2013,23:30:00,15.2,7.41,158,0,113,10.96,0.0085,72
6/13/2013,0:00:00,15.15,7.4,158,0,112.4,10.91,0.0086,71
6/13/2013,0:30:00,15.12,7.41,159,1,111.7,10.85,0.013,66
6/13/2013,1:00:00,15.08,7.4,158,0.1,111.5,10.84,0.0089,74
6/13/2013,1:30:00,15.04,7.4,159,0,110.9,10.79,0.0092,71
6/13/2013,2:00:00,15.03,7.41,159,0,110.1,10.72,0.0089,71
6/13/2013,2:30:00,14.99,7.4,158,0,109.4,10.66,0.0085,71
6/13/2013,3:00:00,14.96,7.41,159,0,109.1,10.64,0.0084,69
6/13/2013,3:30:00,14.95,7.4,158,0,108.6,10.6,0.0077,68
6/13/2013,4:00:00,14.9,7.41,158,0,108.7,10.61,0.0079,63
6/13/2013,4:30:00,14.89,7.4,159,0,108.3,10.58,0.0085,68
6/13/2013,5:00:00,14.84,7.41,159,0,107.8,10.54,0.0084,68
6/13/2013,5:30:00,14.8,7.42,158,0,107.6,10.53,0.0086,69
6/13/2013,6:00:00,14.8,7.42,158,0,107.2,10.49,0.0083,66
6/13/2013,6:30:00,14.73,7.4,159,0,106.8,10.47,0.0082,69
6/13/2013,7:00:00,14.72,7.41,158,0,107.1,10.49,0.0085,71
6/13/2013,7:30:00,14.69,7.4,158,0,106.9,10.48,0.008,72
6/13/2013,8:00:00,14.63,7.42,158,0,107.3,10.53,0.0076,68
6/13/2013,8:30:00,14.66,7.4,159,0,107.7,10.57,0.0078,71
6/13/2013,9:00:00,14.64,7.41,158,0,107.3,10.54,0.0082,74
6/13/2013,9:30:00,14.59,7.41,158,0,107.6,10.58,0.0066,72
6/13/2013,10:00:00,14.64,7.4,158,0,107.9,10.59,0.0069,69
6/13/2013,10:30:00,14.69,7.41,158,0,108.7,10.66,0.0078,74
6/13/2013,11:00:00,14.65,7.41,158,0,108.7,10.67,0.007,69
6/13/2013,11:30:00,14.64,7.41,159,0,108.9,10.7,0.0064,66
6/13/2013,12:00:00,14.65,7.42,158,0,109.6,10.76,0.0075,69
6/13/2013,12:30:00,14.64,7.41,158,0,109.9,10.79,0.0075,71
6/13/2013,13:00:00,14.75,7.4,158,0,110.3,10.8,0.0067,72
6/13/2013,13:30:00,14.76,7.42,158,0,110.8,10.86,0.0057,66
6/13/2013,14:00:00,14.75,7.42,158,0,110.4,10.82,0.0059,72
6/13/2013,14:30:00,14.74,7.41,158,0,110.8,10.85,0.005,68
6/13/2013,15:00:00,14.81,7.42,158,0,111.3,10.88,0.0053,66
6/13/2013,15:30:00,14.88,7.41,159,0,111.6,10.9,0.0055,68
6/13/2013,16:00:00,14.93,7.41,159,0,111.8,10.91,0.0018,68
6/13/2013,16:30:00,14.98,7.42,159,0,113,11.01,0.0055,69
6/13/2013,17:00:00,15.01,7.4,158,0,112.3,10.93,0.0065,71
6/13/2013,17:30:00,15,7.4,158,0,112.5,10.95,0.0056,66
6/13/2013,18:00:00,14.97,7.4,157,0,112.1,10.92,0.0082,69
6/13/2013,18:30:00,14.94,7.39,158,0,112.8,11,0.0071,66
6/13/2013,19:00:00,14.85,7.41,158,0,111.7,10.92,0.0064,68
6/13/2013,19:30:00,14.85,7.43,158,0,112.1,10.96,0.0072,61
6/13/2013,20:00:00,14.81,7.41,157,0,112.2,10.98,0.0068,63
6/13/2013,20:30:00,14.77,7.41,158,0,112.5,11.01,0.0069,57
6/13/2013,21:00:00,14.58,7.4,158,0,112.6,11.07,0.0072,66
6/13/2013,21:30:00,14.67,7.4,158,0,112,10.99,0.0074,66
6/13/2013,22:00:00,14.43,7.4,158,0,112.4,11.08,0.0074,66
6/13/2013,22:30:00,14.44,7.4,158,0,111.4,10.99,0.0074,64
6/13/2013,23:00:00,14.51,7.42,158,0,110.8,10.91,0.0132,63
6/13/2013,23:30:00,14.39,7.4,159,0,110.1,10.87,0.0075,66
6/14/2013,0:00:00,14.26,7.4,159,0,109.5,10.84,0.0084,64
6/14/2013,0:30:00,14.18,7.42,158,0,109,10.81,0.0088,58
6/14/2013,1:00:00,14.18,7.4,158,0,108,10.71,0.008,57
6/14/2013,1:30:00,14.17,7.4,158,0,107.2,10.64,0.0074,60
6/14/2013,2:00:00,14.08,7.43,158,0,106.7,10.6,0.007,63
6/14/2013,2:30:00,14.03,7.4,158,0,106.4,10.59,0.0073,61
6/14/2013,3:00:00,13.98,7.42,158,0,105.6,10.52,0.0074,61
6/14/2013,3:30:00,13.93,7.4,158,0,105.6,10.53,0.0069,61
6/14/2013,4:00:00,13.94,7.4,159,0,105.6,10.53,0.007,61
6/14/2013,4:30:00,13.91,7.42,160,0,105.5,10.53,0.0069,61
6/14/2013,5:00:00,13.84,7.42,158,0,105.7,10.56,0.0064,64
6/14/2013,5:30:00,13.79,7.4,159,0,105.7,10.58,0.0064,58
6/14/2013,6:00:00,13.75,7.4,161,0,105.9,10.61,0.0066,63
6/14/2013,6:30:00,13.7,7.4,161,0,106.2,10.64,0.0069,66
6/14/2013,7:00:00,13.68,7.4,162,0,106.8,10.71,0.0066,54
6/14/2013,7:30:00,13.65,7.41,163,0,105.4,10.58,0.0065,60
6/14/2013,8:00:00,13.63,7.41,164,0,105.7,10.61,0.0056,60
6/14/2013,8:30:00,13.61,7.41,165,0,105.9,10.64,0.0061,61
6/14/2013,9:00:00,13.6,7.44,165,0,106.5,10.69,0.0054,58
6/14/2013,9:30:00,13.57,7.42,166,0,106.3,10.69,0.0053,61
6/14/2013,10:00:00,13.56,7.4,165,0,105.9,10.65,0.0047,64
6/14/2013,10:30:00,13.57,7.43,165,0,106.2,10.68,0.0058,58
6/14/2013,11:00:00,13.6,7.41,165,0,106.8,10.73,0.0018,58
6/14/2013,11:30:00,13.64,7.42,165,0,107,10.74,0.0054,54
6/14/2013,12:00:00,13.7,7.41,164,0,107.6,10.78,0.0059,58
6/14/2013,12:30:00,13.74,7.41,164,0,107.5,10.76,0.0035,63
6/14/2013,13:00:00,13.79,7.41,164,0,107.6,10.76,0.0057,57
6/14/2013,13:30:00,13.83,7.43,163,0,108.1,10.8,0.0099,57
6/14/2013,14:00:00,13.88,7.41,163,0,108.4,10.82,0.007,60
6/14/2013,14:30:00,13.96,7.4,163,0,108.6,10.82,0.0088,61
6/14/2013,15:00:00,13.99,7.44,163,0,109.5,10.9,0.0065,60
6/14/2013,15:30:00,14.01,7.41,162,0,109.7,10.92,-0.0012,58
6/14/2013,16:00:00,14.09,7.41,163,0,110.8,11.01,0.0018,60
6/14/2013,16:30:00,14.08,7.41,162,0,109.8,10.91,0.0109,60
6/14/2013,17:00:00,14.21,7.4,164,0,111,11,0.0018,71
6/14/2013,17:30:00,14.22,7.42,164,0,111,11,0.0081,66
6/14/2013,18:00:00,14.21,7.41,162,0.2,111.3,11.03,0.0059,64
6/14/2013,18:30:00,14.17,7.41,162,0,111.2,11.03,0.0055,61
6/14/2013,19:00:00,14.14,7.4,161,0,111.2,11.04,0.0051,60
6/14/2013,19:30:00,14.11,7.4,161,0,111.5,11.08,0.0018,60
6/14/2013,20:00:00,14.09,7.42,161,0,111.8,11.11,0.0068,63
6/14/2013,20:30:00,14.05,7.42,161,0.4,111.5,11.09,0.0081,66
6/14/2013,21:00:00,14.02,7.42,161,0,111.9,11.14,0.0086,61
6/14/2013,21:30:00,14,7.4,161,0.8,111.5,11.1,0.0112,61
6/14/2013,22:00:00,13.85,7.41,159,0,111.5,11.14,0.0074,63
6/14/2013,22:30:00,13.86,7.42,159,0,110.3,11.02,0.008,71
6/14/2013,23:00:00,13.79,7.43,159,0,110,11.01,0.0086,61
6/14/2013,23:30:00,13.69,7.43,158,0.4,109.3,10.96,0.0097,64
6/15/2013,0:00:00,13.72,7.41,159,0,109.3,10.95,0.0093,61
6/15/2013,0:30:00,13.69,7.43,160,0,109,10.92,0.0087,63
6/15/2013,1:00:00,13.62,7.43,159,0,108.7,10.91,0.0094,57
6/15/2013,1:30:00,13.4,7.41,157,0,107.8,10.88,0.0077,66
6/15/2013,2:00:00,13.47,7.41,158,0.6,108,10.88,0.0103,66
6/15/2013,2:30:00,13.45,7.42,159,0,107.6,10.85,0.0087,60
6/15/2013,3:00:00,13.47,7.42,160,0,107,10.78,0.0109,71
6/15/2013,3:30:00,13.44,7.41,160,0.5,106.9,10.78,0.011,69
6/15/2013,4:00:00,13.43,7.42,161,0.7,106.5,10.74,0.0119,72
6/15/2013,4:30:00,13.36,7.41,161,0.1,106.2,10.73,0.0103,69
6/15/2013,5:00:00,13.38,7.41,162,0.2,106.3,10.73,0.01,68
6/15/2013,5:30:00,13.31,7.42,161,0,106,10.71,0.0092,68
6/15/2013,6:00:00,13.33,7.42,160,0.8,106.1,10.72,0.0107,69
6/15/2013,6:30:00,13.22,7.42,158,0,106,10.74,0.0068,66
6/15/2013,7:00:00,13.2,7.42,157,0,106.5,10.79,0.0067,69
6/15/2013,7:30:00,13.14,7.41,156,0,106.3,10.79,0.0066,72
6/15/2013,8:00:00,13.05,7.41,155,0,106.4,10.82,0.0059,72
6/15/2013,8:30:00,13.05,7.41,155,0,107.9,10.97,0.0063,71
6/15/2013,9:00:00,12.98,7.41,154,0,107.8,10.98,0.0056,72
6/15/2013,9:30:00,13,7.42,154,0,108.5,11.05,0.0053,61
6/15/2013,10:00:00,12.98,7.41,154,0,108.7,11.07,0.0045,61
6/15/2013,10:30:00,13.02,7.43,153,0,110,11.19,0.005,58
6/15/2013,11:00:00,13.11,7.41,154,0,110.2,11.19,0.0047,64
6/15/2013,11:30:00,13.15,7.41,154,0,110.4,11.2,0.0041,64
6/15/2013,12:00:00,13.22,7.41,154,0,111,11.24,0.005,58
6/15/2013,12:30:00,13.25,7.43,154,0,111.5,11.29,0.0047,61
6/15/2013,13:00:00,13.28,7.41,153,0,111.9,11.32,0.0047,71
6/15/2013,13:30:00,13.3,7.42,153,0,111.5,11.27,0.0044,72
6/15/2013,14:00:00,13.36,7.42,153,0,112.3,11.34,0.0046,72
6/15/2013,14:30:00,13.48,7.42,154,0,112.5,11.33,0.0041,63
6/15/2013,15:00:00,13.56,7.41,153,0,112.1,11.27,0.0041,64
6/15/2013,15:30:00,13.58,7.41,154,0,112.1,11.26,0.0038,74
6/15/2013,16:00:00,13.6,7.42,153,0,112.4,11.29,0.0051,66
6/15/2013,16:30:00,13.61,7.4,154,0,112.7,11.32,0.0055,63
6/15/2013,17:00:00,13.64,7.42,155,0,113.5,11.39,0.006,61
6/15/2013,17:30:00,13.68,7.44,155,0,113.6,11.39,0.0063,61
6/15/2013,18:00:00,13.72,7.4,157,0,114.9,11.51,0.007,61
6/15/2013,18:30:00,13.74,7.43,157,0,115.4,11.56,0.008,63
6/15/2013,19:00:00,13.73,7.4,158,0,116.2,11.64,0.0066,64
6/15/2013,19:30:00,13.7,7.4,157,0.6,115.9,11.61,0.0078,60
6/15/2013,20:00:00,13.67,7.41,158,0.2,116.1,11.65,0.0077,61
6/15/2013,20:30:00,13.65,7.42,157,0,116.1,11.65,0.0086,60
6/15/2013,21:00:00,13.61,7.41,158,0,115.8,11.63,0.0084,60
6/15/2013,21:30:00,13.57,7.4,158,0.1,115.9,11.65,0.0087,58
6/15/2013,22:00:00,13.51,7.42,156,0,115.4,11.61,0.0097,55
6/15/2013,22:30:00,13.4,7.43,155,0.1,115.2,11.63,0.0104,55
6/15/2013,23:00:00,13.22,7.41,153,0,114.8,11.63,0.009,51
6/15/2013,23:30:00,13.16,7.41,153,0.1,114,11.56,0.0099,52
6/16/2013,0:00:00,13.15,7.41,154,0,113.6,11.53,0.009,60
6/16/2013,0:30:00,13.17,7.42,154,0,112.8,11.45,0.0081,57
6/16/2013,1:00:00,13.09,7.42,154,0,112.5,11.43,0.0079,60
6/16/2013,1:30:00,13.04,7.42,154,0,112,11.39,0.008,55
6/16/2013,2:00:00,13.02,7.41,154,0,111.3,11.33,0.0077,61
6/16/2013,2:30:00,12.94,7.42,153,0,110.5,11.26,0.0076,57
6/16/2013,3:00:00,12.84,7.41,152,0,110.1,11.25,0.0075,54
6/16/2013,3:30:00,12.73,7.42,152,0,109.8,11.25,0.0073,55
6/16/2013,4:00:00,12.64,7.42,152,0,109.7,11.26,0.0075,61
6/16/2013,4:30:00,12.52,7.42,151,0,109.5,11.27,0.0065,63
6/16/2013,5:00:00,12.56,7.41,152,0,109.5,11.26,0.0062,66
6/16/2013,5:30:00,12.57,7.42,152,0,109,11.21,0.0063,63
6/16/2013,6:00:00,12.62,7.42,153,0,109.1,11.21,0.0062,68
6/16/2013,6:30:00,12.68,7.42,155,0,109.1,11.19,0.0062,68
6/16/2013,7:00:00,12.75,7.42,157,0,109.4,11.2,0.0066,68
6/16/2013,7:30:00,12.74,7.42,157,0,109.2,11.18,0.0061,68
6/16/2013,8:00:00,12.82,7.42,161,0,109.7,11.21,0.0056,68
6/16/2013,8:30:00,12.92,7.42,165,0,110.3,11.25,0.0056,68
6/16/2013,9:00:00,13.01,7.42,169,0,109.9,11.19,0.0052,68
6/16/2013,9:30:00,13.12,7.42,175,0,110.5,11.21,0.0061,68
6/16/2013,10:00:00,13.15,7.42,175,0,111.1,11.27,0.0051,68
6/16/2013,10:30:00,13.07,7.42,168,0,111,11.28,0.0054,68
6/16/2013,11:00:00,13.1,7.42,171,0,111.1,11.29,0.0048,68
6/16/2013,11:30:00,13.22,7.42,175,0,111.4,11.28,0.0049,68
6/16/2013,12:00:00,11.58,6.8,0,0,106.5,11.2,0.0084,72
6/16/2013,12:30:00,13.42,7.42,178,0,111.6,11.26,0.0051,68
6/16/2013,13:00:00,13.65,7.41,181,0,112.6,11.29,0.0089,68
6/16/2013,13:30:00,13.45,7.42,174,0,112.8,11.37,0.0018,68
6/16/2013,14:00:00,13.75,7.41,183,0,112.2,11.24,0.0045,69
6/16/2013,14:30:00,13.98,7.41,186,0,113,11.25,0.0054,68
6/16/2013,15:00:00,13.98,7.41,183,0,113.1,11.27,0.0044,68
6/16/2013,15:30:00,13.95,7.42,181,0,113.3,11.3,0.0054,69
6/16/2013,16:00:00,13.96,7.41,183,0,113.6,11.32,0.0039,69
6/16/2013,16:30:00,14.03,7.41,188,0,114.4,11.39,0.0041,68
6/16/2013,17:00:00,14.13,7.41,186,0,114.9,11.41,0.0042,68
6/16/2013,17:30:00,14.22,7.41,185,0,115.3,11.42,0.0047,68
6/16/2013,18:00:00,14.26,7.41,184,0,115.5,11.43,0.0048,68
6/16/2013,18:30:00,14.22,7.41,185,0,116.6,11.55,0.0074,69
6/16/2013,19:00:00,14.25,7.41,184,0,118,11.69,0.0047,69
6/16/2013,19:30:00,14.24,7.41,181,0,119.9,11.87,0.0054,69
6/16/2013,20:00:00,14.27,7.41,180,0,120.7,11.95,0.005,68
