date_time,lux
2017-07-21T02:01:13Z,0
2017-07-21T02:16:13Z,0
2017-07-21T02:31:13Z,0
2017-07-21T02:46:13Z,21.5
2017-07-21T03:01:13Z,43.1
2017-07-21T03:16:13Z,75.3
2017-07-21T03:31:13Z,172.2
2017-07-21T03:46:13Z,430.6
2017-07-21T04:01:13Z,312.2
2017-07-21T04:16:13Z,538.2
2017-07-21T04:31:13Z,710.4
2017-07-21T04:46:13Z,1087.2
2017-07-21T05:01:13Z,1377.8
2017-07-21T05:16:13Z,1636.1
2017-07-21T05:31:13Z,1980.6
2017-07-21T05:46:13Z,2238.9
2017-07-21T06:01:13Z,3616.7
2017-07-21T06:16:13Z,6200
2017-07-21T06:31:13Z,6544.5
2017-07-21T06:46:13Z,6544.5
2017-07-21T07:01:13Z,12400.1
2017-07-21T07:16:13Z,11711.2
2017-07-21T07:31:13Z,17222.3
2017-07-21T07:46:13Z,13089
2017-07-21T08:01:13Z,14466.8
2017-07-21T08:16:13Z,14466.8
2017-07-21T08:31:13Z,14466.8
2017-07-21T08:46:13Z,18600.1
2017-07-21T09:01:13Z,17911.2
2017-07-21T09:16:13Z,19289
2017-07-21T09:31:13Z,19977.9
2017-07-21T09:46:13Z,30311.3
2017-07-21T10:01:13Z,28933.5
2017-07-21T10:16:13Z,39955.8
2017-07-21T10:31:13Z,31689.1
2017-07-21T10:46:13Z,44089.2
2017-07-21T11:01:13Z,37200.2
2017-07-21T11:16:13Z,30311.3
2017-07-21T11:31:13Z,30311.3
2017-07-21T11:46:13Z,42711.4
2017-07-21T12:01:13Z,39955.8
2017-07-21T12:16:13Z,42711.4
2017-07-21T12:31:13Z,44089.2
2017-07-21T12:46:13Z,41333.6
2017-07-21T13:01:13Z,44089.2
2017-07-21T13:16:13Z,66133.8
2017-07-21T13:31:13Z,49600.3
2017-07-21T13:46:13Z,71644.9
2017-07-21T14:01:13Z,187379
2017-07-21T14:16:13Z,104711.8
2017-07-21T14:31:13Z,27555.7
2017-07-21T14:46:13Z,12400.1
2017-07-21T15:01:13Z,35822.5
2017-07-21T15:16:13Z,19977.9
2017-07-21T15:31:13Z,34444.7
2017-07-21T15:46:13Z,170845.6
2017-07-21T16:01:13Z,22044.6
2017-07-21T16:16:13Z,44089.2
2017-07-21T16:31:13Z,30311.3
2017-07-21T16:46:13Z,99200.7
2017-07-21T17:01:13Z,104711.8
2017-07-21T17:16:13Z,99200.7
2017-07-21T17:31:13Z,63378.2
2017-07-21T17:46:13Z,77156.1
2017-07-21T18:01:13Z,30311.3
2017-07-21T18:16:13Z,18600.1
2017-07-21T18:31:13Z,7577.8
2017-07-21T18:46:13Z,3272.2
2017-07-21T19:01:13Z,2066.7
2017-07-21T19:16:13Z,2411.1
2017-07-21T19:31:13Z,2411.1
2017-07-21T19:46:13Z,2411.1
2017-07-21T20:01:13Z,3616.7
2017-07-21T20:16:13Z,4477.8
2017-07-21T20:31:13Z,5338.9
2017-07-21T20:46:13Z,4133.4
2017-07-21T21:01:13Z,3100
2017-07-21T21:16:13Z,3444.5
2017-07-21T21:31:13Z,3616.7
2017-07-21T21:46:13Z,2755.6
2017-07-21T22:01:13Z,2152.8
2017-07-21T22:16:13Z,1636.1
2017-07-21T22:31:13Z,1087.2
2017-07-21T22:46:13Z,645.8
2017-07-21T23:01:13Z,409
2017-07-21T23:16:13Z,236.8
2017-07-21T23:31:13Z,161.5
2017-07-21T23:46:13Z,96.9
2017-07-22T00:01:13Z,64.6
2017-07-22T00:16:13Z,43.1
2017-07-22T00:31:13Z,32.3
2017-07-22T00:46:13Z,21.5
2017-07-22T01:01:13Z,21.5
2017-07-22T01:16:13Z,10.8
2017-07-22T01:31:13Z,10.8
2017-07-22T01:46:13Z,21.5
2017-07-22T02:01:13Z,21.5
2017-07-22T02:16:13Z,43.1
2017-07-22T02:31:13Z,86.1
2017-07-22T02:46:13Z,172.2
2017-07-22T03:01:13Z,290.6
2017-07-22T03:16:13Z,484.4
2017-07-22T03:31:13Z,731.9
2017-07-22T03:46:13Z,1001
2017-07-22T04:01:13Z,2325
2017-07-22T04:16:13Z,2755.6
2017-07-22T04:31:13Z,3100
2017-07-22T04:46:13Z,3961.1
2017-07-22T05:01:13Z,5166.7
2017-07-22T05:16:13Z,5166.7
2017-07-22T05:31:13Z,5511.1
2017-07-22T05:46:13Z,6200
2017-07-22T06:01:13Z,6200
2017-07-22T06:16:13Z,6544.5
2017-07-22T06:31:13Z,6200
2017-07-22T06:46:13Z,6200
2017-07-22T07:01:13Z,6200
2017-07-22T07:16:13Z,6200
2017-07-22T07:31:13Z,6544.5
2017-07-22T07:46:13Z,6200
2017-07-22T08:01:13Z,6200
2017-07-22T08:16:13Z,6200
2017-07-22T08:31:13Z,5511.1
2017-07-22T08:46:13Z,6544.5
2017-07-22T09:01:13Z,6544.5
2017-07-22T09:16:13Z,7233.4
2017-07-22T09:31:13Z,8611.2
2017-07-22T09:46:13Z,10333.4
2017-07-22T10:01:13Z,60622.6
2017-07-22T10:16:13Z,11022.3
2017-07-22T10:31:13Z,143289.8
2017-07-22T10:46:13Z,143289.8
2017-07-22T11:01:13Z,93689.5
2017-07-22T11:16:13Z,148801
2017-07-22T11:31:13Z,143289.8
2017-07-22T11:46:13Z,159823.3
2017-07-22T12:01:13Z,126756.4
2017-07-22T12:16:13Z,99200.7
2017-07-22T12:31:13Z,154312.1
2017-07-22T12:46:13Z,34444.7
2017-07-22T13:01:13Z,35822.5
2017-07-22T13:16:13Z,170845.6
2017-07-22T13:31:13Z,154312.1
2017-07-22T13:46:13Z,165334.4
2017-07-22T14:01:13Z,165334.4
2017-07-22T14:16:13Z,148801
2017-07-22T14:31:13Z,154312.1
2017-07-22T14:46:13Z,170845.6
2017-07-22T15:01:13Z,137778.7
2017-07-22T15:16:13Z,137778.7
2017-07-22T15:31:13Z,137778.7
2017-07-22T15:46:13Z,132267.5
2017-07-22T16:01:13Z,115734.1
2017-07-22T16:16:13Z,121245.2
2017-07-22T16:31:13Z,88178.4
2017-07-22T16:46:13Z,88178.4
2017-07-22T17:01:13Z,110223
2017-07-22T17:16:13Z,99200.7
2017-07-22T17:31:13Z,52355.9
2017-07-22T17:46:13Z,49600.3
2017-07-22T18:01:13Z,7577.8
2017-07-22T18:16:13Z,37200.2
2017-07-22T18:31:13Z,12400.1
2017-07-22T18:46:13Z,13777.9
2017-07-22T19:01:13Z,14466.8
2017-07-22T19:16:13Z,12400.1
2017-07-22T19:31:13Z,12400.1
2017-07-22T19:46:13Z,13089
2017-07-22T20:01:13Z,8611.2
2017-07-22T20:16:13Z,7577.8
2017-07-22T20:31:13Z,7233.4
2017-07-22T20:46:13Z,6544.5
2017-07-22T21:01:13Z,6544.5
2017-07-22T21:16:13Z,6200
2017-07-22T21:31:13Z,5166.7
2017-07-22T21:46:13Z,5511.1
2017-07-22T22:01:13Z,4994.5
2017-07-22T22:16:13Z,1463.9
2017-07-22T22:31:13Z,1463.9
2017-07-22T22:46:13Z,893.4
2017-07-22T23:01:13Z,667.4
2017-07-22T23:16:13Z,376.7
2017-07-22T23:31:13Z,215.3
2017-07-22T23:46:13Z,129.2
2017-07-23T00:01:13Z,86.1
2017-07-23T00:16:13Z,43.1
2017-07-23T00:31:13Z,32.3
2017-07-23T00:46:13Z,21.5
2017-07-23T01:01:13Z,21.5
2017-07-23T01:16:13Z,10.8
2017-07-23T01:31:13Z,10.8
2017-07-23T01:46:13Z,21.5
2017-07-23T02:01:13Z,43.1
2017-07-23T02:16:13Z,53.8
2017-07-23T02:31:13Z,86.1
2017-07-23T02:46:13Z,150.7
2017-07-23T03:01:13Z,279.9
2017-07-23T03:16:13Z,355.2
2017-07-23T03:31:13Z,516.7
2017-07-23T03:46:13Z,742.7
2017-07-23T04:01:13Z,1722.2
2017-07-23T04:16:13Z,2411.1
2017-07-23T04:31:13Z,2755.6
2017-07-23T04:46:13Z,3961.1
2017-07-23T05:01:13Z,3444.5
2017-07-23T05:16:13Z,4477.8
2017-07-23T05:31:13Z,3444.5
2017-07-23T05:46:13Z,4477.8
2017-07-23T06:01:13Z,4822.3
2017-07-23T06:16:13Z,4650
2017-07-23T06:31:13Z,5511.1
2017-07-23T06:46:13Z,5511.1
2017-07-23T07:01:13Z,4650
2017-07-23T07:16:13Z,7577.8
2017-07-23T07:31:13Z,6544.5
2017-07-23T07:46:13Z,7233.4
2017-07-23T08:01:13Z,7233.4
2017-07-23T08:16:13Z,6544.5
2017-07-23T08:31:13Z,7233.4
2017-07-23T08:46:13Z,6544.5
2017-07-23T09:01:13Z,6544.5
2017-07-23T09:16:13Z,6544.5
2017-07-23T09:31:13Z,7577.8
2017-07-23T09:46:13Z,7577.8
2017-07-23T10:01:13Z,7233.4
2017-07-23T10:16:13Z,8266.7
2017-07-23T10:31:13Z,8266.7
2017-07-23T10:46:13Z,9300.1
2017-07-23T11:01:13Z,9644.5
2017-07-23T11:16:13Z,11711.2
2017-07-23T11:31:13Z,13777.9
2017-07-23T11:46:13Z,15844.5
2017-07-23T12:01:13Z,26178
2017-07-23T12:16:13Z,60622.6
2017-07-23T12:31:13Z,99200.7
2017-07-23T12:46:13Z,132267.5
2017-07-23T13:01:13Z,148801
2017-07-23T13:16:13Z,154312.1
2017-07-23T13:31:13Z,159823.3
2017-07-23T13:46:13Z,154312.1
2017-07-23T14:01:13Z,154312.1
2017-07-23T14:16:13Z,159823.3
