gamma_1,gamma_2,sig_b0,sig_a,sig_r,sig_proc,lp__,chain,step
1.0697706646524208,1.248817891147274,0.08761020747562628,0.22479753734958532,0.10974697618986497,0.09724106421402781,9859.778579728578,1,1
1.0543812844055884,1.1775762067096534,0.07246553797634535,0.2422061461551222,0.07584476151529813,0.09621173688687248,9840.880784333422,1,2
1.0774313114565544,1.2518525463348305,0.07032680058185728,0.23105886846618318,0.09576339922013637,0.09823794456674265,9746.39690993461,1,3
1.0582505726777527,1.1854330733176386,0.06484592093340862,0.26105142069831055,0.0943541511773468,0.09814977978977082,9723.044570879341,1,4
1.0963866435493965,1.19305670324717,0.07220612136284617,0.24560493157041838,0.06297431620119176,0.09720642374259132,9797.310245593471,1,5
1.0630892763743278,1.1502190702517916,0.05800997285971023,0.203000665977696,0.05847447605117306,0.09757506310192786,9786.324619595967,1,6
1.0804766998013544,1.2368350852392513,0.05837341199567657,0.2804376008884969,0.10194115993425477,0.09716244624264078,9803.745141016207,1,7
1.0707623385475178,1.250642042468205,0.06257093787518885,0.2903525698924733,0.11719156806565094,0.09614988653094331,9837.673033010737,1,8
1.0920353271500474,1.2904271632216735,0.08126187857359078,0.23269498254260096,0.12224309050380441,0.09756668563965955,9798.262757252822,1,9
1.083117103225944,1.2053077965350907,0.07203833450685337,0.22120586246982676,0.08605550106768535,0.0962814793817086,9818.607879232764,1,10
1.0790851717602348,1.2003150314818147,0.06343607121886731,0.24959749921300456,0.04943851118292698,0.09836001905454224,9722.910517859147,1,11
1.083833561366426,1.1743673228225497,0.07023360344571972,0.2615745145383144,0.06072335634475868,0.09881402378866351,9749.93617694423,1,12
1.0818358539242656,1.2452765349192862,0.07599511273268944,0.33047711564914534,0.0963176694896422,0.09763208908256646,9724.555588191039,1,13
1.063705527434661,1.1945334232931382,0.06423706296825442,0.296801727981471,0.08714231711861381,0.09745718860832589,9764.340581866649,1,14
1.075400690105227,1.2162651175400752,0.08834382390306074,0.19394206058008542,0.07858812958780076,0.09876238703569629,9946.986005357516,1,15
1.0475960577082144,1.1599494972574271,0.08793051442238127,0.25867843125633777,0.08925100624947442,0.09525976550431928,9906.125012325754,1,16
1.086042799690733,1.2028315656602173,0.07121144785405312,0.21027846683087364,0.08082451481760096,0.09678601375931875,9749.882659456514,1,17
1.0713917765436516,1.1646642538667975,0.07634608796815148,0.24433957365379286,0.0648248535481036,0.09646624928417853,9788.672565153473,1,18
1.0535331283493825,1.2089907970548799,0.0881189682665007,0.22125334824556261,0.0976726246978049,0.09740066594195136,9771.037924155267,1,19
1.0697144571657322,1.2287992707047704,0.06362919177711153,0.28804458398750304,0.06858134013408552,0.09746874137928555,9874.67728229996,1,20
1.067052380174706,1.191428005654823,0.07813541042651058,0.25415214485690374,0.11530726017696312,0.09678299030281341,9877.11732024324,1,21
1.0557457031969741,1.1912173006693303,0.06792295259537376,0.25033241352857605,0.06864977752027886,0.09681563484146018,9768.752932379442,1,22
1.058128987126693,1.1457271544067946,0.07635955568076233,0.22311299577796875,0.06387951702061394,0.09788366789284053,9737.676874324388,1,23
1.0465494403971831,1.21752877555477,0.07782637030912372,0.20374595440584248,0.08725399973265606,0.09753887262807946,9786.764687534956,1,24
1.0695728236830873,1.2085319174663605,0.07950618439529183,0.2653281717339608,0.09752119971381482,0.09640240043271621,9713.06187085366,1,25
1.0763799837466579,1.1953453597016743,0.0667401429789211,0.24400028153660575,0.08561451872506085,0.09642626676727718,9784.287430677696,1,26
1.0764723830309015,1.2300318309758753,0.06149755411481351,0.2646937261233163,0.10897286898364848,0.09637073631751299,9880.88580943697,1,27
1.080978186653223,1.236129762754216,0.0787716374760111,0.2255124000863683,0.07654743071391316,0.09689969733316504,9905.40244101873,1,28
1.058671111802992,1.1849890880316933,0.07789717008639226,0.1925055016507313,0.08370544407943918,0.09722025285314201,9821.189880909762,1,29
1.0900954630445392,1.2707850657046253,0.07128811358359724,0.23559644951114586,0.10964003613131248,0.09705027407051411,9745.300585698242,1,30
1.0411729201880162,1.1911981095875206,0.07235779316542601,0.261281441569099,0.08578216131790081,0.09705639612007597,9788.458983773031,1,31
1.0674115523579537,1.179558363727231,0.0767247025656307,0.20687874525249264,0.07627062120419305,0.09827489106731273,9855.147606930857,1,32
1.060097736822302,1.215831266439088,0.10058865333210104,0.18902626298218086,0.09705399767174129,0.09809372418327085,9919.56598265843,1,33
1.0732070031805836,1.1962022220044117,0.08251940736652486,0.25538836886338145,0.06187453695029606,0.09670220510879814,9868.446612903701,1,34
1.068425312573014,1.2304403656031522,0.07457408388038839,0.1785461438295603,0.09753803921544933,0.09483898250401282,9717.775680583462,1,35
1.0993662841726384,1.2104882002107762,0.05634569032451847,0.23333057975051202,0.09799539465528681,0.09629374567623973,9750.911349123788,1,36
1.0712242069173201,1.2148304580718168,0.0809292901944215,0.3057056732066863,0.05779604383760862,0.09738207965627117,9795.302780052341,1,37
1.0953954184061137,1.2463208953100435,0.07643077557614138,0.28693336109657125,0.09887103825083891,0.0966502974815111,9814.871141805901,1,38
1.0663477457457706,1.2113676041390722,0.06669302689819068,0.26187020009466844,0.0749998178976835,0.09740185580204488,9887.893358066305,1,39
1.0745430122412525,1.1628449686287483,0.07135063960732962,0.2624649585520364,0.07369241241411252,0.09832061232697371,9715.335985542193,1,40
1.0780122017648692,1.2008019014071092,0.07709006255392332,0.2311275791069314,0.11461602652140061,0.09746577674366556,9830.619088248686,1,41
1.046095652200739,1.1934017147490288,0.07017238725351525,0.21392826609061208,0.09055365087253629,0.09696165665640383,9834.72848180121,1,42
1.0378139131861324,1.1749056215603118,0.08190697917081073,0.24465695980322363,0.07747067650049565,0.09639158705919407,9905.008422721488,1,43
1.0770303866861477,1.2163616925895502,0.05184367447393748,0.27659907316431975,0.0904306660741441,0.09688579880338585,9623.7210231879435,1,44
1.06168960682214,1.232359950973522,0.08052712320057114,0.25631593138133535,0.0977653208775861,0.0981057472384605,9920.4913149009,1,45
1.0845399267345175,1.2300265095420444,0.08166573888729607,0.3054040275751287,0.08528033869555549,0.0970031705377089,9877.609007545481,1,46
1.0617811306424063,1.1717996444696257,0.0794516276811703,0.25716341187676606,0.07728992879038063,0.09737728145003752,9827.727930439996,1,47
1.026260894140175,1.1742657275525972,0.10613853172318165,0.17879584462064127,0.07120598471983404,0.09694662471154535,9695.874501188888,1,48
1.0569725248829362,1.1649444374519646,0.06154746176793023,0.233046518986563,0.05332539371451795,0.09723433681143111,9776.183400878725,1,49
1.0476962170127444,1.2159980216342008,0.08946266839293743,0.36136189275562103,0.09359642185479272,0.09786721675124271,9778.97855385674,1,50
1.0767840184424227,1.2051345700060723,0.07435667131757386,0.24590552509529118,0.09252353432631914,0.09692517014491568,9820.68140269307,1,51
1.0724960976879716,1.2210076140331174,0.06792025855154704,0.24434120481151297,0.08153941897357786,0.09678481516223272,9830.728592446,1,52
1.0857091106184558,1.2184515004406131,0.07565257402270262,0.2451041948095489,0.09720953592527275,0.09748913813745413,9826.15175588279,1,53
1.0670441960927286,1.2145725173734858,0.06800585678523353,0.23750768100757702,0.0605638962696801,0.0965476867650974,9844.498965019526,1,54
1.0701446919165956,1.2058152151414792,0.07165026115536181,0.21987650058942784,0.09311984170674531,0.0970298436859268,9861.717868473084,1,55
1.0485433958217163,1.1600842723447888,0.09010325152903467,0.1880894631402748,0.0825141652230836,0.09818079714189958,9837.266252747062,1,56
1.061834319050688,1.1635534724080507,0.05721902396428353,0.21106125004866463,0.07922158227623485,0.09743352668453344,9873.01300950236,1,57
1.0487722639016812,1.198988197179957,0.08340101126169633,0.25269780472600306,0.09206975979916701,0.09739604503099074,9795.907399081505,1,58
1.0871726478665618,1.1900071680374635,0.058024193890269145,0.22973970533380925,0.05959488142116807,0.09681962262543582,9873.598349826481,1,59
1.0681409786840759,1.221839676414412,0.07250938124152877,0.21850608662446083,0.09877655375713722,0.09678958001505632,9773.160995409407,1,60
1.0839028761938656,1.1917066674464187,0.06431493568464319,0.2853360472530763,0.09174351545934017,0.09616972359544664,9747.719123290108,1,61
1.0705045997732356,1.1952337913373963,0.06710311816158789,0.3409116325684298,0.08977084604515384,0.09635223544702311,9849.656520554136,1,62
1.0661233066874634,1.2011952135118003,0.10356009263770487,0.2942114408246999,0.09377005535974241,0.09600457902905644,9884.607603502664,1,63
1.06393829433395,1.210493291862167,0.06563539092766357,0.23013069358913193,0.08743681185440888,0.09714764957179799,9808.870846321559,1,64
1.053276653213179,1.1587930777762963,0.0775778833008817,0.19859481642650656,0.0683084741037414,0.09737834600942827,9910.576316116829,1,65
1.0709318212000503,1.2038886942871705,0.06704027122070162,0.16121116146990117,0.09077780730037345,0.09760284067384872,9758.629144629973,1,66
1.0657363538292275,1.240816540605406,0.08510557047259398,0.2582275532679422,0.09201866936590106,0.0960149019985598,9776.720742206417,1,67
1.0855738725498967,1.2124634451121454,0.06381069892157233,0.3265042651823604,0.08002121404015623,0.09531693524607751,9905.75520685397,1,68
1.0538655217768484,1.2252023324070265,0.090161793927035,0.20115323099612015,0.12131841534715554,0.0965066054730362,9898.302049864307,1,69
1.0459570540615644,1.2191199487631457,0.08302194141683042,0.28240703062180744,0.12804864815820952,0.09747267558151498,9804.415096436911,1,70
1.0484778208023866,1.2187299149993622,0.09706995463338965,0.22843928562678062,0.08686286786625373,0.09638777030534426,9659.351796792684,1,71
