gamma_1,gamma_2,k0,k1,sig_proc,sig_beta0,sig_alpha,sig_opt,sig_rho,lp__,chain,step
1.0890373075991022,1.1539991614998986,8.181226781868993,0.7687391396400048,93.43422393418983,0.05376613108988505,0.21683630648626623,0.09519108521545809,0.07801313571756407,-30512.01752328954,1,1
1.062608987461122,1.1714913659390893,9.382555216168734,0.6641898570380638,92.72896378043043,0.05668898512117656,0.11147098739388357,0.12305146686184261,0.10160840152472973,-30467.09913373626,1,2
1.0715939448638565,1.1116494578978795,8.555637569002279,0.8377227446969887,94.10276684588543,0.03517849025102636,0.08681827382131986,0.29625806706109464,0.10077295232251383,-30525.550925390806,1,3
1.0468460546601226,1.0930517626496685,6.6858119930476905,0.7062214074085682,94.23708779205977,0.027494913302026032,0.2337849678169226,0.07471493948319978,0.02095715487489357,-30584.187404807024,1,4
1.054001927473437,1.0793049542075877,6.98779486542237,0.7551650795785827,92.33751106407246,0.030274855046714157,0.08991308647143209,0.04982715366721957,0.06747629610134608,-30524.452863493734,1,5
1.0648903751765093,1.0965635366446445,9.142780204510405,0.6929848320606454,92.34608839073354,0.03657094220029082,0.08484284033155465,0.025011544441399535,0.03644442943030757,-30655.684921797296,1,6
1.047951705776688,1.1230252436818606,6.7762049411189205,0.7338838593582723,93.20886217680913,0.03861334337344734,0.19748038737660265,0.022253556712661125,0.07385072491885689,-30501.961557234135,1,7
1.0709218240473943,1.0968681637548654,5.563706530678233,0.863444143702525,93.32237702741695,0.029821571855748345,0.09232922929307948,0.07805144376444721,0.07250608855993068,-30569.535769022248,1,8
1.0714453816752085,1.1142916272643513,6.905415495016331,0.7385927085819903,94.8450058088749,0.06272022352323879,0.13593756076807437,0.061876875382102674,0.07678747035025633,-30591.58403893866,1,9
1.0757980999882526,1.1301358547822933,10.332153255266197,0.796633190837332,93.8197479082695,0.024951976732725444,0.0996908398222648,0.02148570502448683,0.0976037195586533,-30593.416531546492,1,10
1.0922375900593397,1.1858099667600452,9.447844598024355,0.7471684438788518,90.59398632210454,0.053098824085415476,0.11767646515976074,0.030292779881979218,0.10350586897059519,-30515.397154126524,1,11
1.0977884133421854,1.192630688730987,10.297440915374475,0.6743974585465761,91.82401622256785,0.05563273857592507,0.11945070757441875,0.011195433817701472,0.09920365008242879,-30503.486318487438,1,12
1.0583840568282292,1.0729309705705423,7.487480432614034,0.7989768891092263,92.8003170874781,0.05583122479850976,0.10319326825475487,0.00954995816835931,0.07097343034299976,-30454.444633545725,1,13
1.0743570092646826,1.098295953119056,12.30791089401022,0.6791784796484598,92.23658604089553,0.04315828469146758,0.11104854652564956,0.05868177638275798,0.10296746707517763,-30589.13569481796,1,14
1.071996555882449,1.1245340287287877,9.963283211607994,0.7712992573552814,91.28217504600138,0.03778305642164928,0.1666549775238322,0.04476548027390131,0.0752324830449051,-30444.67875564178,1,15
1.0662000863863093,1.1038697898357683,9.332922182284484,0.6996530208489522,92.9122008538221,0.05901556699871958,0.1043181670793496,0.04148797175518337,0.09910520696117993,-30563.133927568466,1,16
1.070391312699642,1.119595236456698,6.943337935623167,0.7255566683535025,91.71538711642293,0.04922269441464176,0.13164964545687766,0.06047599413906558,0.06513338172559698,-30423.30262226812,1,17
1.0936369201785219,1.1088345985075492,8.41573947623092,0.7694766969152314,92.43103648020046,0.05066262416009334,0.08772753916638155,0.25031699378592376,0.08645704578002554,-30476.729301191288,1,18
1.0941644937984607,1.1273351199925437,8.507788486459859,0.7458251948385309,93.77970261342705,0.035023921313178025,0.2543271220870871,0.0668476103828865,0.050797872395561175,-30473.842521238796,1,19
1.060492720179919,1.0932069643522433,8.311015721876982,0.6680864610472442,95.02383637024305,0.04932473459777327,0.08143620204045227,0.07542148397999515,0.06925188934662364,-30510.977890022827,1,20
1.0940793837459863,1.139204116078372,9.596979381525763,0.7961559215299471,92.9058370727192,0.04126456429661339,0.08770035917076424,0.42094392116584356,0.09248915835931511,-30535.656907803073,1,21
1.0482841920185544,1.0675404554357069,3.120100451442118,0.7248005979852443,93.35211335730037,0.0320909853780905,0.14425633835607982,0.050176124108138175,0.03493658244380681,-30700.953444081413,1,22
1.0436859660300004,1.072499433949573,9.616793821394811,0.6506515563773585,93.9306816223237,0.03075549978594334,0.1183825408498118,0.02787039647424301,0.0702805766867047,-30600.554622537522,1,23
1.0649888836132377,1.1279471104530854,10.061660006711781,0.8004026322061485,91.68448718552928,0.06818140658150482,0.10486020400576823,0.02296189244562311,0.07782885729031154,-30509.031647897573,1,24
1.0740580676097753,1.1516816279493256,8.470514982060571,0.7800974303580338,93.52520117652895,0.042599844169892334,0.21751238972150272,0.022518604102845594,0.07118535341587984,-30525.115128404825,1,25
