year,yday,hour,unique_series,day,do,temp,turb,pcyv,o2_sat,par,wspeed,ext,par0,par_int,sch_o2,sch_conv,do_sol,do_eq,series,series_length,index,unique_day
2012,172,12,3,8,14.363181029782437,11.575,0,0.0056,117.4,2407.3846,0.4,0.43093838965975717,1059.3685290492879,565.2503365577722,3623.613716062875,0.40691591664705784,7.607378201657299,10.077467873547832,3,186,177,8
2012,172,13,3,8,14.395432533315383,11.655000000000001,0,0.00525,116.85,2112.8481,0.9,0.43093838965975717,929.7578724237012,496.09360283373496,3638.708356502859,0.40607102442875875,7.593427401608061,10.056161787833894,3,186,178,8
2012,172,14,3,8,14.346281541257344,11.77,0,0.00485,116.95,3359.7726,2.5,0.43093838965975717,1478.4664474476165,788.8696276064827,3660.454342671336,0.40486303655868605,7.573451377280229,10.025658838708006,3,186,179,8
2012,172,15,3,8,14.351605019123951,11.865,0,0.0052499999999999995,117.1,3875.2686000000003,2.3,0.43093838965975717,1705.3102343733915,909.9073244888942,3678.4603473897328,0.4038709219203516,7.5570186974336995,10.000570962592265,3,186,180,8
2012,172,16,3,8,14.3655493232997,11.96,0,0.0056,117.6,3783.503,3.8,0.43093838965975717,1664.9288226582357,888.3608975970607,3696.504025946112,0.4028840121705788,7.540648333819668,9.97558224390234,3,186,181,8
2012,172,17,3,8,14.41292939778403,12.215,0,6.499999999999998e-4,119.3,3599.9261,5,0.43093838965975717,1584.145888963126,845.2573135211169,3745.1214490460425,0.400260443529184,7.497012518084604,9.90899356338948,3,186,182,8
2012,172,18,3,8,14.539737909283847,12.52,0,0.0068000000000000005,120.6,2481.053,4.8,0.43093838965975717,1091.7862759042832,582.5475677079892,3803.6192482191354,0.3971706127873026,7.445398861653185,9.830267815754532,3,186,183,8
2012,172,19,3,8,14.608576134658614,12.535,0,0.00285,120.7,2464.2811,3.8,0.43093838965975717,1084.4058087232763,578.6095504424002,3806.505824921307,0.39701999159802337,7.4428765683602585,9.826421628324171,3,186,184,8
2012,172,20,3,8,14.643852060277737,12.55,0,0.012549999999999999,121.35,1996.9986000000001,4.7,0.43093838965975717,878.7783511597969,468.8923119120227,3809.3932977990003,0.3968694949589687,7.440355773890408,9.82257782347368,3,186,185,8
2012,172,21,3,8,14.72781486343512,12.555,0,0.00835,121.15,1389.4171,4.8,0.43093838965975717,611.4123806652776,326.23307609184,3810.3559877417188,0.3968193570705742,7.439515841931736,9.821297084313999,3,186,186,8
2012,172,22,3,8,14.72736363778954,12.515,0,0.00515,120.94999999999999,811.4035000000001,3.2,0.43093838965975717,357.0577514953132,190.51633937475316,3802.657255301823,0.39722084754810294,7.446239959363677,9.831550408032642,3,186,187,8
2012,172,23,3,8,14.723965204794899,12.504999999999999,0,0.0058,120.15,432.322,3.1,0.43093838965975717,190.24310499271542,101.50856493861812,3800.733568656549,0.39732135864183743,7.447922654970299,9.834116387726015,3,186,188,8
2012,172,24,3,8,14.6318840518694,12.47,0,0.0056,119.8,236.4061,2.3,0.43093838965975717,104.03039980204196,55.50780194793568,3794.0038106354164,0.39767358442515854,7.453817346225763,9.843105673238686,3,186,189,8
2012,173,1,3,9,14.574163402687281,12.41,0,0.005849999999999999,119.5,47.162400000000005,1,0.43093838965975717,20.753793271932594,11.073661629667432,3782.478493856232,0.39827898482340013,7.463941590850896,9.858546178015866,3,186,190,9
2012,173,2,3,9,14.521552235020806,12.38,0,0.0056,118.69999999999999,9.0029,3.5,0.43093838965975717,3.961722165281706,2.113867578531477,3776.7212568666246,0.3985824376275003,7.469012761528114,9.866280816397923,3,186,191,9
2012,173,3,3,9,14.426655585703298,12.34,0,0.0057,117.9,7.6776,2.2,0.43093838965975717,3.3785244861285615,1.8026891025040004,3769.0505804023683,0.3989878239250421,7.475783727682772,9.8766086219268,3,186,192,9
2012,173,4,3,9,14.339600169358276,12.29,0,0.00605,117.30000000000001,22.393000000000004,0.4,0.43093838965975717,9.854029751208307,5.25784321563667,3759.471324047688,0.3994958175717274,7.484262583334329,9.889542465502883,3,186,193,9
2012,173,5,3,9,14.296730474821027,12.254999999999999,0,0.005849999999999999,117.69999999999999,115.3011,3.2,0.43093838965975717,50.73819808632358,27.072527414390436,3752.7718712916985,0.39985224876887837,7.4902078191238255,9.898612116478587,3,186,194,9
2012,173,6,3,9,14.342271293745128,12.22,0,0.00665,117.65,355.9116,5.1,0.43093838965975717,156.6187422498169,83.56751625179261,3746.077395690816,0.40020936983248334,7.496161338254939,9.907694940312652,3,186,195,9
2012,173,7,3,9,14.353732933271706,12.19,0,0.00275,116.55,722.974,4.6,0.43093838965975717,318.14438911043953,169.75322381912673,3740.3432444399277,0.4005160238004905,7.501270959292988,9.915490721645318,3,186,196,9
2012,173,8,3,9,14.266555125844206,12.195,0,-0.004050000000000001,116.9,1167.4065,2.7,0.43093838965975717,513.7167142747268,274.10531621109936,3741.2986814264314,0.40046487949345244,7.500418931958782,9.914190750697514,3,186,197,9
2012,173,9,3,9,14.335542415958967,12.23,0,0.002,117.30000000000001,1518.5196,2.2,0.43093838965975717,668.2238787207134,356.546151773827,3747.989594418264,0.4001072647620885,7.494459486644611,9.90509850214024,3,186,198,9
2012,173,10,3,9,14.393267216943288,12.295,0,0.00425,117.7,2097.0359000000003,1.8,0.43093838965975717,922.7997208034602,492.3809217059588,3760.428794311371,0.3994449550587088,7.483413939222881,9.888247874935983,3,186,199,9
2012,173,11,3,9,14.448129390044851,12.365,0,-1.0000000000000026e-4,118.6,2699.4076,1.1,0.43093838965975717,1187.8731211109634,633.81690420658515,3773.8439970960326,0.39873435258558737,7.471550613193738,9.870151739005648,3,186,200,9
2012,173,12,3,9,14.547407494878012,12.425,0,0.0049,119.1,2376.9941000000003,3.3,0.43093838965975717,1045.9952029583624,558.1146921936939,3785.358469147125,0.3981274467459625,7.461408269417042,9.854682458285238,3,186,201,9
2012,173,13,3,9,14.603660039915866,12.5,0,0.0049499999999999995,118.85,1737.3769000000002,1.8,0.43093838965975717,764.5319368401758,407.93352148746783,3799.771875,0.3973716349832991,7.448764252955721,9.835399775287016,3,186,202,9
2012,173,14,3,9,14.595380845555846,12.53,0,0.0055,120,1939.4166,2.6,0.43093838965975717,853.4394175138327,455.37214364324274,3805.5435330645837,0.3970701848165237,7.443717166196162,9.827703425973205,3,186,203,9
2012,173,15,3,9,14.722631400378905,12.620000000000001,0,0.00465,119.9,2121.9424,1.3,0.43093838965975717,933.7598151185795,498.2289309968199,3822.879992333376,0.39616882076526344,7.428611848911538,9.804671512989861,3,186,204,9
2012,173,16,3,9,14.716805747992913,12.695,0,0.0048,120.9,1145.0135,1.7,0.43093838965975717,503.8626845235185,268.84747299546274,3837.351545155131,0.3954210923574419,7.416065126588612,9.785543486487754,3,186,205,9
2012,173,17,3,9,14.823076961336255,12.75,0,0.00505,120.75,1451.3406,2.5,0.43093838965975717,638.6617894670884,340.77262212691693,3847.978099875,0.39487471854646733,7.406887817495965,9.771553806837085,3,186,206,9
2012,173,18,3,9,14.819165728610317,12.785,0,0.0052,121.25,1089.7165,6.5,0.43093838965975717,479.5292641174735,255.86381934052315,3854.7466323789567,0.39452788684661744,7.4010580875202745,9.76266777218967,3,186,207,9
2012,173,19,3,9,14.845714541682366,12.82,0,0.0049499999999999995,121.15,1022.9031000000001,5.1,0.43093838965975717,450.1280569822357,240.17613203182768,3861.5199565810562,0.39418172287888315,7.395236409720566,9.753794532925438,3,186,208,9
2012,173,20,3,9,14.842133411024298,12.84,0,0.009600000000000001,121.3,895.72,2.1,0.43093838965975717,394.1611900483322,210.31372862546672,3865.3925742151678,0.39398421414005547,7.391913346181421,9.748729845932552,3,186,209,9
2012,173,21,3,9,14.873648614863159,12.864999999999998,0,0.0040999999999999995,121.65,1381.3739,3.8,0.43093838965975717,607.8729740607621,324.34454465112157,3870.2355374223325,0.3937376337560453,7.387763203041844,9.742404844437107,3,186,210,9
2012,173,22,3,9,14.928305527760877,12.87,0,0.00445,121.7,1125.2711,0.9,0.43093838965975717,495.17505013061646,264.211986731881,3871.204421861976,0.393688358375874,7.3869336654827,9.741140624392882,3,186,211,9
2012,173,23,3,9,14.955507831045141,12.855,0,0.00645,121.65,560.0535,1.9,0.43093838965975717,246.45129510419952,131.49973185230073,3868.2980602341386,0.3938362252004322,7.3894227690983145,9.744934064567282,3,186,212,9
2012,173,24,3,9,14.94478792802748,12.83,0,0.0052,121.6,232.84150000000002,2.7,0.43093838965975717,102.46179914776799,54.67083915034454,3863.456070461304,0.3940829413308039,7.393574550077401,9.751261668452333,3,186,213,9
2012,174,1,3,10,14.908865803430194,12.78,0,0.0051,121.2,84.9106,2.2,0.43093838965975717,37.36487199539802,19.9368830503121,3853.779405509184,0.3945773933170702,7.401890412747712,9.763936421748445,3,186,214,10
2012,174,2,3,10,14.839846904163142,12.76,0,0.0053,120.9,30.299100000000003,0.3,0.43093838965975717,13.333105561328788,7.1141837795247165,3849.911476641792,0.39477555555492666,7.405221357833781,9.769013632714445,3,186,215,10
2012,174,3,3,10,14.806575688852458,12.73,0,0.0053,120.4,15.9036,3.6,0.43093838965975717,6.998372149837735,3.7341417123297154,3844.112523103464,0.39507320844341204,7.410222712813491,9.77663729522561,3,186,216,10
2012,174,4,3,10,14.733028619107829,12.69,0,0.0056,119.75,28.882400000000004,1.3,0.43093838965975717,12.709687352578875,6.781544718943622,3836.3860846067278,0.3954708448381283,7.416900417256665,9.786816848629863,3,186,217,10
2012,174,5,3,10,14.674179556218498,12.655000000000001,0,0.0049499999999999995,118.75,59.9584,2,0.43093838965975717,26.384667415480195,14.078143467174101,3829.6306198762595,0.39581949624567075,7.422752078999418,9.7957377374204615,3,186,218,10
2012,174,6,3,10,14.577276776756912,12.629999999999999,0,0.00535,118.8,299.9291,1.1,0.43093838965975717,131.98366787179611,70.42290821270092,3824.8082487552238,0.3960689449900246,7.426936800689411,9.802117689265401,3,186,219,10
2012,174,7,3,10,14.614171708507545,12.635000000000002,0,0.0056500000000000005,118.85,453.7096,1.3,0.43093838965975717,199.6547089183593,106.530341724165,3825.7725253289673,0.3960190277417766,7.426099525140674,9.800841172472827,3,186,220,10
2012,174,8,3,10,14.620922528943947,12.655000000000001,0,0.01025,118.9,1367.6639,3,0.43093838965975717,601.8398946212468,321.1254569680787,3829.6306198762595,0.39581949624567075,7.422752078999418,9.7957377374204615,3,186,221,10
2012,174,9,3,10,14.650524101871492,12.72,0,0.0018,119.3,1487.7635000000002,3.8,0.43093838965975717,654.6896705114008,349.3246650715342,3842.180323670016,0.39517253541631897,7.411891149170886,9.779180610637473,3,186,222,10
2012,174,10,3,10,14.693898034561437,12.79,0,0.014849999999999999,119.55000000000001,1893.351,2.6,0.43093838965975717,833.1682705970613,444.55600902821874,3855.7139570384875,0.3944783940033468,7.400225926623058,9.761399383761281,3,186,223,10
2012,174,11,3,10,14.732365040270256,12.89,0,0.01465,119.55,2581.9586000000004,1.8,0.43093838965975717,1136.189740579116,606.2400530551848,3875.0809310910477,0.39349139237083286,7.383617150688913,9.736086342694815,3,186,224,10
2012,174,12,3,10,14.732360233818698,12.975,0,-0.0043,120.2,2265.4404000000004,1.1,0.43093838965975717,996.9060465855064,531.9220487460019,3891.5733893238753,0.39265670032295463,7.369551098594329,9.714651935520195,3,186,225,10
2012,174,13,3,10,14.800934940686712,13.035,0,0.0049499999999999995,120.6,2189.7155000000002,0.8,0.43093838965975717,963.5833378145836,514.1419544433285,3903.2319142316073,0.3920698505685595,7.359650438944686,9.699566753458903,3,186,226,10
2012,174,14,3,10,14.855014386353414,13.08,0,0.0049499999999999995,121.15,1796.924,3.4,0.43093838965975717,790.7356118724705,421.91509232415063,3911.9848837079035,0.39163098164198884,7.352240272257532,9.68827721552637,3,186,227,10
2012,174,15,3,10,14.912422063941756,13.145,0,-0.0046,121.3,2403.0431000000003,3.7,0.43093838965975717,1057.4580538934415,564.2309587914755,3924.6417377162606,0.3909989724873956,7.341559823240311,9.672006836414244,3,186,228,10
2012,174,16,3,10,14.945228254876987,13.29,0,0.0040999999999999995,121.3,2427.4469,4,0.43093838965975717,1068.1969352957785,569.9609348672917,3952.9341305492876,0.3895972084559807,7.317832246612594,9.635867081097757,3,186,229,10
2012,174,17,3,10,14.922879878697044,13.39,0,0.00315,122.05000000000001,3141.2809,5.9,0.43093838965975717,1382.3192714465413,737.5681002310564,3972.4923279858476,0.38863695220861344,7.301546852484052,9.611067689208987,3,186,230,10
2012,174,18,3,10,14.98191514418148,13.58,0,0.00515,123.3,3222.6269,4.4,0.43093838965975717,1418.1155427876654,756.6680204837775,4009.7556702311044,0.3868269024296749,7.270779689691519,9.564226814878866,3,186,231,10
2012,174,19,3,10,15.07765161553421,13.615,0,0.00505,123.3,1638.1165,4.6,0.43093838965975717,720.852441698085,384.62732666223746,4016.634535949283,0.3864955216998196,7.265136934922485,9.555637727500766,3,186,232,10
2012,174,20,3,10,15.08112085688626,13.65,0,0.0056,123.6,1119.5586,3.3,0.43093838965975717,492.66126703081846,262.8707001972798,4023.517902933,0.38616477515042613,7.259501885315322,9.547060869636743,3,186,233,10
2012,174,21,3,10,15.12232850290269,13.66,0,0.00545,123.05000000000001,252.81240000000003,2.4,0.43093838965975717,111.24998486466193,59.3599768753103,4025.485404263232,0.38607039242475416,7.257893284381703,9.544612581807,3,186,234,10
2012,174,22,3,10,15.021246341425378,13.67,0,0.00805,123.1,571.1586000000001,1.8,0.43093838965975717,251.33808945020695,134.1071928755655,4027.4532717582956,0.385976061323723,7.256285310946043,9.542165289869518,3,186,235,10
2012,174,23,3,10,15.04839585302276,13.655000000000001,0,0.0061,123.35,444.56960000000004,2.9,0.43093838965975717,195.63265595868242,104.38428326880309,4024.5016078096587,0.386117577332496,7.258697506390502,9.54583660120152,3,186,236,10
2012,174,24,3,10,15.048556880486668,13.635000000000002,0,0.00565,122.5,154.923,2.9,0.43093838965975717,68.17379766652276,36.37569081838429,4020.567338121568,0.3863064461056463,7.261915964000551,9.550735169862223,3,186,237,10
2012,175,1,3,11,14.932321780179132,13.6,0,0.0053,122.19999999999999,25.363500000000002,2.2,0.43093838965975717,11.161196963103285,5.955312213629288,4013.685898752,0.38663746427709755,7.267554314074011,9.559317266101907,3,186,238,11
2012,175,2,3,11,14.86811925239519,13.565000000000001,0,0.00565,121.45,1.5081000000000002,2.6,0.43093838965975717,0.6636387383466819,0.35409964513471454,4006.8089658967533,0.38696911722276445,7.2732003754235235,9.56791160181762,3,186,239,11
2012,175,3,3,11,14.785613091145363,13.52,0,0.00585,121.3,1.9651,1.4,0.43093838965975717,0.8647413863305247,0.46140256790280965,3997.9738366095357,0.38739646311523335,7.2804709510107966,9.578979484032498,3,186,240,11
2012,175,4,3,11,14.776048357190446,13.475000000000001,0,0.0056,120.44999999999999,13.1616,2.4,0.43093838965975717,5.791756261934677,3.090324175721144,3989.146203141375,0.38782486357650997,7.287754327874611,9.59006768694886,3,186,241,11
2012,175,5,3,11,14.695149341610938,13.43,0,0.0055,120.1,93.685,2.4,0.43093838965975717,41.2260428366878,21.99709916745953,3980.326091521944,0.3882543215682998,7.295050536542644,9.601176260317384,3,186,242,11
2012,175,6,3,11,14.669192991652913,13.39,0,0.00545,119.95,309.25190000000003,0.9,0.43093838965975717,136.08616189066655,72.61188783717009,3972.4923279858476,0.38863695220861344,7.301546852484052,9.611067689208987,3,186,243,11
2012,175,7,3,11,14.683105680957388,13.395,0,0.0053,120.15,706.7505000000001,1.2,0.43093838965975717,311.00524510701314,165.94397006085936,3973.471221660111,0.38858907748315874,7.300734256471761,9.609830377036978,3,186,244,11
2012,175,8,3,11,14.729248825361307,13.42,0,0.005,120.44999999999999,1048.4951,1.2,0.43093838965975717,461.3898052693309,246.18509570684097,3978.3670908216955,0.3883499005913388,7.296673661915265,9.603647603551146,3,186,245,11
2012,175,9,3,11,14.772948692801165,13.455,0,0.0052,121.7,1578.3409000000001,1,0.43093838965975717,694.5482153417985,370.5921043641707,3985.225223362179,0.3880156030594564,7.290995501291708,9.595002312835296,3,186,246,11
2012,175,10,3,11,14.920259604550402,13.515,0,0.0046,123.35,2122.3994000000002,1.3,0.43093838965975717,933.9609177665635,498.3362339195881,3996.9926178064225,0.3874440110349055,7.281279582387268,9.580210502178513,3,186,247,11
2012,175,11,3,11,15.09610522960631,13.594999999999999,0,0.0057,123.65,2523.6454000000003,1,0.43093838965975717,1110.5290426963777,592.5482001099758,4012.703203577991,0.38668480437328,7.268360421814853,9.56054427844878,3,186,248,11
2012,175,12,3,11,15.130264141482046,13.675,0,0.0049,123.35,2882.6646,2,0.43093838965975717,1268.5152829524845,676.8453762365913,4028.437342728375,0.38592891512238003,7.2554815594362525,9.540942017191465,3,186,249,11
2012,175,13,3,11,15.107632801668908,13.77,0,0.0052,125.1,3365.2109,2.3,0.43093838965975717,1480.8595689586243,790.1465323874231,4047.1520229321354,0.3850355825901137,7.240240016142535,9.517747025914895,3,186,250,11
2012,175,14,3,11,15.276189992944191,13.86,0,0.0063,126.75,3586.2161,2.3,0.43093838965975717,1578.1128095236108,842.0382258380741,4064.911945570752,0.3841935363447303,7.225852600557174,9.495855246275607,3,186,251,11
2012,175,15,3,11,15.44152652774779,13.945,0,0.00405,127.2,3603.5821,3.4,0.43093838965975717,1585.7547101469968,846.1157369032616,4081.7120179893814,0.3834020627587831,7.212310669858057,9.475252954267129,3,186,252,11
2012,175,16,3,11,15.480349248280747,14.515,0,0.004,126.1,3329.3364,6.4,0.43093838965975717,1465.0730110918928,781.7232529501279,4195.031047591023,0.3781882534347788,7.122644220735961,9.33891113868193,3,186,253,11
2012,175,17,3,11,15.225637637827708,14.48,0,0.0106,126.44999999999999,1868.7644000000003,5.1,0.43093838965975717,822.3489481355307,438.7831117832952,4188.040326641664,0.3785037597326593,7.128093292599588,9.347192998682528,3,186,254,11
2012,175,18,3,11,15.285164918267713,14.575,0,0.0018,127.44999999999999,2963.7821,4,0.43093838965975717,1304.2110029696166,695.8916450279282,4207.024873507875,0.37764877937650326,7.113320043693256,9.324740753782656,3,186,255,11
2012,175,19,3,11,15.39230055927463,14.645,0,0.01575,128.45,2404.277,6.4,0.43093838965975717,1058.0010310429977,564.5206766829492,4221.033137354361,0.3770216106249431,7.102469041043518,9.308251758291997,3,186,256,11
2012,175,20,3,11,15.469513308696703,14.735,0,0.005549999999999999,128.3,1632.404,6,0.43093838965975717,718.338658598287,383.28604012763634,4239.068086641027,0.37621874392932003,7.088560634761784,9.287119586996624,3,186,257,11
2012,175,21,3,11,15.439183434523397,14.765,0,0.00565,128.3,1433.7461,6.3,0.43093838965975717,630.9193375197106,336.64145960034534,4245.085784924673,0.3759519915117261,7.083935184536085,9.280092463609689,3,186,258,11
2012,175,22,3,11,15.449649059401985,14.74,0,0.00655,127.8,516.1815,6,0.43093838965975717,227.14544089775063,121.19865126656362,4240.070826902208,0.37617425505122526,7.087789355991716,9.285947812788903,3,186,259,11
2012,175,23,3,11,15.362510948428081,14.675,0,0.0069,126.5,184.171,4,0.43093838965975717,81.0443671374887,43.24307787554239,4227.041755143376,0.3767535526658528,7.097827554618757,9.30119922068694,3,186,260,11
2012,175,24,3,11,15.211438374806546,14.615,0,0.0067,125.45,51.5039,4.5,0.43093838965975717,22.6642684277791,12.093039395964338,4215.027561821883,0.3772901054071142,7.107115889688164,9.31531279464926,3,186,261,11
2012,176,1,3,12,15.070613422977603,14.51,0,0.0065,123.5,25.820500000000003,5,0.43093838965975717,11.362299611087128,6.062615136397383,4194.032116577592,0.3782332890320731,7.123422209351719,9.34009354782927,3,186,262,12
2012,176,2,3,12,14.883639780947417,14.455,0,0.00635,122.4,9.14,3.7,0.43093838965975717,4.022052959676859,2.1460584553619055,4183.0495243835785,0.37872948910668874,7.131989993339395,9.353115757114164,3,186,263,12
2012,176,3,3,12,14.77269559686259,14.395,0,0.00615,121.8,5.1640999999999995,0.6,0.43093838965975717,2.272459922217425,1.2125230272794763,4171.080365585511,0.37927249303821065,7.141357429591588,9.367354719820591,3,186,264,12
2012,176,4,3,12,14.721723013190894,14.370000000000001,0,0.0060999999999999995,121.2,11.196500000000002,4,0.43093838965975717,4.927014875604153,2.628921607818335,4166.0968799735765,0.37949926814331997,7.145266938054409,9.373297783693943,3,186,265,12
2012,176,5,3,12,14.6529995751444,14.315000000000001,0,0.00635,120.55,28.699600000000004,3,0.43093838965975717,12.62924629338534,6.738623549836385,4155.140827355704,0.3799992604366072,7.153881161757345,9.386393620050894,3,186,266,12
2012,176,6,3,12,14.58923556833584,14.274999999999999,0,0.00635,120.65,129.6966,2.3,0.43093838965975717,57.07293149781462,30.45256948158543,4147.179388017375,0.3803638323799434,7.160157566651561,9.395936123133021,3,186,267,12
2012,176,7,3,12,14.610342329186654,14.25,0,0.0064,120.6,398.2755000000001,0.9,0.43093838965975717,175.26095771791915,93.51449719239505,4142.206319624999,0.3805920933353472,7.16408525421776,9.401908012309521,3,186,268,12
2012,176,8,3,12,14.63345133558542,14.25,0,0.0069,120.6,732.4339000000001,1.9,0.43093838965975717,322.30721392370515,171.9743943204263,4142.206319624999,0.3805920933353472,7.16408525421776,9.401908012309521,3,186,269,12
2012,176,9,3,12,14.654430887981931,14.27,0,0.00615,120.75,864.0956000000001,2.6,0.43093838965975717,380.24488680785026,202.88836636991454,4146.184599897336,0.3804094597174657,7.160942800263277,9.397130019055508,3,186,270,12
2012,176,10,3,12,14.666758256030228,14.305,0,0.006200000000000001,120.4,1264.7475000000002,2.7,0.43093838965975717,556.5515782952855,296.9608387607037,4153.149945624668,0.380090329017418,7.155449352872364,9.388777802679847,3,186,271,12
2012,176,11,3,12,14.654715063401921,14.36,0,0.006699999999999999,121.55000000000001,1543.8831,3,0.43093838965975717,679.3850756838166,362.50146398745625,4164.104090775551,0.37959006457485456,7.146831798964537,9.375676685964354,3,186,272,12
2012,176,12,3,12,14.768412159342413,14.405000000000001,0,0.0058,121.85,1346.779,3.8,0.43093838965975717,592.6495036083852,316.22171339757676,4173.074364127209,0.37918186930440917,7.139794682899306,9.364979169638424,3,186,273,12
2012,176,13,3,12,14.796823070129571,14.465,0,0.007,122.7,2208.3611,4.4,0.43093838965975717,971.7883258523243,518.5199136922668,4185.045587944893,0.3786391605453338,7.130430861994402,9.350745938686183,3,186,274,12
2012,176,14,3,12,14.88448406501652,14.515,0,0.00635,122.4,1990.2350000000001,2.7,0.43093838965975717,875.8020319696361,467.304228655055,4195.031047591023,0.3781882534347788,7.122644220735961,9.33891113868193,3,186,275,12
2012,176,15,3,12,14.86451318192122,14.53,0,0.0072,122.6,874.8351000000001,4.8,0.43093838965975717,384.9707990354706,205.40998505496478,4198.028353101384,0.3780532200280299,7.120311154545632,9.335365337379955,3,186,276,12
2012,176,16,3,12,14.874814244206041,14.524999999999999,0,0.00705,122.15,414.63610000000006,4.6,0.43093838965975717,182.46043251574073,97.35594182749286,4197.029165888624,0.37809821893659545,7.121088693372368,9.336547033521391,3,186,277,12
2012,176,17,3,12,14.786795221046397,14.495000000000001,0,0.00665,122,403.16540000000003,2.2,0.43093838965975717,177.41275605134626,94.66263846601366,4191.035836507251,0.37836846926284856,7.125757075406646,9.343642202306972,3,186,278,12
2012,176,18,3,12,14.76645265855517,14.504999999999999,0,0.00695,122.25,370.99260000000004,3.6,0.43093838965975717,163.25512963328373,87.10851270313975,4193.033271035349,0.378278336866622,7.124200347975951,9.341276194773354,3,186,279,12
2012,176,19,3,12,14.770721770250661,14.51,0,0.00685,122.94999999999999,664.7979,3.5,0.43093838965975717,292.54402202209633,156.0935617507482,4194.032116577592,0.3782332890320731,7.123422209351719,9.34009354782927,3,186,280,12
2012,176,20,3,12,14.840932589432228,14.45,0,0.00685,122.75,209.44310000000002,3.5,0.43093838965975717,92.16534357099523,49.176929504618066,4182.051621381,0.3787746718047911,7.132769784655303,9.354301024049013,3,186,281,12
2012,176,21,3,12,14.783732664822724,14.36,0,0.00625,121.8,203.82200000000003,2.5,0.43093838965975717,89.69178100079397,47.8571035545705,4164.104090775551,0.37959006457485456,7.146831798964537,9.375676685964354,3,186,282,12
2012,176,22,3,12,14.69734896543486,14.315000000000001,0,0.00655,121.05,113.56450000000001,3.2,0.43093838965975717,49.97400802398498,26.66477630787168,4155.140827355704,0.3799992604366072,7.153881161757345,9.386393620050894,3,186,283,12
2012,176,23,3,12,14.597548286923683,14.325,0,0.00675,120.80000000000001,71.0635,2.8,0.43093838965975717,31.27146176148758,16.685604490438816,4157.132056541625,0.3799082414073287,7.152313576849946,9.384010398651773,3,186,284,12
2012,176,24,3,12,14.543679742633538,14.31,0,0.0069,121,38.6165,4.8,0.43093838965975717,16.99317375463473,9.06709697390405,4154.145343040472,0.38004478853112894,7.154665181519273,9.387585591179617,3,186,285,12
2012,177,1,3,13,14.54252402789258,14.225000000000001,0,0.007,118.65,10.648100000000001,3.3,0.43093838965975717,4.6856916980235415,2.5001581004966202,4137.235434430125,0.38082066525253483,7.168016743549212,9.407885930271945,3,186,286,13
2012,177,2,3,13,14.314624135171755,14.14,0,0.00645,117.6,9.0029,1.8,0.43093838965975717,3.961722165281706,2.113867578531477,4120.350815178048,0.38160014233654466,7.181412311871991,9.428256056330078,3,186,287,13
2012,177,3,3,13,14.219167663561883,14.149999999999999,0,0.0067,117.2,6.855,2.5,0.43093838965975717,3.0165397197576445,1.6095438415214292,4122.335922662999,0.3815082516548478,7.179834072180267,9.42585593831343,3,186,288,13
2012,177,4,3,13,14.158145615436379,14.1,0,0.0076500000000000005,116.55,14.532600000000002,3.3,0.43093838965975717,6.395064205886206,3.4122329440254298,4112.413912632,0.3819682063575237,7.187731391980831,9.437866237138383,3,186,289,13
2012,177,5,3,13,14.097791891091154,14.09,0,0.00685,116.25,48.670500000000004,2.7,0.43093838965975717,21.417432010279274,11.427761274802146,4110.430570272168,0.3820603478434084,7.189312693956013,9.440271212150243,3,186,290,13
2012,177,6,3,13,14.0607374219356,14.085,0,0.0068,117.3,77.32440000000001,1.6,0.43093838965975717,34.02656803886623,18.155654532361723,4109.439031780137,0.3821064374300666,7.19010357495748,9.441474064488522,3,186,291,13
2012,177,7,3,13,14.160770054316876,14.07,0,0.0069,117.9,128.417,1.8,0.43093838965975717,56.50984408345987,30.15212129783477,4106.464947484056,0.382244781612122,7.1924771385024595,9.445084081622179,3,186,292,13
2012,177,8,3,13,14.212064021147848,14.06,0,0.007050000000000001,117.85,283.43140000000005,1.1,0.43093838965975717,124.72386227957942,66.5492727007727,4104.482667627072,0.3823370739579291,7.19406028171988,9.447491977134103,3,186,293,13
2012,177,9,3,13,14.219115620688202,14.015,0,0.0073,117.8,229.04840000000002,1.5,0.43093838965975717,100.79264716950209,53.78022489136935,4095.566802288723,0.38275301304637943,7.201192034004579,9.45833957464328,3,186,294,13
2012,177,10,3,13,14.200669198964988,14.045,0,0.0076,118.95,650.3110000000001,1.8,0.43093838965975717,286.16906808100856,152.69205909899958,4101.50991306632,0.382475606892084,7.196436148637227,9.451105647854433,3,186,295,13
2012,177,11,3,13,14.333542303006698,14.055,0,0.0092,120.15,734.4904,1.9,0.43093838965975717,323.2121758396324,172.45725747288273,4103.491660707819,0.3823832390099804,7.19485208370643,9.44869629031477,3,186,296,13
2012,177,12,3,13,14.451497710606436,14.09,0,0.00665,120.80000000000001,1537.9421,2.7,0.43093838965975717,676.7707412600266,361.106525991471,4110.430570272168,0.3820603478434084,7.189312693956013,9.440271212150243,3,186,297,13
2012,177,13,3,13,14.533761127031875,14.16,0,0.00665,121.35,3534.6665000000003,0.9,0.43093838965975717,1555.4284308310334,829.934456149833,4124.321382316031,0.3814164110397953,7.178256443979355,9.423456790123584,3,186,298,13
