year,yday,hour,unique_series,day,do,temp,turb,pcyv,o2_sat,par,wspeed,ext,par0,par_int,sch_o2,sch_conv,do_sol,do_eq,series,series_length,index,unique_day
2016,188,20,48,180,12.591938326469146,12.754999999999999,0.05,0.018250000000000002,109.85,245.57777777777778,3,0.4338872195627514,108.06639255382682,57.4457109070591,3848.9447392563984,0.3948251302244671,7.406054505368503,9.770283588996291,11,92,4123,180
2016,188,21,48,180,12.522845744209139,12.774999999999999,0.5,0.02085,109.44999999999999,280.6601851851852,4.8,0.4604266886896992,123.50439042533144,63.49612068117188,3852.8122764648747,0.39462691341891554,7.4027229023488115,9.765205332508595,11,92,4124,180
2016,188,22,48,180,12.49251539449238,12.765,0.35,0.01525,109.19999999999999,122.78888888888889,5.6,0.4515801989807166,54.03319627691341,28.08870848335304,3850.878311995473,0.3947259945336308,7.4043883748481365,9.767743937920226,11,92,4125,180
2016,188,23,48,180,12.43017528042856,12.725000000000001,0.25,0.02425,108.05000000000001,66.975,4.4,0.44568253917472817,29.4723191438028,15.434942495028135,3843.146374277625,0.3951228650909787,7.4110568485639865,9.777908821936938,11,92,4126,180
2016,188,24,48,180,12.31864456910024,12.67,0.55,0.02455,107.1,32.989814814814814,5.3,0.46337551859269344,14.517153426161642,7.436186842208673,3832.5252274518957,0.39566999187668184,7.420243232012041,9.791912922834772,11,92,4127,180
2016,189,1,48,181,12.222692857204544,12.635,0.4,0.03025,105.15,9.567592592592591,5.3,0.45452902888371083,4.210214891030572,2.180570828415068,3825.772525328967,0.39601902774177666,7.426099525140674,9.800841172472827,11,92,4128,181
2016,189,2,48,181,12.028148314153128,12.57,0.25,0.02165,103.8,5.082407407407408,3.9,0.44568253917472817,2.236511132959142,1.1712828080573108,3813.2446540204555,0.39666902631968304,7.436997044026592,9.8174564531896,11,92,4129,181
2016,189,3,48,181,11.900204022643324,12.555,0.4,0.0174,102.65,10.066666666666665,4,0.45452902888371083,4.4298322167119295,2.2943158856603714,3810.3559877417188,0.3968193570705742,7.439515841931736,9.821297084313999,11,92,4130,181
2016,189,4,48,181,11.7876633872099,12.52,0.6499999999999999,0.0175,101.5,28.703703703703702,1.1,0.4692731783986818,12.631052126386114,6.422817661363475,3803.6192482191354,0.3971706127873026,7.445398861653185,9.830267815754532,11,92,4131,181
2016,189,5,48,181,11.6946766186723,12.504999999999999,0.45,0.020749999999999998,100.4,80.53055555555555,0.9,0.457477858786705,35.43743537381224,18.28631156737044,3800.733568656549,0.39732135864183743,7.447922654970299,9.834116387726015,11,92,4132,181
2016,189,6,48,181,11.602153797757051,12.475000000000001,0.45,0.02165,99.95,191.35925925925926,1.3,0.457477858786705,84.20755744696663,43.452513297291276,3794.964904806375,0.397623224807188,7.452974746486723,9.841820693146326,11,92,4133,181
2016,189,7,48,181,11.599452419470467,12.48,0.5,0.019250000000000003,99.65,401.85462962962964,1.1,0.4604266886896992,176.8359521292888,90.91496195805077,3795.926098980864,0.3975728790793074,7.452132313818028,9.840535978657826,11,92,4134,181
2016,189,8,48,181,11.62416072576917,12.504999999999999,0.25,0.01635,101.05,995.0685185185184,1.2,0.44568253917472817,437.87946170554426,229.3217672556353,3800.733568656549,0.39732135864183743,7.447922654970299,9.834116387726015,11,92,4135,181
2016,189,9,48,181,11.785885565247284,12.57,0.6,0.014799999999999999,101.75,1709.476851851852,3.2,0.4663243484956876,752.2545329857571,383.91999495231966,3813.2446540204555,0.39666902631968304,7.436997044026592,9.8174564531896,11,92,4136,181
2016,189,10,48,181,11.845672128744594,12.645,0.95,0.023649999999999997,101.85,2194.2527777777777,3.7,0.48696615781664704,965.5799648949978,480.3957357591493,3827.7013750235606,0.39591923450282324,7.4244254709479325,9.798288928667652,11,92,4137,181
2016,189,11,48,181,11.826636666601049,12.754999999999999,0.75,0.023649999999999997,103.1,2959.6907407407407,5.1,0.4751708382046702,1302.4106021361588,657.4510696190648,3848.9447392563984,0.3948251302244671,7.406054505368503,9.770283588996291,11,92,4138,181
2016,189,12,48,181,11.911142660352265,12.865,0.95,0.0116,104.55000000000001,3367.9231481481484,4.8,0.48696615781664704,1482.0530925572718,737.3516557073517,3870.235537422333,0.3937376337560453,7.387763203041844,9.742404844437107,11,92,4139,181
2016,189,13,48,181,12.028175723999752,12.99,0.5,0.0129,106.19999999999999,3265.864814814815,5.5,0.4604266886896992,1437.1423680886699,738.8641401809375,3894.4867211164074,0.3925098063487279,7.367073740466127,9.710877155931403,11,92,4140,181
2016,189,14,48,181,12.151843894092975,13.07,0.5,0.013649999999999999,106.8,918.5250000000001,6.4,0.4604266886896992,404.19652021741655,207.80565725840623,3910.0391086816558,0.3917284142997167,7.353885842464795,9.69078420124836,11,92,4141,181
2016,189,15,48,181,12.168474029250971,13.17,0.6,0.02715,107.7,944.0398148148148,6,0.4663243484956876,415.42430319789054,212.01560029658842,3929.514047625096,0.3907564922407826,7.337459217982719,9.66576052873463,11,92,4142,181
2016,189,16,48,181,12.231820572218316,13.29,0.6499999999999999,0.0184,108.5,1250.213888888889,6.6,0.4692731783986818,550.1560691504017,279.75121012001506,3952.9341305492876,0.3895972084559807,7.317832246612594,9.635867081097757,11,92,4143,181
2016,189,17,48,181,12.278604153047622,13.385,0.5,0.012750000000000001,109.05000000000001,1875.3203703703703,5.8,0.4604266886896992,825.2338999989553,424.26954316419545,3971.513527780917,0.3886848400592942,7.302359607628751,9.612305254033432,11,92,4144,181
2016,189,18,48,181,12.302648790049291,13.48,0.65,0.0142,111.6,1734.9907407407406,5.7,0.4692731783986818,763.4819085129367,388.22617760278274,3990.1266803312637,0.38777721135575766,7.286944430668403,9.588834659365556,11,92,4145,181
2016,189,19,48,181,12.52599263351866,13.504999999999999,0.7,0.01475,112.80000000000001,1199.1851851851852,5.1,0.47222200830167604,527.700910642748,267.3542603702953,3995.0304579659487,0.3875391459485672,7.282897319428645,9.582673291361372,11,92,4146,181
2016,189,20,48,181,12.625972178467494,13.49,0.55,0.0205,113.05000000000001,223.25277777777777,5,0.46337551859269344,98.2422861725592,50.32308844159139,3992.0879131552074,0.3876819460657618,7.285325111340038,9.5863693583864,11,92,4147,181
2016,189,21,48,181,12.58530629038233,13.48,0.7,0.016300000000000002,113.1,452.8833333333333,4.5,0.47222200830167604,199.29111063694253,100.96879957591312,3990.1266803312637,0.38777721135575766,7.286944430668403,9.588834659365556,11,92,4148,181
2016,189,22,48,181,12.642048996673633,13.41,0.65,0.0165,111.9,137.14074074074074,4.3,0.4692731783986818,60.34872234010646,30.68697965999571,3976.408463141832,0.3884455320173066,7.298297422805241,9.606119955745113,11,92,4149,181
2016,189,23,48,181,12.490424470233869,13.305,0.55,0.02035,110.3,41.16203703703704,2.1,0.46337551859269344,18.11333620253209,9.278275732419841,3955.8654654672687,0.3894528340384017,7.315385366339987,9.632140708030766,11,92,4150,181
2016,189,24,48,181,12.346917300467895,13.175,0.25,0.01475,108.45,8.87037037037037,1.8,0.44568253917472817,3.9034025603477094,2.044250191508296,3930.4887948708747,0.39070803612601446,7.336639580101067,9.664512034568201,11,92,4151,181
2016,190,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,190,2,49,182,12.190951661936818,13.05,1.4,0.0154,105.6,4.983333333333333,2.4,0.5135056269435949,2.1929136304583894,1.0563884355859612,3906.148707969,0.3919234403145723,7.357178925507359,9.695801258395987,12,71,4152,182
2016,190,3,49,182,12.128888584962613,13.030000000000001,0.35,0.012400000000000001,105,9.468518518518518,2.3,0.4515801989807166,4.16661738852982,2.165981456812115,3902.259841613784,0.3921186808168879,7.360474601016283,9.700822433559543,12,71,4153,182
2016,190,4,49,182,12.068208232283219,12.985,0.1,0.0121,104.2,17.840740740740742,3.3,0.43683604946574556,7.85081007649057,4.1577437504871995,3893.5155141454766,0.39255875754582853,7.367899363904553,9.712135157480063,12,71,4154,182
2016,190,5,49,182,12.003061957446022,12.945,0.15000000000000002,0.017849999999999998,104.05000000000001,39.068518518518516,2.8,0.4397848793687398,17.192084303894703,9.07091657634337,3885.749330391981,0.3929508520181149,7.374510208285038,9.722208474268825,12,71,4155,182
2016,190,6,49,182,12.006233720073396,12.935,0,0.01215,102.44999999999999,78.13888888888889,3.4,0.43093838965975717,34.3849835143782,18.346895316475322,3883.808750211147,0.39304901048242336,7.376164547876323,9.724729390610579,12,71,4156,182
2016,190,7,49,182,11.864911166117185,12.83,0.2,0.01915,102.75,146.70833333333334,4.3,0.442733709271734,64.55893723113704,33.93606632164523,3863.456070461304,0.3940829413308039,7.393574550077401,9.751261668452333,12,71,4157,182
2016,190,8,49,182,11.943732321887516,12.8,0.1,0.015099999999999999,100.8,306.1740740740741,4.6,0.43683604946574556,134.73176595251113,71.35316641509765,3857.6488995840004,0.3943794491815144,7.3985620976433815,9.758863390008823,12,71,4158,182
2016,190,9,49,182,11.788675702515222,12.754999999999999,0.1,0.01395,99.75,612.349074074074,7,0.43683604946574556,269.46393935831657,142.70654861511068,3848.9447392563984,0.3948251302244671,7.406054505368503,9.770283588996291,12,71,4159,182
2016,190,10,49,182,11.724886399972258,12.715,0,0.01205,100.25,599.5925925925926,5.3,0.43093838965975717,263.850455321374,140.78345219974833,3841.2143713163427,0.3952222194236552,7.412725614678049,9.780452661398833,12,71,4160,182
2016,190,11,49,182,11.78314673696208,12.675,0.1,0.0148,100.30000000000001,778.1944444444445,2.6,0.43683604946574556,342.4441212781036,181.3564321723566,3833.490293913375,0.3956201845412117,7.419407280422643,9.790638510294288,12,71,4161,182
2016,190,12,49,182,11.80891417080635,12.635000000000002,0,0.013250000000000001,100.55000000000001,535.8055555555555,3,0.43093838965975717,235.78099787018883,125.80635042996532,3825.7725253289673,0.3960190277417766,7.426099525140674,9.800841172472827,12,71,4162,182
2016,190,13,49,182,11.839592106748775,12.629999999999999,0.05,0.0159,101.55,867.4953703703703,2.3,0.4338872195627514,381.74095425646834,202.92507209102166,3824.8082487552238,0.3960689449900246,7.426936800689411,9.802117689265401,12,71,4163,182
2016,190,14,49,182,11.959373749823978,12.635000000000002,0.2,0.016300000000000002,103.15,829.2240740740742,2.8,0.442733709271734,364.8996872390518,191.81325650632874,3825.7725253289673,0.3960190277417766,7.426099525140674,9.800841172472827,12,71,4164,182
2016,190,15,49,182,12.10954821906884,12.69,0,0.016649999999999998,104.5,829.2240740740742,4.6,0.43093838965975717,364.8996872390518,194.7005837588965,3836.3860846067278,0.3954708448381283,7.416900417256665,9.786816848629863,12,71,4165,182
2016,190,16,49,182,12.231267660780116,12.735,0.8500000000000001,0.017300000000000003,104.25,714.4074074074074,3.3,0.48106849801065865,314.37466382691844,157.54501784828835,3845.0787701118265,0.3950235654693975,7.409388741875135,9.77536603043135,12,71,4166,182
2016,190,17,49,182,12.188347089774494,12.774999999999999,0.75,0.0171,104.65,688.8935185185185,2.7,0.4751708382046702,303.14728829973876,153.02740058925463,3852.8122764648747,0.39462691341891554,7.4027229023488115,9.765205332508595,12,71,4167,182
2016,190,18,49,182,12.218821674648822,12.78,0.75,0.01625,105.15,465.64074074074074,1.8,0.4751708382046702,204.90500212717956,103.43513220627742,3853.779405509184,0.3945773933170702,7.401890412747712,9.763936421748445,12,71,4168,182
2016,190,19,49,182,12.259345251409014,12.79,0.8,0.01845,105.15,459.262962962963,2.1,0.47811966810766443,202.09846383535546,101.64776111509745,3855.7139570384875,0.3944783940033468,7.400225926623058,9.761399383761281,12,71,4169,182
2016,190,20,49,182,12.272562242995347,12.78,0.9500000000000001,0.019200000000000002,105.1,331.6888888888888,3.1,0.48696615781664704,145.95954893298511,72.61785398411821,3853.779405509184,0.3945773933170702,7.401890412747712,9.763936421748445,12,71,4170,182
2016,190,21,49,182,12.253136048431962,12.77,0.9500000000000001,0.01815,104.5,223.25277777777777,2.7,0.48696615781664704,98.2422861725592,48.877542062153005,3851.845245281736,0.3946764471563649,7.403555556367762,9.766474504542128,12,71,4171,182
2016,190,22,49,182,12.189074479597604,12.74,0.85,0.0166,103.85,129.1675925925926,2.2,0.48106849801065865,56.84014202203192,28.484741996544752,3846.045115267008,0.3949739361647146,7.408554935705403,9.774095027482995,12,71,4172,182
2016,190,23,49,182,12.11750295270926,12.69,0.7,0.01765,102.80000000000001,43.85277777777778,1.9,0.47222200830167604,19.29739547605719,9.776827726695254,3836.3860846067278,0.3954708448381283,7.416900417256665,9.786816848629863,12,71,4173,182
2016,190,24,49,182,12.011575910938996,12.645,1.05,0.0203,101.15,8.97037037037037,1.6,0.4928638176226355,3.9474075161428606,1.9497939943374243,3827.7013750235606,0.39591923450282324,7.4244254709479325,9.798288928667652,12,71,4174,182
2016,191,1,49,183,11.843204687448196,12.585,1,0.01965,100.9,3.1888888888888887,1.9,0.48991498771964126,1.4032691459120574,0.6956379982691889,3816.134214225237,0.3965188198509138,7.434479742146456,9.813618200076363,12,71,4175,183
2016,191,2,49,183,11.82672479630579,12.525,1.05,0.020900000000000002,99.5,2.59074074074074,2.4,0.4928638176226355,1.1400543177299465,0.5631217584801932,3804.581340818625,0.39712039187819653,7.444557930612279,9.828985488425737,12,71,4176,183
2016,191,3,49,183,11.699576632642243,12.434999999999999,0.9,0.0173,99.05,5.780555555555555,1.5,0.4840173279136528,2.5437309169364037,1.2701460736027468,3787.278954536847,0.39802649103235105,7.459720226122995,9.85210797692341,12,71,4177,183
2016,191,4,49,183,11.676173288569526,12.370000000000001,0.55,0.0152,97.85,28.40462962962963,1.7,0.46337551859269344,12.49944471229506,6.402646825856338,3774.8029829447764,0.39868370028767586,7.470704494642848,9.868861164354588,12,71,4178,183
2016,191,5,49,183,11.576040817216699,12.315000000000001,0.25,0.015349999999999999,96.8,70.16481481481482,0.2,0.44568253917472817,30.875995743009263,16.170061692287646,3764.259687898503,0.39924164540799356,7.480021049186213,9.88307219436008,12,71,4179,183
2016,191,6,49,183,11.497385396438169,12.295,0.25,0.01355,95.75,210.49537037037038,1.1,0.44568253917472817,92.62839468232218,48.510398464148054,3760.428794311371,0.3994449550587088,7.483413939222881,9.888247874935983,12,71,4180,183
2016,191,7,49,183,11.4343091078308,12.24,0.3,0.014450000000000001,95.45,159.46574074074073,1.9,0.4486313690777224,70.17282872137406,36.61409896555352,3749.902200158208,0.4000052160935891,7.492758312130973,9.902503140782668,12,71,4181,183
2016,191,8,49,183,11.411310790820025,12.215,0.35,0.014350000000000002,96.25,816.4657407407407,1.6,0.4515801989807166,359.28538829552025,186.7715262010715,3745.1214490460425,0.400260443529184,7.497012518084604,9.90899356338948,12,71,4182,183
2016,191,9,49,183,11.564773087434412,12.254999999999999,0.15,0.01435,99.35,1964.6222222222223,1.4,0.4397848793687398,864.5311404306145,456.14538143699946,3752.7718712916985,0.39985224876887837,7.4902078191238255,9.898612116478587,12,71,4183,183
2016,191,10,49,183,11.874162056860786,12.33,0.15000000000000002,0.0128,101.4,2347.339814814815,2.2,0.4397848793687398,1032.9458478712534,545.0046340104195,3767.133920248104,0.39908931047092816,7.477478151127453,9.87919324764411,12,71,4184,183
2016,191,11,49,183,12.05459566079097,12.46,0.30000000000000004,0.013049999999999999,99.25,2908.6611111111115,1.1,0.4486313690777224,1279.9550361752108,667.8425427604758,3792.0819224469124,0.3977743453484543,7.455503047093762,9.84567643052701,12,71,4185,183
2016,191,12,49,183,11.791568028097503,12.58,0.45,0.01225,99.3,3112.777777777778,1.5,0.457477858786705,1369.7764851124143,706.827661770733,3815.170928224704,0.3965688748717984,7.435318676621926,9.814897353677797,12,71,4186,183
2016,191,13,49,183,11.759538690800472,12.625,0.25,0.01295,99.85,2270.796296296296,1.7,0.44568253917472817,999.2629063831255,523.3237812804211,3823.844071078125,0.39611887599643986,7.42777424193163,9.803394469413687,12,71,4187,183
2016,191,14,49,183,11.800357037413306,12.695,0.44999999999999996,0.013049999999999999,102.65,3367.9231481481484,1.3,0.457477858786705,1482.0530925572718,764.7642760828747,3837.351545155131,0.3954210923574419,7.416065126588612,9.785543486487754,12,71,4188,183
2016,191,15,49,183,12.054696207923897,12.78,0.5,0.01495,102.1,1352.2722222222221,1,0.4604266886896992,595.0667936190034,305.9359494092969,3853.779405509184,0.3945773933170702,7.401890412747712,9.763936421748445,12,71,4189,183
2016,191,16,49,183,11.971795850445945,12.850000000000001,0.35,0.01355,100.1,1403.301851851852,1.7,0.4515801989807166,617.5223595799516,321.0138717558097,3867.3294675570005,0.3938855412730377,7.3902527976827574,9.746199064795395,12,71,4190,183
