day,hour,beta0,alpha,rho,o2,o2_pred,year,month,yday,par,wspeed,temp,do_eq,sch_conv,nhour,T_S,proc_err,obs_err,gamma_1,gamma_2,k0,k1,k2,sig_obs,temp_ref,z,fix_beta0,fix_alpha,fix_rho,do,type,D_M
1,1,306.8041491751742,1.8954670951190584,103.04543044098565,12625.457224842634,12578.296549235514,2012,6,163,19.99131545107153,3.9,10.219999999999999,10420.132712945036,0.42181170648478233,24,1,0,-0.4572248426338774,1.0890387842185825,1.1364094621717886,5.287633656985171,0.681089516601451,1.7,10,11.99139,3.3,FALSE,FALSE,FALSE,12625.457224842634,_fixed,1
1,2,306.8041491751742,1.8954670951190584,103.04543044098565,12674.089645626766,12628.258295358519,2012,6,163,6.342035608316466,2.6,10.155000000000001,10438.468075467956,0.4225548887980786,24,1,95.79309639125131,0.9103543732344406,1.0890387842185825,1.1364094621717886,5.287633656985171,0.681089516601451,1.7,10,11.99139,3.3,FALSE,FALSE,FALSE,12672.982635130273,_fixed,1
1,3,306.8041491751742,1.8954670951190584,103.04543044098565,12655.630765283644,12611.208497393773,2012,6,163,6.276955304871227,2.4,10.11,10451.191601696277,0.42307097884840883,24,1,27.372469925125188,-0.6307652836421767,1.0890387842185825,1.1364094621717886,5.287633656985171,0.681089516601451,1.7,10,11.99139,3.3,FALSE,FALSE,FALSE,12655.195638618003,_fixed,1
1,4,306.8041491751742,1.8954670951190584,103.04543044098565,12675.151740837224,12637.221103253503,2012,6,163,13.701361989681446,2.1,10.05,10468.194368999833,0.4237611153942878,24,1,63.94324344345114,-0.15174083722376963,1.0890387842185825,1.1364094621717886,5.287633656985171,0.681089516601451,1.7,10,11.99139,3.3,FALSE,FALSE,FALSE,12674.096715075904,_fixed,1
1,5,306.8041491751742,1.8954670951190584,103.04543044098565,12727.564657199797,12702.4367644126,2012,6,163,35.84569621771254,2,10.004999999999999,10480.975074046557,0.42428023451052693,24,1,90.34355394629347,2.435342800203216,1.0890387842185825,1.1364094621717886,5.287633656985171,0.681089516601451,1.7,10,11.99139,3.3,FALSE,FALSE,FALSE,12725.98262383045,_fixed,1
1,6,306.8041491751742,1.8954670951190584,103.04543044098565,12596.324783120706,12588.900787798004,2012,6,163,69.63290938203704,2,9.99,10485.240774585869,0.42445356377536064,24,1,-106.11198129189324,-1.3247831207081617,1.0890387842185825,1.1364094621717886,5.287633656985171,0.681089516601451,1.7,10,11.99139,3.3,FALSE,FALSE,FALSE,12596.564530791122,_fixed,1
1,7,306.8041491751742,1.8954670951190584,103.04543044098565,12585.379903462941,12591.318664983493,2012,6,163,102.42771790964773,1.8,9.98,10488.086095139548,0.42456919715921165,24,1,-3.520884335062874,-0.37990346294100164,1.0890387842185825,1.1364094621717886,5.287633656985171,0.681089516601451,1.7,10,11.99139,3.3,FALSE,FALSE,FALSE,12584.026848659258,_fixed,1
1,8,306.8041491751742,1.8954670951190584,103.04543044098565,12604.240523021037,12623.91324892418,2012,6,163,171.10749671668702,2.2,9.95,10496.6293612595,0.4249164843111673,24,1,12.921858037543643,0.7594769789629936,1.0890387842185825,1.1364094621717886,5.287633656985171,0.681089516601451,1.7,10,11.99139,3.3,FALSE,FALSE,FALSE,12602.97651076019,_fixed,1
1,9,306.8041491751742,1.8954670951190584,103.04543044098565,12599.379034415962,12627.592048572125,2012,6,163,236.50688717200268,1.9,9.940000000000001,10499.479553736886,0.42503237581815456,24,1,-24.5342145082177,0.620965584039368,1.0890387842185825,1.1364094621717886,5.287633656985171,0.681089516601451,1.7,10,11.99139,3.3,FALSE,FALSE,FALSE,12600.19223220259,_fixed,1
1,10,306.8041491751742,1.8954670951190584,103.04543044098565,12575.992505963317,12603.912381559123,2012,6,163,334.0291574130081,2.7,10.015,10478.13279288383,0.424164762154199,24,1,-51.599542608808406,-0.992505963316944,1.0890387842185825,1.1364094621717886,5.287633656985171,0.681089516601451,1.7,10,11.99139,3.3,FALSE,FALSE,FALSE,12578.785807307228,_fixed,1
