gamma_1,gamma_2,k0,k1,sig_proc,lp__,chain,step
1.158936571584425,1.0310479875829712,0.10864915666502646,0.6716658391915027,94.50128001917464,-30464.88504158198,1,68
1.0946266586906224,1.0152377420900458,1.7720759523395633,0.70763244290651,93.80452316837912,-30537.90466834592,1,69
1.1031416722406828,1.0169583762913401,0.5014152795326544,0.7275625370987617,92.24008341585932,-30443.605767781854,1,70
1.1547217204866185,1.0325993805288016,0.12192158228497561,0.6272719446311457,95.04234993256975,-30519.492910476176,1,71
1.1140841253510243,1.0196634935841498,1.3694912197381661,0.6424620831105774,94.96493302114665,-30479.70207640471,1,72
1.1318483394957668,1.0133406253575896,0.756776890696307,0.628314065753071,95.02887944832496,-30469.089321682684,1,73
1.157410661763195,1.0063413578643585,0.6282421910644577,0.662843558457531,94.84969975765382,-30473.33310699821,1,74
1.0952005373689582,1.0573487159948591,0.03586416599019721,0.6594517730930423,94.63807607945877,-30388.880345999223,1,75
1.1108334096394916,1.0419969321097202,0.38088685110956455,0.6801937975777974,95.39666599696733,-30435.60908256198,1,76
1.1695246279331373,1.082023048473559,0.4697022302857457,0.6499718143826898,93.38079892208916,-30516.772584693772,1,77
1.1075396595210485,1.061505326063091,0.652607574717437,0.6695405630229074,94.64119795442265,-30419.88637977077,1,78
1.1172330437346008,1.00666968673108,1.2690162545304369,0.6244044969871709,94.22338645883075,-30386.091313736666,1,79
1.1083609200421833,1.0362277993373106,1.5890875973099703,0.6152978663500754,95.7241635534412,-30540.97057721199,1,80
1.110039957046776,1.035299518575063,0.024693785598814865,0.6159921686828683,95.02569582531271,-30325.130811256222,1,81
1.1507755732106388,1.0103357396386066,0.8459463818426164,0.6006904333367121,95.09377417553867,-30409.90549093259,1,82
1.0968333717235457,1.0334985695455212,1.3311466093644402,0.6149398500821124,93.21588636118233,-30416.194354560255,1,83
1.1146577743479766,1.0455480503374028,0.00921430969708536,0.5805361037997788,96.43817632090412,-30499.472605535015,1,84
1.0969389299974701,1.0200468213734315,0.06238296624105255,0.7702861421764788,94.75077617557852,-30373.186969640003,1,85
1.1361259124512424,1.0373384073135306,0.39088076039218145,0.6267264375587807,94.41203600539517,-30483.721588566597,1,86
1.1523102434130192,1.0448465262295292,0.2655991235915647,0.7196629064487359,92.76097467995106,-30502.863369382972,1,87
1.1318124649210297,1.0661144816004877,0.2082438974123606,0.593662105004135,95.90543435792253,-30476.404461117472,1,88
1.1399371650271752,1.008127250609087,0.0314407380784155,0.5839350768809868,95.28399112489453,-30423.59126898761,1,89
1.1348492823372442,1.0191444033434154,1.0785586720486982,0.46732652158899635,94.57497270548393,-30468.17677342707,1,90
1.1063692927461535,1.0032523531856363,1.4525407235952605,0.6426339945785268,93.57212884591294,-30427.469617965537,1,91
1.1297664095111517,1.0458133148332136,0.04641376970205107,0.5792235321874506,94.01267616262163,-30533.298566742553,1,92
1.1292575634139246,1.0066014932305225,0.35888477012223113,0.6510135508224311,93.82433306472174,-30459.725175096934,1,93
1.1463979485482994,1.0181449322019533,1.065732664733683,0.6648257182951655,94.54529191421089,-30452.77266114026,1,94
1.1369234854829,1.0524528531213897,0.7655847951107959,0.6562900237779925,95.10906341347953,-30388.152527667753,1,95
1.1341634800197251,1.055973338424697,0.13903405776402622,0.6684343947489404,95.31116179219453,-30451.83958955576,1,96
1.1436638633316014,1.077354028388152,0.7898634024953349,0.6420725648172251,94.57203615104387,-30462.326591112123,1,97
1.1209842326918704,1.0596881644926026,0.5913672095799732,0.5603688745814918,93.52229596252027,-30406.463661536447,1,98
1.1664456747370335,1.043427875686051,1.5458710798277906,0.5760580911593558,95.46292370570633,-30466.26917362016,1,99
1.1520496991736535,1.0954265076195775,0.12452649703358082,0.6019804800043767,96.13413821503116,-30334.889545859824,1,100
1.121350690830654,1.0655607458739773,0.351551241800985,0.6426723300298207,95.32927461030744,-30460.618831464013,1,101
1.139556467898324,1.0509692153303114,1.843075034122768,0.48958130753802614,94.75825765285191,-30508.376306441503,1,102
1.1944059843071666,1.1171754400812337,0.816163953035461,0.569927986080517,95.62693814328307,-30470.106456972262,1,103
1.206003927841172,1.0854135083069472,0.43011153966983323,0.5646059063810477,94.63084611402623,-30385.5911596927,1,104
1.128593658143956,1.0600797560010877,0.27094014928774585,0.6438000320104651,94.91548616498535,-30451.084536574537,1,105
1.1473981192278773,1.038675286924362,0.3935844062813191,0.7835535719116293,94.15867563768107,-30399.090486449077,1,106
1.1712275535134418,1.0546984771584111,0.25574983638713267,0.5660858056930382,94.9713665049597,-30469.874963393697,1,107
1.1298031757896703,1.0205006148474771,2.2405547881728616,0.54969407073771,96.24775702015395,-30480.10030360539,1,108
1.1283809260560607,1.0401176464506625,1.234713758676237,0.5380262210650373,96.03297765057526,-30332.27207474315,1,109
1.1350218140667285,1.0241197250912641,1.3365568424969385,0.5147203383000319,96.6398973070476,-30493.894790256036,1,110
1.0663140285199453,1.0014488060859044,0.703759953415828,0.5692703757223004,96.0113170641598,-30550.458959089836,1,111
1.1731340940175548,1.1079917361885363,0.793455481714142,0.5756763276733865,94.48406276194916,-30392.765076884498,1,112
1.1094401577944655,1.022543811240351,0.7077565729232902,0.6075138372290683,94.75602751865573,-30445.850767561642,1,113
1.178308838090603,1.0529119782050935,0.6668868288337151,0.7203791227374824,95.99619433966092,-30478.501990565055,1,114
1.1074110170875153,1.0295070837153106,0.6219187151215613,0.604914559584636,95.12176147329309,-30373.682656390403,1,115
1.1590032428124162,1.0213899051432236,0.34590408021096297,0.5678143035936061,95.23842227593741,-30460.473859429098,1,116
1.1197765413516305,1.0522658529483966,0.7241183991287281,0.6295076212318573,95.7785017807399,-30413.67870477325,1,117
1.0998408633926862,1.0390038318824388,0.0038761041509578426,0.5987022537559593,94.75916001820235,-30409.085982901674,1,118
1.1283492291761288,1.0265666218621643,0.3706047187409119,0.6772150270763525,93.9643280900265,-30371.16645932377,1,119
1.1232726598558536,1.0358315480192961,0.7667351059471821,0.7078855026983779,94.69512464220834,-30394.20421125333,1,120
1.1120288563420726,1.0204399106897206,0.12618136179805087,0.6759380813152704,94.63548231000313,-30489.68108728525,1,121
1.0853829599063314,1.0035136767486559,1.6300843089579815,0.4878617018530627,94.08699332997132,-30448.00471900082,1,122
1.1059779902540952,1.0480496604384337,0.2937290143149037,0.6812881168491953,94.29971409323032,-30350.849090485262,1,123
1.1397730264942199,1.0193589692696121,1.5892946456610741,0.5683329921071124,94.81536340686732,-30447.710504884206,1,124
1.0957362345070545,1.0346647927606516,0.44908331157953757,0.6313115552498885,94.77949745380506,-30474.97858958238,1,125
1.1237863541704858,1.0320817514968477,0.0670422937446741,0.7129221725716013,94.53003331776411,-30435.945766341538,1,126
1.1794777402131857,1.0413743230709798,0.892851407235476,0.6397808422193938,95.54473964339654,-30460.385623400358,1,127
1.157143856778667,1.0106847232323464,0.3992927526837942,0.667250929516007,95.27874862986414,-30419.438758115597,1,128
1.116829171658791,1.0258668173106096,0.48088023135902797,0.5837176981440639,94.47196728481318,-30376.259090498483,1,129
1.1128758296020613,1.0482772226533381,0.20957819032171338,0.5885786919600583,92.58748292192455,-30448.017160777632,1,130
1.1220964902482529,1.0671378023595457,0.28130409075886154,0.7055836881209183,94.26353796202721,-30491.0755350019,1,131
1.1202226499141206,1.0256574455827603,1.4696088238440763,0.7170555118577177,94.7093903391118,-30412.694043182863,1,132
1.0934305808879463,1.0249184772590758,0.281560478422871,0.6272561099902597,94.17173768182255,-30408.340261799534,1,133
1.1320568093740015,1.0633572669655225,0.9731467815281851,0.5145058132571586,94.89166899705987,-30491.920055253708,1,134
1.1343719530479723,1.022423399915028,1.2973460531394043,0.6819876594558245,95.68162549958225,-30349.09265335212,1,135
1.1364435470801437,1.0889946506804775,0.9611724843469831,0.6271891338832574,95.34775349123747,-30586.329020745834,1,136
1.116632059399746,1.0161908707108085,0.9782476066276059,0.5190433031792753,95.69325317611407,-30488.449389947717,1,137
1.1298914044529396,1.0867230084044315,1.4021827181377595,0.6533785833891621,93.3710319928485,-30369.432808256337,1,138
1.1452823689063676,1.0743094940436428,1.179019607280703,0.6514056184139171,94.38002597694297,-30506.707565020137,1,139
1.0888130210467843,1.0394827594038443,0.3587702260378712,0.6158386866949829,94.16048168861107,-30434.073891729993,1,140
1.1287058802766188,1.0546346761068042,0.702161092829811,0.6760947629189966,93.99022792648066,-30427.313205097907,1,141
1.1375953737440418,1.0807457088649006,0.7167514032149569,0.4882875263755693,93.89143527197093,-30428.684842246752,1,142
1.0990579957792568,1.0221629365416065,0.023068875910691327,0.6400102813114482,93.84396476739384,-30531.020297359813,1,143
1.1789606345983428,1.009819758789571,1.0368556264438116,0.5956515677090883,95.81254999386479,-30421.177593812095,1,144
1.1236543370759264,1.0115924336275566,0.3409362422850907,0.6805965880108017,95.11834581624262,-30485.61031656949,1,145
1.1593498089090495,1.035027515598437,0.779622934164404,0.6590181360893915,95.12879806401116,-30437.361046765014,1,146
1.1039142255070458,1.0195973055217948,0.6905449605757396,0.6280563666556901,93.96353761993919,-30455.034276491446,1,147
1.1019298919494853,1.0418335663998186,0.5408524348180153,0.5717149009111216,93.81341942507743,-30450.850553298453,1,148
1.119781392507287,1.0014825124736162,1.2930251669513044,0.5949224006638918,95.89263333756124,-30496.80228025472,1,149
1.1494515704230288,1.0454448472957227,0.3076179596990198,0.7676583880835176,94.34960219580206,-30383.108100351295,1,150
1.10096705180775,1.0349560357591783,1.2491899421838084,0.6792969818040016,95.11536291561403,-30536.109974439114,1,151
1.1360668136464485,1.0529625269344316,0.22024105191219884,0.561928907230921,95.9506443206293,-30387.286290398726,1,152
1.1500142988985214,1.0866003238294448,2.1224499162264387,0.6096700199695656,95.01987984439663,-30495.531899862042,1,153
1.0641836556038398,1.0037427390016023,0.013285780694576194,0.6441969022570871,95.0686472372791,-30488.56653751455,1,154
1.1353556915712564,1.0500348946220095,0.15827466792361,0.6512488993076658,94.35458566856336,-30386.32922008649,1,155
1.1357691117573139,1.0324360473223875,1.37486098696863,0.708234964969468,94.1047966374716,-30448.017000781798,1,156
1.1578928987341595,1.0062217493967236,0.9805091855502175,0.6548677282391768,96.16115053332624,-30317.87285023033,1,157
1.0967894282344282,1.0569694598345671,0.16592084665699855,0.594855152350568,94.10343059065987,-30457.986347916536,1,158
1.1504971905755301,1.114209390738361,2.368109227207919,0.6326568832654331,94.59262537441992,-30542.562073316378,1,159
1.1427682059080477,1.0806484565112189,0.981612373595051,0.5262350890773247,94.04140137555291,-30451.183194454054,1,160
1.0973280739975273,1.0091151047993485,0.3707697076608575,0.6768014154968418,95.35763543997051,-30464.14391137201,1,161
1.1227449373226415,1.0435098015325974,0.22411864146491742,0.5613768306266,93.82128969653873,-30490.579884437986,1,162
1.1786968961859514,1.064387563863943,0.054861385417474755,0.7333610029679921,95.2728327465967,-30500.835422834713,1,163
1.0690578220158753,1.0407718798728018,0.7058046074841093,0.7576936794482161,94.0310999965048,-30471.77748459964,1,164
1.1571489564873545,1.028705227187519,0.5211320483641702,0.6391675068565088,95.20398097942733,-30351.985483756,1,165
1.1066810468622055,1.01193021034246,1.5319916624225802,0.6230486416984395,95.57972804257699,-30375.794935110294,1,166
1.1078607368094928,1.044030607603554,0.8662257047167511,0.5924516033682664,94.61834545514301,-30375.048283983706,1,167
1.1444743697441275,1.0340399779268508,1.086160023139969,0.6299538350226249,93.29785876540518,-30429.974047694985,1,168
1.1428038664770572,1.0643521748420084,0.8839958275790667,0.5554004022555245,94.86775436055517,-30490.9770307936,1,169
1.1396084857924795,1.0346420028808492,1.11924873248504,0.6974393361804588,94.01733845871573,-30377.862012189868,1,170
1.1221326678714845,1.0122390882561505,1.5712665772087346,0.6660217874623624,94.78222244248191,-30463.289587361123,1,171
1.1421825916154393,1.06600440401006,0.0357779237181768,0.668274547571684,95.08736616988035,-30436.16312725192,1,172
1.1068698358208473,1.021325941784654,0.5659402444465453,0.5604739981219545,95.4366472584683,-30499.943918775403,1,173
1.1145793711247025,1.015874834882684,0.664291000805908,0.5635506745394393,94.05500898463274,-30426.900407795336,1,174
1.1189625520928521,1.007806859365848,0.270920240304895,0.9137457148416566,94.2147976416549,-30433.022993687413,1,175
1.1349951720917668,1.0703974154107874,0.5444277312338709,0.6709314312377392,94.06134071207707,-30504.799679859472,1,176
1.1404147852988356,1.0118330793115378,0.4050026400708855,0.6586087380254146,93.97662881689348,-30449.924701805096,1,177
1.1048374120183595,1.0225277385959597,0.6516259887149888,0.6394222650252633,94.5645413539558,-30451.979105920578,1,178
1.1619170411717585,1.0174337038540069,1.686614867542231,0.6391612374951968,96.13301531252144,-30455.121353840383,1,179
1.1475197899056344,1.0612553685579103,0.06689965923711813,0.5871870480102558,94.9766444117361,-30421.00005694693,1,180
1.0987891589632517,1.0361003065109422,0.314975099572123,0.6438484113286181,94.47466977900933,-30446.785497222223,1,181
1.1419012310232948,1.0857422724880075,0.3051779093467089,0.5534797756744932,96.69761147638029,-30534.77978535088,1,182
1.1400727458743303,1.016433775259835,1.9512942150745967,0.6171645387231312,94.25655073019088,-30532.951419076257,1,183
1.0803263816734843,1.0200059977932194,1.7278906221916324,0.5656693414460823,93.60595626025422,-30388.715436294166,1,184
1.1386906274662885,1.0040921390261273,0.39670608301357596,0.700390574425406,95.56410106321921,-30426.8963032404,1,185
1.096708876255202,1.011222330867998,0.913364757854306,0.5281431803660525,94.94892513249366,-30474.477544358575,1,186
1.1028093170758266,1.0326052163552903,0.20020937814045964,0.6259387687796639,95.01991777106086,-30348.085226197254,1,187
1.115761982663451,1.072055523011544,1.1094347503793898,0.5609924085852117,94.74694224868,-30429.408537326748,1,188
1.1131443905041645,1.0370046089019551,2.366600952838645,0.48341584502418133,94.25207434479425,-30481.44330640999,1,189
1.1008411618539953,1.0341478577198233,0.9727345900028984,0.5587947628048415,94.4157118488624,-30416.435705551496,1,190
1.1369164420381017,1.0653250095614921,0.6856194577362016,0.5751623720843299,94.3675816689754,-30408.895249691355,1,191
1.1332236981205976,1.0306307909651518,0.2023055827119322,0.7599071724762164,95.311930789272,-30438.39479456477,1,192
1.1136327899031024,1.036493911749833,1.180117265296302,0.6124047924144098,93.7889663345212,-30381.679907599344,1,193
1.0804454066183202,1.010677404211231,0.9703413283671761,0.499496522865233,93.80021551474799,-30424.020723585345,1,194
1.1433000182076827,1.0142760983358596,1.5767476314888706,0.602231994639093,94.92652929300779,-30561.266771493076,1,195
1.1224923083327092,1.0223889383983267,1.3658830213733717,0.6029394747378776,93.97639301355012,-30434.439508375865,1,196
1.1350865999376636,1.0803538969391904,0.7569025332520818,0.610441727033791,94.82089554853488,-30372.850075052647,1,197
1.0957217254657068,1.0307837978542682,0.7615759862040334,0.6832546700674256,93.07364188206604,-30315.754859221328,1,198
1.1265550211499586,1.0468382767154423,0.4151414255261348,0.5629201116521204,94.30463629068088,-30434.96076841933,1,199
1.1774534895114914,1.0451648769876414,1.6185476410320148,0.6562496241213115,96.21252365544707,-30455.36273650267,1,200
1.0809876051896037,1.0450554634828808,0.4111938631090998,0.6045286529897229,95.56907327875061,-30467.78521969956,1,201
1.1084214263007843,1.0097048839313645,0.2015895707126942,0.6775876115570036,93.96406934587596,-30508.233231223396,1,202
1.1098164869813074,1.0252587177265784,1.535128002958111,0.5172675816483577,95.47942276219898,-30476.15751383095,1,203
1.1561383763007984,1.026669860847013,1.3193653558410328,0.5692127889339877,94.12913209648129,-30504.637462967607,1,204
1.1649112189919004,1.0114045682493789,1.270437682675409,0.6412545942770786,93.35834034617173,-30572.161471652616,1,205
1.1784484656730256,1.0419457325810648,0.06088070651558472,0.6617189955790287,94.48182365407733,-30428.741442042312,1,206
1.111975070855874,1.0003599171751827,0.3048763899493083,0.6363699050312024,95.003108994859,-30450.47853419,1,207
1.1615213492906733,1.0102313866886465,1.2889892705288075,0.6448315116847941,96.35112710435946,-30626.739719234567,1,208
1.0694358825720631,1.0295588261246678,0.07900653734010524,0.8164210012455436,92.83621751572339,-30489.86703440749,1,209
1.077184011380072,1.0079006116799687,0.19624566640564245,0.580870266467208,94.87492496683565,-30432.109766121554,1,210
1.1409443121347014,1.007341115861864,0.4004396164040897,0.5429569170662046,95.06105216177431,-30489.246553117642,1,211
1.0584456214124238,1.0555974955714906,0.7326510281411354,0.48805100961982584,94.54344987807721,-30548.79327738454,1,212
1.0818286075301995,1.0255435915948317,0.39825068358904614,0.6391004204578729,93.53921953859857,-30466.42054030854,1,213
1.0962968549011358,1.0554747110348521,0.7093629156279184,0.5893801577633605,94.93051316456338,-30446.293889561544,1,214
1.131177379019809,1.0250723582604735,0.9783842647778933,0.7661324995910593,94.32990659042609,-30484.410549109714,1,215
1.1686390245266427,1.002363208558594,0.8429260851331916,0.6346350257228273,95.36323663226118,-30465.149856867465,1,216
1.1770083905185427,1.0262083281167627,1.1399067072798292,0.6933669691247979,94.7757544840426,-30469.979861854983,1,217
1.132112152508582,1.030813538228077,0.9084032166698087,0.5694508875086913,94.91847467193719,-30559.03924999382,1,218
1.1269551352808735,1.033342626049785,0.7027189068258404,0.6238073008493249,96.31835840980997,-30471.66587675735,1,219
1.0724526585877803,1.0128482964108225,0.7901553830108462,0.8489189382639236,95.52731752587667,-30376.70666578151,1,220
1.1359968601605004,1.0085941311156028,0.4131464451967477,0.6161464001833329,95.54061055334208,-30514.4634851943,1,221
1.1492842767210139,1.0072263233174985,0.7392963286345066,0.6354106018848529,96.52615653250615,-30528.038290655513,1,222
1.1083971124818333,1.0020596321002193,1.1809480425452077,0.6001798186126528,95.31581732885833,-30476.135023107287,1,223
1.1588782041905814,1.0354465727802296,0.5846739767679757,0.5741053583939763,94.33970938111295,-30440.960693393787,1,224
1.10401992482101,1.0249382511021985,0.7711647213503326,0.6383956041751169,95.88657365849585,-30408.444127325954,1,225
1.1349408538918655,1.0348719684069076,0.933354305080608,0.5582448438172637,93.91101895139998,-30375.106781693896,1,226
1.1700427799560182,1.058068140762278,1.0088781639225737,0.6119846047484448,94.57153775609979,-30383.72710314141,1,227
1.0890780888878295,1.0481133134124616,0.7994528503822573,0.5421343037090467,95.7760020058094,-30489.175180824768,1,228
1.102076372146501,1.0345686071481328,0.9681001738855884,0.7050490345454914,93.5383248124879,-30444.949654625107,1,229
1.1733051007494124,1.076464321347947,0.07517144741903684,0.5407491086123924,94.18235674313485,-30478.98110482454,1,230
1.1068058046852456,1.013940292433304,1.8426362875229871,0.6669628403413504,93.3254655626214,-30460.979564949313,1,231
1.0878572562578441,1.0047106179407197,0.05169644024514308,0.6888218814681529,96.3346522537337,-30498.561408906342,1,232
1.1163690885533808,1.0728693267331457,0.18752609589638294,0.5676621605268188,95.49504781083773,-30536.107225151325,1,233
1.156613225967571,1.0619117142721863,0.9838858329201082,0.6700066925846296,93.31589225243697,-30477.60847881747,1,234
1.1212745463289722,1.0379057297144287,0.9172242543438844,0.6824598051003314,92.66183927118256,-30476.928024284436,1,235
1.1220680923144872,1.0443895636993838,0.28035857289074484,0.5568555936541679,93.77687048511068,-30530.491578324836,1,236
1.194519452123338,1.0441068458918126,0.5143660334341337,0.657330842804236,95.14542515844117,-30526.92173148041,1,237
1.0970656312778049,1.0097947969589283,1.108666754527627,0.6353173601976477,94.75128832727927,-30417.634257210233,1,238
1.1872743766783107,1.0457472475431062,0.7192123268936105,0.5617082711043155,94.36559610203803,-30455.101617070908,1,239
1.0649100423193014,1.0520608670643308,0.10089988327471242,0.6114417901680165,94.01096355192146,-30459.095058767733,1,240
1.0958313510484532,1.0796092253881766,0.7714082219661428,0.6229208536601705,94.42190024896993,-30412.10951706775,1,241
1.1183749129444287,1.030663510347985,0.4181068410669256,0.7029918048548451,94.53114399930664,-30466.794815318757,1,242
1.1001399333951793,1.0417299218184326,1.3574610326376262,0.589382077514035,94.91768260464146,-30445.03907143111,1,243
1.1331490567846323,1.0220747155216,0.5436575400479872,0.6421808271533685,94.11189743222215,-30358.36523951827,1,244
1.2152273372389542,1.047446526110941,0.5152682854716494,0.6927808577275585,93.73812568880025,-30517.838845012793,1,245
1.160649873308169,1.0180562705668865,0.032179639960477915,0.6140927922857328,94.93478219446153,-30465.307301398716,1,246
1.1668784728962174,1.0476062251295561,0.5209503446517182,0.557009346198398,94.66371775565068,-30456.01553635687,1,247
