alpha,gamma_1,gamma_2,sig_beta0,sig_rho,sig_proc,lp__,chain,step
3.421330997228542,1.0727589054680147,1.161577167228081,0.05124297976572528,0.025023334371324243,91.58357278318475,-33506.01320865723,1,1
3.309136849024287,1.0732203616506542,1.092935825703062,0.04288991721623264,0.050356031504274965,89.6607748106625,-33503.92510005811,1,2
3.4420832677047626,1.0678117444146216,1.1177367695316824,0.027129915463789404,0.04927998431261123,90.3440215449682,-33395.10249706518,1,3
3.7205175623765645,1.0657394599927503,1.1359449916518718,0.0405576761914344,0.02683293061347352,90.21450040799928,-33588.06128333705,1,4
3.573702651220363,1.0532593978765243,1.1037201316737832,0.03807848949440274,0.0224782424905822,91.70189474742052,-33443.42347122705,1,5
3.60890992940804,1.083468171227089,1.1121975871720955,0.06312017057856746,0.03470578198064395,89.81159689837793,-33497.26342819372,1,6
3.2149769867772164,1.0973497107132226,1.128581309932603,0.047971885130323695,0.047554813669746523,89.4850739950468,-33615.53470857207,1,7
3.62408061854251,1.0805283929010123,1.1310128331022054,0.052937686631687374,0.033666411005880116,88.80170439671191,-33391.77949610943,1,8
3.667530312351987,1.0725402554350065,1.1261059395549726,0.050078826726759895,0.01966104659102182,88.75438940382706,-33413.64620080333,1,9
3.4772543785293326,1.0523200705744085,1.0718495807530433,0.019638579641666525,0.021103022321869648,91.20150393293014,-33472.53502199923,1,10
3.5079606244740824,1.049610751657983,1.0894544432116693,0.023538234673037787,0.00432911487110616,90.68578649564591,-33612.84437065353,1,11
3.6038643078589976,1.0850763579780838,1.1447209444149733,0.041596313838622855,0.03460916647778868,90.8316918906754,-33539.07895960582,1,12
3.643766745731454,1.0391496872962647,1.0672184304299988,0.04021354138760447,5.551417486610047e-4,91.61466068579473,-33628.76544618809,1,13
2.9270191948630364,1.0713172410082263,1.112008078186764,0.039169034690906795,0.060086701735897675,90.62470604347449,-33527.775257442474,1,14
3.2606120597654233,1.0922381187179306,1.1062068079974579,0.04527696876018577,0.031721085504202134,90.3753132595668,-33495.73684413506,1,15
3.417397257030166,1.0938048342234297,1.1426570641658063,0.034758277942122995,0.0403696292426626,89.32584780642347,-33403.53739312196,1,16
3.0537086891699166,1.085917404899124,1.169826266266745,0.0375413001789872,0.08924898415202111,89.86443056761664,-33515.856520995214,1,17
3.873740073727694,1.0755971033346412,1.1162238742247361,0.04886001774741726,0.04756003647596219,90.0973503435472,-33474.990574504714,1,18
3.581135301678045,1.0674802342903655,1.1289354633615218,0.04196794203070859,0.033234254125070854,89.21993009246798,-33447.976163988395,1,19
3.8634951984235375,1.111699158469786,1.1461915293894296,0.04490900807757552,0.04963465389288594,88.56410708482868,-33633.30064976279,1,20
3.495393944507454,1.0839799067443507,1.1443706856411366,0.04553928067935778,0.03866143814107601,90.12361728922122,-33538.511860348975,1,21
3.660611449725153,1.0995207530631375,1.1292241911924115,0.022073058538074286,0.053088676361353684,90.14446750940799,-33547.07293845733,1,22
3.1312264702901924,1.077919850614177,1.1444935289510874,0.039776414573804084,0.03988189168155316,91.3719392034026,-33592.427467002504,1,23
3.5581891987403735,1.0692914423383362,1.11974177468756,0.04258958433884593,0.039173681283394296,90.81708053839984,-33521.984450068994,1,24
3.50214479923413,1.0652959543971172,1.1160816340226754,0.048736148569526724,0.04214832984448981,93.72754163955611,-33432.56164726014,1,25
3.458648054654151,1.0967852868944108,1.1461320447202274,0.022949166669957707,0.04172378444623193,90.08688795760078,-33508.11736295444,1,26
3.5997341516700647,1.0946340699289563,1.1145382877478291,0.05024614048091163,0.0441416091058953,92.12992695534605,-33522.053205027885,1,27
3.512782003656305,1.0619329092591419,1.1499372342425918,0.07444218091064841,0.08745360967040611,90.87053212142868,-33478.10053888941,1,28
3.9276617134138982,1.0835052754768644,1.1321232627697353,0.03723643163855089,0.03526616524412665,91.33819314515736,-33570.2786848223,1,29
3.3349034763699303,1.0613605619308708,1.0577608497244548,0.04116058312885788,0.005909040084382861,91.42894278552667,-33656.71731776745,1,30
3.1931125854237847,1.0725428309366911,1.102736491238709,0.03355849609385225,0.0011513997788835484,91.01361999189812,-33634.057974732794,1,31
3.1356786263660656,1.099977257642637,1.1231145841624053,0.05625772284501068,0.03880775834229961,93.40567375194223,-33613.876819906036,1,32
2.9773889082319944,1.0628615258670544,1.1072431549936885,0.056477968830539516,0.06474315018326429,93.29826446238597,-33505.38064600363,1,33
3.223559390387981,1.0893002416307178,1.1122124284750845,0.04577570443152419,0.023978032365648022,91.02600072955701,-33506.69889067663,1,34
3.4711099058533286,1.093886140002616,1.1205424199808243,0.024516032729257925,0.039855338804259184,91.34920290012138,-33575.24760719361,1,35
3.148062942877163,1.0369012930796784,1.1264801839468357,0.05467074688900446,0.023633899256968405,90.2453766361184,-33603.85425697389,1,36
3.676461165607395,1.0560865466195946,1.112689674903807,0.032818674933351756,0.06544290679761045,93.39470919072888,-33777.25554842437,1,37
3.7508771078887593,1.0592147542734125,1.0805529283075628,0.031724498141438975,0.005028350319892001,91.35385813170905,-33473.56909671803,1,38
3.314371720108189,1.0794118897383935,1.1083539082546805,0.04099187916794242,0.027417385455182578,93.55708899452326,-33695.84420670259,1,39
3.2288260674711022,1.1177596171068327,1.1581544387747948,0.055238085825455085,0.04383192633295997,91.77030025269026,-33453.80533849115,1,40
3.5074227757144087,1.071549242719449,1.1336611316833987,0.040428180326305935,0.05505805049835185,92.93099423377599,-33639.24579181593,1,41
3.147839389113278,1.108784669256084,1.1397985590308815,0.05317254952106193,0.046212318128067274,91.62283687511555,-33396.57988031741,1,42
4.048826189931058,1.0975369211509156,1.1310638039508754,0.05470887694529104,0.04115119431334107,90.85366728633119,-33568.37311093507,1,43
3.2010574527020705,1.0621645940997066,1.1103551751159946,0.025079557125815437,0.02751425272809487,91.93538011298666,-33653.39371954463,1,44
3.8474254812767916,1.1117942730333517,1.1439687391299056,0.04437470689953913,0.03369686622874523,90.47245765275683,-33475.45498627077,1,45
3.390889639937685,1.1046829975967,1.142714156302013,0.055512257732564435,0.07588229632771593,91.46868815113154,-33501.29301543032,1,46
3.719032081271708,1.1044519245125166,1.1806283167406413,0.04213540702533889,0.061448330520712476,92.1017449235389,-33746.056320771284,1,47
3.790179415301529,1.0939248932039427,1.1695959546609733,0.040862833450664805,0.05999887293340378,89.16668978595659,-33640.88133188564,1,48
3.687940359251561,1.0726841977067505,1.1418804651048533,0.039451087874369455,0.04059171854790941,90.99263489923086,-33409.95642109653,1,49
3.143821420257836,1.0563582593415473,1.124642294813529,0.03532637468733194,0.0457354303817186,92.08903786462471,-33495.654161343075,1,50
3.3730194354630885,1.1187994926108389,1.1519098996578434,0.04820542989792723,0.027810472608668636,89.97944355397067,-33587.30255367088,1,51
3.3357681077521106,1.1235910571792234,1.1639428197228159,0.026641264382369797,0.034943608990588244,91.33210833503293,-33476.65802269977,1,52
3.252212588358188,1.0865683551525314,1.116742109571649,0.0381265956020957,0.03375585877081395,91.03603688640185,-33525.74537589522,1,53
3.922588970605764,1.063572596860097,1.1057974169576184,0.06967872940744668,0.050204305882197174,91.77506023653616,-33479.946932342646,1,54
3.1367716932624705,1.0803087236324573,1.1278173466558572,0.03775307151702038,0.041652199491974566,91.24550554764193,-33550.23509324789,1,55
3.5966658730349614,1.0900644307501246,1.1233145954954258,0.040701986368436416,0.031199500133072627,90.84279707600909,-33527.24799315783,1,56
3.4413255481095684,1.1039755364528478,1.146172206341362,0.04489932863007775,0.05227099745688539,90.80817264797588,-33581.7299607484,1,57
3.169537981077678,1.0828450807342562,1.167311363275433,0.033291857848521726,0.06223345158493971,92.13685577188613,-33486.65174701109,1,58
4.06527192893672,1.0904503013349554,1.1197772556271923,0.03162954011798429,0.00795181178073552,91.42753328038164,-33565.497501029546,1,59
3.357647874210018,1.0687869472950742,1.1097397668008975,0.024563495967983528,0.05454660052526575,91.75477129464183,-33509.9865293048,1,60
3.7527530753958014,1.0792132317456236,1.0943856369071039,0.03215574614436163,0.026587382463118335,90.94305045658078,-33643.25017553868,1,61
4.102847688131462,1.116299291657715,1.1275898452900472,0.036853867491850205,0.04333436469669761,93.6139345972848,-33696.14770670593,1,62
3.857604855006232,1.0828335253816719,1.115089813139405,0.023278778295877222,0.028296070108975332,90.79075966537305,-33673.70943987964,1,63
3.0559973688358455,1.0434461141598383,1.1153664109174748,0.03756008745684623,0.08282440007826816,91.83716192635032,-33528.400805686135,1,64
3.21541145059741,1.05107981369784,1.074789411906169,0.03635594489402889,0.02211359524394233,90.66815565263646,-33618.356241636895,1,65
3.299205827344254,1.0612874062547166,1.080229864194278,0.04015168548126781,0.023812085526616848,91.44811204503789,-33521.51299078315,1,66
4.134741539788258,1.0905296244838352,1.118624613080993,0.019426061414731827,0.013990600208213395,92.0156374551474,-33558.09073324284,1,67
3.4427872140146096,1.0448295842508177,1.142513604972258,0.03887335398249526,0.056559534673447424,91.16133639024136,-33496.96458487258,1,68
3.324759627634035,1.0669038270270481,1.0759755672424511,0.039080663781082874,0.001488082640359132,91.92578178219586,-33637.91796858132,1,69
4.558455665834927,1.0776876813485088,1.1270228108679707,0.03860666439675599,0.04573328736261754,90.99851605990544,-33535.30878924743,1,70
3.3697131622620717,1.1015779141624071,1.1414059180501333,0.07603297761372993,0.0019913436283645215,91.64681600268185,-33561.05280632636,1,71
3.5847538921303888,1.0973958721732417,1.1575192546569781,0.05004613545870514,0.05713104136405277,92.24619284805641,-33678.55183301773,1,72
3.043538764243297,1.082818123241093,1.1389877644430373,0.03811577391234022,0.03442622256347433,91.20393720958496,-33581.994847334834,1,73
3.1527086204765005,1.0844649647915137,1.1481884092066996,0.025437932754480915,0.06925124402971042,90.15184758851349,-33403.037867190156,1,74
3.792665234132238,1.0654320021404562,1.1186158668793214,0.044028569866619745,0.03705950340603021,91.07635109736127,-33611.44749903289,1,75
