alpha,gamma_1,gamma_2,sig_beta0,sig_rho,sig_proc,lp__,chain,step
3.854608287879285,1.1044113547341627,1.1368692549046264,0.031956048342419774,0.0426959479589756,92.322476369214,-33544.245411410084,1,76
3.439169163663964,1.0366470819964952,1.0545581785208744,0.02627888222108024,0.02082383273616536,90.39071648637291,-33547.923529640495,1,77
3.7013104955943725,1.066754104140297,1.1361744143029826,0.04982698823591566,0.053377307145425046,93.6562684349079,-33464.590403275855,1,78
3.106816001783612,1.0777859436618835,1.1160023628041889,0.04392893064449079,0.03927702782172945,90.86696806576532,-33569.326240597795,1,79
3.651171852061454,1.0974442922988865,1.1040784670849868,0.03335642869474126,0.010783933765770705,90.91850468928433,-33545.54122605086,1,80
3.358837716292148,1.0925469738662166,1.1308712741071836,0.04567734645708397,0.05727683624962457,89.97527469223259,-33589.1102756811,1,81
3.4322096323169595,1.0701142980558964,1.1364939387177364,0.04880008277289812,0.02565658407181638,91.65773995538706,-33638.85342243884,1,82
3.6339454918945795,1.0927273568793072,1.0951320200043384,0.03598798891936267,0.013863955561873498,91.00285722135992,-33589.037744970454,1,83
3.1549780928710236,1.0796666966730326,1.1021917018579694,0.05354747301141571,0.02525449551720813,90.84211118921391,-33503.429794770294,1,84
3.5996733652487793,1.074508964591127,1.1285250452720939,0.044980898815241206,0.03621075791993645,90.99050719762809,-33611.69846367252,1,85
3.0778151455380423,1.1006218546645505,1.1398977459135393,0.04872081693252782,0.03675693830916384,91.79769817211164,-33555.42096849914,1,86
3.7981721014355965,1.0679048562865177,1.1103017390597731,0.04761355352538723,0.025628923955713513,91.42104724004356,-33558.18868153823,1,87
3.7840978491390476,1.0649176861382863,1.0940502028958858,0.0496210885635903,0.02392938234324454,90.81498646414816,-33585.67926475914,1,88
3.7548929333994048,1.0867815482047147,1.1006538981088745,0.030233338003141885,0.05108626610688551,90.12937575752152,-33573.18955442496,1,89
3.2656174813512395,1.0955839662299938,1.1657452124002972,0.02392308669336067,0.05550429793598306,90.43249546667336,-33688.55598476545,1,90
3.7670203017839268,1.099900557523113,1.1441878163674235,0.036624694422262044,0.04687181785082721,92.82197923277639,-33484.42597701107,1,91
3.331496939747437,1.0765986420692266,1.094422033172164,0.039784167333099515,0.031376191791212656,91.5974407503819,-33455.47809096134,1,92
3.7550526409827634,1.0841126829954284,1.1176357897630957,0.045334561362538425,0.03602854310578438,92.56639642489368,-33544.635728419715,1,93
3.3140151879078616,1.0662181015105547,1.0969401293444923,0.04317053931518595,0.04887419633895227,88.79300479500996,-33471.72153753337,1,94
3.641873937964261,1.0752177519429296,1.1247340309745548,0.028533691155754347,0.018483886678026102,92.85006007250006,-33555.94212833561,1,95
3.476157932155017,1.070058748946288,1.1322753248067263,0.019713390422981758,0.06214122968957815,91.79930279943049,-33753.982179307655,1,96
3.3912790453143007,1.0910418139000961,1.1037175335188631,0.05372774047753626,0.005581074972554882,91.46936016776054,-33790.5109545753,1,97
3.00128792672272,1.0940672001811333,1.1232916580918124,0.030802020784987946,0.0085485587871431,89.82653840974464,-33522.655291065865,1,98
3.756649802516373,1.0899045104879646,1.1326042456863878,0.053681369763731585,0.03220668406383955,91.0042209885629,-33613.28477908919,1,99
4.020535617798563,1.042288148094116,1.1190977348473716,0.05286090313388261,0.049525410170748976,91.10317821436533,-33453.03985214516,1,100
3.07988183062339,1.0881403913470742,1.1179499062093414,0.03896016656989254,0.035759836386815076,89.89748959952553,-33412.34503428748,1,101
2.9271322324000626,1.1012101382341386,1.1226438877646832,0.0664164358654709,0.023186215091880995,90.57019773190328,-33442.369971093765,1,102
3.6885914625342324,1.0467406498009413,1.1038864606016707,0.06037525893638852,0.0069225786933280915,91.63684745791777,-33474.66500795894,1,103
3.4040177622337495,1.0632958871668081,1.0986909759191337,0.05423846186531087,0.02227631255565954,89.90426171280677,-33688.707258537535,1,104
3.5841231366754926,1.078620108103617,1.1298505769398808,0.04959158440409792,0.04174927640784311,92.09007597518008,-33642.653171572216,1,105
3.438000089914,1.053761259747867,1.136844262145386,0.04165244459516707,0.07533028877470535,91.89496963328443,-33543.46453537585,1,106
3.125463390384506,1.1021489606842834,1.150827035903135,0.064168961908466493,0.045773415196362424,91.23088614488555,-33577.82480059888,1,107
3.2049385688806398,1.0749541255581845,1.0946021518934999,0.04029246567993354,0.031978468112080514,89.7779330056081,-33452.17738342095,1,108
3.362345176124381,1.097665221425408,1.1127716439674882,0.059221327103083546,0.0222316191724764,91.47095867437925,-33476.47909015052,1,109
3.101487282689957,1.0740044098135886,1.1218020426320365,0.03423298036014031,0.06084605488638459,90.61041991369366,-33397.128353946515,1,110
3.428411636041407,1.0676851786457848,1.1132031959561264,0.03799747999209889,0.026211482523185045,91.98640621483108,-33619.45349137835,1,111
3.523902267831558,1.0802966899302375,1.1046668152041879,0.04833312089868842,0.026572557863672623,91.40335271147083,-33416.04417421894,1,112
3.5516537478890147,1.0966595691412622,1.1506358351943988,0.04229178524418282,0.0560257300909697,91.99300679614406,-33616.667171401736,1,113
3.3250912407575024,1.1157779392110267,1.1416097975278239,0.02497818034532041,0.05584795146912266,90.578114131719,-33699.40227277533,1,114
3.531030137855828,1.109110483004197,1.1530953782856386,0.060676346007819806,0.0501030281891678,91.02166473083362,-33597.26304822334,1,115
3.6899472677548166,1.0585028010238604,1.1107745384843075,0.022011929455264735,0.009068478359801962,91.09492119868207,-33593.54898135337,1,116
3.3384120728086493,1.0802062468776916,1.1504765301237838,0.05788054832136975,0.053961896787908366,91.45279631295753,-33596.369779550085,1,117
3.773028492223382,1.0899178309837276,1.1496524920466675,0.03155257340620405,0.06650209264881242,90.72922386863563,-33459.60050237731,1,118
3.197395953609534,1.0479609528022518,1.0991057353324831,0.0546644283254207,0.054534206181042225,91.60625900076222,-33541.11060946707,1,119
3.3638881083774823,1.0629385021058537,1.0944183396250677,0.02585433144682183,0.0455511856495736,93.62332966279853,-33533.14096399603,1,120
3.032847833599864,1.08105984352614,1.1287050564347185,0.03423459613787801,0.030139627110411883,91.39192682482854,-33617.23443268081,1,121
3.633086822377516,1.081579885893599,1.138751780139049,0.01940918341829557,0.03725537410347573,89.78289837537746,-33626.15853176298,1,122
3.9197983868459527,1.103346604721336,1.1538650033464888,0.03587713812269954,0.04192154534845142,92.16884182173183,-33631.62149930238,1,123
3.31258478846464,1.0872590646760019,1.1655388373419076,0.04840501337448964,0.030830687939345586,91.24269033317383,-33640.07213626407,1,124
3.393036041738567,1.092090622282444,1.169621618870346,0.05492983396890763,0.06258082045070444,90.09610126477178,-33475.185691336876,1,125
3.4424769262147015,1.0690158965738272,1.0956482353887869,0.04857323154451997,0.04063875017892795,90.09114647881334,-33560.43409468022,1,126
3.8891547815360306,1.057322905205498,1.0930238703528081,0.016176214747773136,0.036107027187621446,91.55086107544308,-33632.092367815494,1,127
3.5268190549095735,1.0683818901382987,1.1204490576419726,0.0406835274285215,0.047718957042888074,93.56401816209652,-33626.92349878233,1,128
3.1123757963941556,1.0962802321209262,1.1299120871558928,0.030716685041500186,0.032152051197475474,89.86594951006951,-33456.7721500421,1,129
3.572777144421023,1.081598475062778,1.1566853475406418,0.031081449150996407,0.06638878052466085,91.03238676897159,-33387.31384388401,1,130
3.4778279087107755,1.0706976015562457,1.1294557215622014,0.048930049359516815,0.03413951276453515,91.41835120520244,-33556.98993636148,1,131
3.494991970580241,1.1080923729881613,1.1461160772718328,0.03360412432863797,0.03347346770222827,90.6760206033685,-33434.183236935525,1,132
3.3004765638203195,1.0876732392968143,1.1270432301261701,0.03254968272889147,0.037956957454240554,91.60341637725546,-33506.05260553215,1,133
3.189535497606568,1.1077810287878438,1.1351843286237324,0.04896751200340542,0.07566769700687581,90.38394948476066,-33507.8637909983,1,134
2.9351750366988023,1.0706992241572557,1.1499146981088697,0.05614389191876454,0.05178903596527941,93.71544090705687,-33643.22442252096,1,135
3.76739185732851,1.0791235687848164,1.1180758500953034,0.037595028648746046,0.010594885811670755,90.49517240893312,-33646.42965046844,1,136
3.543122849670024,1.0857866732344441,1.127776362652312,0.028971188676631548,0.035045473135856625,91.72609174994425,-33516.60084257346,1,137
3.700036637102288,1.0635032037281476,1.1118827105411389,0.04332116792977491,0.011414537896129551,90.6160344225465,-33271.90986098366,1,138
3.9021216642060854,1.0784061926021968,1.1429827766329692,0.05828454641697223,0.04959320075887746,91.54312721870114,-33483.164062319374,1,139
3.4035705153143208,1.1005872485707295,1.134529935826923,0.039297762060299855,0.06096945974685098,90.30427370718947,-33484.0916204379,1,140
3.5865426128778077,1.1029840091693954,1.1495596347497599,0.06366578485029464,0.04083954916791695,89.93075868768753,-33359.21678526654,1,141
3.443546177432789,1.0696745006008097,1.0733987958254918,0.018475922705804112,0.015770686910651907,89.43806509511585,-33631.23670074668,1,142
3.7052885470889434,1.064807266908093,1.0960980437719767,0.036042334520650685,0.002532727382868961,91.52531210131009,-33544.16678637741,1,143
2.8766926676561737,1.0869453145348078,1.1056639930366219,0.04936777191804309,0.0025243015160802368,89.85323690102163,-33486.612465611775,1,144
3.699441283867555,1.069467841549734,1.1260051942513722,0.03428705551737416,0.028914222721710476,90.71468648377626,-33523.81731243271,1,145
3.6060718846237445,1.12242562181503,1.184260830401036,0.036300212265651804,0.0924104505806568,91.61656975267414,-33557.063072774516,1,146
3.4986386111568533,1.0672799376143196,1.103468482203796,0.04863635989688263,0.0017881114270667728,88.9415971197887,-33725.82294542587,1,147
3.278108447393196,1.0782514905010303,1.1272289765888774,0.030097551857115972,0.043185102304053036,91.4170758429627,-33559.33080577059,1,148
3.8421830166248636,1.0972493693904055,1.1649594876597738,0.04879275238671897,0.07247982966865954,93.16105621695341,-33566.90798369571,1,149
3.7819922972779865,1.1097070139836507,1.133132376966675,0.04164319666171203,0.04095277807391109,91.50881894247661,-33551.80833414465,1,150
3.773954836929522,1.076756451018132,1.1373374960822948,0.027362199771856006,0.0429775679929513,89.88895373137377,-33583.85353439096,1,151
3.296153225764466,1.0603199097175204,1.1175354685866814,0.03060977038999799,0.043232812633193105,89.77201306947936,-33437.94149941954,1,152
3.6014230433717187,1.0873563242850621,1.144111415243673,0.04033149908781928,0.05486377608384522,91.29045227697802,-33565.638217224914,1,153
3.419335697937252,1.0991092772706736,1.1614925020164033,0.02939384633965563,0.030115168091390945,89.89189216272415,-33595.546282097726,1,154
3.6383029413335497,1.0916694090123464,1.1271410371734625,0.036108114464481735,0.0721866938107214,91.75999715842686,-33705.54207405935,1,155
3.620681866108312,1.0709838009735768,1.105739244369486,0.04100517725693393,0.01585823046733602,91.8698793983354,-33596.0794894968,1,156
3.3853358035717447,1.0452120498350748,1.122221875448194,0.043693731793551,0.03573493561516819,91.74716907536333,-33648.76050854601,1,157
3.8663902299794874,1.0858645573240782,1.1232947839832428,0.04007511326009325,0.02090278054652074,91.38787679014507,-33333.963549120854,1,158
3.5688325327156925,1.072759199598058,1.0949242213809907,0.03707424361198891,0.0438000587957611,90.63743890336713,-33485.83565693216,1,159
3.5861130071877674,1.1050631431950748,1.1382794023712774,0.04683485882342662,0.05239204364824159,90.44428107020573,-33378.59966172996,1,160
3.3709690992587866,1.0614553846532926,1.1157528639416934,0.038324947083360594,0.03205345728102424,92.11924575792536,-33556.04548886795,1,161
3.30213240289672,1.0756038930788239,1.1087951550372765,0.029625453386252974,0.05904549450771653,90.85245170257127,-33394.24356026849,1,162
3.3106500443280775,1.082765361038242,1.1231088538972616,0.04343430258819142,0.040733861808543666,89.80538629718167,-33476.22124029174,1,163
3.1345204084768246,1.0919204009841919,1.1454550197047333,0.016703298005378685,0.03542593126562885,91.01502129681036,-33442.24921578165,1,164
3.466721270027419,1.0839983477006396,1.104350643171663,0.035324791031019355,0.016520699900413896,91.30351188841978,-33370.27688039308,1,165
3.869664650754579,1.0871189744892193,1.1149044209982204,0.03106832814420705,0.028332429507819442,91.3864454521917,-33662.72262275214,1,166
3.3628378364960607,1.0967561145113305,1.1214824960648049,0.0545284264900276,0.04588807046493788,91.38738168791356,-33471.24913780009,1,167
3.3763741945021777,1.0690683060648922,1.1078866230063364,0.03995959674544362,0.04360346697729302,91.68329935451086,-33510.30469353167,1,168
3.6972824912177553,1.0390101114916719,1.0756997500329728,0.038001418530473036,0.014108848558994525,91.38296172078698,-33664.89795892859,1,169
3.681989003029037,1.105120741438225,1.1414800986722762,0.04903621437905889,0.02673580006929679,90.93516571337459,-33738.74942177681,1,170
2.9424351639898916,1.065550955668508,1.1071566188028472,0.06649585959196751,0.049268919654018285,93.10346891021626,-33361.15871353554,1,171
3.646754995817568,1.062221378527257,1.1207940255020419,0.03316488157211928,0.010660844176292253,92.75547812219067,-33601.97422875441,1,172
3.3973545301834362,1.0427541405202922,1.1059050885614699,0.038510361915441785,0.05190646304605267,90.92373531596635,-33632.53931148126,1,173
2.9267674406543747,1.070675738117175,1.1100550320658957,0.05419595721092868,0.02674565074582147,91.40913782023401,-33533.89691025224,1,174
3.5724704689433953,1.085210130800067,1.1398805591674182,0.05171288453688196,0.03764659403417894,89.97173427664983,-33565.00933696513,1,175
3.295431384053972,1.0743255537552925,1.1452573878377017,0.052665587570564575,0.04862773350158282,90.45198513482153,-33494.79869708627,1,176
3.494226893592591,1.0778389417449732,1.1065608288016802,0.04505980839746307,0.033952561112151634,91.85026353843702,-33635.29947075377,1,177
3.287757444423367,1.0506793037661513,1.1203338592294865,0.04313029343291299,0.030638951646492222,89.01921104088566,-33561.24814042223,1,178
3.662929751193556,1.0466470455987906,1.1259708251098577,0.05449943377494355,0.04708874084219174,91.9373501614651,-33441.65692794134,1,179
3.405209501787003,1.0789002800096652,1.1288276231093899,0.032375732897435214,0.04215101017049627,90.96250157205317,-33504.04815946911,1,180
3.21239818950001,1.0514489561225544,1.1072237614695062,0.05752090046286933,0.028926519490502317,91.5577864129504,-33668.82297506663,1,181
3.2076916612950837,1.0656116231003037,1.1325957985695543,0.020477586640368136,0.04407428411510074,90.33267685994187,-33596.87163560941,1,182
3.1442194082356356,1.0958462908486817,1.1631508157139847,0.0420769578042856,0.05115911331502273,91.30235128559269,-33532.07897775375,1,183
3.4231172816496933,1.0834968294191327,1.1186838808783295,0.06502433975040843,0.08512478909212515,90.19834381880598,-33524.08624214666,1,184
3.6891702494642744,1.075287060685866,1.0963186580774866,0.031985424618581886,0.001596682241176646,89.62915269424641,-33476.77768767554,1,185
3.34683814445103,1.1173397578460027,1.1603922673415623,0.043763565803649436,0.05669616557360317,91.58626165731616,-33399.72895305052,1,186
3.3085543601471983,1.1104291449241976,1.120240679124642,0.053288592292433615,0.04094813656551394,89.69331545766737,-33516.31654886408,1,187
3.137362656049515,1.1243937055029498,1.1943897552379086,0.05458659593620299,0.076199162918956,90.02616568696145,-33589.00796839944,1,188
3.9204345166452894,1.0649803195045757,1.0987788100115763,0.02042387737008127,0.011232973033990316,93.33990518384005,-33614.48849010715,1,189
3.0996599105269667,1.0552613310680634,1.1117694209281626,0.04189879642155515,0.008745375366791321,90.45607842480554,-33526.88008746392,1,190
3.6177703734214326,1.0715286247591977,1.0992812898340936,0.044140339686070666,0.02332453694986471,90.00056888736013,-33545.42406717581,1,191
3.0712585037424587,1.1007354280027566,1.1158354489867117,0.0473598913789271,0.04605495240338084,91.29341351175741,-33734.85618550132,1,192
3.5494092805948996,1.089293666946545,1.1332975056818957,0.05281380051207461,0.029611281322381448,89.4090423705067,-33616.14543056848,1,193
3.4580123908960263,1.0829420523434867,1.120223895175418,0.05442687128243733,0.03671960589552834,91.81701356719415,-33608.033835921364,1,194
3.1093049673165187,1.0842589688875013,1.1359479948255022,0.04008705883271082,0.04579150454040862,93.92629519107842,-33683.21128491927,1,195
3.82893581237448,1.0671485128167173,1.0989763180331185,0.03469838902464846,0.05175383790835269,90.97312680971562,-33570.77265063822,1,196
3.567873956178554,1.0906145891016217,1.1207798646280722,0.0340002495344606,0.048237078498058104,88.54116097674704,-33628.03378610628,1,197
3.5955143476706906,1.074250589624649,1.1089362298572358,0.032198495951155356,0.033777347913212206,90.43850304694784,-33714.08276765269,1,198
3.267970498904242,1.0730493246784982,1.1270974514614198,0.021792522456251292,0.03497868906974054,91.41720560976887,-33522.46504031978,1,199
3.4539704970903813,1.0921991365124446,1.1432602554498572,0.04403607465286351,0.030983360881474825,90.57297493771404,-33506.92576443234,1,200
3.7268476474858367,1.0646548529599316,1.1022459469288053,0.027265492890316677,0.025947270531516044,91.86061288922754,-33491.67697763067,1,201
3.052853673044205,1.0954799418035013,1.1485801866268133,0.028628691286399915,0.0563118623718339,89.38779189821827,-33637.66420397972,1,202
3.4228940465197373,1.0877029576710524,1.1311117233998302,0.037302726706584376,0.04790721980851109,91.71619137568078,-33349.676919546044,1,203
3.1463044296521914,1.1062979445384848,1.1415327452905037,0.05721451285602309,0.042829579390296184,91.42078675403172,-33405.11540706471,1,204
3.57796185188508,1.0738124582240112,1.120800985441274,0.044970900145965366,0.03947220827166259,89.33572585525474,-33441.63836361085,1,205
3.5100450724139156,1.0725634394393395,1.1633144291792368,0.03399404038251698,0.06897259886946985,91.34920556155694,-33531.88143203681,1,206
3.271147483788688,1.1189676444317866,1.1682016614529356,0.04566919228881895,0.0658356594505828,91.35681714693206,-33388.07092696903,1,207
2.6742654572149958,1.083573749060037,1.1153009803417038,0.02293301722130123,0.02189182994504341,91.81201764182087,-33516.20740291278,1,208
3.5580342968660355,1.144543178335085,1.1546627701119234,0.063486473475254,0.07040096249696208,89.88643515474008,-33528.590450000156,1,209
3.2526210909116657,1.0528568517649106,1.0982519438060956,0.04121436061418452,0.043414421636105774,91.96060338188711,-33507.483388658846,1,210
3.6323000833587726,1.1046397092510865,1.173131242021958,0.04851280886043553,0.04064853337834575,90.83100596201687,-33580.389368507625,1,211
3.267536012317008,1.084590601728616,1.1466673155077856,0.026118670484656385,0.06054571602956256,90.85846172854417,-33564.9758129729,1,212
3.2486130451181,1.1082302670973683,1.1306501648669836,0.034022807759182094,0.03098489839903635,91.16363830587353,-33516.95520654517,1,213
