datetime,site,year,temp.ben,do.ben,dosat.ben,par.ben,temp.pel,do.pel,dosat.pel,par.pel,k,wdir,wspeed,wspeedbw,gust
2018-06-19T20:00:00Z,st33,2018,9.335,11.3140833333333,102.069896666666,13.2423,9.35,11.41,102.85,62.1304,0.669078005962201,277,5.3,5.3,7.1
2018-06-19T21:00:00Z,st33,2018,9.34433333333333,11.3561666666666,102.472504833333,6.969875,9.36,11.475,103.5,29.471425,0.625250167995072,297,4.1,5.2,6.9
2018-06-19T22:00:00Z,st33,2018,9.31275,11.34475,102.292023666666,3.68335,9.325,11.505,103.7,17.22535,0.655580637921313,305,5.1,5.4,7
2018-06-19T23:00:00Z,st33,2018,9.27791666666667,11.3639166666667,102.37971775,1.295,9.28,11.455,103.1,6.07355,0.685941801017109,317,3.7,4.5,6.2
2018-06-20T00:00:00Z,st33,2018,9.23091666666667,11.2845,101.5501295,0.298775,9.255,11.405,102.55,2.886925,0.994632049992882,315,3.2,3.7,5.2
2018-06-20T01:00:00Z,st33,2018,9.19291666666667,11.2005833333333,100.70317575,0.1998,9.245,11.32,101.8,1.69275,0.909617883741062,309,3.2,3.5,4.5
2018-06-20T02:00:00Z,st33,2018,9.15741666666667,11.1539166666666,100.198379416666,0.298775,9.205,11.295,101.4,2.68805,0.958510204061777,310,2.6,3.3,4
2018-06-20T03:00:00Z,st33,2018,9.11408333333334,11.1169166666667,99.76227225,1.0952,9.145,11.27,101.15,6.472225,0.781341797621539,296,2.4,2.7,3.4
2018-06-20T04:00:00Z,st33,2018,9.10408333333333,11.0679166666666,99.2988260833333,2.1904,9.07,11.295,101.15,11.54955,0.720521762404312,267,1.7,2.4,3
2018-06-20T05:00:00Z,st33,2018,9.07783333333333,11.101,99.53288325,6.6711,9.025,11.29,101,29.571325,0.656509127824692,300,0.8,1.6,2.2
2018-06-20T06:00:00Z,st33,2018,9.06533333333334,11.1575,100.009463333333,14.2376,9.015,11.32,101.25,55.75715,0.59479127272741,242,0.5,0.9,1.8
2018-06-20T07:00:00Z,st33,2018,9.08158333333333,11.1851666666666,100.296567833334,12.1471,9.035,11.315,101.25,49.384825,0.607572425474986,185,1.7,1.7,4.5
2018-06-20T08:00:00Z,st33,2018,9.115,11.242,100.88699425,24.493075,9.045,11.335,101.4,101.956275,0.618950281436995,302,3.1,3.5,5.8
2018-06-20T09:00:00Z,st33,2018,9.21316666666667,11.2730833333333,101.4042165,40.623225,9.125,11.395,102.2,181.609875,0.627508940253127,295,3.6,3.9,6.2
2018-06-20T10:00:00Z,st33,2018,9.30108333333333,11.3329166666666,102.157005666667,50.9786,9.25,11.415,102.65,289.93755,0.732415098156985,316,4.8,4.8,7.5
2018-06-20T11:00:00Z,st33,2018,9.43125,11.3765833333334,102.869884166667,63.722325,9.37,11.44,103.2,407.824175,0.793544592225732,316,4.9,5.5,9.2
2018-06-20T12:00:00Z,st33,2018,9.58658333333333,11.3995833333333,103.459455916667,60.536625,9.495,11.49,103.95,407.8251,0.785563176242805,317,5.8,5.8,10
2018-06-20T13:00:00Z,st33,2018,9.73308333333333,11.4316666666667,104.112624,71.688425,9.63,11.47,104.1,363.218825,0.698180418946108,319,4.9,6.5,10.3
2018-06-20T14:00:00Z,st33,2018,9.85991666666667,11.5283333333333,105.3087445,66.90895,9.785,11.57,105.4,439.686725,0.816767378230538,319,5.2,6,10.2
