Date_Time,temp,wdir,wspeed,wspeedbw,gust,RADGL
2010-05-01T00:00:00Z,-3.5,122,1.6,2.2,2.8,0
2010-05-01T01:00:00Z,-5.3,16,2,2.6,3,0
2010-05-01T02:00:00Z,-4.4,82,1.9,1.9,2.5,0
2010-05-01T03:00:00Z,-3.5,80,2.6,2.6,3.1,0
2010-05-01T04:00:00Z,-4.1,74,2.2,2.5,2.9,0
2010-05-01T05:00:00Z,-1.7,82,1.7,2.2,2.6,5.98
2010-05-01T06:00:00Z,-0.8,41,1.1,1.8,2.7,67.25
2010-05-01T07:00:00Z,1.3,19,0.1,1,1.3,128.52
2010-05-01T08:00:00Z,2.6,222,1.1,1.1,1.7,215.05
2010-05-01T09:00:00Z,3.3,224,1.3,1.7,2,335.53
2010-05-01T10:00:00Z,2.6,197,1.7,1.7,2.4,446.1
2010-05-01T11:00:00Z,4.4,303,1.8,2.2,6,493.9
2010-05-01T12:00:00Z,3.8,314,3.8,4.3,6.7,585.08
2010-05-01T13:00:00Z,4.3,352,4.2,4.2,6,686.72
2010-05-01T14:00:00Z,3.7,15,4.1,4.4,6.9,670.27
2010-05-01T15:00:00Z,3.9,31,2.3,4.1,5.7,655.63
2010-05-01T16:00:00Z,4.1,21,4,4,5.6,592.4
2010-05-01T17:00:00Z,4.2,41,2.2,3.4,4.7,465.83
2010-05-01T18:00:00Z,3.6,49,1.4,2.2,3.3,372
2010-05-01T19:00:00Z,3.4,304,0.6,0.9,2.3,123.08
2010-05-01T20:00:00Z,2.7,254,0.8,1.3,2.1,46.6
2010-05-01T21:00:00Z,1.9,224,1.5,1.5,2.5,32.72
2010-05-01T22:00:00Z,1.1,244,2.1,2.6,3.2,5.17
2010-05-01T23:00:00Z,0.4,274,1,1.4,2.5,0
2010-05-02T00:00:00Z,-1.4,290,1.4,2.9,4.3,0
2010-05-02T01:00:00Z,-0.9,345,1.5,3,3.6,0
2010-05-02T02:00:00Z,-1.7,321,2.5,2.9,3.1,0
2010-05-02T03:00:00Z,-2.1,201,3.1,3.1,3.6,0
2010-05-02T04:00:00Z,-3.3,355,0.6,3.3,3.8,0
2010-05-02T05:00:00Z,-1.1,141,1.7,1.7,2.2,4.33
2010-05-02T06:00:00Z,-0.5,164,3,3,3.8,46.22
2010-05-02T07:00:00Z,0.7,197,2.1,2.6,3.4,141.95
2010-05-02T08:00:00Z,2.9,165,0.2,2.4,3.2,209.28
2010-05-02T09:00:00Z,3.6,92,2.7,2.7,3.9,326.25
2010-05-02T10:00:00Z,4,174,0.8,2.3,3.4,194.57
2010-05-02T11:00:00Z,4.6,181,3.5,3.5,4.8,229.5
2010-05-02T12:00:00Z,6.4,159,3.8,4.8,6.3,369.38
2010-05-02T13:00:00Z,5.9,173,4.4,5.1,7.2,467.9
2010-05-02T14:00:00Z,5.4,183,2.4,4.6,6.7,376.07
2010-05-02T15:00:00Z,7,193,1.7,2,3.6,397.92
2010-05-02T16:00:00Z,7.2,284,3.5,3.5,5.2,459.62
2010-05-02T17:00:00Z,6.4,326,2.4,3.1,5.1,168.62
2010-05-02T18:00:00Z,5.8,133,1.5,1.9,2.8,113.27
2010-05-02T19:00:00Z,5.7,189,2.3,2.3,3.4,78.52
2010-05-02T20:00:00Z,3.6,193,3.5,3.5,4.4,83.48
2010-05-02T21:00:00Z,2.8,191,3.9,3.9,4.6,28.48
2010-05-02T22:00:00Z,3.4,180,5.2,5.2,6.5,4.22
2010-05-02T23:00:00Z,3,191,6.5,6.5,7.5,0
2010-05-03T00:00:00Z,2.9,175,5.2,6,6.7,0
2010-05-03T01:00:00Z,2.6,190,5,6,7,0
2010-05-03T02:00:00Z,2.6,208,3,5.4,6.5,0
2010-05-03T03:00:00Z,3,208,2.2,2.8,3.9,0
2010-05-03T04:00:00Z,2.8,187,5,5,5.8,0
2010-05-03T05:00:00Z,3.6,177,5.3,5.3,7.4,2.73
2010-05-03T06:00:00Z,3.5,168,7,7.1,9.4,12.93
2010-05-03T07:00:00Z,2.9,185,7.1,7.8,9.2,31.67
2010-05-03T08:00:00Z,4,182,8,8,9.7,70.82
2010-05-03T09:00:00Z,4.2,183,8.1,8.1,9.8,128.98
2010-05-03T10:00:00Z,4.1,182,7.9,7.9,9.6,141.85
2010-05-03T11:00:00Z,4.2,180,7.9,7.9,10.2,112.43
2010-05-03T12:00:00Z,4.7,184,7.6,7.6,9.2,148.92
2010-05-03T13:00:00Z,4.5,183,5.7,8.1,9.3,218.63
2010-05-03T14:00:00Z,4.6,183,5.5,6.6,8,223.37
2010-05-03T15:00:00Z,5.3,177,7.1,7.1,8.5,197.33
2010-05-03T16:00:00Z,5.5,172,6.9,7.4,9.3,190.92
2010-05-03T17:00:00Z,5.5,171,9.2,9.3,11.4,112.03
2010-05-03T18:00:00Z,5.5,171,8.7,9.7,11.6,122.85
2010-05-03T19:00:00Z,5.7,172,8.5,9.6,13.2,84.85
2010-05-03T20:00:00Z,5.8,174,9.4,10.3,13.6,49.08
2010-05-03T21:00:00Z,6.1,183,11.3,11.8,14.1,32.57
2010-05-03T22:00:00Z,5.9,180,9.1,10.5,13.7,4.33
2010-05-03T23:00:00Z,5.6,170,6.6,9.4,12,0.2
2010-05-04T00:00:00Z,7,183,8.7,8.9,11.2,0
2010-05-04T01:00:00Z,6.6,159,6.3,6.8,9.3,0
2010-05-04T02:00:00Z,6.1,165,4.6,5.9,7.5,0
2010-05-04T03:00:00Z,5.9,165,6.2,7.4,9.1,0
2010-05-04T04:00:00Z,5,180,6.9,8.7,11.4,0
2010-05-04T05:00:00Z,5.8,183,6.8,7.6,9.8,4.9
2010-05-04T06:00:00Z,6,175,6.5,7.7,9.8,45.72
2010-05-04T07:00:00Z,7.1,174,8.2,8.2,10,95.62
2010-05-04T08:00:00Z,7.7,179,7.6,8,9.6,123.25
2010-05-04T09:00:00Z,9.3,180,7,8.6,10.6,246.4
2010-05-04T10:00:00Z,8.7,183,6.4,7.7,9.9,468.18
2010-05-04T11:00:00Z,8.7,186,7.6,8.7,10.5,517.05
2010-05-04T12:00:00Z,12.7,183,4.4,7.3,8.6,606.95
2010-05-04T13:00:00Z,11.4,25,5.9,6.1,8.4,617.28
2010-05-04T14:00:00Z,10,28,5.9,6.6,7.9,545
2010-05-04T15:00:00Z,10.9,58,2.5,5,6.6,528.88
2010-05-04T16:00:00Z,10.6,95,3.3,4.2,6.4,429.77
2010-05-04T17:00:00Z,10.6,64,4.2,4.6,5.6,278.53
2010-05-04T18:00:00Z,8.4,82,3.7,4.3,5.6,221.2
2010-05-04T19:00:00Z,8.1,85,2.4,3.7,4.8,162.87
2010-05-04T20:00:00Z,5.5,290,1.2,2.3,3.7,76.37
2010-05-04T21:00:00Z,3.7,289,2.4,2.7,4.1,39.92
2010-05-04T22:00:00Z,3.1,285,2.9,3.3,4.3,9.1
2010-05-04T23:00:00Z,3.4,287,2.2,3.6,5.1,0
2010-05-05T00:00:00Z,3,284,2.4,2.5,3.5,0
2010-05-05T01:00:00Z,2.5,271,2.1,3.1,4.3,0
2010-05-05T02:00:00Z,2.3,284,3.1,3.1,4.1,0
2010-05-05T03:00:00Z,1.8,280,2.8,3.2,4.2,0
2010-05-05T04:00:00Z,1.8,270,1.6,2.8,3.7,0.62
2010-05-05T05:00:00Z,1.8,286,2.1,2.2,3.2,10.53
2010-05-05T06:00:00Z,2.4,290,0.1,1.8,2.6,11.77
2010-05-05T07:00:00Z,2.8,284,1,1,1.8,29.27
2010-05-05T08:00:00Z,4.6,258,0.3,1,1.6,56.4
2010-05-05T09:00:00Z,5.3,32,0.2,1.1,1.8,145.7
2010-05-05T10:00:00Z,6.2,201,0.5,0.8,1.9,245.22
2010-05-05T11:00:00Z,7,300,1.4,1.4,2.5,175.02
2010-05-05T12:00:00Z,8.1,175,1.7,1.7,2.4,201.6
2010-05-05T13:00:00Z,9.5,186,1.1,1.3,3.3,407.37
2010-05-05T14:00:00Z,9.4,175,1.4,1.6,2.3,532.3
2010-05-05T15:00:00Z,11.5,231,0.6,1.7,2.2,351.8
2010-05-05T16:00:00Z,10.9,336,1.3,1.9,2.9,292.18
2010-05-05T17:00:00Z,11.9,86,2.2,2.2,3.2,207.87
2010-05-05T18:00:00Z,10.5,81,3.4,3.4,4.4,351.32
2010-05-05T19:00:00Z,9.7,91,3.4,3.4,4.5,207.77
2010-05-05T20:00:00Z,7.1,194,3.9,5.4,6.7,57.85
2010-05-05T21:00:00Z,8.2,162,4.7,5.4,6.3,16.65
2010-05-05T22:00:00Z,7.4,175,3.7,4.2,5.5,4.65
2010-05-05T23:00:00Z,7.6,166,4.8,4.8,6.1,0.2
2010-05-06T00:00:00Z,7.3,169,0.4,4,5.4,0
2010-05-06T01:00:00Z,6,179,1.9,3.7,6.4,0
2010-05-06T02:00:00Z,5.4,178,3.1,3.1,4.4,0
2010-05-06T03:00:00Z,5.4,173,5.8,5.8,7.1,0
2010-05-06T04:00:00Z,4.9,177,9,9,12.5,0
2010-05-06T05:00:00Z,4.7,182,8,8.9,10.7,7.93
2010-05-06T06:00:00Z,5.2,184,8,9,12.5,54.1
2010-05-06T07:00:00Z,6.3,184,6.1,7.6,10.3,162.78
2010-05-06T08:00:00Z,7.6,178,5,6,7,277.65
2010-05-06T09:00:00Z,9.9,163,4.5,4.5,8.1,406.13
2010-05-06T10:00:00Z,11,164,4.4,5.6,7.2,512
2010-05-06T11:00:00Z,9.1,178,8.5,8.5,9.6,505.63
2010-05-06T12:00:00Z,9.4,180,8,8.1,10.8,140.1
2010-05-06T13:00:00Z,8,183,8.4,9,10.7,264.82
2010-05-06T14:00:00Z,9.5,178,7.2,11.3,13.2,271.92
2010-05-06T15:00:00Z,9.8,172,8.2,10.2,11.7,376.7
2010-05-06T16:00:00Z,8.2,198,9.4,9.4,12,324.62
2010-05-06T17:00:00Z,7.8,205,9.2,9.3,10.9,168.43
2010-05-06T18:00:00Z,9.1,199,9.3,9.3,11,120.3
2010-05-06T19:00:00Z,9.8,186,7,9.6,12.2,120.5
2010-05-06T20:00:00Z,7.8,191,8.6,9,10.8,93.25
2010-05-06T21:00:00Z,8.8,184,12.2,12.2,14.6,50.73
2010-05-06T22:00:00Z,8.6,181,9,11.3,13.9,12.52
2010-05-06T23:00:00Z,9.1,177,6.6,8.6,11.1,0
2010-05-07T00:00:00Z,8.1,189,5.4,6.6,8.7,0
2010-05-07T01:00:00Z,8.2,226,3,3,4.3,0
2010-05-07T02:00:00Z,7.9,174,5.3,6.6,8.1,0
2010-05-07T03:00:00Z,7.2,189,5.1,5.1,6.3,0
2010-05-07T04:00:00Z,7.1,191,5.4,5.4,7,0.67
2010-05-07T05:00:00Z,7,223,2.2,5.1,6.4,12.62
2010-05-07T06:00:00Z,6.1,281,2,2.3,3.6,48.33
2010-05-07T07:00:00Z,6.1,293,3.1,3.8,5,48.22
2010-05-07T08:00:00Z,6.9,98,2.6,3,4,74.1
2010-05-07T09:00:00Z,6.1,304,3.8,3.8,5,119.92
2010-05-07T10:00:00Z,5.5,311,4,4.9,6,133.97
2010-05-07T11:00:00Z,5.6,311,4,4.7,6.2,137.12
2010-05-07T12:00:00Z,6.6,340,0.8,3.1,4.2,131
2010-05-07T13:00:00Z,6.3,13,2.5,4.4,5.7,185.05
2010-05-07T14:00:00Z,7.4,315,3.7,3.7,5,177.78
2010-05-07T15:00:00Z,7.3,329,4,4.2,5.5,248.23
2010-05-07T16:00:00Z,7.6,314,2.9,4,5.8,238.97
2010-05-07T17:00:00Z,7.7,349,3.8,3.8,5.9,348.02
2010-05-07T18:00:00Z,7.4,39,1.2,3.1,4.4,470.9
2010-05-07T19:00:00Z,7.1,319,0.9,1,2,155.02
2010-05-07T20:00:00Z,6.3,39,1.2,2.2,2.8,81.4
2010-05-07T21:00:00Z,4.5,60,2,2.6,3,44.55
2010-05-07T22:00:00Z,3.5,62,2.1,2.6,3,19.42
2010-05-07T23:00:00Z,3.5,92,1,2,2.5,0
2010-05-08T00:00:00Z,2.5,129,0.6,1.2,2.1,0
2010-05-08T01:00:00Z,1.9,83,0.5,1.8,2.8,0
2010-05-08T02:00:00Z,2.9,77,1.6,1.6,2.4,0
2010-05-08T03:00:00Z,0.7,91,1.4,1.4,1.9,0
2010-05-08T04:00:00Z,0.6,327,0.1,1.8,2.2,0
2010-05-08T05:00:00Z,5.5,188,0.2,1.8,2.3,9.87
2010-05-08T06:00:00Z,5.8,202,3.8,3.8,4.6,73
2010-05-08T07:00:00Z,7.6,214,2.2,3.7,5.1,175.87
2010-05-08T08:00:00Z,9.3,226,0.9,1.9,2.5,278.35
2010-05-08T09:00:00Z,7.7,293,3.6,3.6,5.4,400.18
2010-05-08T10:00:00Z,7.9,310,3.5,4.1,5.7,508.03
2010-05-08T11:00:00Z,9.6,354,4.8,5.2,7.3,599.47
2010-05-08T12:00:00Z,8.3,354,5.1,5.1,7.1,554.37
2010-05-08T13:00:00Z,8.3,337,6.7,6.7,8.6,342.02
2010-05-08T14:00:00Z,7.3,334,7.1,7.7,9.9,250.97
2010-05-08T15:00:00Z,4.9,354,7.6,8.5,10.9,262.42
2010-05-08T16:00:00Z,4.8,345,6.6,7.5,9.3,231.45
2010-05-08T17:00:00Z,4.8,339,5.5,6.9,9.2,153.78
2010-05-08T18:00:00Z,4.2,327,6.1,6.3,8.3,110.83
2010-05-08T19:00:00Z,3.6,343,3.4,6.2,8,119.38
2010-05-08T20:00:00Z,2.2,337,4.9,4.9,6,96.15
2010-05-08T21:00:00Z,1.6,22,4.7,5,7.2,42.42
2010-05-08T22:00:00Z,0.5,35,5.2,5.5,7.4,7.7
2010-05-08T23:00:00Z,-1,315,0.7,4.6,7,0.73
2010-05-09T00:00:00Z,-2.3,293,0.6,2.5,3.1,0
2010-05-09T01:00:00Z,-2.6,3,0.5,1.6,3.2,0
2010-05-09T02:00:00Z,-2.6,288,2.1,2.1,2.9,0
2010-05-09T03:00:00Z,-3.7,346,3.2,3.3,4,0
2010-05-09T04:00:00Z,-3.3,350,1.1,2.7,3.3,0
2010-05-09T05:00:00Z,-0.6,333,1.4,2.7,3.4,19.3
2010-05-09T06:00:00Z,0.3,288,1.4,1.9,2.5,96.83
2010-05-09T07:00:00Z,2.1,238,1.5,1.6,2.7,202.48
2010-05-09T08:00:00Z,2.1,320,1.7,1.9,4.6,297.32
2010-05-09T09:00:00Z,2.6,345,4.2,4.4,6.5,413.85
2010-05-09T10:00:00Z,3.1,321,3.9,4.9,7.4,488.98
2010-05-09T11:00:00Z,2.9,328,5.2,5.2,8,616.93
2010-05-09T12:00:00Z,4.1,326,4.9,5.5,9.2,682.25
2010-05-09T13:00:00Z,3.4,315,5.6,5.6,9.4,725.68
2010-05-09T14:00:00Z,3.9,341,5.5,6.3,9.1,724.28
2010-05-09T15:00:00Z,4.5,324,5.6,5.9,9.3,696.43
2010-05-09T16:00:00Z,3.6,335,5.6,5.8,9.3,645.07
2010-05-09T17:00:00Z,3.9,318,5,5.6,8.2,547.3
2010-05-09T18:00:00Z,3.7,336,4.5,5.1,7.2,437.95
2010-05-09T19:00:00Z,2.6,352,4.4,4.6,6.3,311.28
2010-05-09T20:00:00Z,1.1,333,2.5,4.2,5.4,193.87
2010-05-09T21:00:00Z,-0.8,47,1.9,3.3,4.4,85.57
2010-05-09T22:00:00Z,-1.2,338,0.2,2,2.6,19.73
2010-05-09T23:00:00Z,-2.5,337,1.3,1.6,2.1,0
2010-05-10T00:00:00Z,-3.3,331,1.1,1.2,1.5,0
2010-05-10T01:00:00Z,-2.5,315,1.1,1.2,1.5,0
2010-05-10T02:00:00Z,-1.6,107,0.2,1.9,2.5,0
2010-05-10T03:00:00Z,-2.2,104,1.3,1.3,2,0
2010-05-10T04:00:00Z,-0.6,44,0.2,1.4,2.1,0.67
2010-05-10T05:00:00Z,-1.1,80,0.6,2.3,3.4,22.5
2010-05-10T06:00:00Z,-0.8,279,0.9,0.9,1.4,53.25
2010-05-10T07:00:00Z,1,285,2.4,2.6,3.9,103.68
2010-05-10T08:00:00Z,1.3,312,4.1,4.1,6.4,243.55
2010-05-10T09:00:00Z,1.6,320,3.8,4.6,7.4,416.43
2010-05-10T10:00:00Z,2.2,318,4.1,4.4,6.9,521.72
2010-05-10T11:00:00Z,2.4,315,4.3,5.2,7.7,614.6
2010-05-10T12:00:00Z,2.7,331,5.8,6,9.6,685.87
2010-05-10T13:00:00Z,2.9,331,6.2,6.2,9.4,729.62
2010-05-10T14:00:00Z,2.5,352,6,6.5,10.5,736.42
2010-05-10T15:00:00Z,1.9,329,4.6,6.2,9.5,704.75
2010-05-10T16:00:00Z,1,1,6.1,6.2,9.5,634.82
2010-05-10T17:00:00Z,0.4,11,4.7,6.1,8.4,545.35
2010-05-10T18:00:00Z,-0.8,353,5.1,5.6,7.5,434.23
2010-05-10T19:00:00Z,-1.4,29,3.9,5.2,6.7,321.15
2010-05-10T20:00:00Z,-2.4,34,4.3,5,6.5,200.82
2010-05-10T21:00:00Z,-2.6,23,2.2,4,5.2,95.32
2010-05-10T22:00:00Z,-2.9,29,0.5,2.5,3.7,19.13
2010-05-10T23:00:00Z,-3.1,15,1.4,1.5,3.3,1.13
2010-05-11T00:00:00Z,-3.5,118,2.7,2.7,3.7,0
2010-05-11T01:00:00Z,-3.8,134,2.7,3.3,4.1,0
2010-05-11T02:00:00Z,-4.2,129,2.4,3.6,4.6,0
2010-05-11T03:00:00Z,-4,152,1.2,2.5,4.1,0
2010-05-11T04:00:00Z,-3,118,1.4,2,3.3,0
2010-05-11T05:00:00Z,-1.4,107,0.7,1.6,2.4,19.63
2010-05-11T06:00:00Z,-0.8,154,1.9,1.9,3.1,86.53
2010-05-11T07:00:00Z,0.7,176,2.2,2.4,4,187.15
2010-05-11T08:00:00Z,2.4,180,2.6,3.1,4.5,300.37
2010-05-11T09:00:00Z,3.7,178,2.5,3.1,5.1,416.7
2010-05-11T10:00:00Z,4.9,179,2.3,3.1,4.5,524.65
2010-05-11T11:00:00Z,6.7,157,1.8,2.4,3.8,615.27
2010-05-11T12:00:00Z,8.3,190,1.5,1.8,2.8,681.35
2010-05-11T13:00:00Z,8.9,183,1.7,2.1,3,717.42
2010-05-11T14:00:00Z,9.6,160,2,2.5,3.4,720.67
2010-05-11T15:00:00Z,10,155,2.3,2.4,3.9,690.07
2010-05-11T16:00:00Z,11,203,2.6,2.8,4.7,629.57
2010-05-11T17:00:00Z,11.1,215,2.3,3.8,5.7,499.58
2010-05-11T18:00:00Z,10.4,237,3.8,4.4,5.8,366.33
2010-05-11T19:00:00Z,9.3,281,2.4,4.9,6.6,184.08
2010-05-11T20:00:00Z,7.6,276,1.6,3.3,4.5,97.82
2010-05-11T21:00:00Z,6.9,151,0.3,1.7,2,26.1
2010-05-11T22:00:00Z,7.2,193,4.1,4.1,10,9.43
2010-05-11T23:00:00Z,5.1,191,9.2,11.1,14.6,0.48
2010-05-12T00:00:00Z,4.9,187,9.4,10.4,12.7,0
2010-05-12T01:00:00Z,4.7,186,12.2,12.5,14.9,0
2010-05-12T02:00:00Z,4.8,181,12.6,12.6,15.4,0
2010-05-12T03:00:00Z,5,176,12.1,13,16,0
2010-05-12T04:00:00Z,5.4,167,10.2,13.3,16,0
2010-05-12T05:00:00Z,5.6,175,11.4,12,14.5,1.73
2010-05-12T06:00:00Z,5.9,180,9.8,11.8,14.1,15.07
2010-05-12T07:00:00Z,5.7,182,11.6,11.6,13.7,67.7
2010-05-12T08:00:00Z,6.4,182,10.8,11.7,14.3,77.48
2010-05-12T09:00:00Z,7.9,185,9.6,11.5,13.5,117.65
2010-05-12T10:00:00Z,10,206,2.8,9.6,12.3,358.63
2010-05-12T11:00:00Z,9.4,334,6.5,6.5,9.1,496.37
2010-05-12T12:00:00Z,6.5,25,7.4,7.4,9.8,414.1
2010-05-12T13:00:00Z,7.1,31,9.1,9.1,11.2,241.65
2010-05-12T14:00:00Z,6.5,28,8.2,8.3,10.5,458.42
2010-05-12T15:00:00Z,7,35,7.2,8,10.6,211.4
2010-05-12T16:00:00Z,6.3,24,6.3,7.2,9.4,230.88
2010-05-12T17:00:00Z,5.9,40,5.3,6,7.8,189.88
2010-05-12T18:00:00Z,6.4,19,2.2,4.3,5.6,107.47
2010-05-12T19:00:00Z,5.9,47,3.8,3.9,5,67.98
2010-05-12T20:00:00Z,5.9,42,2.3,3.7,4.9,57.38
2010-05-12T21:00:00Z,5.1,322,1.7,2.5,3.5,26.43
2010-05-12T22:00:00Z,4.4,293,2.5,2.5,3.9,6.45
2010-05-12T23:00:00Z,4.2,310,3.3,3.3,4.3,0.85
2010-05-13T00:00:00Z,3.7,329,2.2,3.3,4.3,0
2010-05-13T01:00:00Z,3.6,330,2.1,3.4,4.8,0
2010-05-13T02:00:00Z,3.5,318,2.3,3.3,4.1,0
2010-05-13T03:00:00Z,3.1,324,2.9,3,4.3,0
2010-05-13T04:00:00Z,3.1,331,4.6,4.7,6.9,0.73
2010-05-13T05:00:00Z,2.1,324,6.5,6.5,8.7,6.03
2010-05-13T06:00:00Z,1.6,320,7.6,7.6,9.7,12.53
2010-05-13T07:00:00Z,1.7,317,7,7.5,9.5,44.23
2010-05-13T08:00:00Z,1.6,318,7.3,7.3,9.7,112.47
2010-05-13T09:00:00Z,1.9,313,7.6,7.6,10.1,112.48
2010-05-13T10:00:00Z,2.6,319,6.8,6.8,9.7,123.18
2010-05-13T11:00:00Z,2.6,309,8.5,8.5,10.8,153.22
2010-05-13T12:00:00Z,2.4,311,8,8.3,10.7,189.45
2010-05-13T13:00:00Z,2.3,314,7.2,7.7,10.5,142.85
2010-05-13T14:00:00Z,1.9,308,8,8.3,10.5,150.6
2010-05-13T15:00:00Z,2.1,300,7.3,8.2,11.1,118.23
2010-05-13T16:00:00Z,1.7,298,5.9,7.7,10.4,122.13
2010-05-13T17:00:00Z,1.9,301,5.8,6.2,9.2,110.53
2010-05-13T18:00:00Z,1.5,305,6,6.3,8.7,61.42
2010-05-13T19:00:00Z,1.4,298,4.4,6.1,8.4,38.82
2010-05-13T20:00:00Z,1.2,273,3.3,3.6,6.2,19.08
2010-05-13T21:00:00Z,1.2,272,3.1,3.9,5.3,10.02
2010-05-13T22:00:00Z,1.3,266,1.7,3,4.2,4.37
2010-05-13T23:00:00Z,1.3,270,1.6,2.8,4.2,0.63
2010-05-14T00:00:00Z,1.7,233,0.9,1,2,0
2010-05-14T01:00:00Z,1.5,325,0.8,1.4,1.9,0
2010-05-14T02:00:00Z,1.7,79,1.6,1.6,2.8,0
2010-05-14T03:00:00Z,1.6,74,3.2,3.8,5,0
2010-05-14T04:00:00Z,1.7,69,4.5,4.5,5.6,0.88
2010-05-14T05:00:00Z,2.2,59,4.3,4.9,6.5,10.63
2010-05-14T06:00:00Z,3.6,82,4.2,5.4,7.6,38.77
2010-05-14T07:00:00Z,3.6,75,4.9,5.4,6.8,102.47
2010-05-14T08:00:00Z,3.6,70,4.2,5.2,6.7,118.18
2010-05-14T09:00:00Z,4.6,85,5.1,5.4,7.5,152.07
2010-05-14T10:00:00Z,5.5,77,4.5,4.5,6.6,186.7
2010-05-14T11:00:00Z,6.7,55,6.2,6.5,9.2,80.27
2010-05-14T12:00:00Z,6.7,55,5.9,6.9,9.9,210.75
2010-05-14T13:00:00Z,7.3,45,6.5,7.2,10.3,234.47
2010-05-14T14:00:00Z,6.5,64,9.6,10.1,14.4,236.98
2010-05-14T15:00:00Z,7.1,61,9.8,10.2,14.7,235.17
2010-05-14T16:00:00Z,4.3,52,8.5,9.6,12.6,271.37
2010-05-14T17:00:00Z,4.5,45,9.2,9.5,13.2,60.85
2010-05-14T18:00:00Z,4.5,54,9.1,9.2,12.9,112.17
2010-05-14T19:00:00Z,3.7,44,8.2,10.2,13.6,88.28
2010-05-14T20:00:00Z,3.5,37,8.2,8.5,13.3,56.05
2010-05-14T21:00:00Z,3.3,55,7.1,7.7,11.8,10.17
2010-05-14T22:00:00Z,3,33,8.8,8.8,12.4,1.83
2010-05-14T23:00:00Z,2.9,41,9.2,9.6,13.3,0.43
2010-05-15T00:00:00Z,2.8,34,10.4,12,15.7,0
2010-05-15T01:00:00Z,2.7,38,11,12.1,16.7,0
2010-05-15T02:00:00Z,2,32,9.9,11.3,15,0
2010-05-15T03:00:00Z,1.8,22,9.1,10.2,13.5,0
2010-05-15T04:00:00Z,1.9,18,7,8.8,12.5,0.02
2010-05-15T05:00:00Z,1.7,9,6.9,7.1,11.2,5.27
2010-05-15T06:00:00Z,1.8,356,6.2,7.2,10.5,6.22
2010-05-15T07:00:00Z,1.9,1,7,7,10.2,14.55
2010-05-15T08:00:00Z,2.1,352,6.3,6.9,9.6,11.27
2010-05-15T09:00:00Z,2.2,359,6.4,6.4,9.5,15.95
2010-05-15T10:00:00Z,2.4,346,5.8,6.1,8.9,32.52
2010-05-15T11:00:00Z,2.5,327,5.9,5.9,8.6,56
2010-05-15T12:00:00Z,2.4,353,4.6,6.6,8.4,68.5
2010-05-15T13:00:00Z,2.7,342,5.4,5.6,7.7,133.55
2010-05-15T14:00:00Z,2.5,348,6.4,6.8,8.8,165.07
2010-05-15T15:00:00Z,2.2,332,7.7,9,11.4,132.8
2010-05-15T16:00:00Z,2.2,324,7.5,7.8,9.7,230.1
2010-05-15T17:00:00Z,1.9,335,8.8,8.8,11.2,156.95
2010-05-15T18:00:00Z,1.7,338,6.2,7.8,10.3,197.9
2010-05-15T19:00:00Z,1,340,6.4,7.1,9.2,160.65
2010-05-15T20:00:00Z,0.4,342,5.3,6.1,8.3,68.58
2010-05-15T21:00:00Z,0.3,329,3.6,4.8,6.5,22.62
2010-05-15T22:00:00Z,0.1,322,3.3,3.6,5,6.9
2010-05-15T23:00:00Z,-0.2,324,3.5,3.5,4.5,1.2
2010-05-16T00:00:00Z,-0.4,299,3,3,4.1,0
2010-05-16T01:00:00Z,-0.4,294,2.9,3,4.1,0
2010-05-16T02:00:00Z,-0.5,293,1.9,3,3.9,0
2010-05-16T03:00:00Z,-0.6,285,2.5,2.6,3.4,0
2010-05-16T04:00:00Z,-0.4,290,1.9,2.9,3.9,1.97
2010-05-16T05:00:00Z,-0.3,293,2.5,3.1,4.3,7.68
2010-05-16T06:00:00Z,-0.1,297,2.9,3.3,4.7,21.47
2010-05-16T07:00:00Z,0.8,298,2.9,2.9,4.2,53.38
2010-05-16T08:00:00Z,1.1,303,2.8,3.5,4.8,145.32
2010-05-16T09:00:00Z,1.5,38,1.8,3,4.4,213.95
2010-05-16T10:00:00Z,2.8,318,2.8,2.8,4.4,161.55
2010-05-16T11:00:00Z,3.3,320,3.2,3.6,5,242
2010-05-16T12:00:00Z,3.8,326,2.5,2.8,4.8,289.03
2010-05-16T13:00:00Z,4.1,16,3,3,4.6,274.28
2010-05-16T14:00:00Z,4.7,306,3.1,3.1,5.1,368.78
2010-05-16T15:00:00Z,5.2,328,4.1,5,6.5,311.05
2010-05-16T16:00:00Z,4.2,25,3.3,3.7,5.9,396.08
2010-05-16T17:00:00Z,4,28,4.8,4.8,6.9,147.07
2010-05-16T18:00:00Z,3.3,24,5.4,6.2,7.5,117.83
2010-05-16T19:00:00Z,2.7,28,5,5.3,6.6,143.88
2010-05-16T20:00:00Z,2.1,30,4.6,5.4,6.6,61.82
2010-05-16T21:00:00Z,1.8,42,2.6,4,5.3,36.25
2010-05-16T22:00:00Z,1.1,21,1.8,4,5.6,17.35
2010-05-16T23:00:00Z,0.7,322,0.9,2.6,4,3.53
2010-05-17T00:00:00Z,0.7,0,0,1.6,2.4,0
2010-05-17T01:00:00Z,0.4,309,0.9,2.2,2.8,0
2010-05-17T02:00:00Z,-0.1,302,1.5,2.1,3,0
2010-05-17T03:00:00Z,-0.2,319,1.1,1.9,2.5,0
2010-05-17T04:00:00Z,0,307,0.3,0.8,1,1.17
