param,mean,sd,cv,sen,ela,cont100,quant
rho,188.06045343594465,35.41896556014377,0.18183944598908527,1,1,0.25082419564129443,0.16
temp_0,11.991387596899225,2.2792243397205567,0.19007177620627713,19.099875046654162,1.1583999999999999,0.5078985000650739,0.16
rho,196.57140593253175,42.371224981358985,0.2151317550754332,1,1,0.3687946083669988,0.5
temp_0,11.991387596899225,2.2792243397205567,0.19007177620627713,23.310792413607004,1.41,0.6312053916330012,0.5
rho,206.38286383035722,50.02809421287663,0.2541397647717664,1,1,0.4921014999349259,0.84
temp_0,11.991387596899225,2.2792243397205567,0.19007177620627713,27.36950069546812,1.67,0.7491758043587055,0.84
