STOD	TIMI	AR	MAN	DAGUR	KLST	T	D	F	FX	FG
4300	2018-01-01 01:00:00	2018	1	1	1	-5.3	0	0.0	0.0	0.0
4300	2018-01-01 02:00:00	2018	1	1	2	-4.8	0	0.0	0.0	0.0
4300	2018-01-01 03:00:00	2018	1	1	3	-6.4	0	0.0	0.0	0.0
4300	2018-01-01 04:00:00	2018	1	1	4	-9.0	0	0.0	0.0	0.0
4300	2018-01-01 05:00:00	2018	1	1	5	-6.3	0	0.0	0.0	0.0
4300	2018-01-01 06:00:00	2018	1	1	6	-5.0	0	0.0	0.0	0.0
4300	2018-01-01 07:00:00	2018	1	1	7	-5.5	0	0.0	0.0	0.0
4300	2018-01-01 08:00:00	2018	1	1	8	-4.9	0	0.0	0.0	0.0
4300	2018-01-01 09:00:00	2018	1	1	9	-4.2	0	0.0	0.0	0.0
4300	2018-01-01 10:00:00	2018	1	1	10	-4.0	0	0.0	0.0	0.0
4300	2018-01-01 11:00:00	2018	1	1	11	-1.0	41	0.7	0.7	1.1
4300	2018-01-01 12:00:00	2018	1	1	12	-0.6	38	8.8	9.4	11.6
4300	2018-01-01 13:00:00	2018	1	1	13	-0.2	48	10.1	10.4	13.1
4300	2018-01-01 14:00:00	2018	1	1	14	-0.5	48	10.2	10.2	13.2
4300	2018-01-01 15:00:00	2018	1	1	15	-1.0	51	10.6	12.4	15.6
4300	2018-01-01 16:00:00	2018	1	1	16	-1.0	53	11.2	11.5	16.0
4300	2018-01-01 17:00:00	2018	1	1	17	-1.2	57	10.5	11.0	14.0
4300	2018-01-01 18:00:00	2018	1	1	18	-1.3	58	11.6	12.7	15.7
4300	2018-01-01 19:00:00	2018	1	1	19	-1.2	60	10.4	10.9	14.1
4300	2018-01-01 20:00:00	2018	1	1	20	-1.4	70	10.6	11.4	14.8
4300	2018-01-01 21:00:00	2018	1	1	21	-1.7	69	13.4	13.7	17.7
4300	2018-01-01 22:00:00	2018	1	1	22	-1.5	75	7.8	13.5	17.0
4300	2018-01-01 23:00:00	2018	1	1	23	-1.5	78	7.1	8.6	11.8
4300	2018-01-02 00:00:00	2018	1	1	24	-1.3	82	6.3	9.2	12.7
4300	2018-01-02 01:00:00	2018	1	2	1	-1.5	87	2.6	5.8	8.9
4300	2018-01-02 02:00:00	2018	1	2	2	-1.7	81	5.4	7.0	9.5
4300	2018-01-02 03:00:00	2018	1	2	3	-2.4	73	4.6	5.5	7.4
4300	2018-01-02 04:00:00	2018	1	2	4	-2.3	71	7.7	7.7	9.8
4300	2018-01-02 05:00:00	2018	1	2	5	-2.5	90	7.8	7.8	9.9
4300	2018-01-02 06:00:00	2018	1	2	6	-2.9	196	2.3	7.8	9.7
4300	2018-01-02 07:00:00	2018	1	2	7	-2.8	93	7.2	7.3	10.7
4300	2018-01-02 08:00:00	2018	1	2	8	-3.5	83	5.0	8.2	11.1
4300	2018-01-02 09:00:00	2018	1	2	9	-3.7	90	5.4	5.6	7.4
4300	2018-01-02 10:00:00	2018	1	2	10	-3.5	83	7.0	7.7	9.6
4300	2018-01-02 11:00:00	2018	1	2	11	-3.6	87	8.8	8.8	10.9
4300	2018-01-02 12:00:00	2018	1	2	12	-3.8	77	6.8	8.8	10.7
4300	2018-01-02 13:00:00	2018	1	2	13	-3.9	71	5.7	6.5	8.9
4300	2018-01-02 14:00:00	2018	1	2	14	-3.9	81	4.1	5.8	7.7
4300	2018-01-02 15:00:00	2018	1	2	15	-4.0	64	2.7	3.2	5.4
4300	2018-01-02 16:00:00	2018	1	2	16	-3.7	79	6.5	6.5	9.0
4300	2018-01-02 17:00:00	2018	1	2	17	-4.0	58	4.0	6.6	8.7
4300	2018-01-02 18:00:00	2018	1	2	18	-3.8	79	2.5	3.4	5.0
4300	2018-01-02 19:00:00	2018	1	2	19	-3.7	59	3.9	3.9	5.6
4300	2018-01-02 20:00:00	2018	1	2	20	-3.8	60	3.3	4.0	6.1
4300	2018-01-02 21:00:00	2018	1	2	21	-3.6	64	3.8	3.8	5.2
4300	2018-01-02 22:00:00	2018	1	2	22	-3.5	55	2.2	3.2	4.7
4300	2018-01-02 23:00:00	2018	1	2	23	-3.3	54	2.3	2.6	3.4
4300	2018-01-03 00:00:00	2018	1	2	24	-3.2	89	1.9	2.7	4.2
4300	2018-01-03 01:00:00	2018	1	3	1	-3.7	80	2.2	2.6	5.2
4300	2018-01-03 02:00:00	2018	1	3	2	-3.0	68	2.8	3.8	5.0
4300	2018-01-03 03:00:00	2018	1	3	3	-3.1	48	4.6	5.1	7.1
4300	2018-01-03 04:00:00	2018	1	3	4	-2.9	59	3.8	4.4	5.3
4300	2018-01-03 05:00:00	2018	1	3	5	-3.5	39	5.4	5.4	7.6
4300	2018-01-03 06:00:00	2018	1	3	6	-4.7	40	4.9	6.1	7.2
4300	2018-01-03 07:00:00	2018	1	3	7	-3.7	61	5.3	6.7	7.9
4300	2018-01-03 08:00:00	2018	1	3	8	-2.8	60	6.0	6.8	8.5
4300	2018-01-03 09:00:00	2018	1	3	9	-3.2	58	5.5	6.5	8.2
4300	2018-01-03 10:00:00	2018	1	3	10	-5.4	74	5.1	5.9	7.3
4300	2018-01-03 11:00:00	2018	1	3	11	-5.9	221	1.1	4.4	5.0
4300	2018-01-03 12:00:00	2018	1	3	12	-7.0	274	1.4	2.0	3.0
4300	2018-01-03 13:00:00	2018	1	3	13	-6.6	129	0.6	1.8	2.3
4300	2018-01-03 14:00:00	2018	1	3	14	-8.0	102	2.1	2.1	2.9
4300	2018-01-03 15:00:00	2018	1	3	15	-7.2	245	0.0	1.1	2.2
4300	2018-01-03 16:00:00	2018	1	3	16	-7.2	57	0.1	2.9	4.0
4300	2018-01-03 17:00:00	2018	1	3	17	-8.0	113	1.4	1.5	2.1
4300	2018-01-03 18:00:00	2018	1	3	18	-8.4	83	1.5	1.5	3.8
4300	2018-01-03 19:00:00	2018	1	3	19	-9.1	113	0.0	1.3	2.2
4300	2018-01-03 20:00:00	2018	1	3	20	-11.4	139	0.1	1.3	2.5
4300	2018-01-03 21:00:00	2018	1	3	21	-9.1	64	1.8	2.2	3.2
4300	2018-01-03 22:00:00	2018	1	3	22	-8.2	93	1.9	2.1	3.0
4300	2018-01-03 23:00:00	2018	1	3	23	-7.8	85	3.5	3.5	5.1
4300	2018-01-04 00:00:00	2018	1	3	24	-7.9	68	2.7	3.7	4.6
4300	2018-01-04 01:00:00	2018	1	4	1	-6.8	63	2.9	3.8	5.0
4300	2018-01-04 02:00:00	2018	1	4	2	-5.7	67	1.2	3.7	5.7
4300	2018-01-04 03:00:00	2018	1	4	3	-5.6	79	0.6	1.6	3.2
4300	2018-01-04 04:00:00	2018	1	4	4	-7.0	110	4.2	4.5	5.3
4300	2018-01-04 05:00:00	2018	1	4	5	-8.4	99	3.0	5.3	6.4
4300	2018-01-04 06:00:00	2018	1	4	6	-7.5	115	2.8	3.6	3.9
4300	2018-01-04 07:00:00	2018	1	4	7	-7.1	97	1.1	2.5	3.9
4300	2018-01-04 08:00:00	2018	1	4	8	-8.8	120	0.3	1.0	1.6
4300	2018-01-04 09:00:00	2018	1	4	9	-9.5	169	0.7	1.7	2.4
4300	2018-01-04 10:00:00	2018	1	4	10	-10.7	314	1.1	1.1	2.2
4300	2018-01-04 11:00:00	2018	1	4	11	-9.0	316	2.4	2.4	3.0
4300	2018-01-04 12:00:00	2018	1	4	12	-12.0	179	0.0	2.2	2.7
4300	2018-01-04 13:00:00	2018	1	4	13	-10.3	336	0.1	1.0	2.0
4300	2018-01-04 14:00:00	2018	1	4	14	-13.8	359	0.8	0.9	2.6
4300	2018-01-04 15:00:00	2018	1	4	15	-14.2	72	0.2	1.5	3.0
4300	2018-01-04 16:00:00	2018	1	4	16	-12.1	347	0.1	1.2	1.8
4300	2018-01-04 17:00:00	2018	1	4	17	-14.8	296	0.9	1.2	2.3
4300	2018-01-04 18:00:00	2018	1	4	18	-14.3	211	0.9	1.5	3.2
4300	2018-01-04 19:00:00	2018	1	4	19	-16.4	329	0.1	0.3	0.7
4300	2018-01-04 20:00:00	2018	1	4	20	-17.4	155	0.6	0.9	2.4
4300	2018-01-04 21:00:00	2018	1	4	21	-17.2	212	0.1	1.7	2.6
4300	2018-01-04 22:00:00	2018	1	4	22	-15.5	23	0.3	0.4	0.8
4300	2018-01-04 23:00:00	2018	1	4	23	-11.8	292	0.0	0.5	0.9
4300	2018-01-05 00:00:00	2018	1	4	24	-12.3	207	0.2	0.2	0.6
4300	2018-01-05 01:00:00	2018	1	5	1	-11.3	189	0.6	0.6	0.8
4300	2018-01-05 02:00:00	2018	1	5	2	-9.4	176	0.6	0.8	1.0
4300	2018-01-05 03:00:00	2018	1	5	3	-8.4	0	0.0	0.6	1.1
4300	2018-01-05 04:00:00	2018	1	5	4	-9.2	349	0.0	0.5	0.9
4300	2018-01-05 05:00:00	2018	1	5	5	-8.4	180	0.4	0.4	0.7
4300	2018-01-05 06:00:00	2018	1	5	6	-8.3	206	0.2	0.4	0.9
4300	2018-01-05 07:00:00	2018	1	5	7	-7.2	228	0.8	0.9	1.5
4300	2018-01-05 08:00:00	2018	1	5	8	-7.4	243	1.0	1.1	1.6
4300	2018-01-05 09:00:00	2018	1	5	9	-7.4	62	2.0	2.0	2.5
4300	2018-01-05 10:00:00	2018	1	5	10	-8.5	153	0.3	1.6	2.3
4300	2018-01-05 11:00:00	2018	1	5	11	-9.1	251	0.6	0.6	1.1
4300	2018-01-05 12:00:00	2018	1	5	12	-6.6	130	0.8	0.8	1.7
4300	2018-01-05 13:00:00	2018	1	5	13	-8.0	192	0.8	1.4	2.5
4300	2018-01-05 14:00:00	2018	1	5	14	-8.1	194	0.7	0.7	1.8
4300	2018-01-05 15:00:00	2018	1	5	15	-8.8	181	2.1	2.1	2.8
4300	2018-01-05 16:00:00	2018	1	5	16	-10.0	165	0.4	1.7	2.2
4300	2018-01-05 17:00:00	2018	1	5	17	-9.5	210	1.2	2.6	3.3
4300	2018-01-05 18:00:00	2018	1	5	18	-10.9	183	1.4	1.8	2.7
4300	2018-01-05 19:00:00	2018	1	5	19	-10.0	58	1.0	1.0	1.6
4300	2018-01-05 20:00:00	2018	1	5	20	-11.4	221	1.8	1.8	2.7
4300	2018-01-05 21:00:00	2018	1	5	21	-14.6	161	0.7	2.5	3.2
4300	2018-01-05 22:00:00	2018	1	5	22	-12.7	215	1.0	1.1	2.0
4300	2018-01-05 23:00:00	2018	1	5	23	-13.0	68	0.8	0.8	1.5
4300	2018-01-06 00:00:00	2018	1	5	24	-10.8	82	2.5	2.5	3.0
4300	2018-01-06 01:00:00	2018	1	6	1	-7.9	154	2.2	2.8	4.2
4300	2018-01-06 02:00:00	2018	1	6	2	-4.5	181	9.5	10.2	12.4
4300	2018-01-06 03:00:00	2018	1	6	3	-3.9	174	6.5	10.2	12.0
4300	2018-01-06 04:00:00	2018	1	6	4	-3.3	170	7.0	9.1	12.0
4300	2018-01-06 05:00:00	2018	1	6	5	-2.2	168	7.5	8.4	12.9
4300	2018-01-06 06:00:00	2018	1	6	6	-2.6	203	3.8	9.6	12.3
4300	2018-01-06 07:00:00	2018	1	6	7	-1.4	192	7.1	9.0	12.1
4300	2018-01-06 08:00:00	2018	1	6	8	-1.5	217	5.6	5.6	9.9
4300	2018-01-06 09:00:00	2018	1	6	9	-1.2	200	18.7	18.7	24.2
4300	2018-01-06 10:00:00	2018	1	6	10	-1.1	196	18.2	22.0	27.0
4300	2018-01-06 11:00:00	2018	1	6	11	-1.4	197	12.2	17.7	20.8
4300	2018-01-06 12:00:00	2018	1	6	12	-1.4	258	4.4	10.4	12.8
4300	2018-01-06 13:00:00	2018	1	6	13	-2.1	281	6.8	6.8	8.6
4300	2018-01-06 14:00:00	2018	1	6	14	-2.4	318	3.8	5.8	10.1
4300	2018-01-06 15:00:00	2018	1	6	15	-4.2	2	7.3	11.2	15.0
4300	2018-01-06 16:00:00	2018	1	6	16	-5.8	6	6.7	10.1	13.1
4300	2018-01-06 17:00:00	2018	1	6	17	-5.9	8	6.7	6.7	8.4
4300	2018-01-06 18:00:00	2018	1	6	18	-6.2	9	3.2	6.0	7.8
4300	2018-01-06 19:00:00	2018	1	6	19	-6.5	2	2.6	5.7	7.2
4300	2018-01-06 20:00:00	2018	1	6	20	-6.4	320	0.8	3.4	5.4
4300	2018-01-06 21:00:00	2018	1	6	21	-6.4	36	2.2	2.9	6.0
4300	2018-01-06 22:00:00	2018	1	6	22	-6.9	31	3.8	4.3	5.3
4300	2018-01-06 23:00:00	2018	1	6	23	-7.1	38	3.9	3.9	5.1
4300	2018-01-07 00:00:00	2018	1	6	24	-7.2	44	4.0	4.9	6.3
4300	2018-01-07 01:00:00	2018	1	7	1	-7.1	49	4.9	5.1	7.1
4300	2018-01-07 02:00:00	2018	1	7	2	-7.0	74	4.7	4.7	6.5
4300	2018-01-07 03:00:00	2018	1	7	3	-7.2	71	5.8	5.8	7.1
4300	2018-01-07 04:00:00	2018	1	7	4	-7.6	75	5.2	5.6	7.4
4300	2018-01-07 05:00:00	2018	1	7	5	-7.7	79	5.6	6.2	7.4
4300	2018-01-07 06:00:00	2018	1	7	6	-7.2	80	7.0	7.0	8.7
4300	2018-01-07 07:00:00	2018	1	7	7	-6.6	96	7.7	7.9	11.5
4300	2018-01-07 08:00:00	2018	1	7	8	-6.6	90	9.1	9.1	11.3
4300	2018-01-07 09:00:00	2018	1	7	9	-5.9	86	9.1	9.9	12.7
4300	2018-01-07 10:00:00	2018	1	7	10	-5.8	91	10.5	10.6	13.6
4300	2018-01-07 11:00:00	2018	1	7	11	-5.2	103	9.0	9.7	14.0
4300	2018-01-07 12:00:00	2018	1	7	12	-5.3	103	13.7	14.0	18.0
4300	2018-01-07 13:00:00	2018	1	7	13	-3.9	109	12.2	13.4	16.9
4300	2018-01-07 14:00:00	2018	1	7	14	-2.3	103	8.6	11.9	14.9
4300	2018-01-07 15:00:00	2018	1	7	15	-2.1	122	8.4	9.4	12.6
4300	2018-01-07 16:00:00	2018	1	7	16	-2.4	86	7.3	8.2	11.0
4300	2018-01-07 17:00:00	2018	1	7	17	-0.8	86	6.6	9.4	11.9
4300	2018-01-07 18:00:00	2018	1	7	18	0.8	120	6.7	7.9	13.4
4300	2018-01-07 19:00:00	2018	1	7	19	1.7	111	8.4	8.4	12.4
4300	2018-01-07 20:00:00	2018	1	7	20	2.8	113	6.4	7.3	10.8
4300	2018-01-07 21:00:00	2018	1	7	21	2.3	117	13.6	13.7	18.5
4300	2018-01-07 22:00:00	2018	1	7	22	2.8	113	11.9	14.0	18.4
4300	2018-01-07 23:00:00	2018	1	7	23	3.5	115	10.1	11.7	17.0
4300	2018-01-08 00:00:00	2018	1	7	24	4.1	111	10.5	11.5	16.2
4300	2018-01-08 01:00:00	2018	1	8	1	4.9	90	7.9	10.1	13.8
4300	2018-01-08 02:00:00	2018	1	8	2	5.1	165	6.3	9.2	13.1
4300	2018-01-08 03:00:00	2018	1	8	3	3.5	186	13.9	13.9	17.7
4300	2018-01-08 04:00:00	2018	1	8	4	2.4	183	12.8	14.5	17.1
4300	2018-01-08 05:00:00	2018	1	8	5	2.3	185	11.4	12.2	14.5
4300	2018-01-08 06:00:00	2018	1	8	6	2.0	184	7.9	12.7	15.2
4300	2018-01-08 07:00:00	2018	1	8	7	1.7	174	3.2	7.6	9.1
4300	2018-01-08 08:00:00	2018	1	8	8	1.9	179	7.4	7.4	9.2
4300	2018-01-08 09:00:00	2018	1	8	9	1.7	179	7.2	8.4	9.7
4300	2018-01-08 10:00:00	2018	1	8	10	1.0	182	5.1	6.2	7.7
4300	2018-01-08 11:00:00	2018	1	8	11	1.0	184	7.3	8.3	9.9
4300	2018-01-08 12:00:00	2018	1	8	12	1.2	189	6.3	9.4	11.3
4300	2018-01-08 13:00:00	2018	1	8	13	1.1	193	6.1	6.6	8.1
4300	2018-01-08 14:00:00	2018	1	8	14	0.6	178	7.0	7.0	8.8
4300	2018-01-08 15:00:00	2018	1	8	15	0.2	176	4.5	8.5	9.9
4300	2018-01-08 16:00:00	2018	1	8	16	-0.6	165	3.8	5.0	6.0
4300	2018-01-08 17:00:00	2018	1	8	17	-0.9	87	3.3	3.8	4.7
4300	2018-01-08 18:00:00	2018	1	8	18	-0.2	104	3.1	4.5	6.0
4300	2018-01-08 19:00:00	2018	1	8	19	0.0	71	3.1	3.3	4.7
4300	2018-01-08 20:00:00	2018	1	8	20	-0.3	104	4.0	4.0	4.9
4300	2018-01-08 21:00:00	2018	1	8	21	-0.2	135	2.4	3.3	4.1
4300	2018-01-08 22:00:00	2018	1	8	22	-0.2	84	3.3	3.3	4.1
4300	2018-01-08 23:00:00	2018	1	8	23	0.7	81	4.9	5.0	6.6
4300	2018-01-09 00:00:00	2018	1	8	24	2.4	90	5.5	5.6	9.3
4300	2018-01-09 01:00:00	2018	1	9	1	3.0	94	6.4	8.2	10.6
4300	2018-01-09 02:00:00	2018	1	9	2	3.8	121	13.1	13.1	17.5
4300	2018-01-09 03:00:00	2018	1	9	3	3.2	123	9.2	13.1	17.7
4300	2018-01-09 04:00:00	2018	1	9	4	4.4	140	10.9	12.0	16.4
4300	2018-01-09 05:00:00	2018	1	9	5	3.6	111	8.1	10.1	14.1
4300	2018-01-09 06:00:00	2018	1	9	6	3.3	125	8.6	8.7	13.0
4300	2018-01-09 07:00:00	2018	1	9	7	3.6	116	10.6	10.6	15.9
4300	2018-01-09 08:00:00	2018	1	9	8	3.4	99	12.2	12.2	15.9
4300	2018-01-09 09:00:00	2018	1	9	9	3.0	85	8.3	11.4	14.8
4300	2018-01-09 10:00:00	2018	1	9	10	4.3	108	6.4	9.8	12.1
4300	2018-01-09 11:00:00	2018	1	9	11	4.6	138	11.6	12.4	17.0
4300	2018-01-09 12:00:00	2018	1	9	12	4.4	137	13.4	14.5	19.8
4300	2018-01-09 13:00:00	2018	1	9	13	5.3	136	16.2	16.2	20.5
4300	2018-01-09 14:00:00	2018	1	9	14	5.0	136	15.8	17.2	21.9
4300	2018-01-09 15:00:00	2018	1	9	15	4.6	126	16.8	17.9	23.5
4300	2018-01-09 16:00:00	2018	1	9	16	5.7	144	13.3	15.2	20.4
4300	2018-01-09 17:00:00	2018	1	9	17	4.3	118	12.4	12.4	17.5
4300	2018-01-09 18:00:00	2018	1	9	18	4.9	122	15.3	15.3	20.7
4300	2018-01-09 19:00:00	2018	1	9	19	4.0	102	10.8	14.3	19.3
4300	2018-01-09 20:00:00	2018	1	9	20	4.5	113	12.3	12.7	17.7
4300	2018-01-09 21:00:00	2018	1	9	21	4.3	114	13.6	14.8	20.1
4300	2018-01-09 22:00:00	2018	1	9	22	3.9	105	14.8	14.8	19.6
4300	2018-01-09 23:00:00	2018	1	9	23	4.1	114	16.5	16.5	22.2
4300	2018-01-10 00:00:00	2018	1	9	24	4.4	102	15.4	15.4	20.8
4300	2018-01-10 01:00:00	2018	1	10	1	4.2	103	12.9	12.9	18.2
4300	2018-01-10 02:00:00	2018	1	10	2	4.5	107	14.7	14.8	21.3
4300	2018-01-10 03:00:00	2018	1	10	3	4.0	115	11.9	13.0	18.0
4300	2018-01-10 04:00:00	2018	1	10	4	4.2	108	12.3	12.7	18.1
4300	2018-01-10 05:00:00	2018	1	10	5	4.3	109	8.9	13.8	19.1
4300	2018-01-10 06:00:00	2018	1	10	6	4.1	119	9.6	9.7	15.2
4300	2018-01-10 07:00:00	2018	1	10	7	3.9	111	11.6	11.6	14.5
4300	2018-01-10 08:00:00	2018	1	10	8	3.6	103	10.5	12.2	15.4
4300	2018-01-10 09:00:00	2018	1	10	9	3.3	115	9.5	10.0	13.2
4300	2018-01-10 10:00:00	2018	1	10	10	2.1	172	8.0	10.8	15.2
4300	2018-01-10 11:00:00	2018	1	10	11	1.7	135	4.1	6.1	7.2
4300	2018-01-10 12:00:00	2018	1	10	12	2.2	97	4.2	4.2	5.0
4300	2018-01-10 13:00:00	2018	1	10	13	1.7	163	3.5	4.1	5.5
4300	2018-01-10 14:00:00	2018	1	10	14	2.4	190	0.4	3.4	4.1
4300	2018-01-10 15:00:00	2018	1	10	15	1.6	192	4.9	4.9	6.2
4300	2018-01-10 16:00:00	2018	1	10	16	1.2	227	3.1	4.7	6.2
4300	2018-01-10 17:00:00	2018	1	10	17	0.4	231	3.3	4.8	5.7
4300	2018-01-10 18:00:00	2018	1	10	18	0.2	207	1.5	2.3	3.0
4300	2018-01-10 19:00:00	2018	1	10	19	0.1	218	2.2	2.6	3.1
4300	2018-01-10 20:00:00	2018	1	10	20	0.0	16	0.0	1.9	2.3
4300	2018-01-10 21:00:00	2018	1	10	21	0.3	150	2.6	2.6	3.9
4300	2018-01-10 22:00:00	2018	1	10	22	0.3	188	5.9	5.9	7.7
4300	2018-01-10 23:00:00	2018	1	10	23	0.3	183	8.6	8.9	10.8
4300	2018-01-11 00:00:00	2018	1	10	24	0.1	193	8.2	8.8	10.5
4300	2018-01-11 01:00:00	2018	1	11	1	0.4	189	9.5	9.5	11.0
4300	2018-01-11 02:00:00	2018	1	11	2	-0.3	182	8.3	8.7	10.8
4300	2018-01-11 03:00:00	2018	1	11	3	-0.3	174	7.7	9.2	10.6
4300	2018-01-11 04:00:00	2018	1	11	4	-0.4	179	5.8	8.5	9.8
4300	2018-01-11 05:00:00	2018	1	11	5	0.6	156	4.0	5.8	7.7
4300	2018-01-11 06:00:00	2018	1	11	6	0.4	167	4.3	6.1	7.3
4300	2018-01-11 07:00:00	2018	1	11	7	-0.5	174	3.9	4.6	5.8
4300	2018-01-11 08:00:00	2018	1	11	8	-0.8	181	3.7	3.7	4.6
4300	2018-01-11 09:00:00	2018	1	11	9	-1.6	150	1.4	4.1	4.8
4300	2018-01-11 10:00:00	2018	1	11	10	-3.1	108	2.2	2.6	3.8
4300	2018-01-11 11:00:00	2018	1	11	11	-3.4	92	4.6	4.6	6.5
4300	2018-01-11 12:00:00	2018	1	11	12	-3.0	67	2.5	3.4	4.6
4300	2018-01-11 13:00:00	2018	1	11	13	-2.1	98	4.6	5.2	6.3
4300	2018-01-11 14:00:00	2018	1	11	14	-1.9	83	5.3	5.7	7.3
4300	2018-01-11 15:00:00	2018	1	11	15	1.1	109	5.9	6.4	9.5
4300	2018-01-11 16:00:00	2018	1	11	16	2.7	108	5.8	7.8	12.2
4300	2018-01-11 17:00:00	2018	1	11	17	3.2	149	9.6	9.6	14.5
4300	2018-01-11 18:00:00	2018	1	11	18	2.6	111	6.1	11.0	14.1
4300	2018-01-11 19:00:00	2018	1	11	19	3.7	162	9.7	13.1	17.7
4300	2018-01-11 20:00:00	2018	1	11	20	4.0	127	10.4	13.8	17.7
4300	2018-01-11 21:00:00	2018	1	11	21	4.5	139	4.3	8.2	13.2
4300	2018-01-11 22:00:00	2018	1	11	22	4.4	132	12.5	13.4	21.2
4300	2018-01-11 23:00:00	2018	1	11	23	5.7	151	20.6	20.6	27.7
4300	2018-01-12 00:00:00	2018	1	11	24	4.9	147	19.3	20.8	28.1
4300	2018-01-12 01:00:00	2018	1	12	1	5.2	157	17.8	17.8	24.4
4300	2018-01-12 02:00:00	2018	1	12	2	5.1	150	17.3	17.9	24.8
4300	2018-01-12 03:00:00	2018	1	12	3	5.6	151	13.1	17.5	22.3
4300	2018-01-12 04:00:00	2018	1	12	4	6.4	161	13.1	13.3	19.2
4300	2018-01-12 05:00:00	2018	1	12	5	6.4	154	17.5	18.5	24.8
4300	2018-01-12 06:00:00	2018	1	12	6	6.1	145	13.7	17.8	23.5
4300	2018-01-12 07:00:00	2018	1	12	7	5.9	142	12.0	12.9	16.7
4300	2018-01-12 08:00:00	2018	1	12	8	6.7	149	9.8	10.8	14.2
4300	2018-01-12 09:00:00	2018	1	12	9	5.4	160	6.6	12.3	16.7
4300	2018-01-12 10:00:00	2018	1	12	10	6.7	151	14.7	14.7	20.2
4300	2018-01-12 11:00:00	2018	1	12	11	6.5	156	17.4	17.4	23.4
4300	2018-01-12 12:00:00	2018	1	12	12	6.8	149	19.7	19.7	25.5
4300	2018-01-12 13:00:00	2018	1	12	13	6.4	149	17.9	19.6	25.5
4300	2018-01-12 14:00:00	2018	1	12	14	7.2	145	18.2	18.7	25.6
4300	2018-01-12 15:00:00	2018	1	12	15	4.4	161	13.5	19.6	24.9
4300	2018-01-12 16:00:00	2018	1	12	16	2.5	177	5.1	10.4	13.9
4300	2018-01-12 17:00:00	2018	1	12	17	2.8	160	3.9	5.1	5.8
4300	2018-01-12 18:00:00	2018	1	12	18	2.5	91	2.4	2.8	3.8
4300	2018-01-12 19:00:00	2018	1	12	19	2.7	253	0.5	1.9	2.5
4300	2018-01-12 20:00:00	2018	1	12	20	2.0	143	2.6	3.1	4.1
4300	2018-01-12 21:00:00	2018	1	12	21	2.1	151	4.3	5.5	6.6
4300	2018-01-12 22:00:00	2018	1	12	22	2.4	157	5.2	5.7	6.8
4300	2018-01-12 23:00:00	2018	1	12	23	2.2	162	4.0	4.0	5.9
4300	2018-01-13 00:00:00	2018	1	12	24	1.6	168	5.8	6.8	8.2
4300	2018-01-13 01:00:00	2018	1	13	1	1.6	168	7.7	7.7	8.9
4300	2018-01-13 02:00:00	2018	1	13	2	1.4	166	6.9	7.8	9.1
4300	2018-01-13 03:00:00	2018	1	13	3	0.4	192	7.4	8.7	10.0
4300	2018-01-13 04:00:00	2018	1	13	4	0.2	187	6.1	7.7	8.9
4300	2018-01-13 05:00:00	2018	1	13	5	0.6	198	10.2	10.2	13.7
4300	2018-01-13 06:00:00	2018	1	13	6	0.0	196	2.4	11.0	14.8
4300	2018-01-13 07:00:00	2018	1	13	7	-0.6	198	1.9	8.1	10.7
4300	2018-01-13 08:00:00	2018	1	13	8	-0.6	182	4.5	9.3	10.5
4300	2018-01-13 09:00:00	2018	1	13	9	0.6	191	8.7	9.0	11.4
4300	2018-01-13 10:00:00	2018	1	13	10	0.7	177	8.0	10.5	13.9
4300	2018-01-13 11:00:00	2018	1	13	11	0.4	167	3.3	5.3	6.6
4300	2018-01-13 12:00:00	2018	1	13	12	1.4	191	13.6	13.6	17.7
4300	2018-01-13 13:00:00	2018	1	13	13	1.2	172	4.6	15.0	17.9
4300	2018-01-13 14:00:00	2018	1	13	14	0.8	170	3.7	9.4	13.2
4300	2018-01-13 15:00:00	2018	1	13	15	0.8	176	7.9	8.6	10.3
4300	2018-01-13 16:00:00	2018	1	13	16	1.0	171	6.5	8.2	11.9
4300	2018-01-13 17:00:00	2018	1	13	17	1.7	176	10.6	12.6	16.0
4300	2018-01-13 18:00:00	2018	1	13	18	1.0	160	8.7	10.2	14.6
4300	2018-01-13 19:00:00	2018	1	13	19	0.9	165	7.2	8.8	11.2
4300	2018-01-13 20:00:00	2018	1	13	20	-0.2	159	4.4	6.7	9.2
4300	2018-01-13 21:00:00	2018	1	13	21	0.0	135	1.1	4.0	5.7
4300	2018-01-13 22:00:00	2018	1	13	22	2.6	142	5.4	5.4	8.7
4300	2018-01-13 23:00:00	2018	1	13	23	2.2	112	6.7	7.3	10.8
4300	2018-01-14 00:00:00	2018	1	13	24	3.2	142	10.0	10.0	12.9
4300	2018-01-14 01:00:00	2018	1	14	1	3.2	129	9.1	9.5	13.7
4300	2018-01-14 02:00:00	2018	1	14	2	3.1	132	12.3	12.3	16.8
4300	2018-01-14 03:00:00	2018	1	14	3	3.3	138	12.8	13.8	20.5
4300	2018-01-14 04:00:00	2018	1	14	4	3.6	137	10.4	14.7	21.0
4300	2018-01-14 05:00:00	2018	1	14	5	3.8	131	7.7	10.7	15.4
4300	2018-01-14 06:00:00	2018	1	14	6	2.2	168	12.7	12.7	19.1
4300	2018-01-14 07:00:00	2018	1	14	7	-0.4	176	23.4	23.4	30.2
4300	2018-01-14 08:00:00	2018	1	14	8	-1.8	201	22.3	27.2	32.9
