STOD	TIMI	AR	MAN	DAGUR	KLST	T	D	F	FX	FG
4300	2018-03-07 16:00:00	2018	3	7	16	-5.6	172	0.4	1.6	2.4
4300	2018-03-07 17:00:00	2018	3	7	17	-6.2	336	2.5	3.5	4.6
4300	2018-03-07 18:00:00	2018	3	7	18	-6.2	318	4.4	4.4	5.7
4300	2018-03-07 19:00:00	2018	3	7	19	-5.8	318	3.7	4.0	5.4
4300	2018-03-07 20:00:00	2018	3	7	20	-5.2	7	3.2	3.3	5.6
4300	2018-03-07 21:00:00	2018	3	7	21	-6.7	313	1.9	4.6	7.4
4300	2018-03-07 22:00:00	2018	3	7	22	-8.6	326	3.7	3.7	5.1
4300	2018-03-07 23:00:00	2018	3	7	23	-9.3	56	2.6	5.5	6.7
4300	2018-03-08 00:00:00	2018	3	7	24	-10.4	314	3.7	4.5	5.4
4300	2018-03-08 01:00:00	2018	3	8	1	-9.9	333	3.6	4.5	5.7
4300	2018-03-08 02:00:00	2018	3	8	2	-8.6	280	1.4	1.8	3.3
4300	2018-03-08 03:00:00	2018	3	8	3	-9.0	32	1.7	2.8	3.8
4300	2018-03-08 04:00:00	2018	3	8	4	-10.4	202	1.4	2.4	3.6
4300	2018-03-08 05:00:00	2018	3	8	5	-9.6	331	2.5	2.5	4.0
4300	2018-03-08 06:00:00	2018	3	8	6	-10.4	1	0.5	3.4	4.3
4300	2018-03-08 07:00:00	2018	3	8	7	-12.6	236	0.7	1.8	3.0
4300	2018-03-08 08:00:00	2018	3	8	8	-11.4	196	1.9	2.6	3.0
4300	2018-03-08 09:00:00	2018	3	8	9	-10.1	141	0.9	1.5	1.9
4300	2018-03-08 10:00:00	2018	3	8	10	-8.1	167	0.7	1.5	2.1
4300	2018-03-08 11:00:00	2018	3	8	11	-7.5	229	0.1	0.8	1.6
4300	2018-03-08 12:00:00	2018	3	8	12	-6.6	167	1.0	1.1	1.7
4300	2018-03-08 13:00:00	2018	3	8	13	-5.3	126	1.7	1.7	3.0
4300	2018-03-08 14:00:00	2018	3	8	14	-5.0	32	1.2	1.2	2.3
4300	2018-03-08 15:00:00	2018	3	8	15	-3.2	33	4.3	4.8	7.5
4300	2018-03-08 16:00:00	2018	3	8	16	-2.8	27	7.7	8.4	11.6
4300	2018-03-08 17:00:00	2018	3	8	17	-3.2	30	5.8	7.8	10.6
4300	2018-03-08 18:00:00	2018	3	8	18	-3.3	27	5.6	5.6	8.0
4300	2018-03-08 19:00:00	2018	3	8	19	-4.1	1	4.2	5.4	6.8
4300	2018-03-08 20:00:00	2018	3	8	20	-3.6	34	6.7	7.1	9.9
4300	2018-03-08 21:00:00	2018	3	8	21	-4.5	313	3.3	5.7	8.3
4300	2018-03-08 22:00:00	2018	3	8	22	-4.3	6	2.7	3.9	8.2
4300	2018-03-08 23:00:00	2018	3	8	23	-6.6	11	4.9	5.9	7.5
4300	2018-03-09 00:00:00	2018	3	8	24	-5.3	6	3.5	5.3	7.2
4300	2018-03-09 01:00:00	2018	3	9	1	-7.2	2	2.9	4.5	5.6
4300	2018-03-09 02:00:00	2018	3	9	2	-7.6	349	2.1	3.3	4.4
4300	2018-03-09 03:00:00	2018	3	9	3	-7.1	17	5.5	5.5	6.5
4300	2018-03-09 04:00:00	2018	3	9	4	-8.6	14	2.8	6.0	7.1
4300	2018-03-09 05:00:00	2018	3	9	5	-8.7	201	1.2	3.0	5.0
4300	2018-03-09 06:00:00	2018	3	9	6	-9.2	282	1.1	2.1	3.4
4300	2018-03-09 07:00:00	2018	3	9	7	-13.1	178	0.9	2.1	3.3
4300	2018-03-09 08:00:00	2018	3	9	8	-13.2	154	1.3	2.3	3.1
4300	2018-03-09 09:00:00	2018	3	9	9	-13.0	95	0.3	1.3	2.1
4300	2018-03-09 10:00:00	2018	3	9	10	-13.5	138	0.2	1.5	2.0
4300	2018-03-09 11:00:00	2018	3	9	11	-10.1	83	0.4	0.8	1.4
4300	2018-03-09 12:00:00	2018	3	9	12	-8.0	72	0.2	0.7	1.2
4300	2018-03-09 13:00:00	2018	3	9	13	-5.8	135	0.1	0.5	1.0
4300	2018-03-09 14:00:00	2018	3	9	14	-5.1	6	0.0	0.8	1.5
4300	2018-03-09 15:00:00	2018	3	9	15	-6.4	193	0.5	0.5	0.8
4300	2018-03-09 16:00:00	2018	3	9	16	-6.9	196	0.8	1.2	1.9
4300	2018-03-09 17:00:00	2018	3	9	17	-7.8	179	1.0	2.4	3.1
4300	2018-03-09 18:00:00	2018	3	9	18	-7.8	193	2.2	2.4	2.9
4300	2018-03-09 19:00:00	2018	3	9	19	-7.9	172	0.4	2.2	3.0
4300	2018-03-09 20:00:00	2018	3	9	20	-7.7	47	0.2	0.8	1.5
4300	2018-03-09 21:00:00	2018	3	9	21	-7.7	14	1.4	1.4	2.5
4300	2018-03-09 22:00:00	2018	3	9	22	-8.4	181	1.8	1.8	2.6
4300	2018-03-09 23:00:00	2018	3	9	23	-8.4	191	0.2	2.5	3.1
4300	2018-03-10 00:00:00	2018	3	9	24	-8.5	268	0.1	0.4	0.9
4300	2018-03-10 01:00:00	2018	3	10	1	-8.1	358	0.7	0.7	1.6
4300	2018-03-10 02:00:00	2018	3	10	2	-7.9	182	0.5	0.6	3.0
4300	2018-03-10 03:00:00	2018	3	10	3	-8.0	233	0.0	0.3	2.1
4300	2018-03-10 04:00:00	2018	3	10	4	-8.0	0	0.0	0.3	1.1
4300	2018-03-10 05:00:00	2018	3	10	5	-8.9	212	1.7	1.7	2.1
4300	2018-03-10 06:00:00	2018	3	10	6	-10.7	19	0.5	1.6	2.8
4300	2018-03-10 07:00:00	2018	3	10	7	-11.9	127	0.8	1.0	1.6
4300	2018-03-10 08:00:00	2018	3	10	8	-13.6	189	0.4	0.8	1.6
4300	2018-03-10 09:00:00	2018	3	10	9	-14.1	210	1.4	1.4	2.3
4300	2018-03-10 10:00:00	2018	3	10	10	-12.3	177	0.1	2.0	3.1
4300	2018-03-10 11:00:00	2018	3	10	11	-11.6	217	0.3	1.8	2.6
4300	2018-03-10 12:00:00	2018	3	10	12	-10.8	211	2.1	2.1	2.6
4300	2018-03-10 13:00:00	2018	3	10	13	-8.4	235	0.3	1.1	1.7
4300	2018-03-10 14:00:00	2018	3	10	14	-7.6	259	0.4	0.8	1.2
4300	2018-03-10 15:00:00	2018	3	10	15	-8.1	187	1.3	1.3	1.9
4300	2018-03-10 16:00:00	2018	3	10	16	-7.3	171	0.7	1.6	2.1
4300	2018-03-10 17:00:00	2018	3	10	17	-5.9	216	0.2	1.1	1.7
4300	2018-03-10 18:00:00	2018	3	10	18	-6.6	199	3.1	3.1	4.2
4300	2018-03-10 19:00:00	2018	3	10	19	-6.6	200	2.6	2.8	4.0
4300	2018-03-10 20:00:00	2018	3	10	20	-6.7	233	1.0	2.7	3.3
4300	2018-03-10 21:00:00	2018	3	10	21	-6.9	205	0.1	0.9	1.3
4300	2018-03-10 22:00:00	2018	3	10	22	-6.9	223	0.2	0.7	1.3
4300	2018-03-10 23:00:00	2018	3	10	23	-6.4	205	1.2	2.3	3.2
4300	2018-03-11 00:00:00	2018	3	10	24	-5.9	178	1.8	2.8	3.3
4300	2018-03-11 01:00:00	2018	3	11	1	-6.3	214	1.1	2.9	3.1
4300	2018-03-11 02:00:00	2018	3	11	2	-11.0	280	0.7	0.7	2.2
4300	2018-03-11 03:00:00	2018	3	11	3	-9.1	46	0.4	2.2	3.1
4300	2018-03-11 04:00:00	2018	3	11	4	-6.7	142	0.3	0.8	1.1
4300	2018-03-11 05:00:00	2018	3	11	5	-5.1	79	0.9	0.9	1.5
4300	2018-03-11 06:00:00	2018	3	11	6	-4.6	130	1.0	2.3	2.9
4300	2018-03-11 07:00:00	2018	3	11	7	-4.9	89	2.1	3.0	3.7
4300	2018-03-11 08:00:00	2018	3	11	8	-8.7	324	3.3	3.3	4.0
4300	2018-03-11 09:00:00	2018	3	11	9	-10.5	331	1.0	2.9	3.8
4300	2018-03-11 10:00:00	2018	3	11	10	-9.1	198	0.7	2.5	3.5
4300	2018-03-11 11:00:00	2018	3	11	11	-8.0	312	1.2	2.5	3.2
4300	2018-03-11 12:00:00	2018	3	11	12	-4.4	0	0.0	0.5	1.6
4300	2018-03-11 13:00:00	2018	3	11	13	-7.8	143	0.1	1.0	1.7
4300	2018-03-11 14:00:00	2018	3	11	14	-3.5	0	0.0	0.6	1.1
4300	2018-03-11 15:00:00	2018	3	11	15	-4.2	312	0.0	0.4	0.8
4300	2018-03-11 16:00:00	2018	3	11	16	-5.2	246	0.4	0.7	1.2
4300	2018-03-11 17:00:00	2018	3	11	17	-5.5	175	1.7	2.3	3.8
4300	2018-03-11 18:00:00	2018	3	11	18	-4.6	179	1.1	2.3	2.9
4300	2018-03-11 19:00:00	2018	3	11	19	-2.1	74	1.8	2.5	5.2
4300	2018-03-11 20:00:00	2018	3	11	20	-3.6	70	2.7	4.1	5.9
4300	2018-03-11 21:00:00	2018	3	11	21	-4.4	46	3.4	3.4	4.1
4300	2018-03-11 22:00:00	2018	3	11	22	-7.6	251	0.9	3.4	4.4
4300	2018-03-11 23:00:00	2018	3	11	23	-6.0	38	2.6	2.7	4.6
4300	2018-03-12 00:00:00	2018	3	11	24	-8.3	101	1.8	3.9	4.9
4300	2018-03-12 01:00:00	2018	3	12	1	-8.0	57	1.2	1.2	2.5
4300	2018-03-12 02:00:00	2018	3	12	2	-13.3	191	1.4	1.4	2.8
4300	2018-03-12 03:00:00	2018	3	12	3	-8.9	205	2.0	3.2	3.9
4300	2018-03-12 04:00:00	2018	3	12	4	-8.1	238	1.6	2.4	3.3
4300	2018-03-12 05:00:00	2018	3	12	5	-8.1	218	0.5	1.5	2.9
4300	2018-03-12 06:00:00	2018	3	12	6	-9.8	47	0.5	2.0	4.3
4300	2018-03-12 07:00:00	2018	3	12	7	-10.6	2	0.5	1.0	2.2
4300	2018-03-12 08:00:00	2018	3	12	8	-11.5	230	0.1	0.9	2.0
4300	2018-03-12 09:00:00	2018	3	12	9	-10.9	252	0.5	1.5	2.4
4300	2018-03-12 10:00:00	2018	3	12	10	-10.9	317	0.6	1.4	1.9
4300	2018-03-12 11:00:00	2018	3	12	11	-9.3	156	0.3	1.1	2.3
4300	2018-03-12 12:00:00	2018	3	12	12	-9.5	228	0.9	0.9	2.5
4300	2018-03-12 13:00:00	2018	3	12	13	-5.9	302	1.8	2.3	2.7
4300	2018-03-12 14:00:00	2018	3	12	14	-4.3	131	0.3	1.0	2.6
4300	2018-03-12 15:00:00	2018	3	12	15	-3.8	152	1.5	1.5	3.2
4300	2018-03-12 16:00:00	2018	3	12	16	-3.4	107	2.1	4.3	5.9
4300	2018-03-12 17:00:00	2018	3	12	17	-3.7	81	2.3	2.3	3.5
4300	2018-03-12 18:00:00	2018	3	12	18	-3.3	72	3.5	4.1	5.2
4300	2018-03-12 19:00:00	2018	3	12	19	-3.7	75	2.5	3.5	4.7
4300	2018-03-12 20:00:00	2018	3	12	20	-2.8	84	5.5	5.5	7.7
4300	2018-03-12 21:00:00	2018	3	12	21	-3.7	81	4.3	5.4	7.1
4300	2018-03-12 22:00:00	2018	3	12	22	-4.3	82	5.5	5.9	7.6
4300	2018-03-12 23:00:00	2018	3	12	23	-4.5	75	5.1	5.5	6.7
4300	2018-03-13 00:00:00	2018	3	12	24	-5.4	81	5.7	6.2	7.5
4300	2018-03-13 01:00:00	2018	3	13	1	-6.2	81	4.6	6.1	6.9
4300	2018-03-13 02:00:00	2018	3	13	2	-6.5	78	7.4	7.4	9.1
4300	2018-03-13 03:00:00	2018	3	13	3	-6.8	74	6.5	8.0	9.6
4300	2018-03-13 04:00:00	2018	3	13	4	-7.2	84	4.3	7.1	8.6
4300	2018-03-13 05:00:00	2018	3	13	5	-5.9	83	7.1	7.1	9.5
4300	2018-03-13 06:00:00	2018	3	13	6	-5.3	84	8.3	9.2	11.1
4300	2018-03-13 07:00:00	2018	3	13	7	-7.8	62	4.1	7.4	9.3
4300	2018-03-13 08:00:00	2018	3	13	8	-6.9	92	2.7	3.2	4.3
4300	2018-03-13 09:00:00	2018	3	13	9	-5.5	354	1.6	1.9	2.4
4300	2018-03-13 10:00:00	2018	3	13	10	-4.6	32	1.9	2.2	3.0
4300	2018-03-13 11:00:00	2018	3	13	11	-2.9	18	0.6	2.9	3.6
4300	2018-03-13 12:00:00	2018	3	13	12	-2.4	76	2.7	2.7	3.8
4300	2018-03-13 13:00:00	2018	3	13	13	-1.9	64	2.3	2.8	3.9
4300	2018-03-13 14:00:00	2018	3	13	14	-1.5	78	2.5	3.3	4.3
4300	2018-03-13 15:00:00	2018	3	13	15	-0.5	100	5.8	6.0	8.3
4300	2018-03-13 16:00:00	2018	3	13	16	-0.7	107	5.7	6.6	9.1
4300	2018-03-13 17:00:00	2018	3	13	17	-1.0	88	5.6	6.3	8.8
4300	2018-03-13 18:00:00	2018	3	13	18	-1.3	94	5.6	6.0	8.3
4300	2018-03-13 19:00:00	2018	3	13	19	-0.9	97	5.8	6.9	9.6
4300	2018-03-13 20:00:00	2018	3	13	20	-1.3	84	5.0	6.3	8.8
4300	2018-03-13 21:00:00	2018	3	13	21	-1.3	72	6.3	7.0	9.2
4300	2018-03-13 22:00:00	2018	3	13	22	-1.0	87	4.0	5.6	7.5
4300	2018-03-13 23:00:00	2018	3	13	23	-1.5	70	5.0	5.0	6.6
4300	2018-03-14 00:00:00	2018	3	13	24	-1.7	69	4.3	5.6	8.6
4300	2018-03-14 01:00:00	2018	3	14	1	-1.2	87	4.4	4.7	7.3
4300	2018-03-14 02:00:00	2018	3	14	2	-3.3	38	4.2	4.2	6.6
4300	2018-03-14 03:00:00	2018	3	14	3	-2.5	67	5.3	5.3	7.7
4300	2018-03-14 04:00:00	2018	3	14	4	-1.5	80	6.4	6.4	8.9
4300	2018-03-14 05:00:00	2018	3	14	5	-1.4	72	5.9	7.6	9.9
4300	2018-03-14 06:00:00	2018	3	14	6	-1.5	73	4.5	6.4	8.9
4300	2018-03-14 07:00:00	2018	3	14	7	-1.5	78	6.5	6.7	10.2
4300	2018-03-14 08:00:00	2018	3	14	8	-1.0	79	6.2	7.7	9.9
4300	2018-03-14 09:00:00	2018	3	14	9	-1.1	55	5.9	5.9	8.7
4300	2018-03-14 10:00:00	2018	3	14	10	-0.8	51	5.6	6.5	8.9
4300	2018-03-14 11:00:00	2018	3	14	11	0.6	73	6.8	6.8	9.4
4300	2018-03-14 12:00:00	2018	3	14	12	0.9	76	8.8	9.8	12.9
4300	2018-03-14 13:00:00	2018	3	14	13	1.0	78	8.2	9.8	12.5
4300	2018-03-14 14:00:00	2018	3	14	14	1.6	95	7.4	9.4	11.2
4300	2018-03-14 15:00:00	2018	3	14	15	2.4	101	7.1	8.6	11.9
4300	2018-03-14 16:00:00	2018	3	14	16	2.6	101	7.7	7.7	10.0
4300	2018-03-14 17:00:00	2018	3	14	17	2.5	107	7.2	7.6	10.2
4300	2018-03-14 18:00:00	2018	3	14	18	2.3	103	8.4	8.4	11.2
4300	2018-03-14 19:00:00	2018	3	14	19	2.0	98	7.1	8.4	10.9
4300	2018-03-14 20:00:00	2018	3	14	20	2.1	106	6.9	7.3	10.8
4300	2018-03-14 21:00:00	2018	3	14	21	1.9	95	7.2	8.6	13.0
4300	2018-03-14 22:00:00	2018	3	14	22	1.4	77	4.0	7.4	9.5
4300	2018-03-14 23:00:00	2018	3	14	23	1.9	104	6.8	6.8	9.5
4300	2018-03-15 00:00:00	2018	3	14	24	1.4	87	6.5	7.4	10.7
4300	2018-03-15 01:00:00	2018	3	15	1	1.4	89	5.0	6.3	8.0
4300	2018-03-15 02:00:00	2018	3	15	2	1.2	79	4.3	6.1	7.9
4300	2018-03-15 03:00:00	2018	3	15	3	1.1	70	4.1	7.0	9.7
4300	2018-03-15 04:00:00	2018	3	15	4	1.6	87	8.1	8.1	10.3
4300	2018-03-15 05:00:00	2018	3	15	5	1.9	68	4.4	6.7	8.9
4300	2018-03-15 06:00:00	2018	3	15	6	2.0	77	4.5	7.0	9.2
4300	2018-03-15 07:00:00	2018	3	15	7	1.7	69	5.9	6.0	8.6
4300	2018-03-15 08:00:00	2018	3	15	8	2.0	74	6.7	7.0	9.3
4300	2018-03-15 09:00:00	2018	3	15	9	2.3	76	8.0	8.0	10.1
4300	2018-03-15 10:00:00	2018	3	15	10	2.5	75	8.1	8.6	10.7
4300	2018-03-15 11:00:00	2018	3	15	11	2.5	93	5.2	8.5	10.4
4300	2018-03-15 12:00:00	2018	3	15	12	2.9	85	7.4	7.4	9.9
4300	2018-03-15 13:00:00	2018	3	15	13	4.1	104	9.4	9.4	12.2
4300	2018-03-15 14:00:00	2018	3	15	14	4.4	107	9.5	9.5	13.8
4300	2018-03-15 15:00:00	2018	3	15	15	4.5	111	13.0	13.1	18.4
4300	2018-03-15 16:00:00	2018	3	15	16	4.5	100	9.6	13.4	18.6
4300	2018-03-15 17:00:00	2018	3	15	17	4.4	75	7.6	8.4	12.2
4300	2018-03-15 18:00:00	2018	3	15	18	4.6	102	6.5	9.1	11.8
4300	2018-03-15 19:00:00	2018	3	15	19	4.0	106	9.1	9.1	13.4
4300	2018-03-15 20:00:00	2018	3	15	20	4.1	104	7.3	9.9	14.0
4300	2018-03-15 21:00:00	2018	3	15	21	3.9	109	7.8	8.0	10.7
4300	2018-03-15 22:00:00	2018	3	15	22	3.8	85	6.1	8.4	10.9
4300	2018-03-15 23:00:00	2018	3	15	23	4.1	103	7.7	8.1	10.9
4300	2018-03-16 00:00:00	2018	3	15	24	4.0	91	6.6	8.6	12.2
4300	2018-03-16 01:00:00	2018	3	16	1	4.5	115	7.3	8.5	10.6
4300	2018-03-16 02:00:00	2018	3	16	2	4.6	107	6.6	8.0	10.5
4300	2018-03-16 03:00:00	2018	3	16	3	3.6	85	7.8	8.0	11.2
4300	2018-03-16 04:00:00	2018	3	16	4	3.4	108	8.5	8.5	11.7
4300	2018-03-16 05:00:00	2018	3	16	5	4.1	100	5.2	8.8	13.7
4300	2018-03-16 06:00:00	2018	3	16	6	4.3	104	6.7	6.7	9.6
4300	2018-03-16 07:00:00	2018	3	16	7	4.2	102	5.1	5.5	10.4
4300	2018-03-16 08:00:00	2018	3	16	8	4.3	125	6.3	6.3	8.3
4300	2018-03-16 09:00:00	2018	3	16	9	4.2	111	5.0	8.2	12.0
4300	2018-03-16 10:00:00	2018	3	16	10	5.0	116	6.0	6.8	10.4
4300	2018-03-16 11:00:00	2018	3	16	11	5.2	102	8.4	9.8	12.0
4300	2018-03-16 12:00:00	2018	3	16	12	5.0	121	7.6	8.9	12.6
4300	2018-03-16 13:00:00	2018	3	16	13	6.3	105	4.9	7.1	10.4
4300	2018-03-16 14:00:00	2018	3	16	14	6.4	146	7.3	8.4	11.5
4300	2018-03-16 15:00:00	2018	3	16	15	6.1	135	6.8	6.8	9.6
4300	2018-03-16 16:00:00	2018	3	16	16	6.2	137	6.6	7.1	10.2
4300	2018-03-16 17:00:00	2018	3	16	17	5.2	137	5.3	6.8	9.9
4300	2018-03-16 18:00:00	2018	3	16	18	4.7	105	3.7	7.6	10.7
4300	2018-03-16 19:00:00	2018	3	16	19	3.6	75	4.8	6.5	9.3
4300	2018-03-16 20:00:00	2018	3	16	20	2.3	94	2.7	5.6	7.8
4300	2018-03-16 21:00:00	2018	3	16	21	2.5	69	3.9	4.1	6.4
4300	2018-03-16 22:00:00	2018	3	16	22	2.2	173	1.2	3.3	4.9
4300	2018-03-16 23:00:00	2018	3	16	23	2.1	187	2.1	2.1	3.6
4300	2018-03-17 00:00:00	2018	3	16	24	-0.4	46	1.8	3.3	4.0
4300	2018-03-17 01:00:00	2018	3	17	1	-0.4	356	0.8	2.4	3.2
4300	2018-03-17 02:00:00	2018	3	17	2	1.9	353	0.0	0.9	1.5
4300	2018-03-17 03:00:00	2018	3	17	3	0.8	26	0.0	1.6	2.0
4300	2018-03-17 04:00:00	2018	3	17	4	0.0	330	0.0	0.9	1.6
4300	2018-03-17 05:00:00	2018	3	17	5	0.6	38	1.2	1.3	1.9
4300	2018-03-17 06:00:00	2018	3	17	6	0.4	47	0.1	1.3	1.8
4300	2018-03-17 07:00:00	2018	3	17	7	-0.1	66	0.9	1.4	2.5
4300	2018-03-17 08:00:00	2018	3	17	8	-0.8	311	1.1	1.1	1.7
4300	2018-03-17 09:00:00	2018	3	17	9	0.4	147	0.9	1.0	1.7
4300	2018-03-17 10:00:00	2018	3	17	10	2.6	153	0.6	0.6	0.9
4300	2018-03-17 11:00:00	2018	3	17	11	4.0	152	0.2	0.8	1.3
4300	2018-03-17 12:00:00	2018	3	17	12	6.4	192	0.1	0.3	0.7
4300	2018-03-17 13:00:00	2018	3	17	13	4.5	180	0.6	0.6	1.3
4300	2018-03-17 14:00:00	2018	3	17	14	7.1	219	0.6	0.9	1.7
4300	2018-03-17 15:00:00	2018	3	17	15	6.7	209	0.3	0.6	1.3
4300	2018-03-17 16:00:00	2018	3	17	16	4.8	228	2.6	2.6	3.0
4300	2018-03-17 17:00:00	2018	3	17	17	5.5	222	1.3	2.2	2.7
4300	2018-03-17 18:00:00	2018	3	17	18	3.3	203	1.6	1.6	2.5
4300	2018-03-17 19:00:00	2018	3	17	19	2.6	337	0.1	2.3	3.2
4300	2018-03-17 20:00:00	2018	3	17	20	2.4	179	4.3	4.3	6.3
4300	2018-03-17 21:00:00	2018	3	17	21	2.6	190	6.6	6.7	11.5
4300	2018-03-17 22:00:00	2018	3	17	22	2.4	182	5.8	6.3	7.4
4300	2018-03-17 23:00:00	2018	3	17	23	2.1	91	1.1	6.5	7.7
4300	2018-03-18 00:00:00	2018	3	17	24	1.4	205	2.0	2.1	3.7
4300	2018-03-18 01:00:00	2018	3	18	1	-0.8	14	0.9	1.5	2.4
4300	2018-03-18 02:00:00	2018	3	18	2	0.5	50	0.4	0.8	2.5
4300	2018-03-18 03:00:00	2018	3	18	3	0.1	46	0.3	0.7	2.2
4300	2018-03-18 04:00:00	2018	3	18	4	1.5	148	1.8	1.8	4.6
4300	2018-03-18 05:00:00	2018	3	18	5	2.6	183	6.3	7.1	8.4
4300	2018-03-18 06:00:00	2018	3	18	6	3.3	179	6.0	7.1	8.5
4300	2018-03-18 07:00:00	2018	3	18	7	2.5	187	7.2	7.2	8.8
4300	2018-03-18 08:00:00	2018	3	18	8	2.7	187	7.7	7.7	9.0
4300	2018-03-18 09:00:00	2018	3	18	9	2.9	194	7.2	7.7	8.8
4300	2018-03-18 10:00:00	2018	3	18	10	3.4	186	5.7	7.8	8.8
4300	2018-03-18 11:00:00	2018	3	18	11	4.0	191	5.0	5.7	8.8
4300	2018-03-18 12:00:00	2018	3	18	12	4.6	188	5.5	6.3	9.7
4300	2018-03-18 13:00:00	2018	3	18	13	4.8	175	6.2	6.9	9.5
4300	2018-03-18 14:00:00	2018	3	18	14	4.5	184	6.0	6.9	7.9
4300	2018-03-18 15:00:00	2018	3	18	15	4.6	180	5.9	7.0	8.0
4300	2018-03-18 16:00:00	2018	3	18	16	4.3	180	6.1	6.6	7.8
4300	2018-03-18 17:00:00	2018	3	18	17	4.4	189	4.7	6.0	6.8
4300	2018-03-18 18:00:00	2018	3	18	18	3.0	183	5.6	5.6	6.5
4300	2018-03-18 19:00:00	2018	3	18	19	2.3	164	3.1	5.2	5.9
4300	2018-03-18 20:00:00	2018	3	18	20	1.6	166	1.9	2.8	4.0
4300	2018-03-18 21:00:00	2018	3	18	21	2.2	151	3.9	5.9	7.5
4300	2018-03-18 22:00:00	2018	3	18	22	1.8	167	2.2	2.2	3.7
4300	2018-03-18 23:00:00	2018	3	18	23	0.5	63	1.2	3.3	4.2
4300	2018-03-19 00:00:00	2018	3	18	24	0.8	111	0.6	2.0	3.4
4300	2018-03-19 01:00:00	2018	3	19	1	0.0	75	0.6	1.8	3.1
4300	2018-03-19 02:00:00	2018	3	19	2	1.0	143	1.4	1.5	3.3
4300	2018-03-19 03:00:00	2018	3	19	3	-0.2	184	3.0	3.0	3.4
4300	2018-03-19 04:00:00	2018	3	19	4	0.2	119	0.9	2.8	3.6
4300	2018-03-19 05:00:00	2018	3	19	5	-0.4	167	0.1	1.5	2.5
4300	2018-03-19 06:00:00	2018	3	19	6	-0.7	194	0.9	1.2	2.1
4300	2018-03-19 07:00:00	2018	3	19	7	-0.8	62	0.1	0.7	1.7
4300	2018-03-19 08:00:00	2018	3	19	8	0.8	75	0.2	0.4	1.4
4300	2018-03-19 09:00:00	2018	3	19	9	1.7	136	2.0	4.9	6.8
4300	2018-03-19 10:00:00	2018	3	19	10	1.6	174	6.6	7.0	9.2
4300	2018-03-19 11:00:00	2018	3	19	11	2.6	169	2.4	7.2	8.7
4300	2018-03-19 12:00:00	2018	3	19	12	3.2	171	5.6	6.3	7.5
4300	2018-03-19 13:00:00	2018	3	19	13	3.8	177	5.7	7.0	8.3
4300	2018-03-19 14:00:00	2018	3	19	14	4.0	182	6.1	6.5	8.5
4300	2018-03-19 15:00:00	2018	3	19	15	4.2	185	7.3	7.4	9.6
4300	2018-03-19 16:00:00	2018	3	19	16	3.1	186	6.0	6.8	8.3
4300	2018-03-19 17:00:00	2018	3	19	17	2.3	197	3.9	5.6	6.1
4300	2018-03-19 18:00:00	2018	3	19	18	3.8	223	5.8	6.3	7.5
4300	2018-03-19 19:00:00	2018	3	19	19	1.9	203	6.5	6.5	8.9
4300	2018-03-19 20:00:00	2018	3	19	20	1.7	209	6.1	7.2	8.9
4300	2018-03-19 21:00:00	2018	3	19	21	2.1	230	3.6	6.4	7.9
4300	2018-03-19 22:00:00	2018	3	19	22	1.6	256	2.5	4.1	5.2
4300	2018-03-19 23:00:00	2018	3	19	23	1.0	255	2.4	4.0	5.6
4300	2018-03-20 00:00:00	2018	3	19	24	0.3	204	4.0	4.0	5.6
4300	2018-03-20 01:00:00	2018	3	20	1	0.2	201	3.6	5.4	6.6
4300	2018-03-20 02:00:00	2018	3	20	2	-0.4	209	3.9	4.1	5.2
4300	2018-03-20 03:00:00	2018	3	20	3	-0.6	200	4.6	5.1	5.8
4300	2018-03-20 04:00:00	2018	3	20	4	-1.0	205	4.7	5.4	6.1
4300	2018-03-20 05:00:00	2018	3	20	5	0.2	214	5.6	6.8	8.9
4300	2018-03-20 06:00:00	2018	3	20	6	0.2	216	4.9	5.1	6.8
4300	2018-03-20 07:00:00	2018	3	20	7	0.6	209	5.4	5.9	6.8
4300	2018-03-20 08:00:00	2018	3	20	8	0.2	200	6.7	6.8	7.9
4300	2018-03-20 09:00:00	2018	3	20	9	0.4	197	6.7	7.6	9.2
4300	2018-03-20 10:00:00	2018	3	20	10	1.0	193	6.9	6.9	8.0
4300	2018-03-20 11:00:00	2018	3	20	11	1.7	193	8.2	8.2	9.7
4300	2018-03-20 12:00:00	2018	3	20	12	2.3	189	8.4	8.7	10.8
4300	2018-03-20 13:00:00	2018	3	20	13	2.8	187	3.1	8.7	10.4
4300	2018-03-20 14:00:00	2018	3	20	14	3.3	202	3.2	4.6	6.5
4300	2018-03-20 15:00:00	2018	3	20	15	4.1	161	4.2	4.2	6.3
4300	2018-03-20 16:00:00	2018	3	20	16	3.5	356	0.6	3.1	4.1
4300	2018-03-20 17:00:00	2018	3	20	17	2.0	96	5.2	5.2	6.8
4300	2018-03-20 18:00:00	2018	3	20	18	1.6	64	3.5	4.6	6.0
4300	2018-03-20 19:00:00	2018	3	20	19	1.7	93	4.2	4.7	6.3
4300	2018-03-20 20:00:00	2018	3	20	20	1.6	174	4.9	4.9	5.7
4300	2018-03-20 21:00:00	2018	3	20	21	1.7	180	7.0	7.8	9.5
4300	2018-03-20 22:00:00	2018	3	20	22	1.2	192	7.9	8.7	10.0
4300	2018-03-20 23:00:00	2018	3	20	23	1.6	181	7.8	8.6	10.0
