STOD	TIMI	T	D	F	FX	FG
4300	2016-07-13 16:00:00	11,6	199	1	1,4	2,1
4300	2016-07-13 17:00:00	12,5	253	1	1,6	2,3
4300	2016-07-13 18:00:00	13,2	212	0,9	1,4	2,3
4300	2016-07-13 19:00:00	13,1	182	0,2	1	1,5
4300	2016-07-13 20:00:00	12	258	1,4	1,4	2,3
4300	2016-07-13 21:00:00	10	277	3,2	3,2	4,4
4300	2016-07-13 22:00:00	9	287	2,6	3,3	4,6
4300	2016-07-13 23:00:00	9,4	284	0,4	2,1	3,2
4300	2016-07-14 00:00:00	6,7	331	1,3	2,7	4,5
4300	2016-07-14 01:00:00	6,9	337	1,4	2	2,6
4300	2016-07-14 02:00:00	7,2	339	0,6	1,3	1,5
4300	2016-07-14 03:00:00	7,7	92	0,8	0,8	1,1
4300	2016-07-14 04:00:00	7,5	97	0,6	1,1	1,6
4300	2016-07-14 05:00:00	8,3	312	0,3	0,3	0,6
4300	2016-07-14 06:00:00	10	77	0,1	0,1	0,7
4300	2016-07-14 07:00:00	10,6	159	0,3	0,4	1,2
4300	2016-07-14 08:00:00	13,2	226	0,3	0,7	1,3
4300	2016-07-14 09:00:00	13,7	188	0,4	0,5	1,2
4300	2016-07-14 10:00:00	13,4	244	1,7	1,7	2,8
4300	2016-07-14 11:00:00	13,6	236	1,1	1,6	2,7
4300	2016-07-14 12:00:00	14,8	347	0,6	0,8	2,9
4300	2016-07-14 13:00:00	14,9	266	2,1	2,6	4,1
4300	2016-07-14 14:00:00	15,9	264	1,1	1,7	3,4
4300	2016-07-14 15:00:00	17	19	2,8	2,8	4,8
4300	2016-07-14 16:00:00	17,1	95	3,7	4	6,1
4300	2016-07-14 17:00:00	17,1	114	5,4	5,4	7,6
4300	2016-07-14 18:00:00	16,7	117	5,9	6,2	8,8
4300	2016-07-14 19:00:00	15,9	112	5,2	6,3	8,4
4300	2016-07-14 20:00:00	15,7	108	7,4	7,4	9,8
4300	2016-07-14 21:00:00	14,3	101	7,5	8,1	10,9
4300	2016-07-14 22:00:00	12,9	95	7	7,7	10,6
4300	2016-07-14 23:00:00	10,6	84	4,3	6,7	8,6
4300	2016-07-15 00:00:00	9,2	71	4,1	4,9	6,1
4300	2016-07-15 01:00:00	8,5	77	4,3	4,6	5,7
4300	2016-07-15 02:00:00	8,2	102	3,1	4	5
4300	2016-07-15 03:00:00	10,5	141	4	5,8	8,9
4300	2016-07-15 04:00:00	10,3	74	4,4	6	9,9
4300	2016-07-15 05:00:00	11,1	107	3,8	5,4	7,9
4300	2016-07-15 06:00:00	10,2	107	6,4	6,6	10,2
4300	2016-07-15 07:00:00	10,5	99	4,2	8	10,6
4300	2016-07-15 08:00:00	10,8	112	4,8	5,3	8,5
4300	2016-07-15 09:00:00	11,2	108	6,1	7,2	10,7
4300	2016-07-15 10:00:00	11,6	100	5,6	6,5	10,8
4300	2016-07-15 11:00:00	13,3	101	9,8	9,8	14,1
4300	2016-07-15 12:00:00	13,2	103	10,1	10,1	15,3
4300	2016-07-15 13:00:00	12,4	114	9,2	9,9	14,5
4300	2016-07-15 14:00:00	12,6	119	8,3	8,3	13,3
4300	2016-07-15 15:00:00	11,9	110	9	9,4	14,5
4300	2016-07-15 16:00:00	12,1	113	9,8	10,1	14,1
4300	2016-07-15 17:00:00	11,7	100	8,4	10,5	13,6
4300	2016-07-15 18:00:00	11,9	104	7,8	8,5	11,9
4300	2016-07-15 19:00:00	11,8	112	6,8	7,3	11,2
4300	2016-07-15 20:00:00	11,3	81	5,6	6,1	8,2
4300	2016-07-15 21:00:00	10,7	85	6,5	7,6	10,3
4300	2016-07-15 22:00:00	10,1	57	4,8	5,7	7,8
4300	2016-07-15 23:00:00	9,4	69	6,8	7,2	10,2
4300	2016-07-16 00:00:00	9	49	5,8	7,1	9,7
4300	2016-07-16 01:00:00	9	58	4,8	5,9	8,1
4300	2016-07-16 02:00:00	8,7	67	6	6	8,9
4300	2016-07-16 03:00:00	8,9	63	6,1	6,6	8,9
4300	2016-07-16 04:00:00	8,9	60	4,3	5,6	7,7
4300	2016-07-16 05:00:00	9	68	4,3	5	7,2
4300	2016-07-16 06:00:00	9,1	67	5,3	5,5	7,6
4300	2016-07-16 07:00:00	9,3	79	6,3	6,7	9,1
4300	2016-07-16 08:00:00	10	78	6,5	6,9	8,9
4300	2016-07-16 09:00:00	10,6	70	5,8	7,4	9,7
4300	2016-07-16 10:00:00	11,5	67	5,9	6,3	8,2
4300	2016-07-16 11:00:00	12,1	68	5,6	5,8	8,2
4300	2016-07-16 12:00:00	12,9	97	5	6,1	8,7
4300	2016-07-16 13:00:00	11,9	72	5	5,4	7,1
4300	2016-07-16 14:00:00	13,4	73	4,6	5,6	7,8
4300	2016-07-16 15:00:00	13,2	101	3,8	4,3	6,2
4300	2016-07-16 16:00:00	13,4	91	3,5	4	5,9
4300	2016-07-16 17:00:00	13,4	90	3,8	4	6
4300	2016-07-16 18:00:00	13,3	101	3,3	4,4	5,7
4300	2016-07-16 19:00:00	12,5	110	4	4,6	6,3
4300	2016-07-16 20:00:00	12,5	103	4	4	5,2
4300	2016-07-16 21:00:00	12,7	100	4,5	4,5	6,1
4300	2016-07-16 22:00:00	10,9	107	4,1	4,7	6,3
4300	2016-07-16 23:00:00	9,7	80	4,2	4,2	5,4
4300	2016-07-17 00:00:00	8,4	78	4	4,3	5,7
4300	2016-07-17 01:00:00	7,5	86	3,3	3,8	4,7
4300	2016-07-17 02:00:00	7	83	2,9	3,3	3,8
4300	2016-07-17 03:00:00	7,1	88	3,4	3,4	4
4300	2016-07-17 04:00:00	6,5	87	3,2	3,6	4,2
4300	2016-07-17 05:00:00	7,3	93	2,7	3,5	4,3
4300	2016-07-17 06:00:00	9,5	80	2	3,3	4,1
4300	2016-07-17 07:00:00	12,2	66	1,3	1,7	2,5
4300	2016-07-17 08:00:00	13,6	148	1	1	2
4300	2016-07-17 09:00:00	15,2	195	1,1	1,5	2,2
4300	2016-07-17 10:00:00	16,7	136	0,6	1,5	2,1
4300	2016-07-17 11:00:00	17,6	212	1,6	1,7	4,1
4300	2016-07-17 12:00:00	16,9	306	1,6	2,3	3,9
4300	2016-07-17 13:00:00	17	67	1,6	2,6	3,7
4300	2016-07-17 14:00:00	17,4	6	4,4	4,4	10,6
4300	2016-07-17 15:00:00	17,1	22	3,3	4,1	6,3
4300	2016-07-17 16:00:00	16,2	41	3,9	4	6
4300	2016-07-17 17:00:00	15,8	352	5,2	5,4	7,5
4300	2016-07-17 18:00:00	16,4	16	4,4	5	6,7
4300	2016-07-17 19:00:00	15,8	16	6,1	6,1	7,9
4300	2016-07-17 20:00:00	15	26	5,6	5,6	7,6
4300	2016-07-17 21:00:00	14,5	10	4,3	6,1	7,5
4300	2016-07-17 22:00:00	12,2	4	3,9	4,9	6,7
4300	2016-07-17 23:00:00	12,1	54	0,5	2,9	4,4
4300	2016-07-18 00:00:00	11,5	351	0,8	2,2	2,9
4300	2016-07-18 01:00:00	10,9	85	1,9	1,9	3,2
4300	2016-07-18 02:00:00	9,7	82	3,6	3,9	4,5
4300	2016-07-18 03:00:00	7,7	113	2,5	3,4	4,5
4300	2016-07-18 04:00:00	6,7	116	3,1	3,1	3,5
4300	2016-07-18 05:00:00	7,3	110	2,2	2,4	3,4
4300	2016-07-18 06:00:00	7,4	295	2,1	3	4,1
4300	2016-07-18 07:00:00	9,6	273	2	2,1	3,5
4300	2016-07-18 08:00:00	8,6	267	2,3	2,8	3,6
4300	2016-07-18 09:00:00	9,8	240	0,9	2,4	3,1
4300	2016-07-18 10:00:00	10,5	268	2	2	3,8
4300	2016-07-18 11:00:00	12,6	246	3	3	4,9
4300	2016-07-18 12:00:00	14,7	278	4,1	4,1	6,5
4300	2016-07-18 13:00:00	15,8	291	5,7	5,7	8,2
4300	2016-07-18 14:00:00	18	359	4,7	5,8	9
4300	2016-07-18 15:00:00	18,5	28	4,2	5,8	8,2
4300	2016-07-18 16:00:00	17,1	32	5,2	5,2	8,2
4300	2016-07-18 17:00:00	17,5	27	5,9	6	8,8
4300	2016-07-18 18:00:00	16,7	20	6	6,2	8,2
4300	2016-07-18 19:00:00	15,9	8	6	6,1	8,2
4300	2016-07-18 20:00:00	15,3	24	4,6	5,7	8,2
4300	2016-07-18 21:00:00	14,5	350	3,1	4,5	6,1
4300	2016-07-18 22:00:00	9,9	291	4	4	6,2
4300	2016-07-18 23:00:00	7,9	299	3,8	4,4	5,8
4300	2016-07-19 00:00:00	8	324	1	3,8	4,8
4300	2016-07-19 01:00:00	7	346	0,4	1,5	2
4300	2016-07-19 02:00:00	7,6	183	2,3	2,3	3,3
4300	2016-07-19 03:00:00	6,7	146	0,7	1,7	3,1
4300	2016-07-19 04:00:00	6,7	173	1,1	1,3	2,4
4300	2016-07-19 05:00:00	7	79	0,3	0,9	1,2
4300	2016-07-19 06:00:00	6,9	184	0,1	0,6	1,4
4300	2016-07-19 07:00:00	7,6	4	0,1	0,7	1,3
4300	2016-07-19 08:00:00	7,7	226	1	1	2,3
4300	2016-07-19 09:00:00	7,9	242	0,9	1	1,9
4300	2016-07-19 10:00:00	8,7	238	0,8	1,1	2,2
4300	2016-07-19 11:00:00	11,4	213	1,6	1,6	3,3
4300	2016-07-19 12:00:00	13,4	272	4,2	4,2	5,5
4300	2016-07-19 13:00:00	14,6	292	4,9	4,9	7
4300	2016-07-19 14:00:00	14,8	282	6,5	6,5	8,6
4300	2016-07-19 15:00:00	17,4	291	4,4	6,7	9,4
4300	2016-07-19 16:00:00	19,2	35	6,9	7,3	10,5
4300	2016-07-19 17:00:00	17,7	33	7,5	7,9	10,7
4300	2016-07-19 18:00:00	17,3	34	7,2	7,4	10,6
4300	2016-07-19 19:00:00	16,7	35	6	7,1	9,7
4300	2016-07-19 20:00:00	16,7	85	3,8	5,2	7,3
4300	2016-07-19 21:00:00	15,1	217	0,7	4,1	5,7
4300	2016-07-19 22:00:00	11,3	312	1,6	2,1	3,3
4300	2016-07-19 23:00:00	11	138	0,8	1,3	2,2
4300	2016-07-20 00:00:00	10	312	0,9	2,8	4,1
4300	2016-07-20 01:00:00	9,3	5	1,6	1,6	1,9
4300	2016-07-20 02:00:00	9,1	343	0,6	1,5	1,9
4300	2016-07-20 03:00:00	9,2	91	0,7	1,4	1,7
4300	2016-07-20 04:00:00	9,3	21	0,5	0,8	1,4
4300	2016-07-20 05:00:00	9,3	321	2,6	2,6	3,2
4300	2016-07-20 06:00:00	9,6	301	2,3	2,8	3,6
4300	2016-07-20 07:00:00	10,6	313	2,7	2,7	3,6
4300	2016-07-20 08:00:00	12,5	333	1,8	2,7	3,7
4300	2016-07-20 09:00:00	14,2	322	1,2	2,2	3,3
4300	2016-07-20 10:00:00	15	63	2,8	3,4	5,1
4300	2016-07-20 11:00:00	15,8	80	3,7	3,7	5,7
4300	2016-07-20 12:00:00	15,4	79	3,9	4,4	6,2
4300	2016-07-20 13:00:00	16	83	3,1	3,6	5,2
4300	2016-07-20 14:00:00	16,1	97	2,2	3,3	6,3
4300	2016-07-20 15:00:00	16,7	81	2,8	3,7	5,6
4300	2016-07-20 16:00:00	16,9	62	4	4	7
4300	2016-07-20 17:00:00	15,9	63	6	6,2	9,2
4300	2016-07-20 18:00:00	15,7	37	6,3	6,7	9,3
4300	2016-07-20 19:00:00	14,9	35	7,7	7,7	9,7
4300	2016-07-20 20:00:00	14,2	31	5,9	7	9,3
4300	2016-07-20 21:00:00	13,2	48	5,8	6,4	8,1
4300	2016-07-20 22:00:00	12,8	51	4,8	5,8	7,1
4300	2016-07-20 23:00:00	12,3	37	3,7	4,4	6
4300	2016-07-21 00:00:00	11,3	16	5,2	5,2	6,9
4300	2016-07-21 01:00:00	10,2	345	3,2	5,3	6,5
4300	2016-07-21 02:00:00	9,6	324	4,2	4,3	5,9
4300	2016-07-21 03:00:00	9,2	307	5	5,3	6,8
4300	2016-07-21 04:00:00	9,1	317	4,4	5	6,8
4300	2016-07-21 05:00:00	8,9	311	5,1	5,6	6,6
4300	2016-07-21 06:00:00	8,9	319	5,6	5,6	7,1
4300	2016-07-21 07:00:00	8,9	326	6	6,4	8,1
4300	2016-07-21 08:00:00	9	333	5,6	5,7	7,3
4300	2016-07-21 09:00:00	9,2	306	4	5,3	6,6
4300	2016-07-21 10:00:00	9,7	316	3,5	4,6	6
4300	2016-07-21 11:00:00	10,1	299	3,3	4,2	5,4
4300	2016-07-21 12:00:00	9,9	288	3,5	3,7	5,2
4300	2016-07-21 13:00:00	10,5	288	3,3	3,5	5,3
4300	2016-07-21 14:00:00	10,9	289	3,9	4,1	5,7
4300	2016-07-21 15:00:00	10,6	290	3,5	4,3	5,8
4300	2016-07-21 16:00:00	10,2	283	3,1	3,9	5,7
4300	2016-07-21 17:00:00	10,3	286	3,2	3,9	5,4
4300	2016-07-21 18:00:00	10,5	272	3,1	3,4	4,5
4300	2016-07-21 19:00:00	10,4	289	1,9	3,2	3,9
4300	2016-07-21 20:00:00	10,3	299	2,1	2,2	3,2
4300	2016-07-21 21:00:00	10,2	291	1,7	2,2	3,2
4300	2016-07-21 22:00:00	10,1	284	1,2	2,1	2,9
4300	2016-07-21 23:00:00	9,7	304	1,2	1,5	1,9
4300	2016-07-22 00:00:00	9,8	311	0,1	1,3	1,8
4300	2016-07-22 01:00:00	10	343	0,9	0,9	1,1
4300	2016-07-22 02:00:00	9,4	309	2,1	2,3	3,1
4300	2016-07-22 03:00:00	9,3	311	2,3	2,7	3,6
4300	2016-07-22 04:00:00	9,5	300	1,8	2,3	3,1
4300	2016-07-22 05:00:00	9,4	291	1,9	2,5	3,6
4300	2016-07-22 06:00:00	9,8	291	1,6	2,2	3
4300	2016-07-22 07:00:00	9,6	285	3,3	3,3	4,3
4300	2016-07-22 08:00:00	10,1	289	2,9	3,2	4,7
4300	2016-07-22 09:00:00	10,7	291	2,2	2,9	4,1
4300	2016-07-22 10:00:00	11,2	286	2	2,6	3,8
4300	2016-07-22 11:00:00	12,6	216	2,1	2,4	3,4
4300	2016-07-22 12:00:00	13,2	191	1,8	2,5	3,1
4300	2016-07-22 13:00:00	14	302	1,7	1,9	3
4300	2016-07-22 14:00:00	15,5	302	3,3	3,3	5,4
4300	2016-07-22 15:00:00	14,9	305	5	5	6,8
4300	2016-07-22 16:00:00	15,1	277	4,6	4,9	7,2
4300	2016-07-22 17:00:00	16,6	279	4,1	4,9	7,4
4300	2016-07-22 18:00:00	16,3	352	2,4	3,9	5,5
4300	2016-07-22 19:00:00	15,3	39	2,2	3,8	5,1
4300	2016-07-22 20:00:00	13,7	17	3,2	3,5	5,1
4300	2016-07-22 21:00:00	13,2	328	3,3	4,1	5,6
4300	2016-07-22 22:00:00	12	276	4,5	4,5	5,5
4300	2016-07-22 23:00:00	10,8	294	3,6	4,4	6,5
4300	2016-07-23 00:00:00	10,9	304	4,1	4,1	5,4
4300	2016-07-23 01:00:00	10,7	291	3,5	5	7
4300	2016-07-23 02:00:00	10,2	290	3,6	4,6	6,2
4300	2016-07-23 03:00:00	9,9	297	4,1	4,7	7,1
4300	2016-07-23 04:00:00	9,4	286	3,8	4,4	5,7
4300	2016-07-23 05:00:00	9,1	287	3,9	4,2	6,3
4300	2016-07-23 06:00:00	8,8	289	4,2	4,3	6,4
4300	2016-07-23 07:00:00	8,9	289	4,6	5,3	7,3
4300	2016-07-23 08:00:00	9	294	4,1	4,8	7,8
4300	2016-07-23 09:00:00	9,2	287	4,3	4,5	6,5
4300	2016-07-23 10:00:00	9,2	297	3,4	3,9	5,8
4300	2016-07-23 11:00:00	9,6	274	3,3	3,3	4,9
4300	2016-07-23 12:00:00	10	295	2,6	3	4,4
4300	2016-07-23 13:00:00	11,1	325	2,9	3,4	4,7
4300	2016-07-23 14:00:00	12,1	306	2,5	3,1	4,3
4300	2016-07-23 15:00:00	12,4	292	2,5	3,1	4,5
4300	2016-07-23 16:00:00	12,8	285	2,9	3,3	4,8
4300	2016-07-23 17:00:00	12,7	289	2,8	3,3	4,7
4300	2016-07-23 18:00:00	12,6	265	3,9	4,2	5,8
4300	2016-07-23 19:00:00	11,3	291	3,5	3,7	5,1
4300	2016-07-23 20:00:00	11,6	293	3,4	3,5	5,3
4300	2016-07-23 21:00:00	10	287	3	3,4	4,3
4300	2016-07-23 22:00:00	9,6	271	2,1	2,8	4
4300	2016-07-23 23:00:00	9,7	301	1,6	1,6	2,5
4300	2016-07-24 00:00:00	9,7	299	1,7	2,1	2,8
4300	2016-07-24 01:00:00	9,6	317	1,6	2,1	2,9
4300	2016-07-24 02:00:00	9,8	348	0,8	2,1	3,2
4300	2016-07-24 03:00:00	9,6	98	2,8	2,8	3,7
4300	2016-07-24 04:00:00	9,7	73	2	2,8	3,8
4300	2016-07-24 05:00:00	9,6	90	2,1	2,2	3
4300	2016-07-24 06:00:00	9,6	78	2,1	2,6	3,7
4300	2016-07-24 07:00:00	10	61	1,6	2,6	3,4
4300	2016-07-24 08:00:00	11,3	35	2,6	3	4,1
4300	2016-07-24 09:00:00	13,3	110	2,8	3,2	5
4300	2016-07-24 10:00:00	13,8	79	4,4	4,9	6,4
4300	2016-07-24 11:00:00	13,7	58	3,6	4,6	6,6
4300	2016-07-24 12:00:00	13,3	71	4,3	4,6	6,3
4300	2016-07-24 13:00:00	12,7	68	4,2	4,9	6,2
4300	2016-07-24 14:00:00	13,4	51	3,8	4,5	5,8
4300	2016-07-24 15:00:00	12,8	55	5,2	5,2	7,3
4300	2016-07-24 16:00:00	13,3	55	5,9	6,1	8
4300	2016-07-24 17:00:00	13	50	6,5	6,9	9
4300	2016-07-24 18:00:00	12,6	48	5	6,3	8,1
4300	2016-07-24 19:00:00	12,6	49	4,9	4,9	6,9
4300	2016-07-24 20:00:00	12	34	4,6	5	6,3
4300	2016-07-24 21:00:00	11,5	44	5,3	5,3	6,9
4300	2016-07-24 22:00:00	11,7	65	5	5,5	7
4300	2016-07-24 23:00:00	11,6	68	3,3	4,7	6,5
4300	2016-07-25 00:00:00	11,3	69	2,9	3,7	5
4300	2016-07-25 01:00:00	10,9	72	3,5	4,6	6,2
4300	2016-07-25 02:00:00	11,3	64	3	3	4,6
4300	2016-07-25 03:00:00	11,2	48	2	3,4	5,2
4300	2016-07-25 04:00:00	11,1	74	3	4,2	5,7
4300	2016-07-25 05:00:00	11,2	71	3,4	3,6	5,3
4300	2016-07-25 06:00:00	11,3	67	4,6	4,6	6,3
4300	2016-07-25 07:00:00	11,7	73	3,1	4,3	5,9
4300	2016-07-25 08:00:00	11,7	84	4,5	5,2	6,7
4300	2016-07-25 09:00:00	11,9	88	3,3	4,5	6,1
4300	2016-07-25 10:00:00	12,5	93	4,4	4,4	5,7
4300	2016-07-25 11:00:00	13,2	82	3,9	4,4	5,9
4300	2016-07-25 12:00:00	13,3	82	4,8	4,8	6,8
4300	2016-07-25 13:00:00	14	98	2,9	4,6	6,9
4300	2016-07-25 14:00:00	14,3	98	2,7	3,4	5,4
4300	2016-07-25 15:00:00	15	84	2,9	3,6	5
4300	2016-07-25 16:00:00	13,7	72	4,8	5,9	7,6
4300	2016-07-25 17:00:00	13,8	76	6,2	6,2	8,2
4300	2016-07-25 18:00:00	13,4	70	6,4	6,8	9
4300	2016-07-25 19:00:00	12,4	49	5,4	5,8	7,9
4300	2016-07-25 20:00:00	11,5	48	5,7	6,3	8,9
4300	2016-07-25 21:00:00	11,2	38	4,6	5,9	8,3
4300	2016-07-25 22:00:00	10,9	48	3,4	4,1	6,3
4300	2016-07-25 23:00:00	9,9	17	4,2	4,2	5,7
4300	2016-07-26 00:00:00	9,6	339	3,4	4,1	5,2
4300	2016-07-26 01:00:00	9,4	0	3,7	4,2	5,4
4300	2016-07-26 02:00:00	9,2	339	3,2	4,6	6
4300	2016-07-26 03:00:00	9,1	9	3,4	3,8	5,5
4300	2016-07-26 04:00:00	9	18	4,4	4,4	5,7
4300	2016-07-26 05:00:00	8,6	341	4,4	5,1	6,8
4300	2016-07-26 06:00:00	8,2	344	4,4	5,2	6,8
4300	2016-07-26 07:00:00	8,6	327	3,9	4,9	6,2
4300	2016-07-26 08:00:00	9,2	331	4,6	4,6	6,1
4300	2016-07-26 09:00:00	8,9	328	4,3	5	6,6
4300	2016-07-26 10:00:00	9,8	324	5	5,1	7,1
4300	2016-07-26 11:00:00	10,6	329	5,5	5,8	7,9
4300	2016-07-26 12:00:00	11	329	7	7	9,5
4300	2016-07-26 13:00:00	10,8	303	6,8	6,8	9,3
4300	2016-07-26 14:00:00	10,9	315	6,6	7,3	10,7
4300	2016-07-26 15:00:00	11,5	319	7,6	7,8	10,3
4300	2016-07-26 16:00:00	10,1	314	6,6	8,5	10,5
4300	2016-07-26 17:00:00	9,9	317	7,4	7,8	10
4300	2016-07-26 18:00:00	9,9	313	6,8	8	9,8
4300	2016-07-26 19:00:00	10	324	3,3	6,9	8,8
4300	2016-07-26 20:00:00	9,9	317	3,8	5,3	7,8
4300	2016-07-26 21:00:00	8,8	305	5,2	5,2	7,2
4300	2016-07-26 22:00:00	8,5	313	5	5,5	7,3
4300	2016-07-26 23:00:00	8,5	316	4,6	4,9	6,5
4300	2016-07-27 00:00:00	8,5	310	3,7	4,4	5,7
4300	2016-07-27 01:00:00	8,4	298	3,2	3,3	4,7
4300	2016-07-27 02:00:00	8,5	308	3	3,7	4,6
4300	2016-07-27 03:00:00	8,6	305	3	3,8	4,9
4300	2016-07-27 04:00:00	8,8	316	3,1	3,1	4,3
4300	2016-07-27 05:00:00	8,6	306	3,2	3,6	5
4300	2016-07-27 06:00:00	8,7	295	3,1	4,1	5,7
4300	2016-07-27 07:00:00	8,9	305	4,4	4,5	6
4300	2016-07-27 08:00:00	9,7	321	3,9	4,3	6
4300	2016-07-27 09:00:00	9,6	305	4,1	4,1	5,8
4300	2016-07-27 10:00:00	9,6	307	4,8	5,5	7
4300	2016-07-27 11:00:00	10,6	342	5,7	5,7	7,7
4300	2016-07-27 12:00:00	11,1	336	6,5	6,5	8,8
4300	2016-07-27 13:00:00	10,1	343	7,4	7,7	9,8
4300	2016-07-27 14:00:00	10,3	328	5,9	6,3	8,2
4300	2016-07-27 15:00:00	9,7	358	5,8	6	7,9
4300	2016-07-27 16:00:00	10	353	5,4	5,4	7,2
4300	2016-07-27 17:00:00	10	340	5,7	5,7	7,5
4300	2016-07-27 18:00:00	10,2	326	5,4	5,6	7,3
4300	2016-07-27 19:00:00	9,2	336	4,9	5,8	7,7
4300	2016-07-27 20:00:00	8,8	345	4,9	5,6	7,4
4300	2016-07-27 21:00:00	8,5	347	4,4	5,3	6,9
4300	2016-07-27 22:00:00	8,2	339	5,5	5,5	7,5
4300	2016-07-27 23:00:00	7,6	344	4,4	5,5	7,3
4300	2016-07-28 00:00:00	7,3	6	4,8	5,8	8
4300	2016-07-28 01:00:00	6,7	337	4,1	5,9	7,7
4300	2016-07-28 02:00:00	6,2	339	4,3	4,5	6
4300	2016-07-28 03:00:00	5,6	335	3,3	4,4	6
4300	2016-07-28 04:00:00	5,7	4	4,5	4,7	6,5
4300	2016-07-28 05:00:00	5,5	332	3,7	4,5	6,4
4300	2016-07-28 06:00:00	5,5	318	3,5	4,4	5,6
4300	2016-07-28 07:00:00	5,6	357	3,6	4,2	6,2
4300	2016-07-28 08:00:00	6,1	330	4,6	4,6	6,8
4300	2016-07-28 09:00:00	6,7	331	4,6	4,8	6,8
4300	2016-07-28 10:00:00	7,3	332	5	5	7,4
4300	2016-07-28 11:00:00	7,8	344	5,1	5,1	7,2
4300	2016-07-28 12:00:00	8,5	322	3,7	4,7	6,3
4300	2016-07-28 13:00:00	7,5	299	4,8	4,8	8,3
4300	2016-07-28 14:00:00	8,6	348	6	6	8,6
4300	2016-07-28 15:00:00	8,7	339	5,7	6,7	8,5
4300	2016-07-28 16:00:00	8,5	339	5,5	6,3	8,2
4300	2016-07-28 17:00:00	9,1	323	5	6,3	8,9
4300	2016-07-28 18:00:00	7,4	309	5,8	6,7	8,7
4300	2016-07-28 19:00:00	7,2	309	5,8	6,3	8,3
4300	2016-07-28 20:00:00	7,1	303	5,8	6,5	8,2
4300	2016-07-28 21:00:00	7,5	325	4,9	5,5	8
4300	2016-07-28 22:00:00	7,1	325	4,7	5,2	6,8
4300	2016-07-28 23:00:00	6,9	315	4,1	4,3	6,4
4300	2016-07-29 00:00:00	6,7	305	3,8	4,5	6,2
4300	2016-07-29 01:00:00	6,8	296	3,4	3,8	5,8
4300	2016-07-29 02:00:00	6,8	318	3,6	3,8	5,2
4300	2016-07-29 03:00:00	6,4	334	3,4	4,5	6
4300	2016-07-29 04:00:00	6,1	331	4	4	5,7
4300	2016-07-29 05:00:00	5,9	349	3,4	4,6	6,4
4300	2016-07-29 06:00:00	6,4	336	5,3	5,3	7,1
4300	2016-07-29 07:00:00	6,5	332	3,6	5,3	7,5
4300	2016-07-29 08:00:00	6,5	352	5,1	5,7	8,4
4300	2016-07-29 09:00:00	7,5	351	5	5,5	7,8
4300	2016-07-29 10:00:00	8,1	333	5,5	6	8,4
4300	2016-07-29 11:00:00	8,4	349	6,4	6,4	8,6
4300	2016-07-29 12:00:00	8,8	340	6,4	7,6	10,9
4300	2016-07-29 13:00:00	8,4	309	5,5	7,2	9,5
4300	2016-07-29 14:00:00	8,9	338	6,9	7,5	10,3
4300	2016-07-29 15:00:00	8,6	354	5,8	6,1	8,9
4300	2016-07-29 16:00:00	8,5	355	5,4	5,8	8,6
4300	2016-07-29 17:00:00	8,2	332	5,7	5,7	8,1
4300	2016-07-29 18:00:00	8,7	334	4,4	5,5	8,5
4300	2016-07-29 19:00:00	7,6	324	5,2	5,8	8,9
4300	2016-07-29 20:00:00	6,3	342	5,3	6,1	8,9
4300	2016-07-29 21:00:00	5,8	349	3,9	5,8	8,1
4300	2016-07-29 22:00:00	5	336	3,9	5,2	7,4
4300	2016-07-29 23:00:00	4,9	351	3,5	4,6	6,5
4300	2016-07-30 00:00:00	4,4	335	2,8	3,3	4,7
4300	2016-07-30 01:00:00	4,2	322	2,4	2,9	3,8
4300	2016-07-30 02:00:00	4,3	321	1,5	3	4,2
4300	2016-07-30 03:00:00	4,1	304	2,3	2,9	4,3
4300	2016-07-30 04:00:00	4,3	310	2,6	2,6	3,8
4300	2016-07-30 05:00:00	4,3	329	3,4	3,4	4,3
4300	2016-07-30 06:00:00	4,9	312	2,4	2,7	3,8
4300	2016-07-30 07:00:00	6	338	3,5	3,6	5
4300	2016-07-30 08:00:00	6,4	343	4,3	4,3	5,8
4300	2016-07-30 09:00:00	6,3	337	4,4	4,7	6,5
4300	2016-07-30 10:00:00	7,9	18	3,3	4,5	5,7
4300	2016-07-30 11:00:00	8,3	349	4,7	5,2	8,4
4300	2016-07-30 12:00:00	9,5	343	4,2	6,2	8,8
4300	2016-07-30 13:00:00	9	328	5,8	6,6	9,6
4300	2016-07-30 14:00:00	10,8	359	5,5	6,6	10,2
4300	2016-07-30 15:00:00	8,1	336	7,7	7,7	10
4300	2016-07-30 16:00:00	9	339	6,5	7	10,3
4300	2016-07-30 17:00:00	9,4	337	6,7	7,2	9,8
4300	2016-07-30 18:00:00	7,7	337	6,4	7,4	9,5
4300	2016-07-30 19:00:00	8	332	5,1	6,8	10
4300	2016-07-30 20:00:00	7,2	339	5,8	5,8	8
4300	2016-07-30 21:00:00	6,6	328	5,2	6,1	7,9
4300	2016-07-30 22:00:00	6,4	339	3,1	5,1	6,9
4300	2016-07-30 23:00:00	5,7	329	3,7	3,7	4,8
4300	2016-07-31 00:00:00	4,8	344	2,9	3,7	5,1
4300	2016-07-31 01:00:00	4,7	323	3	3,4	4,9
4300	2016-07-31 02:00:00	4,3	327	2,6	2,8	3,5
4300	2016-07-31 03:00:00	4,7	337	1,6	2,9	3,5
