STOD	TIMI	T	D	F	FX	FG
4300	2015-01-01 01:00:00	-2,7	166	1,5	3	6,3
4300	2015-01-01 02:00:00	-4,5	47	1,6	2,5	4,4
4300	2015-01-01 03:00:00	-4,2	77	1,5	3,8	4,7
4300	2015-01-01 04:00:00	-5,1	52	2,7	3	3,8
4300	2015-01-01 05:00:00	-8,2	319	2,9	3,5	4,2
4300	2015-01-01 06:00:00	-6	216	1,1	2,5	3,6
4300	2015-01-01 07:00:00	-6,9	276	1,5	2,1	3,4
4300	2015-01-01 08:00:00	-3,2	95	3,5	3,5	6
4300	2015-01-01 09:00:00	-5,4	167	2,9	5,3	6,7
4300	2015-01-01 10:00:00	-5	140	2,6	2,6	3,4
4300	2015-01-01 11:00:00	-4,6	245	0,2	2,1	2,6
4300	2015-01-01 12:00:00	-4,1	130	1	1	1,3
4300	2015-01-01 13:00:00	-3,8	53	0,8	1,3	1,9
4300	2015-01-01 14:00:00	-3,7	113	0,8	1,3	1,7
4300	2015-01-01 15:00:00	-4,2	27	0,5	0,6	1
4300	2015-01-01 16:00:00	-4	197	2,3	2,3	3,5
4300	2015-01-01 17:00:00	-4,7	208	0,1	2,1	2,7
4300	2015-01-01 18:00:00	-5,4	175	3	3	3,7
4300	2015-01-01 19:00:00	-5,7	155	1,5	1,9	2,4
4300	2015-01-01 20:00:00	-5,1	152	1,5	1,5	2
4300	2015-01-01 21:00:00	-5,3	164	2,6	3,4	4
4300	2015-01-01 22:00:00	-5,6	167	2,4	2,4	3,3
4300	2015-01-01 23:00:00	-5,4	131	1,7	2,2	2,5
4300	2015-01-02 00:00:00	-6	178	1,2	2	2,3
4300	2015-01-02 01:00:00	-6,1	191	2,6	2,6	2,8
4300	2015-01-02 02:00:00	-5,5	217	2	2,7	2,8
4300	2015-01-02 03:00:00	-5,8	279	1,2	2,4	2,6
4300	2015-01-02 04:00:00	-4,9	94	0,3	1,2	1,6
4300	2015-01-02 05:00:00	-6	341	0,4	2,4	3,3
4300	2015-01-02 06:00:00	-5,7	307	1,5	1,5	1,9
4300	2015-01-02 07:00:00	-6	301	1,6	2,3	2,7
4300	2015-01-02 08:00:00	-8	359	1,8	1,8	2,6
4300	2015-01-02 09:00:00	-7,6	305	1,4	1,9	2,3
4300	2015-01-02 10:00:00	-8,4	359	1,6	2,2	2,8
4300	2015-01-02 11:00:00	-8,5	314	0,5	1,6	1,8
4300	2015-01-02 12:00:00	-9,2	357	0,6	0,9	1,5
4300	2015-01-02 13:00:00	-9,2	195	2	2	2,4
4300	2015-01-02 14:00:00	-8,5	194	3,3	4,1	5,1
4300	2015-01-02 15:00:00	-7,5	201	3,3	3,8	4,4
4300	2015-01-02 16:00:00	-7,7	198	1,5	3,6	4,4
4300	2015-01-02 17:00:00	-7,8	111	0,2	1,3	2,8
4300	2015-01-02 18:00:00	-10,4	195	3,5	3,5	3,9
4300	2015-01-02 19:00:00	-10,8	16	0,7	3,1	3,6
4300	2015-01-02 20:00:00	-11,7	168	2,1	2,1	3,3
4300	2015-01-02 21:00:00	-10,4	196	0,6	2	2,4
4300	2015-01-02 22:00:00	-10,4	29	0,6	1	1,3
4300	2015-01-02 23:00:00	-11,9	35	1,2	1,8	2,6
4300	2015-01-03 00:00:00	-11,3	81	2,6	2,6	3,8
4300	2015-01-03 01:00:00	-11,6	46	1,4	2,8	3,4
4300	2015-01-03 02:00:00	-13	71	0,5	1,8	2,2
4300	2015-01-03 03:00:00	-7,6	200	8,1	8,1	9,4
4300	2015-01-03 04:00:00	-5,4	182	10,8	10,8	13,1
4300	2015-01-03 05:00:00	-5,3	183	10,4	11,4	14,3
4300	2015-01-03 06:00:00	-5,5	181	8,7	11,5	14,1
4300	2015-01-03 07:00:00	-5,6	181	10,2	10,8	12,5
4300	2015-01-03 08:00:00	-5,6	185	9,7	9,8	11,9
4300	2015-01-03 09:00:00	-4,3	173	8,9	9,7	12,3
4300	2015-01-03 10:00:00	-5,5	174	9,5	9,5	11,4
4300	2015-01-03 11:00:00	-5,4	154	8,2	10,9	13
4300	2015-01-03 12:00:00	-4,7	201	5,3	6,1	9,9
4300	2015-01-03 13:00:00	-4,9	199	7,2	7,2	9,7
4300	2015-01-03 14:00:00	-5,5	189	10	10	12,9
4300	2015-01-03 15:00:00	-4,9	211	8,8	11	12,4
4300	2015-01-03 16:00:00	-5,7	112	5,4	9,4	10,6
4300	2015-01-03 17:00:00	-4,7	179	9,9	9,9	12,8
4300	2015-01-03 18:00:00	-5,3	105	5	9,1	13,7
4300	2015-01-03 19:00:00	-5	165	10	10	13
4300	2015-01-03 20:00:00	-4,6	174	7,7	9,3	12,8
4300	2015-01-03 21:00:00	-5,2	200	7,7	9,3	11,1
4300	2015-01-03 22:00:00	-5	162	7,4	9,7	11,9
4300	2015-01-03 23:00:00	-5,4	188	10,1	10,1	12,1
4300	2015-01-04 00:00:00	-5,7	189	9,6	11	12,5
4300	2015-01-04 01:00:00	-5	172	8,1	8,6	10,2
4300	2015-01-04 02:00:00	-6,5	182	5,4	8,9	10,2
4300	2015-01-04 03:00:00	-9,8	18	2,4	4,4	5,5
4300	2015-01-04 04:00:00	-9,2	82	3,3	3,3	4,4
4300	2015-01-04 05:00:00	-8,4	88	3,8	4,9	5,6
4300	2015-01-04 06:00:00	-10	76	3,4	4	4,8
4300	2015-01-04 07:00:00	-7,6	78	5,3	6,1	6,9
4300	2015-01-04 08:00:00	-5,4	74	9	9	11,3
4300	2015-01-04 09:00:00	-4,9	73	6,1	8,6	10,7
4300	2015-01-04 10:00:00	-3,4	88	8,3	8,8	11,4
4300	2015-01-04 11:00:00	-3,1	103	10,4	11,6	14
4300	2015-01-04 12:00:00	-3,4	84	9,5	10,2	13,8
4300	2015-01-04 13:00:00	-2,3	113	6,3	8,7	11,6
4300	2015-01-04 14:00:00	-1,6	99	10,4	11,3	16
4300	2015-01-04 15:00:00	-1,1	97	11,7	12,7	16,4
4300	2015-01-04 16:00:00	-0,4	99	15,1	15,1	21,7
4300	2015-01-04 17:00:00	0,7	106	13,2	16,3	20,8
4300	2015-01-04 18:00:00	2	98	16,3	17,8	23,6
4300	2015-01-04 19:00:00	2,6	105	14,3	17,7	22,6
4300	2015-01-04 20:00:00	3,4	112	13,9	15,6	21
4300	2015-01-04 21:00:00	4,6	110	10,2	15,8	19,1
4300	2015-01-04 22:00:00	5,4	103	9,8	14,4	18,2
4300	2015-01-04 23:00:00	6,6	143	15,4	15,4	21,2
4300	2015-01-05 00:00:00	6	144	16,4	18,1	24,4
4300	2015-01-05 01:00:00	4,7	186	13,5	13,5	18,5
4300	2015-01-05 02:00:00	3,5	189	18,7	18,7	24,1
4300	2015-01-05 03:00:00	2,2	183	15,4	20	23,4
4300	2015-01-05 04:00:00	1,6	181	13,5	16,9	20,9
4300	2015-01-05 05:00:00	0,9	194	11,9	14,6	17,1
4300	2015-01-05 06:00:00	0,7	181	7,7	10,5	12,8
4300	2015-01-05 07:00:00	0	161	5,4	8,3	10,4
4300	2015-01-05 08:00:00	-0,1	167	5,1	6,4	7,9
4300	2015-01-05 09:00:00	-0,3	190	5,1	5,5	6,5
4300	2015-01-05 10:00:00	-0,6	164	5,4	5,9	7
4300	2015-01-05 11:00:00	-1,8	130	3,1	4,7	5,4
4300	2015-01-05 12:00:00	-0,8	158	4,4	4,6	5,2
4300	2015-01-05 13:00:00	-0,8	312	0,7	4,2	5,3
4300	2015-01-05 14:00:00	-1	183	6,6	8,9	10,5
4300	2015-01-05 15:00:00	-2,2	58	2,7	4,2	5,8
4300	2015-01-05 16:00:00	-1,4	76	6,1	6,1	7,3
4300	2015-01-05 17:00:00	-0,3	151	1,8	6,4	8
4300	2015-01-05 18:00:00	-0,8	73	2,1	2,1	2,9
4300	2015-01-05 19:00:00	-0,9	278	0,3	4,9	6,2
4300	2015-01-05 20:00:00	-0,5	172	10,8	10,8	14,1
4300	2015-01-05 21:00:00	-1	184	9,7	12,5	14,3
4300	2015-01-05 22:00:00	-1	197	10,7	12,5	15
4300	2015-01-05 23:00:00	-2,1	196	7,1	12	15,3
4300	2015-01-06 00:00:00	-1,7	184	10,4	12,9	17
4300	2015-01-06 01:00:00	-1,6	178	12,8	12,9	16,2
4300	2015-01-06 02:00:00	-1,9	177	9,6	13,2	16,2
4300	2015-01-06 03:00:00	-2	192	11,7	11,7	14,6
4300	2015-01-06 04:00:00	-2,4	177	10,2	10,7	13,3
4300	2015-01-06 05:00:00	-2,2	175	10,7	13,1	17,5
4300	2015-01-06 06:00:00	-2,4	170	10,2	12,3	14,8
4300	2015-01-06 07:00:00	-2,5	173	10	11,2	13,3
4300	2015-01-06 08:00:00	-2,3	171	9,7	11,7	15,2
4300	2015-01-06 09:00:00	-2,3	190	6,6	10,2	13,2
4300	2015-01-06 10:00:00	-2,5	199	12,3	13,8	16,3
4300	2015-01-06 11:00:00	-2,8	188	14,1	14,1	17,2
4300	2015-01-06 12:00:00	-3,2	191	11,8	15,9	19,9
4300	2015-01-06 13:00:00	-1,9	184	11	12,6	15,5
4300	2015-01-06 14:00:00	-2,8	176	9,1	9,6	12,6
4300	2015-01-06 15:00:00	-3,2	21	0,8	6,2	8,1
4300	2015-01-06 16:00:00	-1,9	205	1,6	2	4,1
4300	2015-01-06 17:00:00	-2,2	168	4	6,6	7,7
4300	2015-01-06 18:00:00	-2,1	98	5,4	5,4	6,3
4300	2015-01-06 19:00:00	-1,9	114	5,4	5,7	7,2
4300	2015-01-06 20:00:00	0,8	148	11,6	11,6	15,8
4300	2015-01-06 21:00:00	1	150	7,7	13,4	19
4300	2015-01-06 22:00:00	1,9	137	15	15	19,4
4300	2015-01-06 23:00:00	0,8	111	9,7	13,9	18,4
4300	2015-01-07 00:00:00	1,8	138	15,2	15,2	19,7
4300	2015-01-07 01:00:00	2,3	99	13,7	15,3	20
4300	2015-01-07 02:00:00	2,4	93	9,3	12,6	16,1
4300	2015-01-07 03:00:00	3,9	121	14,1	14,1	21,4
4300	2015-01-07 04:00:00	5,3	138	20	20	28,6
4300	2015-01-07 05:00:00	3,6	178	18,2	22,7	28,5
4300	2015-01-07 06:00:00	2,4	177	10	16,7	19,2
4300	2015-01-07 07:00:00	2,1	172	12,9	15,1	18,8
4300	2015-01-07 08:00:00	0,8	169	10,7	15,7	19,1
4300	2015-01-07 09:00:00	0,4	158	7,8	11,4	14,3
4300	2015-01-07 10:00:00	0,4	165	12,7	12,9	17,2
4300	2015-01-07 11:00:00	0,8	159	13,4	13,4	16,5
4300	2015-01-07 12:00:00	1,2	161	15,3	15,3	18,7
4300	2015-01-07 13:00:00	1,2	160	13,8	15,4	19,7
4300	2015-01-07 14:00:00	0,8	170	13,7	15,5	22,1
4300	2015-01-07 15:00:00	0,7	181	15,1	16,1	19
4300	2015-01-07 16:00:00	0,5	171	11,3	15,9	19,8
4300	2015-01-07 17:00:00	0	178	18,6	18,6	21,9
4300	2015-01-07 18:00:00	-0,3	175	15,9	17,5	21,9
4300	2015-01-07 19:00:00	-0,1	169	15,8	16,9	22
4300	2015-01-07 20:00:00	-0,3	164	12,3	17,7	21,3
4300	2015-01-07 21:00:00	0,2	177	12,6	15,1	18,2
4300	2015-01-07 22:00:00	-0,1	177	10,9	13,4	17,3
4300	2015-01-07 23:00:00	-0,4	180	11,1	12,3	16,4
4300	2015-01-08 00:00:00	0,2	176	12,5	12,5	17,1
4300	2015-01-08 01:00:00	-0,2	187	16,7	16,7	19,7
4300	2015-01-08 02:00:00	0,5	197	21,5	21,5	25,1
4300	2015-01-08 03:00:00	0,5	195	20,3	20,8	24,9
4300	2015-01-08 04:00:00	0,2	197	18,2	20,3	22,9
4300	2015-01-08 05:00:00	-0,2	203	13,9	16,1	19,4
4300	2015-01-08 06:00:00	-0,8	191	12,1	12,7	16,3
4300	2015-01-08 07:00:00	-2	195	16,4	17,2	21,1
4300	2015-01-08 08:00:00	-2,5	193	15	15,1	17,9
4300	2015-01-08 09:00:00	-3	207	10,6	15,3	17,8
4300	2015-01-08 10:00:00	-2,9	201	11,9	13,9	16,5
4300	2015-01-08 11:00:00	-1,7	221	8,4	11,5	14,4
4300	2015-01-08 12:00:00	-2	208	11,8	12,1	17,6
4300	2015-01-08 13:00:00	-1,5	216	10,9	13,7	16,4
4300	2015-01-08 14:00:00	-3,1	203	9,8	10	15,4
4300	2015-01-08 15:00:00	-4,4	196	11,4	12,3	14,9
4300	2015-01-08 16:00:00	-5,5	181	9	11,4	13,1
4300	2015-01-08 17:00:00	-4,7	185	8,8	10,9	12,9
4300	2015-01-08 18:00:00	-5,1	184	8,1	11,6	13,5
4300	2015-01-08 19:00:00	-5,1	185	8,5	10,5	12,9
4300	2015-01-08 20:00:00	-5	179	4,9	8,4	10,4
4300	2015-01-08 21:00:00	-5,1	185	10	11,1	13,4
4300	2015-01-08 22:00:00	-4,7	169	8,5	10,5	12
4300	2015-01-08 23:00:00	-4,7	156	5,1	9,2	10,9
4300	2015-01-09 00:00:00	-5,1	180	6,4	9,8	11,8
4300	2015-01-09 01:00:00	-3,7	186	9,2	10,1	12,8
4300	2015-01-09 02:00:00	-3,9	180	5,4	8,6	11,7
4300	2015-01-09 03:00:00	-3,4	185	10,2	11,2	13,6
4300	2015-01-09 04:00:00	-3,8	188	10,4	11,5	13,1
4300	2015-01-09 05:00:00	-3,7	193	9,3	10,7	12,6
4300	2015-01-09 06:00:00	-4,6	176	5,4	9	11
4300	2015-01-09 07:00:00	-4,4	175	7,9	8	11,4
4300	2015-01-09 08:00:00	-5,5	187	5,6	9,2	11,7
4300	2015-01-09 09:00:00	-4,9	178	8,8	8,9	11,3
4300	2015-01-09 10:00:00	-4,9	181	9,1	9,9	11,6
4300	2015-01-09 11:00:00	-5,3	184	8,9	9,3	11,3
4300	2015-01-09 12:00:00	-5,8	184	8,7	11,3	12,9
4300	2015-01-09 13:00:00	-5	176	5	7,4	8,5
4300	2015-01-09 14:00:00	-4,5	147	3,9	5,7	6,9
4300	2015-01-09 15:00:00	-3,3	155	4,4	5,1	8,9
4300	2015-01-09 16:00:00	-4	109	1,4	3,7	6,3
4300	2015-01-09 17:00:00	-5	170	7,2	7,2	8,2
4300	2015-01-09 18:00:00	-5,5	199	4,7	6,2	7,9
4300	2015-01-09 19:00:00	-5,4	170	3,5	4,5	5,2
4300	2015-01-09 20:00:00	-5	176	6	7,5	8,9
4300	2015-01-09 21:00:00	-7	172	2,7	6,3	7,4
4300	2015-01-09 22:00:00	-5,8	179	7,6	8	9,5
4300	2015-01-09 23:00:00	-6,1	170	1,9	7,7	9,2
4300	2015-01-10 00:00:00	-6,7	189	8,1	8,3	9,1
4300	2015-01-10 01:00:00	-6,6	185	7,8	8	10
4300	2015-01-10 02:00:00	-6,7	185	6,7	8,4	10
4300	2015-01-10 03:00:00	-7	182	6,7	8,4	10,2
4300	2015-01-10 04:00:00	-7	186	8,5	9,7	12,4
4300	2015-01-10 05:00:00	-6,8	178	9	10,1	11,8
4300	2015-01-10 06:00:00	-7	187	7,7	8,8	11
4300	2015-01-10 07:00:00	-6,6	184	8,9	9,3	11,2
4300	2015-01-10 08:00:00	-7,1	191	9,6	9,6	12
4300	2015-01-10 09:00:00	-7,6	185	7,5	10,8	12,3
4300	2015-01-10 10:00:00	-7,8	184	8,1	8,4	9,7
4300	2015-01-10 11:00:00	-8,4	185	5,1	7,5	9,4
4300	2015-01-10 12:00:00	-7,8	190	6	6	7,9
4300	2015-01-10 13:00:00	-7,9	170	5,5	6,7	8,5
4300	2015-01-10 14:00:00	-8,6	161	0,9	5,6	6,3
4300	2015-01-10 15:00:00	-8,5	153	3,1	3,1	4
4300	2015-01-10 16:00:00	-11,8	352	1,3	1,5	3,4
4300	2015-01-10 17:00:00	-11,5	163	0,4	2,2	2,8
4300	2015-01-10 18:00:00	-13,8	1	2,6	2,6	3,3
4300	2015-01-10 19:00:00	-13,3	213	0,2	2,2	2,5
4300	2015-01-10 20:00:00	-14	166	0,2	2,2	2,7
4300	2015-01-10 21:00:00	-13,9	34	1	1,8	2,3
4300	2015-01-10 22:00:00	-12,8	116	1,2	1,4	1,8
4300	2015-01-10 23:00:00	-13,9	133	1,2	1,3	1,7
4300	2015-01-11 00:00:00	-13,5	131	0,9	1,3	1,6
4300	2015-01-11 01:00:00	-13	105	0,6	1,2	1,8
4300	2015-01-11 02:00:00	-13,7	8	1,3	1,3	2
4300	2015-01-11 03:00:00	-11,9	142	2,5	2,5	4
4300	2015-01-11 04:00:00	-13,5	359	0,8	3,1	4,1
4300	2015-01-11 05:00:00	-14,3	10	0,9	1,8	3,1
4300	2015-01-11 06:00:00	-13,5	83	2	2	2,8
4300	2015-01-11 07:00:00	-13,4	74	2,9	2,9	3,7
4300	2015-01-11 08:00:00	-14	59	2,6	3,9	4,6
4300	2015-01-11 09:00:00	-13,7	211	1,5	3,7	5,8
4300	2015-01-11 10:00:00	-15,1	75	1,5	3,6	5,4
4300	2015-01-11 11:00:00	-15,2	149	1,7	3,4	5,4
4300	2015-01-11 12:00:00	-15,9	189	1,2	1,5	2,6
4300	2015-01-11 13:00:00	-15,4	236	0,4	1,3	2,9
4300	2015-01-11 14:00:00	-17,2	197	0,5	1,5	2,7
4300	2015-01-11 15:00:00	-15,5	247	1,3	1,4	2
4300	2015-01-11 16:00:00	-14,9	173	2,1	2,1	2,8
4300	2015-01-11 17:00:00	-15,2	58	1,4	3,3	4,1
4300	2015-01-11 18:00:00	-14	242	0,6	2	2,7
4300	2015-01-11 19:00:00	-12,9	135	1,4	1,5	2,1
4300	2015-01-11 20:00:00	-12,4	117	0,9	1,6	2,4
4300	2015-01-11 21:00:00	-11,5	60	1,2	1,7	2,5
4300	2015-01-11 22:00:00	-10,8	98	0,4	1,5	2,5
4300	2015-01-11 23:00:00	-10,3	332	0,1	1,5	2
4300	2015-01-12 00:00:00	-10,3	261	0,8	1,5	1,9
4300	2015-01-12 01:00:00	-9,8	200	1,2	1,2	1,9
4300	2015-01-12 02:00:00	-9,7	302	0,3	1,6	2
4300	2015-01-12 03:00:00	-9,2	177	1	1	2,2
4300	2015-01-12 04:00:00	-9	172	2,6	2,6	3,5
4300	2015-01-12 05:00:00	-8,8	170	2	3,1	4,2
4300	2015-01-12 06:00:00	-8,9	200	1,7	1,7	2,7
4300	2015-01-12 07:00:00	-8,1	265	2,2	2,3	2,9
4300	2015-01-12 08:00:00	-4,6	48	2	3,1	4,2
4300	2015-01-12 09:00:00	-3,8	16	6,2	6,6	7,7
4300	2015-01-12 10:00:00	-3,8	355	6,1	6,6	8,6
4300	2015-01-12 11:00:00	-3,4	345	5,8	6	8
4300	2015-01-12 12:00:00	-2,4	43	7,2	7,2	9,9
4300	2015-01-12 13:00:00	-2,8	6	4,9	7,2	9,2
4300	2015-01-12 14:00:00	-2,5	28	5,9	6	8,5
4300	2015-01-12 15:00:00	-3	325	4,7	6	7,8
4300	2015-01-12 16:00:00	-2,6	318	5,5	6,4	7,7
4300	2015-01-12 17:00:00	-1,8	341	5,9	6,8	8,2
4300	2015-01-12 18:00:00	-2,8	330	4,4	6,1	7,9
4300	2015-01-12 19:00:00	-1,2	13	8,4	8,4	10,4
4300	2015-01-12 20:00:00	-0,2	39	11,9	11,9	15,1
4300	2015-01-12 21:00:00	-0,1	35	13,2	13,2	17,2
4300	2015-01-12 22:00:00	-0,8	31	15	15,2	21,9
4300	2015-01-12 23:00:00	-0,9	47	15,4	15,8	21,3
4300	2015-01-13 00:00:00	-0,5	51	14,6	16,3	20,7
4300	2015-01-13 01:00:00	-0,7	51	14	14,5	19,1
4300	2015-01-13 02:00:00	-1,7	40	12,8	13,7	17,9
4300	2015-01-13 03:00:00	-1	40	13,4	13,4	18,4
4300	2015-01-13 04:00:00	-1	36	11,5	12,8	16,6
4300	2015-01-13 05:00:00	-1,2	39	11,9	12,5	17,5
4300	2015-01-13 06:00:00	-1,2	32	11,4	12,6	15,8
4300	2015-01-13 07:00:00	-2,4	47	12,3	14,2	19,1
4300	2015-01-13 08:00:00	-1,2	31	12,7	13,9	17,9
4300	2015-01-13 09:00:00	-1,1	38	11,8	13,6	17,3
4300	2015-01-13 10:00:00	-1,5	32	11	11,6	15,1
4300	2015-01-13 11:00:00	-2,2	16	8,2	10,1	14
4300	2015-01-13 12:00:00	-2	23	7,7	8,2	10,5
4300	2015-01-13 13:00:00	-2,5	34	10,4	10,4	14,1
4300	2015-01-13 14:00:00	-2,7	24	10,3	11,2	14,6
4300	2015-01-13 15:00:00	-3,6	15	7,2	10,2	12,1
4300	2015-01-13 16:00:00	-3,7	11	5,6	7,1	8,7
4300	2015-01-13 17:00:00	-3,6	25	8,4	8,4	10,5
4300	2015-01-13 18:00:00	-3,8	10	7,4	8,6	11,9
4300	2015-01-13 19:00:00	-3,3	35	8	8,2	11
4300	2015-01-13 20:00:00	-4,3	19	6,7	8,3	12
4300	2015-01-13 21:00:00	-3,4	50	5,3	7,4	11,4
4300	2015-01-13 22:00:00	-2,7	34	10	10	13,2
4300	2015-01-13 23:00:00	-3,5	25	7,6	9,5	13
4300	2015-01-14 00:00:00	-3,5	28	7,7	10,5	13,2
4300	2015-01-14 01:00:00	-3,9	15	7,1	10	13
4300	2015-01-14 02:00:00	-4,3	351	6,2	8,8	11,2
4300	2015-01-14 03:00:00	-4,5	20	6,9	7,3	10,2
4300	2015-01-14 04:00:00	-4,4	356	4,8	7	8,8
4300	2015-01-14 05:00:00	-4,6	12	6,1	6,1	9,8
4300	2015-01-14 06:00:00	-5,7	7	5	8,3	10,5
4300	2015-01-14 07:00:00	-6,2	11	3,9	4,8	7,5
4300	2015-01-14 08:00:00	-5,3	333	0,8	1,2	3,6
4300	2015-01-14 09:00:00	-4,7	22	2,3	3,1	5
4300	2015-01-14 10:00:00	-4,5	40	3,4	5,7	7,9
4300	2015-01-14 11:00:00	-5,4	336	1,9	4,3	7,1
4300	2015-01-14 12:00:00	-7,8	162	1	3,2	4,3
4300	2015-01-14 13:00:00	-8,2	316	1,1	1,7	2,2
4300	2015-01-14 14:00:00	-8,1	263	2,7	2,7	3,5
4300	2015-01-14 15:00:00	-8,3	283	0,3	3,2	4,1
4300	2015-01-14 16:00:00	-13	158	2	2,5	3,1
4300	2015-01-14 17:00:00	-12,9	359	1,4	2,4	3,1
4300	2015-01-14 18:00:00	-12,9	222	0,8	1,1	1,9
4300	2015-01-14 19:00:00	-14,2	323	1,4	1,4	1,9
4300	2015-01-14 20:00:00	-12,2	314	1,2	1,4	2
4300	2015-01-14 21:00:00	-13	234	0,8	0,9	1,2
4300	2015-01-14 22:00:00	-13,3	313	1,1	1,1	1,5
4300	2015-01-14 23:00:00	-11,8	93	0,1	1,2	1,5
4300	2015-01-15 00:00:00	-10,8	232	0,6	0,7	0,9
4300	2015-01-15 01:00:00	-9,2	349	3	3	4,6
4300	2015-01-15 02:00:00	-4,9	357	4	5,6	10,7
4300	2015-01-15 03:00:00	-4,5	6	2,9	2,9	6
4300	2015-01-15 04:00:00	-6,7	251	0,5	2,4	5,6
4300	2015-01-15 05:00:00	-5	1	6,6	6,6	11,1
4300	2015-01-15 06:00:00	-4,7	12	9,3	9,3	12,4
4300	2015-01-15 07:00:00	-5,4	351	10,1	11,9	14,3
4300	2015-01-15 08:00:00	-5,5	6	10,3	13,4	17,2
4300	2015-01-15 09:00:00	-8,2	293	5,5	9,2	13,1
4300	2015-01-15 10:00:00	-6,4	337	9,5	9,5	12,5
4300	2015-01-15 11:00:00	-7,4	334	10,4	11,8	16,5
4300	2015-01-15 12:00:00	-7,5	323	12,1	12,1	15,8
4300	2015-01-15 13:00:00	-7,8	322	11,1	13,7	18,3
4300	2015-01-15 14:00:00	-7,7	319	11,8	15,5	19,7
4300	2015-01-15 15:00:00	-7,3	300	10,1	15,5	20,1
4300	2015-01-15 16:00:00	-7,2	313	14,6	15,4	19,6
4300	2015-01-15 17:00:00	-7,5	305	12,4	17,8	21,6
4300	2015-01-15 18:00:00	-7,8	290	8	13,1	18,6
4300	2015-01-15 19:00:00	-7,9	267	7,4	7,4	9,8
4300	2015-01-15 20:00:00	-7,6	282	11,3	11,3	15
4300	2015-01-15 21:00:00	-7,4	275	11,3	11,6	16,5
4300	2015-01-15 22:00:00	-7	277	10,2	11,3	14,9
4300	2015-01-15 23:00:00	-6,4	280	10,2	10,6	14,3
4300	2015-01-16 00:00:00	-6,3	283	11,3	11,3	15,5
4300	2015-01-16 01:00:00	-6,1	276	8,7	10,5	14,8
4300	2015-01-16 02:00:00	-6	287	7	9,2	13,9
4300	2015-01-16 03:00:00	-5,5	279	8,2	10,4	13,7
4300	2015-01-16 04:00:00	-4,7	263	9,3	10,3	14,1
4300	2015-01-16 05:00:00	-4,3	268	8,4	9,1	12,4
4300	2015-01-16 06:00:00	-4,3	277	6,6	10,4	13,6
4300	2015-01-16 07:00:00	-3,9	276	8	8	10,1
4300	2015-01-16 08:00:00	-3,9	278	6,3	7,5	9,7
4300	2015-01-16 09:00:00	-4,2	291	2,4	5,1	8,2
4300	2015-01-16 10:00:00	-4,6	171	2,4	2,4	3,3
4300	2015-01-16 11:00:00	-4,6	180	1,9	3	3,6
4300	2015-01-16 12:00:00	-6	224	2,4	2,4	3,2
4300	2015-01-16 13:00:00	-6,2	105	1,7	2,6	3,7
4300	2015-01-16 14:00:00	-6,5	148	1,7	2,4	2,6
4300	2015-01-16 15:00:00	-6,2	162	1,5	1,9	2,7
4300	2015-01-16 16:00:00	-6,7	20	0,3	0,9	1,2
4300	2015-01-16 17:00:00	-6,1	190	1,7	1,8	2,4
4300	2015-01-16 18:00:00	-6,8	110	0,8	1,9	2,3
4300	2015-01-16 19:00:00	-6,9	2	0,2	1,2	1,6
4300	2015-01-16 20:00:00	-7	330	0,2	0,4	1
4300	2015-01-16 21:00:00	-6,7	116	0,4	0,5	0,8
4300	2015-01-16 22:00:00	-6,2	182	1,1	1,4	1,7
4300	2015-01-16 23:00:00	-5,9	188	2,8	2,8	3,2
4300	2015-01-17 00:00:00	-5,7	186	3,6	4	4,8
4300	2015-01-17 01:00:00	-5,3	185	3,5	3,8	4,2
4300	2015-01-17 02:00:00	-5,2	190	2,8	3,7	4,3
4300	2015-01-17 03:00:00	-5,1	191	1,5	2,4	3
4300	2015-01-17 04:00:00	-2,3	35	2,3	2,7	9,7
4300	2015-01-17 05:00:00	-1,4	38	8,4	11,1	14,2
4300	2015-01-17 06:00:00	-2,1	26	10,3	10,3	12,5
4300	2015-01-17 07:00:00	-2,7	8	7,1	9,7	13,3
4300	2015-01-17 08:00:00	-2,7	26	8,4	8,4	10,5
4300	2015-01-17 09:00:00	-3,4	20	7,4	9,2	11,2
4300	2015-01-17 10:00:00	-3,4	315	2,2	6,3	7,5
4300	2015-01-17 11:00:00	-4,7	330	5,6	6,3	7,5
4300	2015-01-17 12:00:00	-6,2	320	4,2	5,8	7,4
4300	2015-01-17 13:00:00	-5,3	326	5,7	6,7	8,6
4300	2015-01-17 14:00:00	-3,6	307	8,1	8,1	10,5
4300	2015-01-17 15:00:00	-3,8	305	7,5	9,5	11,8
4300	2015-01-17 16:00:00	-4,4	283	3,4	6,9	8,4
4300	2015-01-17 17:00:00	-4,8	287	3,9	4,2	5,1
4300	2015-01-17 18:00:00	-4,8	284	3,8	4,6	5,8
4300	2015-01-17 19:00:00	-4,7	287	2,8	4,1	5,1
4300	2015-01-17 20:00:00	-4,7	312	2,9	3	3,6
4300	2015-01-17 21:00:00	-4,7	334	3	3	4
4300	2015-01-17 22:00:00	-4,6	324	3,3	3,3	4,2
4300	2015-01-17 23:00:00	-5,1	312	2,7	3,6	5
4300	2015-01-18 00:00:00	-4,8	325	4,7	4,7	5,7
4300	2015-01-18 01:00:00	-6,3	339	4,7	8,6	10,7
4300	2015-01-18 02:00:00	-6,5	335	6,8	6,9	8,3
