STOD	TIMI	AR	MAN	DAGUR	KLST	T	D	F	FX	FG
4300	2017-12-17 22:00:00	2017	12	17	22	-0,9	190	10	10	11,9
4300	2017-12-17 23:00:00	2017	12	17	23	-0,4	172	5,9	9,3	10,8
4300	2017-12-18 00:00:00	2017	12	17	24	-0,2	173	4,6	8,8	10,7
4300	2017-12-18 01:00:00	2017	12	18	1	0,8	151	4,6	6,5	7,3
4300	2017-12-18 02:00:00	2017	12	18	2	1,3	151	2,8	3,9	5
4300	2017-12-18 03:00:00	2017	12	18	3	-0,6	73	6	6	7,3
4300	2017-12-18 04:00:00	2017	12	18	4	-0,8	154	3,4	6,5	8,2
4300	2017-12-18 05:00:00	2017	12	18	5	2,9	203	4,3	5,1	6,8
4300	2017-12-18 06:00:00	2017	12	18	6	5,7	183	14,1	14,1	20
4300	2017-12-18 07:00:00	2017	12	18	7	6,5	170	15,6	16,2	24,2
4300	2017-12-18 08:00:00	2017	12	18	8	5,5	185	14,1	18,8	27,4
4300	2017-12-18 09:00:00	2017	12	18	9	6,2	151	7,9	11,2	17,5
4300	2017-12-18 10:00:00	2017	12	18	10	4,6	191	13	15,7	20,4
4300	2017-12-18 11:00:00	2017	12	18	11	4,1	198	11,8	13,8	18,9
4300	2017-12-18 12:00:00	2017	12	18	12	4,6	183	8,9	11,3	16,4
4300	2017-12-18 13:00:00	2017	12	18	13	4,7	161	6	6	7,8
4300	2017-12-18 14:00:00	2017	12	18	14	4,3	127	1,9	5,4	8,4
4300	2017-12-18 15:00:00	2017	12	18	15	4,1	56	1,3	3	3,7
4300	2017-12-18 16:00:00	2017	12	18	16	4	91	3,5	3,9	6,5
4300	2017-12-18 17:00:00	2017	12	18	17	5,1	95	4,5	5,5	7,5
4300	2017-12-18 18:00:00	2017	12	18	18	8	140	2,2	3,6	6,2
4300	2017-12-18 19:00:00	2017	12	18	19	5,8	50	1,3	5,8	12,5
4300	2017-12-18 20:00:00	2017	12	18	20	6	172	6,2	9,6	12,7
4300	2017-12-18 21:00:00	2017	12	18	21	5,7	170	6,6	10,8	13,5
4300	2017-12-18 22:00:00	2017	12	18	22	6,1	175	11	11,9	14,6
4300	2017-12-18 23:00:00	2017	12	18	23	4,8	188	10,1	10,6	13,2
4300	2017-12-19 00:00:00	2017	12	18	24	4,5	267	2	11,5	15
4300	2017-12-19 01:00:00	2017	12	19	1	3	189	3,5	4,9	7,8
4300	2017-12-19 02:00:00	2017	12	19	2	2,9	107	0,8	3,7	4,8
4300	2017-12-19 03:00:00	2017	12	19	3	2,8	232	5,8	6,8	10,2
4300	2017-12-19 04:00:00	2017	12	19	4	1,6	158	4,5	4,5	9,1
4300	2017-12-19 05:00:00	2017	12	19	5	1,5	182	7,9	9	12
4300	2017-12-19 06:00:00	2017	12	19	6	2	214	13,9	13,9	19,5
4300	2017-12-19 07:00:00	2017	12	19	7	1,1	210	13,5	14,9	18,3
4300	2017-12-19 08:00:00	2017	12	19	8	0,6	201	10,5	13,4	16
4300	2017-12-19 09:00:00	2017	12	19	9	0,1	187	9,9	10,8	15
4300	2017-12-19 10:00:00	2017	12	19	10	0,1	197	10,2	11	14
4300	2017-12-19 11:00:00	2017	12	19	11	0	196	10,4	13,3	17,4
4300	2017-12-19 12:00:00	2017	12	19	12	0,1	196	13,3	14,2	17,1
4300	2017-12-19 13:00:00	2017	12	19	13	0,6	197	16,3	16,3	19,7
4300	2017-12-19 14:00:00	2017	12	19	14	0,3	199	13,4	16,5	20,9
4300	2017-12-19 15:00:00	2017	12	19	15	0,3	194	14,2	14,6	17,1
4300	2017-12-19 16:00:00	2017	12	19	16	-0,1	204	11,6	12,9	15,4
4300	2017-12-19 17:00:00	2017	12	19	17	0	205	10,3	11,7	13,8
4300	2017-12-19 18:00:00	2017	12	19	18	0,3	209	8,4	11,9	14,6
4300	2017-12-19 19:00:00	2017	12	19	19	0,2	212	12,1	12,1	14,7
4300	2017-12-19 20:00:00	2017	12	19	20	-0,5	196	8,9	12	14,8
4300	2017-12-19 21:00:00	2017	12	19	21	-1,1	198	11,4	11,9	14,3
4300	2017-12-19 22:00:00	2017	12	19	22	-1,2	207	9,9	10,8	12,8
4300	2017-12-19 23:00:00	2017	12	19	23	-1,2	198	9,8	10,3	13,4
4300	2017-12-20 00:00:00	2017	12	19	24	-0,3	217	10	12	14
4300	2017-12-20 01:00:00	2017	12	20	1	-0,5	208	13	13,7	16,5
4300	2017-12-20 02:00:00	2017	12	20	2	-0,9	194	8,4	12,1	15,7
4300	2017-12-20 03:00:00	2017	12	20	3	0,3	191	11,8	11,8	18,1
4300	2017-12-20 04:00:00	2017	12	20	4	0,2	193	12,9	13	15,8
4300	2017-12-20 05:00:00	2017	12	20	5	-0,6	190	10,3	14,8	18,7
4300	2017-12-20 06:00:00	2017	12	20	6	-0,1	192	8,9	12,1	15,9
4300	2017-12-20 07:00:00	2017	12	20	7	0,1	186	10,6	11,9	14,2
4300	2017-12-20 08:00:00	2017	12	20	8	0,4	176	9,4	10,2	11,8
4300	2017-12-20 09:00:00	2017	12	20	9	-0,3	183	8,8	10	12,3
4300	2017-12-20 10:00:00	2017	12	20	10	-1,1	180	9,4	10	11,6
4300	2017-12-20 11:00:00	2017	12	20	11	-0,5	199	11,1	12,1	14,1
4300	2017-12-20 12:00:00	2017	12	20	12	-0,8	193	10,9	13,4	16,6
4300	2017-12-20 13:00:00	2017	12	20	13	-0,6	205	12,2	12,2	14,8
4300	2017-12-20 14:00:00	2017	12	20	14	-0,7	206	11,3	11,4	13,7
4300	2017-12-20 15:00:00	2017	12	20	15	-1,3	180	11,6	12,3	15,2
4300	2017-12-20 16:00:00	2017	12	20	16	-2	176	9,1	9,1	12,2
4300	2017-12-20 17:00:00	2017	12	20	17	-2,1	140	6	8,7	11
4300	2017-12-20 18:00:00	2017	12	20	18	-1,8	146	6	6,9	12
4300	2017-12-20 19:00:00	2017	12	20	19	-2	210	3,9	3,9	7,9
4300	2017-12-20 20:00:00	2017	12	20	20	-1,9	219	11,5	11,7	15,5
4300	2017-12-20 21:00:00	2017	12	20	21	-3,2	197	3,7	10,4	12,8
4300	2017-12-20 22:00:00	2017	12	20	22	-3	185	8,1	9	11,5
4300	2017-12-20 23:00:00	2017	12	20	23	-3,5	185	10,5	10,9	12,8
4300	2017-12-21 00:00:00	2017	12	20	24	-2,9	186	8,6	10,5	11,7
4300	2017-12-21 01:00:00	2017	12	21	1	-2,2	182	9,1	10,2	12,6
4300	2017-12-21 02:00:00	2017	12	21	2	-2,1	189	10,3	10,9	12,8
4300	2017-12-21 03:00:00	2017	12	21	3	-1,6	200	10,7	10,9	12,6
4300	2017-12-21 04:00:00	2017	12	21	4	-1,2	209	8,9	9,9	11,8
4300	2017-12-21 05:00:00	2017	12	21	5	-2	205	10,9	11	13
4300	2017-12-21 06:00:00	2017	12	21	6	-2	190	4	11,4	13,7
4300	2017-12-21 07:00:00	2017	12	21	7	-1,9	228	1,3	3,9	6
4300	2017-12-21 08:00:00	2017	12	21	8	-1,6	177	2,2	2,2	4,7
4300	2017-12-21 09:00:00	2017	12	21	9	-1,4	231	3,4	3,4	4,9
4300	2017-12-21 10:00:00	2017	12	21	10	-1,3	236	5,6	5,8	7,9
4300	2017-12-21 11:00:00	2017	12	21	11	-1,8	223	1,7	4,9	6,4
4300	2017-12-21 12:00:00	2017	12	21	12	-2,2	210	4,3	4,3	6,4
4300	2017-12-21 13:00:00	2017	12	21	13	-1,4	187	6,9	6,9	8,5
4300	2017-12-21 14:00:00	2017	12	21	14	-1	196	6,6	7	9,4
4300	2017-12-21 15:00:00	2017	12	21	15	-0,5	201	6,2	7,6	9,5
4300	2017-12-21 16:00:00	2017	12	21	16	-0,1	194	6,1	6,8	9,3
4300	2017-12-21 17:00:00	2017	12	21	17	-0,2	229	3,2	6,1	8,7
4300	2017-12-21 18:00:00	2017	12	21	18	-1,2	253	5,4	5,4	7,1
4300	2017-12-21 19:00:00	2017	12	21	19	-1,8	42	0,2	6,1	7,4
4300	2017-12-21 20:00:00	2017	12	21	20	0,2	227	6,9	6,9	8,6
4300	2017-12-21 21:00:00	2017	12	21	21	-0,8	127	1,8	4,6	7,1
4300	2017-12-21 22:00:00	2017	12	21	22	-1,2	142	3,2	4,6	6,1
4300	2017-12-21 23:00:00	2017	12	21	23	-0,6	177	5,6	6,7	7,8
4300	2017-12-22 00:00:00	2017	12	21	24	0,2	113	2,9	4,6	6,5
4300	2017-12-22 01:00:00	2017	12	22	1	-1,2	82	3,8	4,5	5,8
4300	2017-12-22 02:00:00	2017	12	22	2	-0,4	87	4,5	5,2	6,5
4300	2017-12-22 03:00:00	2017	12	22	3	-0,2	77	5,6	5,7	7,1
4300	2017-12-22 04:00:00	2017	12	22	4	0,6	97	5,4	7,1	9,7
4300	2017-12-22 05:00:00	2017	12	22	5	1,3	97	2,5	5	6,5
4300	2017-12-22 06:00:00	2017	12	22	6	1,3	96	1,5	3,3	4,2
4300	2017-12-22 07:00:00	2017	12	22	7	3,3	137	4,9	4,9	7,8
4300	2017-12-22 08:00:00	2017	12	22	8	2,6	182	8,9	11,9	15
4300	2017-12-22 09:00:00	2017	12	22	9	3,4	204	14	16,1	21
4300	2017-12-22 10:00:00	2017	12	22	10	2,9	215	10,5	11,8	15,9
4300	2017-12-22 11:00:00	2017	12	22	11	1,3	208	6	11,8	15,4
4300	2017-12-22 12:00:00	2017	12	22	12	1,5	215	8,7	10,3	13,1
4300	2017-12-22 13:00:00	2017	12	22	13	1	194	9,6	9,8	13
4300	2017-12-22 14:00:00	2017	12	22	14	0,7	194	12,5	12,5	15,2
4300	2017-12-22 15:00:00	2017	12	22	15	0,6	196	11,8	11,8	16,1
4300	2017-12-22 16:00:00	2017	12	22	16	0,7	201	9,1	12	15,9
4300	2017-12-22 17:00:00	2017	12	22	17	-0,2	196	6,8	7,8	9,4
4300	2017-12-22 18:00:00	2017	12	22	18	0,2	197	8,5	9,9	13
4300	2017-12-22 19:00:00	2017	12	22	19	0,4	206	9	9,7	11,8
4300	2017-12-22 20:00:00	2017	12	22	20	-0,9	184	5,8	7,8	12,7
4300	2017-12-22 21:00:00	2017	12	22	21	-0,7	187	7,6	7,7	10,7
4300	2017-12-22 22:00:00	2017	12	22	22	-1,3	187	9,1	10,4	12,5
4300	2017-12-22 23:00:00	2017	12	22	23	-1,4	162	4,9	7,9	10
4300	2017-12-23 00:00:00	2017	12	22	24	-0,6	166	6,3	8,1	10,3
4300	2017-12-23 01:00:00	2017	12	23	1	-0,3	185	7,4	7,6	9,4
4300	2017-12-23 02:00:00	2017	12	23	2	-0,5	205	12,8	13,4	18,7
4300	2017-12-23 03:00:00	2017	12	23	3	-0,4	217	7,3	11,2	12,9
4300	2017-12-23 04:00:00	2017	12	23	4	-0,7	144	3	10,7	12,5
4300	2017-12-23 05:00:00	2017	12	23	5	-1,3	224	5,8	8	10,6
4300	2017-12-23 06:00:00	2017	12	23	6	-2,1	237	1,3	5,8	8,8
4300	2017-12-23 07:00:00	2017	12	23	7	-3,1	224	0,2	1,9	3,5
4300	2017-12-23 08:00:00	2017	12	23	8	-3,8	180	2,2	2,3	2,9
4300	2017-12-23 09:00:00	2017	12	23	9	-3,8	227	2,1	2,7	3,9
4300	2017-12-23 10:00:00	2017	12	23	10	-4,2	44	0,5	1,9	3
4300	2017-12-23 11:00:00	2017	12	23	11	-3,8	357	0,4	0,6	1,2
4300	2017-12-23 12:00:00	2017	12	23	12	-3,9	107	0,1	0,3	1
4300	2017-12-23 13:00:00	2017	12	23	13	-3,6	107	1,5	1,8	2,4
4300	2017-12-23 14:00:00	2017	12	23	14	-3,4	106	1,9	1,9	3
4300	2017-12-23 15:00:00	2017	12	23	15	-3,2	97	1,6	2,5	3,3
4300	2017-12-23 16:00:00	2017	12	23	16	-2,7	95	2,5	3,4	4,1
4300	2017-12-23 17:00:00	2017	12	23	17	-2,2	70	3	3	4,3
4300	2017-12-23 18:00:00	2017	12	23	18	-2,1	56	4	4,6	6
4300	2017-12-23 19:00:00	2017	12	23	19	-2	72	7,1	7,5	10,3
4300	2017-12-23 20:00:00	2017	12	23	20	-2,1	69	9,5	9,5	13
4300	2017-12-23 21:00:00	2017	12	23	21	-2,7	70	8,7	9,7	13
4300	2017-12-23 22:00:00	2017	12	23	22	-3,1	69	8,1	9,2	12,3
4300	2017-12-23 23:00:00	2017	12	23	23	-3,2	72	7,9	8	11,2
4300	2017-12-24 00:00:00	2017	12	23	24	-3,4	56	6,6	7,2	9,6
4300	2017-12-24 01:00:00	2017	12	24	1	-3,6	60	8	8	10,8
4300	2017-12-24 02:00:00	2017	12	24	2	-3,9	55	8,8	9,3	12,6
4300	2017-12-24 03:00:00	2017	12	24	3	-4,1	53	10,5	10,9	14,2
4300	2017-12-24 04:00:00	2017	12	24	4	-4,3	52	9,5	10,8	14,3
4300	2017-12-24 05:00:00	2017	12	24	5	-4,2	40	8,8	9	12,7
4300	2017-12-24 06:00:00	2017	12	24	6	-4,5	41	7,5	8,5	11,7
4300	2017-12-24 07:00:00	2017	12	24	7	-4,8	35	8,3	8,3	10,7
4300	2017-12-24 08:00:00	2017	12	24	8	-4,7	32	6,9	8,7	11,3
4300	2017-12-24 09:00:00	2017	12	24	9	-5,3	23	5,7	8,4	10,8
4300	2017-12-24 10:00:00	2017	12	24	10	-5,3	14	4,5	6,1	8,2
4300	2017-12-24 11:00:00	2017	12	24	11	-5,6	14	4,6	5	6,8
4300	2017-12-24 12:00:00	2017	12	24	12	-5,5	16	3,4	5,2	7,2
4300	2017-12-24 13:00:00	2017	12	24	13	-6,9	5	2,3	4,5	5,4
4300	2017-12-24 14:00:00	2017	12	24	14	-7,5	342	2,8	4,1	5,4
4300	2017-12-24 15:00:00	2017	12	24	15	-6,8	332	2,9	3,2	4,2
4300	2017-12-24 16:00:00	2017	12	24	16	-7,8	337	0,4	3,8	4,3
4300	2017-12-24 17:00:00	2017	12	24	17	-6,1	358	0,1	0,2	1,2
4300	2017-12-24 18:00:00	2017	12	24	18	-6,2	166	0,6	0,6	1,4
4300	2017-12-24 19:00:00	2017	12	24	19	-7,9	327	1,5	1,5	2,4
4300	2017-12-24 20:00:00	2017	12	24	20	-7,3	356	1,6	2,5	3,4
4300	2017-12-24 21:00:00	2017	12	24	21	-6,4	320	0,9	2,4	3,4
4300	2017-12-24 22:00:00	2017	12	24	22	-4,8	218	0,4	2,5	4,2
4300	2017-12-24 23:00:00	2017	12	24	23	-3,8	41	9,3	9,6	13,5
4300	2017-12-25 00:00:00	2017	12	24	24	-4,6	39	9,4	10,3	15
4300	2017-12-25 01:00:00	2017	12	25	1	-4,8	349	5,4	10,2	13,7
4300	2017-12-25 02:00:00	2017	12	25	2	-5,2	336	4,6	4,6	8,1
4300	2017-12-25 03:00:00	2017	12	25	3	-5,6	15	9,4	9,4	11,6
4300	2017-12-25 04:00:00	2017	12	25	4	-5,8	19	9,1	9,9	12,4
4300	2017-12-25 05:00:00	2017	12	25	5	-6	11	8	8,8	11,7
4300	2017-12-25 06:00:00	2017	12	25	6	-6	23	5,2	7,7	9,3
4300	2017-12-25 07:00:00	2017	12	25	7	-6,1	357	4	4,1	5,6
4300	2017-12-25 08:00:00	2017	12	25	8	-6,4	358	5,6	6	7,9
4300	2017-12-25 09:00:00	2017	12	25	9	-6,5	360	3	5,1	7,1
4300	2017-12-25 10:00:00	2017	12	25	10	-6,7	335	3,3	4,7	6,1
4300	2017-12-25 11:00:00	2017	12	25	11	-6,8	357	5,6	5,6	7,5
4300	2017-12-25 12:00:00	2017	12	25	12	-6,9	340	5,1	6,1	7,5
4300	2017-12-25 13:00:00	2017	12	25	13	-7,2	358	3,7	4	5,1
4300	2017-12-25 14:00:00	2017	12	25	14	-7,4	333	2,2	3,6	5,2
4300	2017-12-25 15:00:00	2017	12	25	15	-7,4	287	1,9	2,4	3,5
4300	2017-12-25 16:00:00	2017	12	25	16	-7,4	296	1	2,4	3,5
4300	2017-12-25 17:00:00	2017	12	25	17	-7,8	284	2,2	2,2	3,1
4300	2017-12-25 18:00:00	2017	12	25	18	-7,9	117	0	2,3	3,2
4300	2017-12-25 19:00:00	2017	12	25	19	-7,5	0	0	0	0
4300	2017-12-25 20:00:00	2017	12	25	20	-7,3	214	0	0,2	0,6
4300	2017-12-25 21:00:00	2017	12	25	21	-7,2	0	0	0,7	1,3
4300	2017-12-25 22:00:00	2017	12	25	22	-7,1	183	2,7	2,7	4,2
4300	2017-12-25 23:00:00	2017	12	25	23	-6,9	236	1,4	3,5	4,3
4300	2017-12-26 00:00:00	2017	12	25	24	-7,1	148	1,8	2	2,8
4300	2017-12-26 01:00:00	2017	12	26	1	-6,4	222	1,4	4,3	5,5
4300	2017-12-26 02:00:00	2017	12	26	2	-4,7	20	7,4	7,4	10,5
4300	2017-12-26 03:00:00	2017	12	26	3	-4,9	17	6,8	7,4	9,7
4300	2017-12-26 04:00:00	2017	12	26	4	-4,8	17	7,7	10	12,5
4300	2017-12-26 05:00:00	2017	12	26	5	-5,4	15	6,9	7,8	9,6
4300	2017-12-26 06:00:00	2017	12	26	6	-5,8	1	5,6	5,8	7,6
4300	2017-12-26 07:00:00	2017	12	26	7	-5,3	353	7,1	7,1	8,4
4300	2017-12-26 08:00:00	2017	12	26	8	-5,4	348	6,1	6,8	7,9
4300	2017-12-26 09:00:00	2017	12	26	9	-7,5	310	4,7	5,4	6,6
4300	2017-12-26 10:00:00	2017	12	26	10	-4,8	344	3,9	5,1	7,1
4300	2017-12-26 11:00:00	2017	12	26	11	-4,6	358	5	8,5	11,3
4300	2017-12-26 12:00:00	2017	12	26	12	-4,1	352	7	7	10,2
4300	2017-12-26 13:00:00	2017	12	26	13	-4	357	8,5	9,8	12,7
4300	2017-12-26 14:00:00	2017	12	26	14	-4,2	349	10,4	10,4	12,8
4300	2017-12-26 15:00:00	2017	12	26	15	-4,2	348	8,8	10,4	13,2
4300	2017-12-26 16:00:00	2017	12	26	16	-4,2	348	10,1	11,3	14,8
4300	2017-12-26 17:00:00	2017	12	26	17	-4,1	340	9,8	10,5	13,3
4300	2017-12-26 18:00:00	2017	12	26	18	-3,2	346	9	10,6	13,1
4300	2017-12-26 19:00:00	2017	12	26	19	-2,7	354	12	12	16,4
4300	2017-12-26 20:00:00	2017	12	26	20	-2,6	344	10,6	12,7	15,3
4300	2017-12-26 21:00:00	2017	12	26	21	-2,2	1	9	10,3	13,6
4300	2017-12-26 22:00:00	2017	12	26	22	-2,3	9	11,1	11,1	14,7
4300	2017-12-26 23:00:00	2017	12	26	23	-2,2	19	13,5	13,5	17,8
4300	2017-12-27 00:00:00	2017	12	26	24	-2,9	19	10,4	13,2	16,9
4300	2017-12-27 01:00:00	2017	12	27	1	-3,4	21	11,2	13,9	17,1
4300	2017-12-27 02:00:00	2017	12	27	2	-4,3	22	13,3	13,3	17,1
4300	2017-12-27 03:00:00	2017	12	27	3	-4,3	26	5,5	13,1	16,9
4300	2017-12-27 04:00:00	2017	12	27	4	-4,7	337	0,5	3	5,8
4300	2017-12-27 05:00:00	2017	12	27	5	-4,7	54	0,5	2,3	5,9
4300	2017-12-27 06:00:00	2017	12	27	6	-5,2	15	4,6	4,6	6,7
4300	2017-12-27 07:00:00	2017	12	27	7	-5,5	337	4,4	5	6,9
4300	2017-12-27 08:00:00	2017	12	27	8	-5,7	345	4,9	5,3	7,5
4300	2017-12-27 09:00:00	2017	12	27	9	-6	344	5,6	5,9	7,4
4300	2017-12-27 10:00:00	2017	12	27	10	-6,1	352	4,3	6	8
4300	2017-12-27 11:00:00	2017	12	27	11	-8	354	3,4	4,5	5,7
4300	2017-12-27 12:00:00	2017	12	27	12	-8,1	340	3,9	3,9	5,4
4300	2017-12-27 13:00:00	2017	12	27	13	-9,4	296	2,9	5,6	6,6
4300	2017-12-27 14:00:00	2017	12	27	14	-11,1	320	4,8	5,5	6,4
4300	2017-12-27 15:00:00	2017	12	27	15	-11,3	284	1,6	3,9	4,6
4300	2017-12-27 16:00:00	2017	12	27	16	-8,4	164	2	2	2,9
4300	2017-12-27 17:00:00	2017	12	27	17	-6,6	282	1,2	2,9	3,3
4300	2017-12-27 18:00:00	2017	12	27	18	-7,7	59	1,1	1,4	2,2
4300	2017-12-27 19:00:00	2017	12	27	19	-8,6	169	1,9	1,9	2,8
4300	2017-12-27 20:00:00	2017	12	27	20	-10,2	326	1,1	2,7	3,3
4300	2017-12-27 21:00:00	2017	12	27	21	-10,1	29	0,2	1	1,5
4300	2017-12-27 22:00:00	2017	12	27	22	-9,7	102	0	1,5	2,4
4300	2017-12-27 23:00:00	2017	12	27	23	-11,5	7	0,8	1,7	2,6
4300	2017-12-28 00:00:00	2017	12	27	24	-12,3	159	0,2	0,4	1,2
4300	2017-12-28 01:00:00	2017	12	28	1	-11,9	351	0,5	0,9	2
4300	2017-12-28 02:00:00	2017	12	28	2	-10,1	347	0	1,2	1,6
4300	2017-12-28 03:00:00	2017	12	28	3	-12,6	0	0,5	0,5	1
4300	2017-12-28 04:00:00	2017	12	28	4	-12,8	346	0,4	1,3	1,9
4300	2017-12-28 05:00:00	2017	12	28	5	-12,4	0	0	0,2	0,9
4300	2017-12-28 06:00:00	2017	12	28	6	-14,1	313	0	0,7	1,3
4300	2017-12-28 07:00:00	2017	12	28	7	-14,4	352	0	0,3	0,6
4300	2017-12-28 08:00:00	2017	12	28	8	-16,2	9	0,5	0,5	0,7
4300	2017-12-28 09:00:00	2017	12	28	9	-16	298	0	0,6	0,8
4300	2017-12-28 10:00:00	2017	12	28	10	-17,4	19	0	0,1	0,5
4300	2017-12-28 11:00:00	2017	12	28	11	-17,3	0	0	0	0,1
4300	2017-12-28 12:00:00	2017	12	28	12	-17,9	0	0	0	0
4300	2017-12-28 13:00:00	2017	12	28	13	-15,4	0	0	0	0
4300	2017-12-28 14:00:00	2017	12	28	14	-13,6	0	0	0	0
4300	2017-12-28 15:00:00	2017	12	28	15	-13,1	0	0	0	0
4300	2017-12-28 16:00:00	2017	12	28	16	-13,5	0	0	0	0
4300	2017-12-28 17:00:00	2017	12	28	17	-13,1	0	0	0	0
4300	2017-12-28 18:00:00	2017	12	28	18	-13	0	0	0	0
4300	2017-12-28 19:00:00	2017	12	28	19	-12,6	0	0	0	0
4300	2017-12-28 20:00:00	2017	12	28	20	-14	0	0	0	0
4300	2017-12-28 21:00:00	2017	12	28	21	-13,3	0	0	0	0
4300	2017-12-28 22:00:00	2017	12	28	22	-13,4	0	0	0	0
4300	2017-12-28 23:00:00	2017	12	28	23	-12,6	0	0	0	0
4300	2017-12-29 00:00:00	2017	12	28	24	-13,2	0	0	0	0
4300	2017-12-29 01:00:00	2017	12	29	1	-13,8	0	0	0	0
4300	2017-12-29 02:00:00	2017	12	29	2	-14,2	0	0	0	0
4300	2017-12-29 03:00:00	2017	12	29	3	-15,9	0	0	0	0
4300	2017-12-29 04:00:00	2017	12	29	4	-17,5	0	0	0	0
4300	2017-12-29 05:00:00	2017	12	29	5	-22,7	0	0	0	0
4300	2017-12-29 06:00:00	2017	12	29	6	-20,6	0	0	0	0
4300	2017-12-29 07:00:00	2017	12	29	7	-21,1	0	0	0	0
4300	2017-12-29 08:00:00	2017	12	29	8	-20,8	0	0	0	0
4300	2017-12-29 09:00:00	2017	12	29	9	-21,2	0	0	0	0
4300	2017-12-29 10:00:00	2017	12	29	10	-23,2	0	0	0	0
4300	2017-12-29 11:00:00	2017	12	29	11	-21,1	0	0	0	0
4300	2017-12-29 12:00:00	2017	12	29	12	-22,4	0	0	0	0
4300	2017-12-29 13:00:00	2017	12	29	13	-23,6	0	0	0	0
4300	2017-12-29 14:00:00	2017	12	29	14	-22,8	0	0	0	0
4300	2017-12-29 15:00:00	2017	12	29	15	-24	0	0	0	0
4300	2017-12-29 16:00:00	2017	12	29	16	-25,5	0	0	0	0
4300	2017-12-29 17:00:00	2017	12	29	17	-25,3	0	0	0	0
4300	2017-12-29 18:00:00	2017	12	29	18	-27,2	0	0	0	0
4300	2017-12-29 19:00:00	2017	12	29	19	-24,4	0	0	0	0
4300	2017-12-29 20:00:00	2017	12	29	20	-26,6	0	0	0	0
4300	2017-12-29 21:00:00	2017	12	29	21	-26,3	0	0	0	0
4300	2017-12-29 22:00:00	2017	12	29	22	-26,3	0	0	0	0
4300	2017-12-29 23:00:00	2017	12	29	23	-26,2	0	0	0	0
4300	2017-12-30 00:00:00	2017	12	29	24	-25,4	0	0	0	0
4300	2017-12-30 01:00:00	2017	12	30	1	-22,4	0	0	0	0
4300	2017-12-30 02:00:00	2017	12	30	2	-20,9	0	0	0	0
4300	2017-12-30 03:00:00	2017	12	30	3	-20,7	0	0	0	0
4300	2017-12-30 04:00:00	2017	12	30	4	-20,4	0	0	0	0
4300	2017-12-30 05:00:00	2017	12	30	5	-21,2	0	0	0	0
4300	2017-12-30 06:00:00	2017	12	30	6	-19,8	0	0	0	0
4300	2017-12-30 07:00:00	2017	12	30	7	-17,9	0	0	0	0
4300	2017-12-30 08:00:00	2017	12	30	8	-17,5	0	0	0	0
4300	2017-12-30 09:00:00	2017	12	30	9	-16,8	0	0	0	0
4300	2017-12-30 10:00:00	2017	12	30	10	-18,1	0	0	0	0
4300	2017-12-30 11:00:00	2017	12	30	11	-18,3	0	0	0	0
4300	2017-12-30 12:00:00	2017	12	30	12	-18	0	0	0	0
4300	2017-12-30 13:00:00	2017	12	30	13	-16,4	0	0	0	0
4300	2017-12-30 14:00:00	2017	12	30	14	-15,8	0	0	0	0
4300	2017-12-30 15:00:00	2017	12	30	15	-15,8	0	0	0	0
4300	2017-12-30 16:00:00	2017	12	30	16	-14,4	0	0	0	0
4300	2017-12-30 17:00:00	2017	12	30	17	-14,2	0	0	0	0
4300	2017-12-30 18:00:00	2017	12	30	18	-13,4	0	0	0	0
4300	2017-12-30 19:00:00	2017	12	30	19	-12,9	0	0	0	0
4300	2017-12-30 20:00:00	2017	12	30	20	-12,1	0	0	0	0
4300	2017-12-30 21:00:00	2017	12	30	21	-10,9	0	0	0	0
4300	2017-12-30 22:00:00	2017	12	30	22	-10,1	0	0	0	0
4300	2017-12-30 23:00:00	2017	12	30	23	-9,8	0	0	0	0
4300	2017-12-31 00:00:00	2017	12	30	24	-9,5	0	0	0	0
4300	2017-12-31 01:00:00	2017	12	31	1	-9,5	0	0	0	0
4300	2017-12-31 02:00:00	2017	12	31	2	-9,5	0	0	0	0
4300	2017-12-31 03:00:00	2017	12	31	3	-8,2	0	0	0	0
4300	2017-12-31 04:00:00	2017	12	31	4	-7,9	0	0	0	0
4300	2017-12-31 05:00:00	2017	12	31	5	-7,7	0	0	0	0
4300	2017-12-31 06:00:00	2017	12	31	6	-7,8	0	0	0	0
4300	2017-12-31 07:00:00	2017	12	31	7	-7,5	0	0	0	0
4300	2017-12-31 08:00:00	2017	12	31	8	-7,3	0	0	0	0
4300	2017-12-31 09:00:00	2017	12	31	9	-7,1	0	0	0	0
4300	2017-12-31 10:00:00	2017	12	31	10	-6,6	0	0	0	0
4300	2017-12-31 11:00:00	2017	12	31	11	-6,1	0	0	0	0
4300	2017-12-31 12:00:00	2017	12	31	12	-5,9	0	0	0	0
4300	2017-12-31 13:00:00	2017	12	31	13	-5,6	0	0	0	0
4300	2017-12-31 14:00:00	2017	12	31	14	-5,3	0	0	0	0
4300	2017-12-31 15:00:00	2017	12	31	15	-4,7	0	0	0	0
4300	2017-12-31 16:00:00	2017	12	31	16	-4,6	0	0	0	0,1
4300	2017-12-31 17:00:00	2017	12	31	17	-4,2	0	0	0	0
4300	2017-12-31 18:00:00	2017	12	31	18	-4	0	0	0	0
4300	2017-12-31 19:00:00	2017	12	31	19	-3,7	0	0	0	0
4300	2017-12-31 20:00:00	2017	12	31	20	-2,9	0	0	0	0
