station,sampleID,date,year,month,day,time,temp,wdir,wspeed,wspeedbw,gust,RADGL
4300,1,5/1/10,2010,5,1,1,-3.5,122,1.6,2.2,2.8,0
4300,2,5/1/10,2010,5,1,2,-5.3,16,2,2.6,3,0
4300,3,5/1/10,2010,5,1,3,-4.4,82,1.9,1.9,2.5,0
4300,4,5/1/10,2010,5,1,4,-3.5,80,2.6,2.6,3.1,0
4300,5,5/1/10,2010,5,1,5,-4.1,74,2.2,2.5,2.9,0
4300,6,5/1/10,2010,5,1,6,-1.7,82,1.7,2.2,2.6,5.98
4300,7,5/1/10,2010,5,1,7,-0.8,41,1.1,1.8,2.7,67.25
4300,8,5/1/10,2010,5,1,8,1.3,19,0.1,1,1.3,128.52
4300,9,5/1/10,2010,5,1,9,2.6,222,1.1,1.1,1.7,215.05
4300,10,5/1/10,2010,5,1,10,3.3,224,1.3,1.7,2,335.53
4300,11,5/1/10,2010,5,1,11,2.6,197,1.7,1.7,2.4,446.1
4300,12,5/1/10,2010,5,1,12,4.4,303,1.8,2.2,6,493.9
4300,13,5/1/10,2010,5,1,13,3.8,314,3.8,4.3,6.7,585.08
4300,14,5/1/10,2010,5,1,14,4.3,352,4.2,4.2,6,686.72
4300,15,5/1/10,2010,5,1,15,3.7,15,4.1,4.4,6.9,670.27
4300,16,5/1/10,2010,5,1,16,3.9,31,2.3,4.1,5.7,655.63
4300,17,5/1/10,2010,5,1,17,4.1,21,4,4,5.6,592.4
4300,18,5/1/10,2010,5,1,18,4.2,41,2.2,3.4,4.7,465.83
4300,19,5/1/10,2010,5,1,19,3.6,49,1.4,2.2,3.3,372
4300,20,5/1/10,2010,5,1,20,3.4,304,0.6,0.9,2.3,123.08
4300,21,5/1/10,2010,5,1,21,2.7,254,0.8,1.3,2.1,46.6
4300,22,5/1/10,2010,5,1,22,1.9,224,1.5,1.5,2.5,32.72
4300,23,5/1/10,2010,5,1,23,1.1,244,2.1,2.6,3.2,5.17
4300,24,5/1/10,2010,5,1,24,0.4,274,1,1.4,2.5,0
4300,25,5/2/10,2010,5,2,1,-1.4,290,1.4,2.9,4.3,0
4300,26,5/2/10,2010,5,2,2,-0.9,345,1.5,3,3.6,0
4300,27,5/2/10,2010,5,2,3,-1.7,321,2.5,2.9,3.1,0
4300,28,5/2/10,2010,5,2,4,-2.1,201,3.1,3.1,3.6,0
4300,29,5/2/10,2010,5,2,5,-3.3,355,0.6,3.3,3.8,0
4300,30,5/2/10,2010,5,2,6,-1.1,141,1.7,1.7,2.2,4.33
4300,31,5/2/10,2010,5,2,7,-0.5,164,3,3,3.8,46.22
4300,32,5/2/10,2010,5,2,8,0.7,197,2.1,2.6,3.4,141.95
4300,33,5/2/10,2010,5,2,9,2.9,165,0.2,2.4,3.2,209.28
4300,34,5/2/10,2010,5,2,10,3.6,92,2.7,2.7,3.9,326.25
4300,35,5/2/10,2010,5,2,11,4,174,0.8,2.3,3.4,194.57
4300,36,5/2/10,2010,5,2,12,4.6,181,3.5,3.5,4.8,229.5
4300,37,5/2/10,2010,5,2,13,6.4,159,3.8,4.8,6.3,369.38
4300,38,5/2/10,2010,5,2,14,5.9,173,4.4,5.1,7.2,467.9
4300,39,5/2/10,2010,5,2,15,5.4,183,2.4,4.6,6.7,376.07
4300,40,5/2/10,2010,5,2,16,7,193,1.7,2,3.6,397.92
4300,41,5/2/10,2010,5,2,17,7.2,284,3.5,3.5,5.2,459.62
4300,42,5/2/10,2010,5,2,18,6.4,326,2.4,3.1,5.1,168.62
4300,43,5/2/10,2010,5,2,19,5.8,133,1.5,1.9,2.8,113.27
4300,44,5/2/10,2010,5,2,20,5.7,189,2.3,2.3,3.4,78.52
4300,45,5/2/10,2010,5,2,21,3.6,193,3.5,3.5,4.4,83.48
4300,46,5/2/10,2010,5,2,22,2.8,191,3.9,3.9,4.6,28.48
4300,47,5/2/10,2010,5,2,23,3.4,180,5.2,5.2,6.5,4.22
4300,48,5/2/10,2010,5,2,24,3,191,6.5,6.5,7.5,0
4300,49,5/3/10,2010,5,3,1,2.9,175,5.2,6,6.7,0
4300,50,5/3/10,2010,5,3,2,2.6,190,5,6,7,0
4300,51,5/3/10,2010,5,3,3,2.6,208,3,5.4,6.5,0
4300,52,5/3/10,2010,5,3,4,3,208,2.2,2.8,3.9,0
4300,53,5/3/10,2010,5,3,5,2.8,187,5,5,5.8,0
4300,54,5/3/10,2010,5,3,6,3.6,177,5.3,5.3,7.4,2.73
4300,55,5/3/10,2010,5,3,7,3.5,168,7,7.1,9.4,12.93
4300,56,5/3/10,2010,5,3,8,2.9,185,7.1,7.8,9.2,31.67
4300,57,5/3/10,2010,5,3,9,4,182,8,8,9.7,70.82
4300,58,5/3/10,2010,5,3,10,4.2,183,8.1,8.1,9.8,128.98
4300,59,5/3/10,2010,5,3,11,4.1,182,7.9,7.9,9.6,141.85
4300,60,5/3/10,2010,5,3,12,4.2,180,7.9,7.9,10.2,112.43
4300,61,5/3/10,2010,5,3,13,4.7,184,7.6,7.6,9.2,148.92
4300,62,5/3/10,2010,5,3,14,4.5,183,5.7,8.1,9.3,218.63
4300,63,5/3/10,2010,5,3,15,4.6,183,5.5,6.6,8,223.37
4300,64,5/3/10,2010,5,3,16,5.3,177,7.1,7.1,8.5,197.33
4300,65,5/3/10,2010,5,3,17,5.5,172,6.9,7.4,9.3,190.92
4300,66,5/3/10,2010,5,3,18,5.5,171,9.2,9.3,11.4,112.03
4300,67,5/3/10,2010,5,3,19,5.5,171,8.7,9.7,11.6,122.85
4300,68,5/3/10,2010,5,3,20,5.7,172,8.5,9.6,13.2,84.85
4300,69,5/3/10,2010,5,3,21,5.8,174,9.4,10.3,13.6,49.08
4300,70,5/3/10,2010,5,3,22,6.1,183,11.3,11.8,14.1,32.57
4300,71,5/3/10,2010,5,3,23,5.9,180,9.1,10.5,13.7,4.33
4300,72,5/3/10,2010,5,3,24,5.6,170,6.6,9.4,12,0.2
4300,73,5/4/10,2010,5,4,1,7,183,8.7,8.9,11.2,0
4300,74,5/4/10,2010,5,4,2,6.6,159,6.3,6.8,9.3,0
4300,75,5/4/10,2010,5,4,3,6.1,165,4.6,5.9,7.5,0
4300,76,5/4/10,2010,5,4,4,5.9,165,6.2,7.4,9.1,0
4300,77,5/4/10,2010,5,4,5,5,180,6.9,8.7,11.4,0
4300,78,5/4/10,2010,5,4,6,5.8,183,6.8,7.6,9.8,4.9
4300,79,5/4/10,2010,5,4,7,6,175,6.5,7.7,9.8,45.72
4300,80,5/4/10,2010,5,4,8,7.1,174,8.2,8.2,10,95.62
4300,81,5/4/10,2010,5,4,9,7.7,179,7.6,8,9.6,123.25
4300,82,5/4/10,2010,5,4,10,9.3,180,7,8.6,10.6,246.4
4300,83,5/4/10,2010,5,4,11,8.7,183,6.4,7.7,9.9,468.18
4300,84,5/4/10,2010,5,4,12,8.7,186,7.6,8.7,10.5,517.05
4300,85,5/4/10,2010,5,4,13,12.7,183,4.4,7.3,8.6,606.95
4300,86,5/4/10,2010,5,4,14,11.4,25,5.9,6.1,8.4,617.28
4300,87,5/4/10,2010,5,4,15,10,28,5.9,6.6,7.9,545
4300,88,5/4/10,2010,5,4,16,10.9,58,2.5,5,6.6,528.88
4300,89,5/4/10,2010,5,4,17,10.6,95,3.3,4.2,6.4,429.77
4300,90,5/4/10,2010,5,4,18,10.6,64,4.2,4.6,5.6,278.53
4300,91,5/4/10,2010,5,4,19,8.4,82,3.7,4.3,5.6,221.2
4300,92,5/4/10,2010,5,4,20,8.1,85,2.4,3.7,4.8,162.87
4300,93,5/4/10,2010,5,4,21,5.5,290,1.2,2.3,3.7,76.37
4300,94,5/4/10,2010,5,4,22,3.7,289,2.4,2.7,4.1,39.92
4300,95,5/4/10,2010,5,4,23,3.1,285,2.9,3.3,4.3,9.1
4300,96,5/4/10,2010,5,4,24,3.4,287,2.2,3.6,5.1,0
4300,97,5/5/10,2010,5,5,1,3,284,2.4,2.5,3.5,0
4300,98,5/5/10,2010,5,5,2,2.5,271,2.1,3.1,4.3,0
4300,99,5/5/10,2010,5,5,3,2.3,284,3.1,3.1,4.1,0
4300,100,5/5/10,2010,5,5,4,1.8,280,2.8,3.2,4.2,0
4300,101,5/5/10,2010,5,5,5,1.8,270,1.6,2.8,3.7,0.62
4300,102,5/5/10,2010,5,5,6,1.8,286,2.1,2.2,3.2,10.53
4300,103,5/5/10,2010,5,5,7,2.4,290,0.1,1.8,2.6,11.77
4300,104,5/5/10,2010,5,5,8,2.8,284,1,1,1.8,29.27
4300,105,5/5/10,2010,5,5,9,4.6,258,0.3,1,1.6,56.4
4300,106,5/5/10,2010,5,5,10,5.3,32,0.2,1.1,1.8,145.7
4300,107,5/5/10,2010,5,5,11,6.2,201,0.5,0.8,1.9,245.22
4300,108,5/5/10,2010,5,5,12,7,300,1.4,1.4,2.5,175.02
4300,109,5/5/10,2010,5,5,13,8.1,175,1.7,1.7,2.4,201.6
4300,110,5/5/10,2010,5,5,14,9.5,186,1.1,1.3,3.3,407.37
4300,111,5/5/10,2010,5,5,15,9.4,175,1.4,1.6,2.3,532.3
4300,112,5/5/10,2010,5,5,16,11.5,231,0.6,1.7,2.2,351.8
4300,113,5/5/10,2010,5,5,17,10.9,336,1.3,1.9,2.9,292.18
4300,114,5/5/10,2010,5,5,18,11.9,86,2.2,2.2,3.2,207.87
4300,115,5/5/10,2010,5,5,19,10.5,81,3.4,3.4,4.4,351.32
4300,116,5/5/10,2010,5,5,20,9.7,91,3.4,3.4,4.5,207.77
4300,117,5/5/10,2010,5,5,21,7.1,194,3.9,5.4,6.7,57.85
4300,118,5/5/10,2010,5,5,22,8.2,162,4.7,5.4,6.3,16.65
4300,119,5/5/10,2010,5,5,23,7.4,175,3.7,4.2,5.5,4.65
4300,120,5/5/10,2010,5,5,24,7.6,166,4.8,4.8,6.1,0.2
4300,121,5/6/10,2010,5,6,1,7.3,169,0.4,4,5.4,0
4300,122,5/6/10,2010,5,6,2,6,179,1.9,3.7,6.4,0
4300,123,5/6/10,2010,5,6,3,5.4,178,3.1,3.1,4.4,0
4300,124,5/6/10,2010,5,6,4,5.4,173,5.8,5.8,7.1,0
4300,125,5/6/10,2010,5,6,5,4.9,177,9,9,12.5,0
4300,126,5/6/10,2010,5,6,6,4.7,182,8,8.9,10.7,7.93
4300,127,5/6/10,2010,5,6,7,5.2,184,8,9,12.5,54.1
4300,128,5/6/10,2010,5,6,8,6.3,184,6.1,7.6,10.3,162.78
4300,129,5/6/10,2010,5,6,9,7.6,178,5,6,7,277.65
4300,130,5/6/10,2010,5,6,10,9.9,163,4.5,4.5,8.1,406.13
4300,131,5/6/10,2010,5,6,11,11,164,4.4,5.6,7.2,512
4300,132,5/6/10,2010,5,6,12,9.1,178,8.5,8.5,9.6,505.63
4300,133,5/6/10,2010,5,6,13,9.4,180,8,8.1,10.8,140.1
4300,134,5/6/10,2010,5,6,14,8,183,8.4,9,10.7,264.82
4300,135,5/6/10,2010,5,6,15,9.5,178,7.2,11.3,13.2,271.92
4300,136,5/6/10,2010,5,6,16,9.8,172,8.2,10.2,11.7,376.7
4300,137,5/6/10,2010,5,6,17,8.2,198,9.4,9.4,12,324.62
4300,138,5/6/10,2010,5,6,18,7.8,205,9.2,9.3,10.9,168.43
4300,139,5/6/10,2010,5,6,19,9.1,199,9.3,9.3,11,120.3
4300,140,5/6/10,2010,5,6,20,9.8,186,7,9.6,12.2,120.5
4300,141,5/6/10,2010,5,6,21,7.8,191,8.6,9,10.8,93.25
4300,142,5/6/10,2010,5,6,22,8.8,184,12.2,12.2,14.6,50.73
4300,143,5/6/10,2010,5,6,23,8.6,181,9,11.3,13.9,12.52
4300,144,5/6/10,2010,5,6,24,9.1,177,6.6,8.6,11.1,0
4300,145,5/7/10,2010,5,7,1,8.1,189,5.4,6.6,8.7,0
4300,146,5/7/10,2010,5,7,2,8.2,226,3,3,4.3,0
4300,147,5/7/10,2010,5,7,3,7.9,174,5.3,6.6,8.1,0
4300,148,5/7/10,2010,5,7,4,7.2,189,5.1,5.1,6.3,0
4300,149,5/7/10,2010,5,7,5,7.1,191,5.4,5.4,7,0.67
4300,150,5/7/10,2010,5,7,6,7,223,2.2,5.1,6.4,12.62
4300,151,5/7/10,2010,5,7,7,6.1,281,2,2.3,3.6,48.33
4300,152,5/7/10,2010,5,7,8,6.1,293,3.1,3.8,5,48.22
4300,153,5/7/10,2010,5,7,9,6.9,98,2.6,3,4,74.1
4300,154,5/7/10,2010,5,7,10,6.1,304,3.8,3.8,5,119.92
4300,155,5/7/10,2010,5,7,11,5.5,311,4,4.9,6,133.97
4300,156,5/7/10,2010,5,7,12,5.6,311,4,4.7,6.2,137.12
4300,157,5/7/10,2010,5,7,13,6.6,340,0.8,3.1,4.2,131
4300,158,5/7/10,2010,5,7,14,6.3,13,2.5,4.4,5.7,185.05
4300,159,5/7/10,2010,5,7,15,7.4,315,3.7,3.7,5,177.78
4300,160,5/7/10,2010,5,7,16,7.3,329,4,4.2,5.5,248.23
4300,161,5/7/10,2010,5,7,17,7.6,314,2.9,4,5.8,238.97
4300,162,5/7/10,2010,5,7,18,7.7,349,3.8,3.8,5.9,348.02
4300,163,5/7/10,2010,5,7,19,7.4,39,1.2,3.1,4.4,470.9
4300,164,5/7/10,2010,5,7,20,7.1,319,0.9,1,2,155.02
4300,165,5/7/10,2010,5,7,21,6.3,39,1.2,2.2,2.8,81.4
4300,166,5/7/10,2010,5,7,22,4.5,60,2,2.6,3,44.55
4300,167,5/7/10,2010,5,7,23,3.5,62,2.1,2.6,3,19.42
4300,168,5/7/10,2010,5,7,24,3.5,92,1,2,2.5,0
4300,169,5/8/10,2010,5,8,1,2.5,129,0.6,1.2,2.1,0
4300,170,5/8/10,2010,5,8,2,1.9,83,0.5,1.8,2.8,0
4300,171,5/8/10,2010,5,8,3,2.9,77,1.6,1.6,2.4,0
4300,172,5/8/10,2010,5,8,4,0.7,91,1.4,1.4,1.9,0
4300,173,5/8/10,2010,5,8,5,0.6,327,0.1,1.8,2.2,0
4300,174,5/8/10,2010,5,8,6,5.5,188,0.2,1.8,2.3,9.87
4300,175,5/8/10,2010,5,8,7,5.8,202,3.8,3.8,4.6,73
4300,176,5/8/10,2010,5,8,8,7.6,214,2.2,3.7,5.1,175.87
4300,177,5/8/10,2010,5,8,9,9.3,226,0.9,1.9,2.5,278.35
4300,178,5/8/10,2010,5,8,10,7.7,293,3.6,3.6,5.4,400.18
4300,179,5/8/10,2010,5,8,11,7.9,310,3.5,4.1,5.7,508.03
4300,180,5/8/10,2010,5,8,12,9.6,354,4.8,5.2,7.3,599.47
4300,181,5/8/10,2010,5,8,13,8.3,354,5.1,5.1,7.1,554.37
4300,182,5/8/10,2010,5,8,14,8.3,337,6.7,6.7,8.6,342.02
4300,183,5/8/10,2010,5,8,15,7.3,334,7.1,7.7,9.9,250.97
4300,184,5/8/10,2010,5,8,16,4.9,354,7.6,8.5,10.9,262.42
4300,185,5/8/10,2010,5,8,17,4.8,345,6.6,7.5,9.3,231.45
4300,186,5/8/10,2010,5,8,18,4.8,339,5.5,6.9,9.2,153.78
4300,187,5/8/10,2010,5,8,19,4.2,327,6.1,6.3,8.3,110.83
4300,188,5/8/10,2010,5,8,20,3.6,343,3.4,6.2,8,119.38
4300,189,5/8/10,2010,5,8,21,2.2,337,4.9,4.9,6,96.15
4300,190,5/8/10,2010,5,8,22,1.6,22,4.7,5,7.2,42.42
4300,191,5/8/10,2010,5,8,23,0.5,35,5.2,5.5,7.4,7.7
4300,192,5/8/10,2010,5,8,24,-1,315,0.7,4.6,7,0.73
4300,193,5/9/10,2010,5,9,1,-2.3,293,0.6,2.5,3.1,0
4300,194,5/9/10,2010,5,9,2,-2.6,3,0.5,1.6,3.2,0
4300,195,5/9/10,2010,5,9,3,-2.6,288,2.1,2.1,2.9,0
4300,196,5/9/10,2010,5,9,4,-3.7,346,3.2,3.3,4,0
4300,197,5/9/10,2010,5,9,5,-3.3,350,1.1,2.7,3.3,0
4300,198,5/9/10,2010,5,9,6,-0.6,333,1.4,2.7,3.4,19.3
4300,199,5/9/10,2010,5,9,7,0.3,288,1.4,1.9,2.5,96.83
4300,200,5/9/10,2010,5,9,8,2.1,238,1.5,1.6,2.7,202.48
4300,201,5/9/10,2010,5,9,9,2.1,320,1.7,1.9,4.6,297.32
4300,202,5/9/10,2010,5,9,10,2.6,345,4.2,4.4,6.5,413.85
4300,203,5/9/10,2010,5,9,11,3.1,321,3.9,4.9,7.4,488.98
4300,204,5/9/10,2010,5,9,12,2.9,328,5.2,5.2,8,616.93
4300,205,5/9/10,2010,5,9,13,4.1,326,4.9,5.5,9.2,682.25
4300,206,5/9/10,2010,5,9,14,3.4,315,5.6,5.6,9.4,725.68
4300,207,5/9/10,2010,5,9,15,3.9,341,5.5,6.3,9.1,724.28
4300,208,5/9/10,2010,5,9,16,4.5,324,5.6,5.9,9.3,696.43
4300,209,5/9/10,2010,5,9,17,3.6,335,5.6,5.8,9.3,645.07
4300,210,5/9/10,2010,5,9,18,3.9,318,5,5.6,8.2,547.3
4300,211,5/9/10,2010,5,9,19,3.7,336,4.5,5.1,7.2,437.95
4300,212,5/9/10,2010,5,9,20,2.6,352,4.4,4.6,6.3,311.28
4300,213,5/9/10,2010,5,9,21,1.1,333,2.5,4.2,5.4,193.87
4300,214,5/9/10,2010,5,9,22,-0.8,47,1.9,3.3,4.4,85.57
4300,215,5/9/10,2010,5,9,23,-1.2,338,0.2,2,2.6,19.73
4300,216,5/9/10,2010,5,9,24,-2.5,337,1.3,1.6,2.1,0
4300,217,5/10/10,2010,5,10,1,-3.3,331,1.1,1.2,1.5,0
4300,218,5/10/10,2010,5,10,2,-2.5,315,1.1,1.2,1.5,0
4300,219,5/10/10,2010,5,10,3,-1.6,107,0.2,1.9,2.5,0
4300,220,5/10/10,2010,5,10,4,-2.2,104,1.3,1.3,2,0
4300,221,5/10/10,2010,5,10,5,-0.6,44,0.2,1.4,2.1,0.67
4300,222,5/10/10,2010,5,10,6,-1.1,80,0.6,2.3,3.4,22.5
4300,223,5/10/10,2010,5,10,7,-0.8,279,0.9,0.9,1.4,53.25
4300,224,5/10/10,2010,5,10,8,1,285,2.4,2.6,3.9,103.68
4300,225,5/10/10,2010,5,10,9,1.3,312,4.1,4.1,6.4,243.55
4300,226,5/10/10,2010,5,10,10,1.6,320,3.8,4.6,7.4,416.43
4300,227,5/10/10,2010,5,10,11,2.2,318,4.1,4.4,6.9,521.72
4300,228,5/10/10,2010,5,10,12,2.4,315,4.3,5.2,7.7,614.6
4300,229,5/10/10,2010,5,10,13,2.7,331,5.8,6,9.6,685.87
4300,230,5/10/10,2010,5,10,14,2.9,331,6.2,6.2,9.4,729.62
4300,231,5/10/10,2010,5,10,15,2.5,352,6,6.5,10.5,736.42
4300,232,5/10/10,2010,5,10,16,1.9,329,4.6,6.2,9.5,704.75
4300,233,5/10/10,2010,5,10,17,1,1,6.1,6.2,9.5,634.82
4300,234,5/10/10,2010,5,10,18,0.4,11,4.7,6.1,8.4,545.35
4300,235,5/10/10,2010,5,10,19,-0.8,353,5.1,5.6,7.5,434.23
4300,236,5/10/10,2010,5,10,20,-1.4,29,3.9,5.2,6.7,321.15
4300,237,5/10/10,2010,5,10,21,-2.4,34,4.3,5,6.5,200.82
4300,238,5/10/10,2010,5,10,22,-2.6,23,2.2,4,5.2,95.32
4300,239,5/10/10,2010,5,10,23,-2.9,29,0.5,2.5,3.7,19.13
4300,240,5/10/10,2010,5,10,24,-3.1,15,1.4,1.5,3.3,1.13
4300,241,5/11/10,2010,5,11,1,-3.5,118,2.7,2.7,3.7,0
4300,242,5/11/10,2010,5,11,2,-3.8,134,2.7,3.3,4.1,0
4300,243,5/11/10,2010,5,11,3,-4.2,129,2.4,3.6,4.6,0
4300,244,5/11/10,2010,5,11,4,-4,152,1.2,2.5,4.1,0
4300,245,5/11/10,2010,5,11,5,-3,118,1.4,2,3.3,0
4300,246,5/11/10,2010,5,11,6,-1.4,107,0.7,1.6,2.4,19.63
4300,247,5/11/10,2010,5,11,7,-0.8,154,1.9,1.9,3.1,86.53
4300,248,5/11/10,2010,5,11,8,0.7,176,2.2,2.4,4,187.15
4300,249,5/11/10,2010,5,11,9,2.4,180,2.6,3.1,4.5,300.37
4300,250,5/11/10,2010,5,11,10,3.7,178,2.5,3.1,5.1,416.7
4300,251,5/11/10,2010,5,11,11,4.9,179,2.3,3.1,4.5,524.65
4300,252,5/11/10,2010,5,11,12,6.7,157,1.8,2.4,3.8,615.27
4300,253,5/11/10,2010,5,11,13,8.3,190,1.5,1.8,2.8,681.35
4300,254,5/11/10,2010,5,11,14,8.9,183,1.7,2.1,3,717.42
4300,255,5/11/10,2010,5,11,15,9.6,160,2,2.5,3.4,720.67
4300,256,5/11/10,2010,5,11,16,10,155,2.3,2.4,3.9,690.07
4300,257,5/11/10,2010,5,11,17,11,203,2.6,2.8,4.7,629.57
4300,258,5/11/10,2010,5,11,18,11.1,215,2.3,3.8,5.7,499.58
4300,259,5/11/10,2010,5,11,19,10.4,237,3.8,4.4,5.8,366.33
4300,260,5/11/10,2010,5,11,20,9.3,281,2.4,4.9,6.6,184.08
4300,261,5/11/10,2010,5,11,21,7.6,276,1.6,3.3,4.5,97.82
4300,262,5/11/10,2010,5,11,22,6.9,151,0.3,1.7,2,26.1
4300,263,5/11/10,2010,5,11,23,7.2,193,4.1,4.1,10,9.43
4300,264,5/11/10,2010,5,11,24,5.1,191,9.2,11.1,14.6,0.48
4300,265,5/12/10,2010,5,12,1,4.9,187,9.4,10.4,12.7,0
4300,266,5/12/10,2010,5,12,2,4.7,186,12.2,12.5,14.9,0
4300,267,5/12/10,2010,5,12,3,4.8,181,12.6,12.6,15.4,0
4300,268,5/12/10,2010,5,12,4,5,176,12.1,13,16,0
4300,269,5/12/10,2010,5,12,5,5.4,167,10.2,13.3,16,0
4300,270,5/12/10,2010,5,12,6,5.6,175,11.4,12,14.5,1.73
4300,271,5/12/10,2010,5,12,7,5.9,180,9.8,11.8,14.1,15.07
4300,272,5/12/10,2010,5,12,8,5.7,182,11.6,11.6,13.7,67.7
4300,273,5/12/10,2010,5,12,9,6.4,182,10.8,11.7,14.3,77.48
4300,274,5/12/10,2010,5,12,10,7.9,185,9.6,11.5,13.5,117.65
4300,275,5/12/10,2010,5,12,11,10,206,2.8,9.6,12.3,358.63
4300,276,5/12/10,2010,5,12,12,9.4,334,6.5,6.5,9.1,496.37
4300,277,5/12/10,2010,5,12,13,6.5,25,7.4,7.4,9.8,414.1
4300,278,5/12/10,2010,5,12,14,7.1,31,9.1,9.1,11.2,241.65
4300,279,5/12/10,2010,5,12,15,6.5,28,8.2,8.3,10.5,458.42
4300,280,5/12/10,2010,5,12,16,7,35,7.2,8,10.6,211.4
4300,281,5/12/10,2010,5,12,17,6.3,24,6.3,7.2,9.4,230.88
4300,282,5/12/10,2010,5,12,18,5.9,40,5.3,6,7.8,189.88
4300,283,5/12/10,2010,5,12,19,6.4,19,2.2,4.3,5.6,107.47
4300,284,5/12/10,2010,5,12,20,5.9,47,3.8,3.9,5,67.98
4300,285,5/12/10,2010,5,12,21,5.9,42,2.3,3.7,4.9,57.38
4300,286,5/12/10,2010,5,12,22,5.1,322,1.7,2.5,3.5,26.43
4300,287,5/12/10,2010,5,12,23,4.4,293,2.5,2.5,3.9,6.45
4300,288,5/12/10,2010,5,12,24,4.2,310,3.3,3.3,4.3,0.85
4300,289,5/13/10,2010,5,13,1,3.7,329,2.2,3.3,4.3,0
4300,290,5/13/10,2010,5,13,2,3.6,330,2.1,3.4,4.8,0
4300,291,5/13/10,2010,5,13,3,3.5,318,2.3,3.3,4.1,0
4300,292,5/13/10,2010,5,13,4,3.1,324,2.9,3,4.3,0
4300,293,5/13/10,2010,5,13,5,3.1,331,4.6,4.7,6.9,0.73
4300,294,5/13/10,2010,5,13,6,2.1,324,6.5,6.5,8.7,6.03
4300,295,5/13/10,2010,5,13,7,1.6,320,7.6,7.6,9.7,12.53
4300,296,5/13/10,2010,5,13,8,1.7,317,7,7.5,9.5,44.23
4300,297,5/13/10,2010,5,13,9,1.6,318,7.3,7.3,9.7,112.47
4300,298,5/13/10,2010,5,13,10,1.9,313,7.6,7.6,10.1,112.48
4300,299,5/13/10,2010,5,13,11,2.6,319,6.8,6.8,9.7,123.18
4300,300,5/13/10,2010,5,13,12,2.6,309,8.5,8.5,10.8,153.22
4300,301,5/13/10,2010,5,13,13,2.4,311,8,8.3,10.7,189.45
4300,302,5/13/10,2010,5,13,14,2.3,314,7.2,7.7,10.5,142.85
4300,303,5/13/10,2010,5,13,15,1.9,308,8,8.3,10.5,150.6
4300,304,5/13/10,2010,5,13,16,2.1,300,7.3,8.2,11.1,118.23
4300,305,5/13/10,2010,5,13,17,1.7,298,5.9,7.7,10.4,122.13
4300,306,5/13/10,2010,5,13,18,1.9,301,5.8,6.2,9.2,110.53
4300,307,5/13/10,2010,5,13,19,1.5,305,6,6.3,8.7,61.42
4300,308,5/13/10,2010,5,13,20,1.4,298,4.4,6.1,8.4,38.82
4300,309,5/13/10,2010,5,13,21,1.2,273,3.3,3.6,6.2,19.08
4300,310,5/13/10,2010,5,13,22,1.2,272,3.1,3.9,5.3,10.02
4300,311,5/13/10,2010,5,13,23,1.3,266,1.7,3,4.2,4.37
4300,312,5/13/10,2010,5,13,24,1.3,270,1.6,2.8,4.2,0.63
4300,313,5/14/10,2010,5,14,1,1.7,233,0.9,1,2,0
4300,314,5/14/10,2010,5,14,2,1.5,325,0.8,1.4,1.9,0
4300,315,5/14/10,2010,5,14,3,1.7,79,1.6,1.6,2.8,0
4300,316,5/14/10,2010,5,14,4,1.6,74,3.2,3.8,5,0
4300,317,5/14/10,2010,5,14,5,1.7,69,4.5,4.5,5.6,0.88
4300,318,5/14/10,2010,5,14,6,2.2,59,4.3,4.9,6.5,10.63
4300,319,5/14/10,2010,5,14,7,3.6,82,4.2,5.4,7.6,38.77
4300,320,5/14/10,2010,5,14,8,3.6,75,4.9,5.4,6.8,102.47
4300,321,5/14/10,2010,5,14,9,3.6,70,4.2,5.2,6.7,118.18
4300,322,5/14/10,2010,5,14,10,4.6,85,5.1,5.4,7.5,152.07
4300,323,5/14/10,2010,5,14,11,5.5,77,4.5,4.5,6.6,186.7
4300,324,5/14/10,2010,5,14,12,6.7,55,6.2,6.5,9.2,80.27
4300,325,5/14/10,2010,5,14,13,6.7,55,5.9,6.9,9.9,210.75
4300,326,5/14/10,2010,5,14,14,7.3,45,6.5,7.2,10.3,234.47
4300,327,5/14/10,2010,5,14,15,6.5,64,9.6,10.1,14.4,236.98
4300,328,5/14/10,2010,5,14,16,7.1,61,9.8,10.2,14.7,235.17
4300,329,5/14/10,2010,5,14,17,4.3,52,8.5,9.6,12.6,271.37
4300,330,5/14/10,2010,5,14,18,4.5,45,9.2,9.5,13.2,60.85
4300,331,5/14/10,2010,5,14,19,4.5,54,9.1,9.2,12.9,112.17
4300,332,5/14/10,2010,5,14,20,3.7,44,8.2,10.2,13.6,88.28
4300,333,5/14/10,2010,5,14,21,3.5,37,8.2,8.5,13.3,56.05
4300,334,5/14/10,2010,5,14,22,3.3,55,7.1,7.7,11.8,10.17
4300,335,5/14/10,2010,5,14,23,3,33,8.8,8.8,12.4,1.83
4300,336,5/14/10,2010,5,14,24,2.9,41,9.2,9.6,13.3,0.43
4300,337,5/15/10,2010,5,15,1,2.8,34,10.4,12,15.7,0
4300,338,5/15/10,2010,5,15,2,2.7,38,11,12.1,16.7,0
4300,339,5/15/10,2010,5,15,3,2,32,9.9,11.3,15,0
4300,340,5/15/10,2010,5,15,4,1.8,22,9.1,10.2,13.5,0
4300,341,5/15/10,2010,5,15,5,1.9,18,7,8.8,12.5,0.02
