type,seed,year,month,yday,hour,par,wspeed,temp,do_eq,sch_conv,do,T_S,D_M
fixed_all,2,2012,6,163,1,19.99131545107153,3.9,10.219999999999999,10420.132712945036,0.42181170648478233,12625.46389183266,1,1
fixed_all,2,2012,6,163,2,6.342035608316466,2.6,10.155000000000001,10438.468075467956,0.4225548887980786,12554.571644491165,1,1
fixed_all,2,2012,6,163,3,6.276955304871227,2.4,10.11,10451.191601696277,0.42307097884840883,12516.932954968222,1,1
fixed_all,2,2012,6,163,4,13.701361989681446,2.1,10.05,10468.194368999833,0.4237611153942878,12992.857133301975,1,1
fixed_all,2,2012,6,163,5,35.84569621771254,2,10.004999999999999,10480.975074046557,0.42428023451052693,12832.22440988457,1,1
fixed_all,2,2012,6,163,6,69.63290938203704,2,9.99,10485.240774585869,0.42445356377536064,12725.333348387796,1,1
fixed_all,2,2012,6,163,7,102.42771790964773,1.8,9.98,10488.086095139548,0.42456919715921165,12715.479479163028,1,1
fixed_all,2,2012,6,163,8,171.10749671668702,2.2,9.95,10496.6293612595,0.4249164843111673,12773.548265569432,1,1
fixed_all,2,2012,6,163,9,236.50688717200268,1.9,9.940000000000001,10499.479553736886,0.42503237581815456,12732.750889790392,1,1
fixed_all,2,2012,6,163,10,334.0291574130081,2.7,10.015,10478.13279288383,0.424164762154199,12694.510717697904,1,1
fixed_all,2,2012,6,163,11,618.7207802995985,2.7,10.115,10449.776669596584,0.42301357157400077,12557.894613575061,1,1
fixed_all,2,2012,6,163,12,765.3206657150466,3.6,10.33,10389.21910409711,0.4205601288115743,12626.395002719311,1,1
fixed_all,2,2012,6,163,13,826.8614350402796,4.7,10.635,10304.256555109814,0.41712968531975597,12674.641239184877,1,1
fixed_all,2,2012,6,163,14,823.3808273918537,5.1,10.685,10290.43287603385,0.41657285413465467,12735.378880033584,1,1
fixed_all,2,2012,6,163,15,855.0103100158959,4.5,10.82,10253.254791337096,0.41507712583808526,12734.19318373232,1,1
fixed_all,2,2012,6,163,16,851.2389433303501,4.8,10.925,10224.484874434605,0.4139215227938633,12647.54336717526,1,1
fixed_all,2,2012,6,163,17,772.370967154362,3.2,11.04,10193.1209510929,0.4126635800067667,12745.968637121372,1,1
fixed_all,2,2012,6,163,18,706.0783135046669,3.5,11.16,10160.55507444799,0.4113594886925368,12803.462722912936,1,1
fixed_all,2,2012,6,163,19,609.4002209928761,3.6,11.254999999999999,10134.890155525594,0.41033323144385203,12768.750738247416,1,1
fixed_all,2,2012,6,163,20,499.1997379189994,5.2,11.27,10130.847163093415,0.41017168524171954,12813.575003888433,1,1
fixed_all,2,2012,6,163,21,373.56554650590977,4,11.245000000000001,10137.58690024586,0.4104410036965459,12832.946131832292,1,1
fixed_all,2,2012,6,163,22,263.4408666270947,4.6,11.245000000000001,10137.58690024586,0.4104410036965459,12886.224776043375,1,1
fixed_all,2,2012,6,163,23,142.43740575979254,4.4,11.205,10148.385224233149,0.41087269176035457,12843.186797066335,1,1
fixed_all,2,2012,6,163,24,83.43048061082833,1.2,11.17,10157.848671634567,0.41125120640654905,12816.602818799922,1,1
fixed_all,2,2012,6,164,1,21.926633970033947,3.1,11.16,10160.55507444799,0.4113594886925368,12700.179319714485,1,2
fixed_all,2,2012,6,164,2,6.112946736016033,2,11.205,10148.385224233149,0.41087269176035457,12615.492322715185,1,2
fixed_all,2,2012,6,164,3,5.4408088456907135,2.6,11.21,10147.034440210793,0.4108186782881967,12593.815866651556,1,2
fixed_all,2,2012,6,164,4,14.413800088693412,2,11.15,10163.262616510185,0.4114678311528919,12508.477827168568,1,2
fixed_all,2,2012,6,164,5,41.112737910317364,2,11.11,10174.104189922544,0.41190180345660876,12375.384797069148,1,2
fixed_all,2,2012,6,164,6,77.15531575577643,3.2,11.055,10189.041207420112,0.4125000925952711,12318.877925392737,1,2
fixed_all,2,2012,6,164,7,131.12231307922195,4.1,11.02,10198.564623770544,0.412881775364668,12362.961466003897,1,2
fixed_all,2,2012,6,164,8,179.97326156605493,3.4,11.004999999999999,10202.650391908861,0.41304558114777085,12384.001999926355,1,2
fixed_all,2,2012,6,164,9,372.8344496723357,2.4,11.059999999999999,10187.681865929768,0.41244562707349314,12335.369453384064,1,2
fixed_all,2,2012,6,164,10,485.1596138586851,3,11.085,10180.889452893418,0.4121735263773678,12390.927120966895,1,2
fixed_all,2,2012,6,164,11,533.6339793995355,3.6,11.125,10170.036460037312,0.41173895080240824,12696.145945699054,1,2
fixed_all,2,2012,6,164,12,793.0534362252298,2.8,11.190000000000001,10152.43928122119,0.4110348222140385,12696.97896011919,1,2
fixed_all,2,2012,6,164,13,789.6315765666304,5.1,11.309999999999999,10120.078299559556,0.40974155262079903,12698.599210737362,1,2
fixed_all,2,2012,6,164,14,690.2638256202239,5.2,11.43,10087.880009115459,0.408456870755731,12728.08350042631,1,2
fixed_all,2,2012,6,164,15,853.7609385489391,6.1,11.555,10054.51196015385,0.40712772593094576,12753.968544431675,1,2
fixed_all,2,2012,6,164,16,874.4718473813867,5.6,11.67,10023.967192405878,0.4059130238599567,12755.554149217693,1,2
fixed_all,2,2012,6,164,17,751.1542319022656,5.1,11.76,10000.164804130749,0.4049677736838321,12683.867960965144,1,2
fixed_all,2,2012,6,164,18,716.1104021475483,6,11.835,9980.39768481399,0.40418365755466784,12702.5691291744,1,2
fixed_all,2,2012,6,164,19,612.2653743084034,5.7,11.875,9969.880478307063,0.40376679209924393,12732.0749601558,1,2
fixed_all,2,2012,6,164,20,501.3433947350984,5.6,11.895,9964.628447512756,0.4035587053322657,12699.001568946695,1,2
fixed_all,2,2012,6,164,21,380.66745298764835,3.2,11.9,9963.316123627148,0.40350671963065926,12595.767279500093,1,2
fixed_all,2,2012,6,164,22,263.75035808321564,4.2,11.809999999999999,9986.979853021494,0.40444466775995497,12490.42174278406,1,2
fixed_all,2,2012,6,164,23,155.21720670073586,4.2,11.765,9998.845070542955,0.40491539786839226,12530.609355803734,1,2
fixed_all,2,2012,6,164,24,71.99160082778853,3.7,11.695,10017.346438649924,0.40564998130854235,12439.800139791289,1,2
fixed_all,2,2012,6,165,1,23.30939086098622,3.7,11.65,10029.26877861731,0.40612372048449996,12342.216046809597,1,3
fixed_all,2,2012,6,165,2,7.4193428924517395,4.8,11.615,10038.557228748658,0.40649300212078343,12229.531117859333,1,3
fixed_all,2,2012,6,165,3,7.003355612443589,5.2,11.535,10059.839113799255,0.40733977027328977,12106.989489344587,1,3
fixed_all,2,2012,6,165,4,15.705442285746045,4.6,11.379999999999999,10101.27626139414,0.40899111517845244,11986.941892588742,1,3
fixed_all,2,2012,6,165,5,47.50028117456431,4.8,11.405000000000001,10094.574623204979,0.4087238076614989,11802.626735466072,1,3
fixed_all,2,2012,6,165,6,64.5693271730678,3.6,11.175,10156.495897247905,0.41119708781772,11671.793261898882,1,3
fixed_all,2,2012,6,165,7,70.40298468348088,2.8,11.055,10189.041207420112,0.4125000925952711,11628.617107417273,1,3
fixed_all,2,2012,6,165,8,106.5515357295079,2.9,10.985,10208.102105036232,0.4132642014429549,11779.258408231372,1,3
fixed_all,2,2012,6,165,9,149.42828433907871,3.2,10.97,10212.193909390311,0.41342832626053233,11757.203214558298,1,3
fixed_all,2,2012,6,165,10,148.66880272549946,1.9,10.955,10216.288304297164,0.4135925880102522,11835.974182143964,1,3
fixed_all,2,2012,6,165,11,333.0466715629391,3.5,10.945,10219.019341167761,0.4137021719770182,11765.280070601953,1,3
fixed_all,2,2012,6,165,12,626.6802723002719,3.1,11.025,10197.203275242513,0.412827203782112,11758.429746416567,1,3
fixed_all,2,2012,6,165,13,823.1814865453015,2.6,11.129999999999999,10168.681120915351,0.411684696740407,11774.301581157646,1,3
fixed_all,2,2012,6,165,14,857.0111930069611,2.7,11.184999999999999,10153.791202120552,0.4110888957259517,11859.444107934198,1,3
