gamma_1,gamma_2,k0,k1,sig_beta0,sig_alpha,sig_rho,sig_proc,opt,lp__,chain,step
1.0834157074500665,1.119825168042582,7.5851213335836905,0.7818485541569259,0.04955559041342589,0.10620396254645831,0.09950640891699747,92.92390509240641,566.207068850983,-30438.04464252546,1,57
1.069849884666988,1.0988141571870054,9.280419007355247,0.5667540349999975,0.05205212504290823,0.12342886946754554,0.06976318392380447,92.89265292906829,548.5598194878689,-30381.028512306566,1,58
1.068398318832902,1.1068719408274825,6.945480935411001,0.7975187403156652,0.026117313796911786,0.09740222904873477,0.061256036454314766,94.26907367779175,579.2854940227511,-30385.941529735097,1,59
1.074422807857334,1.0493644636859814,6.856353009775135,0.7563330481894439,0.04249216481673334,0.09972371197016809,0.06731901846071947,93.82198889618341,549.2126777492078,-30431.41628829609,1,60
1.0465460514933627,1.111848950928043,8.278438542375639,0.7279619986153341,0.035962087357138905,0.15155498938890663,0.07443144617031269,94.76288534560584,497.25325340257365,-30545.304095338495,1,61
1.0995088597772842,1.121058443689982,8.505180974377375,0.7851618916268404,0.026506279508702605,0.1466729937655802,0.05687546014055904,92.84972915097839,574.0296735030012,-30415.91285438189,1,62
1.0719402971741885,1.110890378731844,9.140454447044835,0.7210368527992234,0.02883289963841394,0.12375176540664211,0.05832071668800661,92.75486551933619,524.5514344887362,-30453.562306202777,1,63
1.0648478490812545,1.0933922991364895,5.850289110003497,0.7426026480789455,0.04807310004786549,0.08735181996363431,0.011428005912889094,92.65057530358133,547.7375293202896,-30378.44387255436,1,64
1.0477882035011912,1.0734825796015062,7.737721770684407,0.8388175000244228,0.01718004743721563,0.1550388944946423,0.05924644176274404,92.60630777428713,595.6407467564813,-30388.20344203611,1,65
1.0785584720408423,1.1165236440442443,7.45149436524548,0.8250135947076024,0.046993211533889405,0.11359434820164098,0.1037476652261532,93.57035990071586,596.3539535694161,-30399.652143132622,1,66
1.077440761043065,1.1367062943554083,6.466805294612123,0.8191853813258984,0.02519833330085777,0.14510259652565102,0.07645712835465195,93.07236192591913,551.6981194761139,-30419.597098647922,1,67
1.0668151140271556,1.118761096687232,4.388662563948603,0.8623848172363501,0.0433978952796562,0.14856473113756538,0.023725304225261295,94.40047185105902,563.8313593033076,-30372.362962650284,1,68
1.068359193833504,1.1280729705379264,7.649924871443592,0.6941784596346561,0.05460092991849307,0.16704104226202707,0.09016330102147657,91.58605597287598,584.8663955977835,-30484.98159920072,1,69
1.0872704830053417,1.0997687892068706,7.172311020302067,0.7029852926859147,0.03052055701006114,0.12245752291674634,0.05979453194448732,93.17562461405439,624.2118853795736,-30392.16901477916,1,70
1.0689040897709674,1.1288546013845449,8.615378082140651,0.7493844036474662,0.028651219178554375,0.14831981010576006,0.07476596201488836,94.68152098237636,551.7370490293297,-30368.562914103113,1,71
1.0853674120661594,1.1264914644728192,8.120092901967771,0.7648676822283005,0.050561037271547676,0.21815199260087362,0.07062721233126508,93.39881559871333,608.2229146635901,-30396.65939961835,1,72
1.0506597792462806,1.1025892936885446,5.273772499192643,0.8105430507589432,0.03555555737399196,0.09335903906788813,0.07662667302955617,92.59380640943262,566.3745925566452,-30445.735606470324,1,73
1.0957928624286937,1.1143283198119311,10.066075781959686,0.7356395089511555,0.028747504146957616,0.21135806087802325,0.04508662906993038,94.34606732398296,591.0685681674864,-30417.436858670986,1,74
1.0858111989381007,1.1184338707868005,7.631493135668464,0.7850226418787686,0.03974874346896784,0.09311107358846774,0.09550748788650494,92.06612851430508,567.4700773519277,-30326.000842064135,1,75
1.0619348169969507,1.182360308644158,8.539798476229148,0.7030160015763748,0.05401011145945609,0.16950362459451565,0.11984351966697476,94.28296660744965,619.3901814504534,-30394.172685448775,1,76
1.055843491500231,1.1042306195696745,7.321333584516115,0.7496305675104599,0.03530007257045348,0.15802692872567542,0.070426317604329,91.47058583821004,650.0616238296861,-30477.60695476953,1,77
1.061013888409513,1.157177725947304,7.267990903999454,0.8054468937508942,0.0431588746545507,0.12847250325344428,0.08521070632478997,93.56965918349879,549.0070742517265,-30361.88127701536,1,78
1.071974515091939,1.078386381179998,9.418372125414653,0.7415829847138752,0.05270368740718184,0.11242297764258069,0.08941281557752911,92.4898180018995,634.403103487101,-30461.19695982243,1,79
1.0827412868554989,1.1410684581737154,11.12015074440136,0.5452665043145275,0.04107319268685689,0.09767917890145743,0.07666954461433279,93.6080164296197,549.2765401118587,-30452.22110009191,1,80
1.0701546343798674,1.1022918890431237,7.936426418241607,0.8179811352338545,0.047516929224608054,0.11060389523002125,0.060938637423551115,91.99650812400527,585.2780084271833,-30419.696639527498,1,81
1.0851660847933127,1.1110462254825249,7.096200818831396,0.8083150840615102,0.05009645622019689,0.12221320816269929,0.09973796881708681,93.42971476418441,578.2823334454748,-30415.71890768224,1,82
1.0301740844745186,1.0861712535531183,6.226566870319712,0.7006541638238799,0.053573193998695014,0.08641866987661541,0.09443757738914717,93.34964943348552,548.7038040229883,-30507.602975472826,1,83
1.0681247966850018,1.1137060069982552,10.540157111197912,0.5775852861519529,0.0333975398018173,0.11958607032580398,0.09747357669679779,92.72579133784812,527.6281285677603,-30416.981257725256,1,84
1.1051729541643656,1.1341539983895301,6.344985179901714,0.7140583341828983,0.029006382753298515,0.1126694675930788,0.057163188156094114,94.32783027199501,626.2256457298128,-30333.882271317925,1,85
1.072518400175358,1.1262954565304517,8.54896454609679,0.8215686680246486,0.04955542300413242,0.133532412701068,0.0966821518571837,92.99573810430647,549.4222227762867,-30429.286204316886,1,86
1.0830532966435231,1.1160843505598719,7.365643678473802,0.7600632686410288,0.038576773544154744,0.2010839100466122,0.06654422186513632,91.90905242703705,570.1358208552756,-30472.840789822014,1,87
1.0724145273692582,1.1801740360245847,8.185097288899144,0.816994033937277,0.04061220297940419,0.1459236681348958,0.054346085931976575,93.75654574918974,585.9188399239997,-30360.941873892327,1,88
1.1003338156493583,1.152552604867245,6.626296726792084,0.7434107099148786,0.03253845038876709,0.09651173609488098,0.06896046631748216,93.04625315265231,568.342268168523,-30471.37334552765,1,89
1.053830729425935,1.1159770782226588,6.738187311402882,0.7620919996661123,0.03796615301457801,0.13331435762449775,0.09966691312176194,92.86782375398109,632.9172923936526,-30472.508602648788,1,90
1.0776663526687218,1.1310561813677658,7.4532910644245085,0.7652983072568922,0.034170047658522204,0.09651501319054683,0.06817991802753427,92.77161693505977,576.776173936277,-30455.929109746798,1,91
1.0996128688486664,1.1544137143182458,6.811954562311335,0.6774155271650101,0.04475227872502528,0.14973025056447808,0.05248262029939316,94.10131326969231,588.0184793845914,-30453.372145039317,1,92
1.0680991539135534,1.137573070795915,6.582115800876399,0.6469723217822022,0.06116214823815086,0.1644195542240239,0.06461390822789777,94.5010716855546,542.9044897834236,-30428.495853633576,1,93
1.1030987249627242,1.195984528992138,10.072291004587047,0.5852463633327136,0.059350893102367554,0.105826974626594,0.08729783309411455,92.0030513927702,520.6006071635754,-30542.681255132535,1,94
1.0660829783432997,1.102772879592887,8.884474467279674,0.7656515256477934,0.03637138129376596,0.06788319637666233,0.10291492583161023,92.5280586270936,523.3946842516491,-30291.316440704122,1,95
1.0781964791619032,1.1207942426973754,6.815835385401524,0.7332064822596377,0.03988261985346432,0.1336175804823771,0.08075171423473487,93.35100200559086,579.1300600967927,-30371.88278496089,1,96
1.0705563060505243,1.1180656921769327,6.978982258105601,0.7478552963158275,0.0484725384398658,0.1150637142221131,0.06578940492465128,92.45949740911526,652.1145283346573,-30295.739055969378,1,97
1.0748695825344257,1.1309097199004519,7.758056772151592,0.7846494695480309,0.024822664567588602,0.1107227357495651,0.0695930360687183,94.20523399076416,594.94956557011335,-30425.40862989951,1,98
1.0809956035269315,1.1005745243225116,8.566638937221347,0.754951745971375,0.04311826056918002,0.07898609176783337,0.10517497747575286,94.77479613159976,576.2400602675765,-30452.79059686481,1,99
1.0736855751290078,1.1306008265030902,4.382783983910007,0.7612792018313915,0.027848874090227422,0.2033862400071383,0.021783050415988908,91.672089452478275,599.690646663877,-30417.69486801154,1,100
1.0523228642447449,1.0662467375420117,10.296595253483217,0.8461431684493402,0.042383266307470656,0.06605750750387802,0.12481628141671958,91.58858992946173,522.5120741282826,-30474.37055763926,1,101
1.0980063428392055,1.1734742832606593,6.211133341545833,0.7004561715063855,0.054645483852248475,0.1651283417746961,0.062130623424204015,93.59633017475251,564.4051706635158,-30368.632608974192,1,102
1.0631206233998636,1.1010712444143176,6.209137586338707,0.9339590016138558,0.047411738682381126,0.1455636065552808,0.06395663693418766,92.78411212698256,598.6154258125246,-30466.226905772757,1,103
1.0992108851703157,1.155622393186719,6.1262573395531215,0.824811575853312,0.04048547130499762,0.15881862579652367,0.08330184538816372,92.61056588019964,587.2383547519638,-30342.926451750067,1,104
1.0440333924928062,1.0780681352353778,6.616211673403178,0.7869323211785307,0.022355383424644812,0.13802111384935262,0.033823771156880206,93.04492300474969,624.2082171576934,-30510.05386845388,1,105
1.0399785737520812,1.0841712595271005,6.485065446577516,0.7148364076665161,0.047346614788437505,0.07016475741074571,0.03382117373649364,92.80123509079701,593.2364674286199,-30449.055364698736,1,106
1.1088134635861064,1.1801638774859735,9.226981385648925,0.7334404302928806,0.04895799138996336,0.07845937781732129,0.07742274683448562,93.01175454115639,518.6818604698154,-30351.972253673575,1,107
1.0679390072727581,1.1023246574274412,7.152512853932774,0.8079974712645517,0.046332200895045354,0.1911161435761233,0.08429596367971948,93.80830466407964,552.1015305001655,-30330.809218078466,1,108
1.086121967908096,1.1209166830774973,7.992348343122311,0.7795247548685729,0.03940498596489251,0.1371731673370701,0.05714849248192861,92.48737770669514,547.5565947584805,-30367.499031105828,1,109
1.0581480622229915,1.1173872361513169,5.639760466362847,0.7949770107201263,0.04941765675133144,0.09042287530618473,0.08178538324846654,94.06387024392477,648.0321002745344,-30432.86059813831,1,110
1.0898674639385342,1.156487419690679,6.873139154699441,0.8718036290874203,0.04126705418921269,0.15553470836218444,0.05098022234627865,91.3732758557686,621.533463934008,-30407.699663385072,1,111
1.0743006697330986,1.1018115359128977,7.870770373825883,0.7578733297525615,0.026848939336079812,0.07314593420424326,0.07407210221163965,94.81135574137295,516.2479628447976,-30353.993350318284,1,112
1.0806262401177054,1.1207207875508614,6.816411592717063,0.7330511265689391,0.017037496331809517,0.16258423005716965,0.027711240228780184,92.50078106869968,550.6938348266633,-30410.77166540934,1,113
1.0860393484220368,1.157631890761396,8.52391451064742,0.6746923233722748,0.039384086885630075,0.12805345260236606,0.11126073550108342,93.25387026836206,503.708376196975,-30398.852039855068,1,114
1.0931921108521887,1.158378247224332,6.9586428541522,0.6888678021416467,0.046128566651833125,0.1417756652269078,0.1000937939015918,93.15209075218796,551.0430122908784,-30388.753663345968,1,115
1.047066603456425,1.0587400278697876,6.554911532034695,0.7706534103814324,0.04410192063537374,0.1833191617468911,0.0764800110696466,91.71588957295297,604.4974992867054,-30444.000431276865,1,116
1.1019322911838028,1.1410391346336457,9.33390804995252,0.7240263379414542,0.028709534761412643,0.1351888593642826,0.0647933333879733,92.60939122101891,608.7590831576241,-30333.73368705528,1,117
1.0544517430733393,1.0868131971777593,4.528675942941744,0.8170789637054832,0.04562678682509509,0.11102722831583066,0.0935312535244237,92.69955958490586,530.3092361422666,-30394.211012539967,1,118
1.052177390049119,1.1163585955474076,8.27297952612814,0.7203357380292713,0.02043278419929779,0.18595250327536475,0.06897896160473517,93.4460144092739,556.5750048164367,-30455.845587401553,1,119
1.0989842837422106,1.1231855560150943,5.576323826024127,0.6579043478488842,0.052645168935067994,0.15604982985175034,0.06689829205251537,92.69629199588562,583.4829978225655,-30399.21328910266,1,120
1.0817269290663587,1.1145910134607107,9.48939708376527,0.7179890817361787,0.04088779643837514,0.1257064615326595,0.089154557172572,92.96883732810029,576.5751315480469,-30423.058689922338,1,121
1.0786178483660351,1.1498886645157507,7.7193651757794814,0.689501667024209,0.015563140371931548,0.14512647676840304,0.018484446869889922,93.06763673453294,521.4754182436999,-30396.54907346689,1,122
1.0448410573346105,1.0667535387951306,8.590364175664366,0.7011272901538901,0.023080297868307387,0.19452511256165508,0.051622678369063243,93.09531081993961,525.1665437369303,-30287.388115715163,1,123
1.0727051012451487,1.1215531872867097,9.849143314964724,0.6732442635415102,0.03732803577211269,0.18126233887143578,0.07695505609760755,93.0245580205829,517.366532897965,-30424.797411982123,1,124
1.0555282736548608,1.0822410680398382,9.36873634319475,0.767920250167464,0.03239022290961661,0.1427077486952291,0.05450643980226616,92.50656908983088,576.2624811823938,-30378.35420146983,1,125
1.0477127258436636,1.0881947162797723,7.1748962349001655,0.6810676900186284,0.026691302724388997,0.117147725140251,0.07662285172561017,92.99509699434265,560.6991466745128,-30321.123354311236,1,126
1.0813265652042194,1.1203172097105307,8.541001417848756,0.7169142565488474,0.045410914754005244,0.19033912653062976,0.07094523407173361,91.94729326619165,569.3580178279387,-30433.322011818153,1,127
1.0780359540572595,1.1219971912600446,7.280584119791144,0.883633545589104,0.04730621431488185,0.07313460666746062,0.06556702781672324,93.607193516327,579.9132285806066,-30385.059054567704,1,128
1.0631679010499377,1.135214115387933,6.486564885016914,0.8338711623352913,0.06519341858983717,0.12682020043836778,0.06422006535974854,92.09804274459482,618.2491312259463,-30459.47681385712,1,129
1.0850414009730995,1.0792022799605672,7.290055147298602,0.7779085876760381,0.04348815608176533,0.06786146292773902,0.07005361450079918,93.17035604714523,541.8059686641014,-30501.95909000895,1,130
1.052651281868834,1.0954483912430375,8.4301587098215,0.6952171054874879,0.03430754738420791,0.11108422034290226,0.07533614220065354,93.48621551104148,571.3431339934347,-30440.210622992072,1,131
1.0812200151322724,1.097895463648106,7.687836496155429,0.7345930299179924,0.04624588803460104,0.07189561402940664,0.09338087626911601,91.77565154994177,571.044649990409,-30387.781591881805,1,132
1.067158165880809,1.1313023238795743,7.095823578891953,0.9076734930299415,0.03452974784433758,0.1313175258551731,0.10578643864923364,93.33519301536451,594.7874566358904,-30387.24439444828,1,133
1.1198211039382535,1.1697679413373558,6.245270703164703,0.6727210494011604,0.04617139810112361,0.08943145947816568,0.05967332000394479,94.06543537554543,555.8489888730584,-30422.380306754643,1,134
1.0757127476698338,1.134575604296224,6.840035668518584,0.7631218877173884,0.04143129931925827,0.1743344436629644,0.04896343918581328,92.57451686094272,562.4434084699753,-30386.109226835117,1,135
1.082146098827082,1.127227059403519,9.485958795437787,0.9113071273886857,0.04278437711876546,0.156672086435734,0.070487910809912,93.7394368405195,583.7502076210505,-30563.10115433647,1,136
1.0811719369053006,1.081845977508873,6.901821011586478,0.8674737050227442,0.05822267055414665,0.14241142345966004,0.08423596722296026,92.04797855173422,512.6757213592846,-30390.70554273906,1,137
1.07253762890898,1.1439280502358482,7.773071374987847,0.7681430330671649,0.03941664701106543,0.21315190361621306,0.039767792376062705,94.17981856448664,575.4162757032084,-30405.600430781877,1,138
1.0910225451675495,1.1236590403065465,8.622909749383133,0.7146537867534355,0.025420490951506235,0.10784082290608964,0.09197891542100518,93.30534475923082,570.2457393730008,-30379.034830750163,1,139
1.0729438779661504,1.1599956030737473,8.140665462316672,0.7764816545071233,0.02882401061817014,0.11219120620021295,0.0859581923729431,92.99035165817746,561.6691460779683,-30457.35343738591,1,140
1.0332353833274226,1.0911277114311508,6.751135061713296,0.8461715869578935,0.03771386595365375,0.18389427390470556,0.06216048662387878,93.57396132423716,561.1316427880703,-30550.286473975768,1,141
1.0570081914917844,1.079996301042933,7.2465787868215585,0.7998073815161818,0.038825669721769124,0.09843568808021727,0.08220603444377629,92.35261137979448,568.6227100145898,-30310.745162402036,1,142
1.0698134459262272,1.1589964587903567,8.806615036601755,0.8251048573360663,0.0499219216971207,0.12149293033778728,0.0794142339030115,94.70109417973411,659.9368381000369,-30485.337164186934,1,143
1.0689267125617508,1.0983336593892792,6.1647261221778615,0.7637981505391218,0.027976323580927255,0.11675669584627915,0.03335379453971871,92.01918560024146,564.8434165480367,-30449.046730478625,1,144
1.0497868221380486,1.0720751006667535,9.315985956958325,0.7997295139526289,0.0699123836977294,0.16175034694379722,0.1093017095792964,93.67590375957668,562.9904982720275,-30298.691760354825,1,145
1.071568111157778,1.0862276726069233,9.052032796619509,0.7819621949253324,0.04353360411490009,0.1431900557072101,0.13449053758905827,92.70938511941037,591.0919708091861,-30371.225803262616,1,146
1.0493550675601375,1.098214430472654,7.77085588811682,0.7684946115127935,0.057335862645250944,0.14014407187748243,0.06391022080365741,92.39969051654914,564.6592996675652,-30373.191810970813,1,147
1.054443583214014,1.081779578196473,7.86015755657977,0.7587437375530274,0.042060336854365964,0.13683168440495233,0.0520606283193117,95.1524525303434,572.3240651168906,-30468.582515770973,1,148
1.087614149068455,1.1298284128974254,9.193110899739004,0.6309702215202521,0.044533295263742396,0.16974107714546544,0.07422259466196535,91.80453242749816,575.1334314601169,-30376.055906636506,1,149
1.0507651229756059,1.091603559123215,9.089723213074423,0.8190472133270053,0.023330406582290745,0.07630517685781861,0.0698133901713191,93.10433045938095,557.436109324036,-30365.761406860816,1,150
1.0690602924427337,1.1140728130658886,8.530764371085052,0.7631110085678157,0.03578779019643975,0.05485886321009155,0.11573560471530106,92.97818321967534,511.82099931519883,-30309.703807217822,1,151
1.0741653533387672,1.1050541305980668,9.215332947795433,0.7651707662431582,0.048474032809612995,0.1419434605287939,0.07259594488453613,92.20783899797132,581.2608568679823,-30303.201128815203,1,152
1.0908954249584273,1.1359431249698981,5.943932029350355,0.8659141561675564,0.04336152672618553,0.11611854766557353,0.07026564730598213,93.2763716923235,550.6942161014226,-30404.613276578355,1,153
