year,month,yday,hour,par,wspeed,temp,do,do_eq,sch_conv,nhour
2013,7,183,19,108.22015212836192,3.7,10.27,11774.999999999998,10406.063116505553,0.42124185659286917,24
2013,7,183,20,53.5306282723019,4.3,10.24,11805,10414.501277113623,0.42158357600779467,24
2013,7,183,21,67.96202584918473,4.7,10.23,11840,10417.316395037891,0.4216976094684401,24
2013,7,183,22,61.44182806362607,3.4,10.23,11825,10417.316395037891,0.4216976094684401,24
2013,7,183,23,14.0654953009272,5.8,10.175,11785,10432.82101137852,0.42232593054492984,24
2013,7,183,24,6.169764362559557,3.5,10.17,11750,10434.23232580482,0.42238314618756884,24
2013,7,184,1,1.950422920941709,3.6,10.175,11695,10432.82101137852,0.42232593054492984,24
2013,7,184,2,2.411552138683802,6.6,10.17,11580,10434.23232580482,0.42238314618756884,24
2013,7,184,3,2.8016317472819097,2.7,10.17,11400,10434.23232580482,0.42238314618756884,24
2013,7,184,4,8.44514186536233,2.1,10.14,11285,10442.706536480653,0.42272677502898304,24
2013,7,184,5,36.37037543894903,1.8,10.094999999999999,11205,10455.438210474826,0.423243296685216,24
2013,7,184,6,59.573387236745056,1.2,9.985,11240,10486.663282786347,0.4245113724101525,24
2013,7,184,7,116.87542797042336,0.4,9.9,11285,10510.892527460452,0.4254965884443075,24
2013,7,184,8,222.2796758859306,1.9,9.815000000000001,11315.000000000002,10535.210093881471,0.42648648414590273,24
2013,7,184,9,279.41229504325855,0.9,9.86,11290,10522.32506029156,0.4259618373979117,24
2013,7,184,10,448.2238591582442,1.4,9.905000000000001,11315,10509.464837009367,0.425438505240294,24
2013,7,184,11,431.19403403445966,2.1,9.975000000000001,11440,10489.509211731032,0.4246270380271446,24
2013,7,184,12,341.9489515692747,1.2,9.975,11470,10489.509211731032,0.42462703802714463,24
2013,7,184,13,524.7690346796531,1.7,9.985,11705,10486.663282786347,0.4245113724101525,24
2013,7,184,14,665.8234676831909,1.9,10.045,11670,10469.613234028939,0.4238187310170842,24
2013,7,184,15,608.3438733466514,1.1,10.05,11715,10468.194368999833,0.4237611153942878,24
2013,7,184,16,828.908785414495,1.9,10.205,11550,10424.359441246603,0.4219829712565673,24
2013,7,184,17,641.8773106565882,1.1,10.265,11525,10407.468727808642,0.42129877017139433,24
2013,7,184,18,509.77830426971246,1,10.3,11655.000000000002,10397.635731537499,0.420900707857662,24
2013,7,184,19,393.636737250257,4,10.375,11455,10376.61429377032,0.4200503262439032,24
2013,7,184,20,110.60073092827292,3.5,10.42,11520,10364.033586363226,0.41954179991000806,24
2013,7,184,21,85.1160547622988,4.4,10.4,11610,10369.622040096534,0.41976765426787893,24
2013,7,184,22,116.82114706684646,4,10.37,11695,10378.013636871907,0.4201069078887048,24
2013,7,184,23,31.618774152831264,4,10.335,11675,10387.817377458307,0.42050342095414167,24
2013,7,184,24,18.998821043968135,3.6,10.295,11684.999999999998,10399.039548158999,0.4209575263917063,24
2013,7,185,1,9.263876490134955,4.5,10.24,11725.000000000002,10414.501277113623,0.42158357600779467,24
2013,7,185,2,4.757061681852083,3.4,10.195,11770,10427.178762057289,0.4220972273228415,24
2013,7,185,3,11.778809041872686,4.2,10.2,11555,10425.768951401396,0.4220400913314678,24
2013,7,185,4,26.06804629356228,4.4,10.175,11465,10432.82101137852,0.42232593054492984,24
2013,7,185,5,19.41005956016695,4.5,10.1,11800,10454.02237205076,0.42318584139941723,24
2013,7,185,6,19.88199777251307,4.2,10.08,12050,10459.687539755605,0.4234157586389878,24
2013,7,185,7,43.76753663826614,4.6,10.075,12035,10461.104587801485,0.42347327800437135,24
2013,7,185,8,79.93656120137994,4.1,10.05,11905.000000000002,10468.194368999833,0.4237611153942878,24
2013,7,185,9,118.59115826387672,4.1,10.035,11765,10472.451873557759,0.4239340104443111,24
2013,7,185,10,330.5298805220164,5.1,10.03,11610,10473.871648227521,0.4239916742579481,24
2013,7,185,11,261.517005744163,5.7,10.075,11590,10461.104587801485,0.42347327800437135,24
2013,7,185,12,319.0682910890281,6.9,10.14,11504.999999999998,10442.706536480653,0.42272677502898304,24
2013,7,185,13,176.81322793644938,6.2,10.165,11455,10435.643941238903,0.42244037777424326,24
2013,7,185,14,159.68640702984663,7,10.2,11340,10425.768951401396,0.4220400913314678,24
2013,7,185,15,301.4892684631664,7.1,10.26,11149.999999999998,10408.874638519315,0.42135569960672015,24
2013,7,185,16,424.6908784929661,6.1,10.385,11060,10373.816500183759,0.4199372102176307,24
2013,7,185,17,322.6266450356269,5.8,10.46,11040,10352.870920829771,0.4190908452110119,24
2013,7,185,18,291.61229162767614,6.1,10.515,11155.000000000002,10337.553195140134,0.41847242039424876,24
2013,7,185,19,269.3794790068814,6.2,10.594999999999999,11155,10315.336609833592,0.417576267382321,24
2013,7,185,20,127.89590974757172,5.9,10.6,11195,10313.950575115812,0.41752039022999793,24
2013,7,185,21,78.39045984153894,4.1,10.57,11195,10322.271193951145,0.41785588655945344,24
2013,7,185,22,25.574140041580648,4.6,10.575,11155.000000000002,10320.883688783202,0.41779993158676204,24
2013,7,185,23,12.965825949117509,4.1,10.59,11105,10316.722938477547,0.4176321600896006,24
2013,7,185,24,3.1084907442893353,3.5,10.585,10915,10318.1095611284,0.4176880683563949,24
2013,7,186,1,2.023352016067773,3,10.57,10890,10322.271193951145,0.41785588655945344,24
2013,7,186,2,1.6094300760395401,2.9,10.55,10875,10327.824158812658,0.4180798622733453,24
2013,7,186,3,4.514609364114671,2.2,10.524999999999999,10920,10334.77199549537,0.4183601828598798,24
2013,7,186,4,17.837564148706026,2.1,10.5,10905,10341.727209140003,0.4186408939168082,24
2013,7,186,5,45.77821761097432,1.8,10.469999999999999,10855,10350.083217641666,0.41897826340967637,24
2013,7,186,6,163.3064869072332,1.8,10.44,10825,10358.449881712737,0.41931619698862527,24
2013,7,186,7,236.4019950879495,1.3,10.44,10875,10358.449881712737,0.41931619698862527,24
2013,7,186,8,265.8479910342704,1.3,10.45,10879.999999999998,10355.65980863229,0.41920348972513777,24
2013,7,186,9,325.5373653123409,0.9,10.475000000000001,11065.000000000002,10348.68981007143,0.41892199601487834,24
2013,7,186,10,590.9378249147907,0.6,10.5,11070,10341.727209140003,0.4186408939168082,24
2013,7,186,11,957.1209199801245,3.7,10.535,11375,10331.991976164365,0.41824800780077037,24
2013,7,186,12,994.807564406735,0.6,10.64,11040,10302.872868841716,0.4170739324430589,24
2013,7,186,13,464.6489895399891,0.5,10.675,11145,10293.195269624533,0.41668409644207394,24
2013,7,186,14,456.30172358044905,2.7,10.745000000000001,11190,10273.883057545629,0.41590669874922365,24
2013,7,186,15,466.6752206576352,1.1,10.795,11180,10260.12361016837,0.41535326562586206,24
2013,7,186,16,721.7426779198919,2.8,10.875,11270,10238.168918188956,0.41447096834290087,24
2013,7,186,17,434.9557959607705,6,10.88,11260,10236.79921299225,0.41441595501007433,24
2013,7,186,18,370.51605912281957,5.8,10.965,11335,10213.558419746658,0.4134830649564033,24
2013,7,186,19,235.14910451262173,6.3,10.975000000000001,11379.999999999998,10210.829686873247,0.41337360277934343,24
2013,7,186,20,107.6737169856387,7.5,10.98,11385,10209.465752115419,0.4133188945083222,24
2013,7,186,21,37.90912593436348,6.8,10.96,11330,10214.923218022197,0.41353781887147134,24
2013,7,186,22,12.21032548041414,8.8,10.934999999999999,11254.999999999998,10221.751530999292,0.4138118168928393,24
2013,7,186,23,8.603682225723782,10.4,10.895,11135,10232.691832796534,0.41425100676978205,24
2013,7,186,24,1.4133317134522467,7.9,10.844999999999999,11055,10246.393228902054,0.41480136981037924,24
2013,7,187,1,1.8141650056789247,7,10.77,11085,10266.999695523431,0.41562978974051806,24
2013,7,187,2,2.4274782007545905,6.3,10.745000000000001,10950,10273.883057545629,0.41590669874922365,24
2013,7,187,3,5.3268879052004054,6.8,10.675,10995.000000000002,10293.195269624533,0.41668409644207394,24
2013,7,187,4,15.900527764286345,7.7,10.61,11125,10311.179387128252,0.41740868257199215,24
2013,7,187,5,83.62003461107368,4.6,10.555,10995.000000000002,10326.435475804206,0.41802384496228123,24
2013,7,187,6,236.6187181958296,1.7,10.52,10985,10336.16244773715,0.41841629381537443,24
2013,7,187,7,284.8289056631636,3.7,10.52,10975,10336.16244773715,0.41841629381537443,24
2013,7,187,8,204.2101595570553,3.8,10.524999999999999,10915,10334.77199549537,0.4183601828598798,24
2013,7,187,9,150.4122475212719,8.4,10.535,10905.000000000002,10331.991976164365,0.41824800780077037,24
2013,7,187,10,250.14716578398833,6.8,10.53,10890,10333.381838332245,0.4183040875232,24
2013,7,187,11,488.9082552352643,5.7,10.55,10875,10327.824158812658,0.4180798622733453,24
2013,7,187,12,1000.0402362826021,10.8,10.585,11040,10318.1095611284,0.4176880683563949,24
2013,7,187,13,780.3569986952286,10,10.67,11105,10294.57690530066,0.4167397408166578,24
2013,7,187,14,383.10304553051145,7,10.715,11170.000000000002,10282.152711479022,0.41623949841891816,24
2013,7,187,15,400.37262103627734,4.2,10.74,11240,10275.260604043844,0.41596212678818684,24
2013,7,187,16,226.1132930993379,6.5,10.74,11350,10275.260604043844,0.41596212678818684,24
2013,7,187,17,216.64059481650182,4.5,10.7,11465,10286.291478828474,0.41640610670966843,24
2013,7,187,18,124.76830025109106,9.4,10.684999999999999,11455,10290.43287603385,0.41657285413465467,24
2013,7,187,19,56.03605488244326,7.5,10.675,11390,10293.195269624533,0.41668409644207394,24
2013,7,187,20,63.34205580761039,6.6,10.665,11215,10295.958833673147,0.41679540067789045,24
2013,7,187,21,75.88777118588109,8.9,10.614999999999998,11235,10309.794233694225,0.41735285205719597,24
2013,7,187,22,48.04173328950145,11.6,10.57,11180,10322.271193951145,0.41785588655945344,24
2013,7,187,23,11.119304130578149,6.8,10.495000000000001,11025,10343.11913801258,0.4186970830348616,24
2013,7,187,24,5.7970696976930585,7,10.41,10925,10366.827219261851,0.4196546956410831,24
2013,7,188,1,2.153057647433192,4.6,10.34,10815.000000000002,10386.415949053537,0.42044672888932133,24
2013,7,188,2,1.3265684842536867,5.2,10.26,10705,10408.874638519315,0.42135569960672015,24
2013,7,188,3,2.53518281112813,3.9,10.23,10504.999999999998,10417.316395037891,0.4216976094684401,24
2013,7,188,4,15.983807723789537,2.9,10.18,10410,10431.409997874869,0.42226873084173167,24
2013,7,188,5,106.72317140527508,1.7,10.125,10440,10446.947711127481,0.42289880500438326,24
2013,7,188,6,71.50476604795055,1.3,10.05,10585,10468.194368999833,0.4237611153942878,24
2013,7,188,7,132.51177877982602,8.3,9.965,10780.000000000002,10492.356357971204,0.4247427681380599,24
2013,7,188,8,623.1595914605555,8.5,9.945,10745.000000000002,10498.05430507911,0.4249744219890972,24
2013,7,188,9,1012.5318446335198,7.9,9.98,10780.000000000002,10488.086095139548,0.42456919715921165,24
2013,7,188,10,749.4552113144279,7.6,9.985,10820,10486.663282786347,0.4245113724101525,24
2013,7,188,11,1156.6667983995253,6.4,10.015,10890,10478.13279288383,0.424164762154199,24
2013,7,188,12,1661.0982661370804,4.5,10.11,10965,10451.191601696277,0.42307097884840883,24
2013,7,188,13,1794.3751135817638,3.2,10.280000000000001,11e3,10403.252791784773,0.42112807698787164,24
2013,7,188,14,1531.5962875859009,10.6,10.425,10965,10362.637215181938,0.4194853756189279,24
2013,7,188,15,1100.4775353830412,9.4,10.530000000000001,11055,10333.381838332245,0.4183040875232,24
2013,7,188,16,782.9527600274797,8.1,10.61,11165,10311.179387128252,0.41740868257199215,24
2013,7,188,17,404.51424182335063,9.9,10.67,11205,10294.57690530066,0.4167397408166578,24
2013,7,188,18,188.21444767921741,10.1,10.739999999999998,11185,10275.260604043844,0.41596212678818684,24
2013,7,188,19,107.44612833286281,11.1,10.805,11200,10257.375211220495,0.4152427636232752,24
2013,7,188,20,50.99455401265384,11,10.675,11215,10293.195269624533,0.41668409644207394,24
2013,7,188,21,41.636795385668975,7.7,10.75,11129.999999999998,10272.50580252046,0.41585128612872235,24
2013,7,188,22,31.548704394022838,10.3,10.735,11045,10276.638442096379,0.4160175702501539,24
2013,7,188,23,20.993220564318474,8.6,10.65,11010.000000000002,10300.106375785621,0.41696247322698493,24
2013,7,188,24,4.787377886671359,6.1,10.555,11065.000000000002,10326.435475804206,0.41802384496228123,24
2013,7,189,1,1.2412390937791162,5.4,10.475,11110,10348.68981007143,0.41892199601487834,24
2013,7,189,2,0.8497334851159374,5.3,10.485,11120.000000000002,10345.903882562676,0.41880950821417284,24
2013,7,189,3,1.2591465498025989,3,10.465,11055,10351.476921200636,0.4190345464735308,24
2013,7,189,4,3.28546876998467,3.3,10.395,10910,10371.019896197728,0.41982415717861177,24
2013,7,189,5,4.601985533205154,2.5,10.344999999999999,10875,10385.014818799951,0.4203900526125314,24
2013,7,189,6,15.494879972189215,3.1,10.33,10820,10389.21910409711,0.4205601288115743,24
2013,7,189,7,34.48384563366137,2.9,10.315000000000001,10840,10393.42607425692,0.42073034718537033,24
2013,7,189,8,33.65048327394594,2.4,10.26,10774.999999999998,10408.874638519315,0.42135569960672015,24
2013,7,189,9,78.42747679235282,1.8,10.33,10890,10389.21910409711,0.4205601288115743,24
2013,7,189,10,88.39811677035097,1,10.415,10895,10365.430254362413,0.4195982399158682,24
2013,7,189,11,122.48716133683902,3.6,10.47,10905.000000000002,10350.083217641666,0.4189782634096763,24
2013,7,189,12,85.23350649960754,2.5,10.48,10820,10347.296698405928,0.41886574428456697,24
2013,7,189,13,240.61311533264694,3.3,10.49,10835,10344.511362459361,0.4187532877991272,24
2013,7,189,14,110.20696194677689,4.7,10.5,10925,10341.727209140003,0.4186408939168082,24
2013,7,189,15,166.7259204893146,5.2,10.504999999999999,10980,10340.335575758725,0.41858472044039946,24
2013,7,189,16,76.15930769175863,5.5,10.504999999999999,10995.000000000002,10340.335575758725,0.41858472044039946,24
2013,7,189,17,174.7430937036559,5.3,10.495000000000001,11e3,10343.11913801258,0.4186970830348616,24
2013,7,189,18,205.73081146857226,4.4,10.48,11030,10347.296698405928,0.41886574428456697,24
2013,7,189,19,102.87485709282547,3.7,10.49,10945,10344.511362459361,0.4187532877991272,24
2013,7,189,20,101.3230555989154,3.2,10.485,10840,10345.903882562676,0.41880950821417284,24
2013,7,189,21,77.57097529183847,2.8,10.48,10795,10347.296698405928,0.41886574428456697,24
2013,7,189,22,35.590275878912706,3,10.44,10845,10358.449881712737,0.41931619698862527,24
2013,7,189,23,17.290490884558587,2.2,10.405000000000001,10860,10368.224481145708,0.41971116709022804,24
2013,7,189,24,4.355326645344897,2.7,10.38,10844.999999999998,10375.215248235594,0.4199937603550713,24
2013,7,190,1,2.380446284204949,1.2,10.36,10725,10380.813216108872,0.4202201184645326,24
2013,7,190,2,1.702378547586537,3.4,10.325,10665,10390.621129053863,0.4206168524662015,24
2013,7,190,3,4.048043428985643,1.1,10.295,10700,10399.039548158999,0.4209575263917063,24
2013,7,190,4,29.7782883350777,0.1,10.254999999999999,10635,10410.280848720895,0.42141264490343466,24
2013,7,190,5,157.52589615902093,3.2,10.245000000000001,10605,10413.09416793381,0.42152658309938307,24
2013,7,190,6,318.07478436589565,2.7,10.22,10594.999999999998,10420.132712945036,0.42181170648478233,24
2013,7,190,7,502.22275110212286,3.8,10.21,10590,10422.950231508536,0.4219258670935475,24
2013,7,190,8,684.3991595264606,2.2,10.225000000000001,10655.000000000002,10418.72440395158,0.42175465002985385,24
2013,7,190,9,1106.1368366419433,2.4,10.26,10760,10408.874638519315,0.42135569960672015,24
2013,7,190,10,952.1766785441692,1.7,10.375,10795,10376.61429377032,0.4200503262439032,24
2013,7,190,11,1349.3640267869578,3.1,10.825,10800,10251.881898662017,0.4150219439498699,24
2013,7,190,12,1604.3966512213851,2.7,10.635,10885,10304.256555109814,0.41712968531975597,24
2013,7,190,13,1688.3466167645126,3.3,10.809999999999999,10895,10256.001447535215,0.4151875356702544,24
2013,7,190,14,1797.6945180900375,2.9,10.9,10950,10231.32328426124,0.4141960545939972,24
2013,7,190,15,1715.260663682316,1.8,11.025,10969.999999999998,10197.203275242513,0.412827203782112,24
2013,7,190,16,1530.254514645939,1.2,11.16,10945,10160.55507444799,0.4113594886925368,24
2013,7,190,17,218.82921133336217,2.4,11.475,10975.000000000002,10075.847373437009,0.4079773164892325,24
2013,7,190,18,433.97200194139987,3.1,11.600000000000001,11075,10042.54215726664,0.40665148516125027,24
2013,7,190,19,224.8157376426895,3.9,11.795000000000002,11195,9990.932450170792,0.40460144744228554,24
2013,7,190,20,179.928865510745,3.6,11.975000000000001,11145,9943.66402804336,0.4027286581348614,24
2013,7,190,21,136.0060002334828,1,11.97,11149.999999999998,9944.972259225493,0.4027804284858396,24
2013,7,190,22,61.262537055405595,3.6,11.975000000000001,11145,9943.66402804336,0.4027286581348614,24
2013,7,190,23,23.270397339458015,7.2,11.965,11135,9946.280762728013,0.4028322131629577,24
2013,7,190,24,7.562197804138876,8.6,11.879999999999999,11254.999999999998,9968.567060169935,0.40371474880466246,24
2013,7,191,1,2.449288667904524,8.4,11.78,11370.000000000002,9994.887521994377,0.40475835743888644,24
2013,7,191,2,1.6031689264128859,9,11.76,11245,10000.164804130749,0.4049677736838321,24
2013,7,191,3,4.328425777514015,8.4,11.765,11115,9998.845070542955,0.40491539786839226,24
2013,7,191,4,24.23727700859813,7.2,11.77,11020,9997.525612374897,0.40486303655868605,24
2013,7,191,5,58.05288274086762,8.4,11.774999999999999,11105,9996.206429550544,0.40481068975031625,24
2013,7,191,6,132.13919882171973,9.2,11.774999999999999,11290,9996.206429550544,0.40481068975031625,24
2013,7,191,7,315.927697817019,8.2,11.795,11285,9990.932450170792,0.40460144744228554,24
2013,7,191,8,171.40523955281523,7.1,11.81,11245.000000000002,9986.979853021494,0.40444466775995497,24
2013,7,191,9,261.2829096111773,6.3,11.844999999999999,11295,9977.76673856011,0.4040793546130034,24
2013,7,191,10,296.7766718974879,5,11.895,11290,9964.628447512756,0.4035587053322657,24
2013,7,191,11,516.8725414525991,5.4,11.985,11375,9941.048382339835,0.402625160393876,24
2013,7,191,12,533.6664383604584,3.3,12.08,11525,9916.253946482364,0.40164478238467505,24
2013,7,191,13,1644.1282077959816,3.2,12.2,11550,9885.074263363738,0.40041374931712465,24
2013,7,191,14,1133.6279647811011,9.4,12.375,11530,9839.881244744764,0.39863306196974346,24
2013,7,191,15,905.004756942385,9.6,12.530000000000001,11585,9800.125686767666,0.3970701848165236,24
2013,7,191,16,270.06082703049213,9.8,12.59,11590,9784.80468486477,0.3964687786264009,24
2013,7,191,17,366.44406613149476,10.4,12.62,11469.999999999998,9777.15840415239,0.39616882076526344,24
2013,7,191,18,259.050402194572,8.9,12.614999999999998,11455,9778.432126948654,0.39621877930073734,24
2013,7,191,19,207.155948517841,4.9,12.645,11465,9770.79373014333,0.39591923450282324,24
2013,7,191,20,109.64877858147074,6.1,12.71,11469.999999999998,9754.276256252817,0.39527191711721077,24
2013,7,191,21,53.75909189970097,5.7,12.785,11475,9735.272530992199,0.39452788684661744,24
2013,7,191,22,59.59970036190798,6.7,12.82,11504.999999999998,9726.424191123859,0.39418172287888315,24
2013,7,191,23,31.850154727538737,9,12.83,11475.000000000002,9723.898434178614,0.3940829413308039,24
2013,7,191,24,8.226038778967027,5.9,12.825,11375,9725.16118273681,0.39413232530807657,24
2013,7,192,1,2.3815183880991926,7.7,12.835,11219.999999999998,9722.635945377764,0.39403357094286373,24
2013,7,192,2,1.4034751366818359,6.3,12.844999999999999,11165,9720.111746763012,0.39393487091817964,24
2013,7,192,3,1.3026794771932368,6.5,12.84,11070,9721.373716262842,0.39398421414005547,24
2013,7,192,4,4.206631730235427,1.6,12.835,10920,9722.635945377764,0.39403357094286373,24
2013,7,192,5,12.504941038250413,2.2,12.825,10864.999999999998,9725.16118273681,0.39413232530807657,24
2013,7,192,6,48.112820062842175,1.8,12.815000000000001,10785,9727.687459409495,0.3942311340474262,24
2013,7,192,7,111.95555209025905,1.1,12.81,10780.000000000002,9728.95098766582,0.39428055881790924,24
2013,7,192,8,89.97419516026594,1.6,12.805,10754.999999999998,9730.214775963643,0.3943299971945368,24
2013,7,192,9,38.86744330677914,1.6,12.805,10725,9730.214775963643,0.3943299971945368,24
2013,7,192,10,22.023368626058172,2.5,12.81,10739.999999999998,9728.95098766582,0.39428055881790924,24
2013,7,192,11,50.04231692395958,3.4,12.805,10650,9730.214775963643,0.3943299971945368,24
2013,7,192,12,46.450764306279375,1.1,12.805,10645,9730.214775963643,0.3943299971945368,24
2013,7,192,13,113.73743462186654,1.5,12.8,10640,9731.478824373593,0.3943794491815144,24
2013,7,192,14,196.0102073024146,3.8,12.815000000000001,10625,9727.687459409495,0.3942311340474262,24
2013,7,192,15,142.87325662225996,3.7,12.83,10645,9723.898434178614,0.3940829413308039,24
2013,7,192,16,309.76526440581426,3.6,12.85,10640,9718.850036807447,0.3938855412730377,24
2013,7,192,17,188.0409907353918,2.6,12.88,10675,9711.2852235297,0.39358984827860805,24
2013,7,192,18,138.3619023960186,4.3,12.864999999999998,10725.000000000002,9715.066463496085,0.3937376337560453,24
2013,7,192,19,134.52108737841075,5,12.83,10765,9723.898434178614,0.3940829413308039,24
2013,7,192,20,68.66913982122594,3.9,12.815000000000001,10805,9727.687459409495,0.3942311340474262,24
2013,7,192,21,67.97243789093523,4.2,12.735,10850,9747.935156366364,0.3950235654693975,24
2013,7,192,22,29.25951289031029,5,12.655,10785,9768.249697851168,0.39581949624567075,24
2013,7,192,23,23.434121988110466,3.7,12.620000000000001,10715,9777.15840415239,0.39616882076526344,24
2013,7,192,24,3.507621287440775,2.7,12.55,10655.000000000002,9795.014467336381,0.3968694949589687,24
2013,7,193,1,1.029524880704602,2.6,12.52,10605,9802.68288055726,0.3971706127873026,24
2013,7,193,2,0.5424962425921612,2.4,12.52,10440,9802.68288055726,0.3971706127873026,24
2013,7,193,3,1.0472188303390944,1.1,12.39,10470,9836.022782102145,0.39848123085292675,24
2013,7,193,4,3.707449767126227,1.3,12.415,10365,9829.59733200983,0.398228458190944,24
2013,7,193,5,7.730145990305148,0.5,12.45,10220,9820.612860605972,0.39787516188337363,24
2013,7,193,6,52.19787890130537,2.8,12.45,10055,9820.612860605972,0.39787516188337363,24
2013,7,193,7,159.2190344152092,1.6,12.425,9995.000000000002,9827.029012611478,0.3981274467459625,24
2013,7,193,8,204.44721232811975,6.1,12.39,10020,9836.022782102145,0.39848123085292675,24
2013,7,193,9,202.28172380866053,3.3,12.31,10085,9856.628971877763,0.3992924517690743,24
2013,7,193,10,250.72341478394125,3.1,12.29,10129.999999999998,9861.791198380299,0.3994958175717274,24
2013,7,193,11,217.55273662415127,3.4,12.265,10215,9868.250002249108,0.39975034095411077,24
2013,7,193,12,400.0717581985563,2.6,12.23,10305,9877.303582874029,0.4001072647620885,24
2013,7,193,13,544.3677322563534,2.7,12.275,10440.000000000002,9865.665677421059,0.39964848942047193,24
2013,7,193,14,241.41135983460367,3.7,12.355,10590,9845.029590380364,0.39883569913851175,24
2013,7,193,15,799.7362065671599,4.5,12.4,10645,9833.451804284045,0.3983800799296551,24
2013,7,193,16,472.60617506645383,5.2,12.44,10684.999999999998,9823.178525230958,0.39797603406411086,24
2013,7,193,17,387.2141109986217,5,12.43,10740,9825.74525132859,0.3980769619248754,24
2013,7,193,18,318.418647607633,5,12.42,10935,9828.313039481116,0.3981779454998919,24
2013,7,193,19,398.59605652856334,3.3,12.415,10980,9829.59733200983,0.398228458190944,24
2013,7,193,20,151.17233388674376,3.8,12.395,10945,9834.737160180557,0.39843064841202136,24
2013,7,193,21,118.89960716632915,2.3,12.379999999999999,10990,9838.59482431109,0.3985824376275003,24
2013,7,193,22,51.812073468312526,2.5,12.375,10965,9839.881244744764,0.39863306196974346,24
2013,7,193,23,18.61466571268586,1.5,12.355,10920,9845.029590380364,0.39883569913851175,24
2013,7,193,24,11.546727331134077,0.7,12.33,10905.000000000002,9851.471021694086,0.39908931047092816,24
2013,7,194,1,3.1535078419448457,1.5,12.31,10865,9856.628971877763,0.3992924517690743,24
2013,7,194,2,0.9619758265910325,2.6,12.28,10800,9864.373916720944,0.3995975847483028,24
2013,7,194,3,2.4280496047042934,2,12.25,10785,9872.128499164928,0.39990322379246185,24
2013,7,194,4,9.497396571996902,0,12.21,10760,9882.482961755675,0.40031153133931124,24
2013,7,194,5,28.45999858053667,0.9,12.18,10750,9890.260093872635,0.4006183548239904,24
2013,7,194,6,134.66879629469796,1.9,12.145,10795,9899.34566384999,0.40097695915940823,24
2013,7,194,7,263.7937924301409,1.9,12.145,10844.999999999998,9899.34566384999,0.40097695915940823,24
2013,7,194,8,446.88014618517946,2.2,12.14,10905.000000000002,9900.644680652558,0.40102824501147066,24
2013,7,194,9,223.51019263992504,0.9,12.15,10995.000000000002,9898.046916754716,0.40092568748132823,24
2013,7,194,10,299.0366982882828,4.1,12.16,11115,9895.450231387451,0.4008231866297914,24
2013,7,194,11,684.2700197653675,1.6,12.195,11165,9886.370317468516,0.40046487949345244,24
2013,7,194,12,530.6717256769667,0.7,12.254999999999999,11205,9870.835398804793,0.39985224876887837,24
2013,7,194,13,1154.3724112005145,2.4,12.335,11305,9850.182201772284,0.3990385601929679,24
2013,7,194,14,997.1396985446534,2.1,12.440000000000001,11355,9823.178525230958,0.39797603406411086,24
2013,7,194,15,1109.4950714298443,2.3,12.52,11370.000000000002,9802.68288055726,0.3971706127873026,24
2013,7,194,16,692.9201904175969,3.7,12.6,11325,9782.254872623222,0.396368737549496,24
2013,7,194,17,294.29583865504827,2.6,12.72,11300,9751.739032393336,0.39517253541631897,24
2013,7,194,18,208.28867655212176,1.6,12.74,11305,9746.667720007916,0.3949739361647146,24
2013,7,194,19,148.97498211447348,2.3,12.75,11335,9744.133630338307,0.39487471854646733,24
2013,7,194,20,105.99173318095146,2.4,12.75,11405.000000000002,9744.133630338307,0.39487471854646733,24
2013,7,194,21,46.71802734860432,1.9,12.75,11469.999999999998,9744.133630338307,0.39487471854646733,24
2013,7,194,22,30.046660555421887,2.4,12.76,11390,9741.600584255297,0.39477555555492666,24
2013,7,194,23,8.331261877896347,2.5,12.75,11250,9744.133630338307,0.39487471854646733,24
2013,7,194,24,3.9297854011251654,3.7,12.685,10995.000000000002,9760.623892853897,0.3955206110261656,24
2013,7,195,1,0.3539258858149207,0.7,12.61,10740,9779.706112577946,0.3962687516071046,24
2013,7,195,2,0.1765695629608318,1.2,12.555,10640,9793.737322087607,0.3968193570705742,24
2013,7,195,3,0.5309426623075743,3,12.5,10504.999999999998,9807.800439182893,0.3973716349832991,24
2013,7,195,4,7.525117365165487,2.5,12.445,10455,9821.895560270914,0.3979255910158773,24
2013,7,195,5,35.08460342656534,0.6,12.415,10340,9829.59733200983,0.398228458190944,24
2013,7,195,6,34.31334137225636,0.2,12.38,10280,9838.59482431109,0.3985824376275003,24
2013,7,195,7,100.42307339689974,0.6,12.364999999999998,10240,9842.454884635988,0.39873435258558737,24
2013,7,195,8,163.51096928093213,0,12.344999999999999,10160,9847.605362563603,0.39893710166285434,24
2013,7,195,9,212.12341799269893,0.5,12.379999999999999,10195,9838.59482431109,0.3985824376275003,24
2013,7,195,10,261.5011416992884,0.4,12.405000000000001,10280.000000000002,9832.16671433836,0.39832952540154276,24
2013,7,195,11,291.75092838741483,2,12.425,10355,9827.029012611478,0.3981274467459625,24
2013,7,195,12,480.1142715605118,1.7,12.45,10575,9820.612860605972,0.39787516188337363,24
2013,7,195,13,450.4281494658177,4.6,12.51,10245.000000000002,9805.24113116911,0.3972710961648602,24
2013,7,195,14,678.9494340466072,3.9,12.555,10295,9793.737322087607,0.3968193570705742,24
2013,7,195,15,525.1315798325357,3.8,12.594999999999999,10405.000000000002,9783.529647183692,0.3964187511940109,24
2013,7,195,16,693.3098538854084,4.9,12.665,10475.000000000002,9765.706714588494,0.3957198129364261,24
