year,month,yday,hour,par,wspeed,temp,do_eq,sch_conv,do,T_S,D_M
2012,6,168,23,79.94572547621408,5,11.52,10063.837407705578,0.407498957957826,12340.284449234437,1,6
2012,6,168,24,44.30943704457164,5.4,11.49,10071.841535434316,0.40781773094593604,12275.206252540916,1,6
2012,6,169,1,26.3740768134171,5.2,11.45,10082.529368656753,0.40824358769713237,12084.586581670075,1,7
2012,6,169,2,7.349616042752806,5.2,11.405000000000001,10094.574623204979,0.4087238076614989,12121.870840817704,1,7
2012,6,169,3,5.920962088785909,3.1,11.325,10116.044638297366,0.4095804990129427,11985.651751110778,1,7
2012,6,169,4,14.130727543961319,3.6,11.24,10138.935697771993,0.4104949122717048,11986.898265360349,1,7
2012,6,169,5,52.69936862106672,4.9,11.165,10159.20173067476,0.4113053400299918,11802.030113793535,1,7
2012,6,169,6,104.47157437414785,4.6,11.055,10189.041207420112,0.4125000925952711,11683.323932248157,1,7
2012,6,169,7,236.1631232504847,3.1,11.024999999999999,10197.203275242513,0.412827203782112,11653.060614712633,1,7
2012,6,169,8,347.47842711921646,2.6,11.02,10198.564623770544,0.412881775364668,11742.381418775252,1,7
2012,6,169,9,508.6611381651353,1.2,11.01,10201.288182023785,0.41299096404298846,11918.884459086124,1,7
2012,6,169,10,595.2845720377321,1.6,11.059999999999999,10187.681865929768,0.41244562707349314,11862.468481617274,1,7
2012,6,169,11,514.1472114357019,1.4,11.125,10170.036460037312,0.41173895080240824,11918.6501828652,1,7
2012,6,169,12,521.4467868395504,2.6,11.195,10151.087644659547,0.4109807637187913,12020.349652693152,1,7
2012,6,169,13,574.3537939149456,2.6,11.305,10121.423418107095,0.4097952669692249,11868.443568268223,1,7
2012,6,169,14,473.64770528926834,2.3,11.34,10112.01351695851,0.40941957946741014,11994.714472498918,1,7
2012,6,169,15,461.4719695402284,1.9,11.385,10099.935371360669,0.4089376239994353,12007.854175182785,1,7
2012,6,169,16,463.56421585075685,2.2,11.43,10087.880009115459,0.408456870755731,12098.362088688096,1,7
2012,6,169,17,473.9350528623261,1.1,11.495000000000001,10070.506815490455,0.4077645652684166,12194.485560281251,1,7
2012,6,169,18,365.1988543150438,1.4,11.535,10059.839113799255,0.40733977027328977,12107.615482903491,1,7
2012,6,169,19,222.54940009460975,2.2,11.57,10050.519520890099,0.40696884694680785,12202.78541935667,1,7
2012,6,169,20,270.45879288930524,1.4,11.61,10039.885260437728,0.4065458151570112,12276.688547873824,1,7
2012,6,169,21,267.3169219257175,2.6,11.61,10039.885260437728,0.4065458151570112,12207.744473536177,1,7
2012,6,169,22,263.21368310858486,1.8,11.6,10042.54215726664,0.4066514851612503,12215.840349722199,1,7
2012,6,169,23,158.34128925569715,3.1,11.57,10050.519520890099,0.40696884694680785,12043.030926025065,1,7
2012,6,169,24,65.608058488355,3.9,11.535,10059.839113799255,0.40733977027328977,12127.389013782791,1,7
2012,6,170,1,15.945315571074334,3.4,11.47,10077.183212418862,0.4080305411887199,12203.778795081056,1,8
2012,6,170,2,4.943808582013698,1.9,11.43,10087.880009115459,0.408456870755731,12220.374726904598,1,8
2012,6,170,3,2.5820633743684387,1.8,11.385,10099.935371360669,0.4089376239994353,12068.571426913017,1,8
